45, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,71, Hong, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4833,0,45, United-States, >50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Married-spouse-absent, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, >50K
55, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Canada, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, Dominican-Republic, >50K
53, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,4812,0,45, United-States, <=50K
37, State-gov, 11th, Never-married, Other-service, Wife, Black, Female,0,0,30, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, El-Salvador, >50K
45, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, >50K
64, Self-emp-not-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,99999,0,40, Columbia, >50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Philippines, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,20, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,5178,0,48, Thailand, >50K
28, Federal-gov, 7th-8th, Never-married, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
45, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,48, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,54, United-States, >50K
30, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,25, Jamaica, <=50K
44, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, Yugoslavia, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
46, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, England, >50K
48, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,21, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
42, State-gov, Some-college, Married-spouse-absent, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,45, Cuba, >50K
33, Private, Some-college, Never-married, Machine-op-inspct, Wife, Black, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
27, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, 9th, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,54, Iran, <=50K
53, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Mexico, <=50K
35, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
28, Local-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
31, State-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Male,747,0,40, United-States, <=50K
25, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, 10th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,30, Vietnam, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,48, Puerto-Rico, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,1876,40, Italy, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,50, Italy, <=50K
31, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, >50K
32, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States, <=50K
53, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, Cuba, <=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,10256,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,25, Honduras, <=50K
48, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,43, United-States, <=50K
61, Self-emp-not-inc, Doctorate, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,5013,0,45, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
44, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,1578,48, United-States, <=50K
54, Self-emp-not-inc, Masters, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
31, Private, HS-grad, Separated, Sales, Unmarried, Black, Female,0,0,30, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Puerto-Rico, >50K
44, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
63, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,15, United-States, >50K
40, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,3131,0,47, Cuba, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,1887,35, United-States, <=50K
50, Local-gov, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,16, United-States, >50K
39, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Female,0,0,40, United-States, <=50K
45, Local-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,20, United-States, <=50K
39, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Hungary, >50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, >50K
77, Private, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,845,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, China, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,1976,60, United-States, >50K
56, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,16, United-States, <=50K
33, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
51, Local-gov, Masters, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, Nicaragua, <=50K
35, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,3905,0,40, Italy, <=50K
22, Private, Some-college, Never-married, Sales, Unmarried, Other, Male,0,0,35, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,54, Yugoslavia, >50K
37, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, China, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Separated, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Philippines, <=50K
54, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,84, Hungary, <=50K
20, Private, HS-grad, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
31, State-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Honduras, <=50K
42, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, South, >50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
20, Local-gov, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,3325,0,40, United-States, >50K
59, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, 11th, Married-spouse-absent, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,30, France, <=50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, White, Male,0,0,30, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Portugal, <=50K
41, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Iran, <=50K
27, Local-gov, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,20, Iran, <=50K
53, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Guatemala, >50K
35, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4876,0,45, United-States, >50K
40, Local-gov, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, <=50K
60, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,99, United-States, >50K
41, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, India, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,63, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Iran, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
41, Local-gov, Some-college, Divorced, Sales, Wife, White, Female,0,0,35, Hungary, <=50K
40, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
21, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,22, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, South, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,50, United-States, <=50K
27, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,32, United-States, >50K
26, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
66, Private, Masters, Widowed, Farming-fishing, Own-child, White, Female,0,0,50, United-States, <=50K
22, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,35, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,6688,0,40, Ireland, >50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc, Some-college, Married-spouse-absent, Farming-fishing, Own-child, White, Female,0,0,35, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2047,40, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, India, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
44, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, >50K
59, Private, HS-grad, Widowed, Protective-serv, Own-child, Black, Female,0,0,40, United-States, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Ecuador, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Honduras, <=50K
44, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,3107,0,40, United-States, <=50K
73, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,3595,0,10, Columbia, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,15, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
36, State-gov, Bachelors, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
50, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
51, Local-gov, Bachelors, Separated, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
25, State-gov, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Female,2205,0,40, United-States, <=50K
34, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Taiwan, <=50K
22, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,48, Mexico, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, El-Salvador, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,40, Peru, >50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,20, United-States, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
54, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Dominican-Republic, >50K
23, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
24, Local-gov, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
90, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,45, Portugal, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,15024,0,40, United-States, >50K
54, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,1790,45, Hungary, >50K
21, Private, Assoc-acdm, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
45, Private, 10th, Married-civ-spouse, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3424,0,40, Canada, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,50, Guatemala, <=50K
23, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,44, Ireland, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
34, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,35, Mexico, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,42, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Wife, Other, Female,0,0,40, El-Salvador, <=50K
41, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,20, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-spouse-absent, Other-service, Wife, White, Male,0,0,40, Philippines, <=50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
45, Private, Masters, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,19, South, <=50K
36, Private, Some-college, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, Peru, <=50K
26, Private, Bachelors, Separated, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, China, <=50K
22, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,1977,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,30, United-States, <=50K
49, Self-emp-not-inc, 7th-8th, Never-married, Sales, Not-in-family, Other, Male,0,0,40, France, <=50K
58, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, 7th-8th, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Iran, <=50K
63, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,15, Ecuador, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,73, United-States, >50K
20, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Japan, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
60, Self-emp-inc, Masters, Divorced, Exec-managerial, Wife, Black, Male,24959,0,45, United-States, <=50K
41, State-gov, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,42, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
26, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
53, Local-gov, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,50, United-States, <=50K
58, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,20, United-States, <=50K
34, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Nicaragua, >50K
77, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,2389,0,20, United-States, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Assoc-acdm, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, Portugal, <=50K
39, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
42, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, China, >50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,21, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, 10th, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
26, State-gov, Bachelors, Never-married, Tech-support, Unmarried, White, Male,0,0,40, United-States, >50K
34, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
24, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,31, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Scotland, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,40, United-States, <=50K
49, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
43, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,30, Canada, <=50K
30, Local-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, 11th, Never-married, Farming-fishing, Own-child, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Haiti, <=50K
39, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Greece, >50K
