59, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Haiti, <=50K
34, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,60, United-States, <=50K
67, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,35, United-States, <=50K
24, Private, 9th, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
84, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Other-relative, White, Female,0,0,15, United-States, <=50K
63, Private, 7th-8th, Widowed, Exec-managerial, Husband, White, Male,0,0,12, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
34, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-spouse-absent, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
69, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Guatemala, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, 10th, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico, <=50K
20, Private, 12th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,35, United-States, >50K
38, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1902,50, United-States, <=50K
22, Local-gov, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
40, State-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
62, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
31, Private, 11th, Never-married, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Husband, Black, Male,0,0,50, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,7687,0,52, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, Germany, <=50K
47, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,98, United-States, <=50K
45, State-gov, Bachelors, Separated, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Germany, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, >50K
37, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private, 11th, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
54, State-gov, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Male,3103,0,40, United-States, <=50K
22, Private, 12th, Never-married, Armed-Forces, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,4476,0,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1923,60, United-States, >50K
53, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Germany, <=50K
48, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,35, Philippines, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States, >50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, United-States, <=50K
32, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,4398,0,45, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,53, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,20, United-States, <=50K
64, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,16, United-States, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
37, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,94, United-States, <=50K
36, Private, Bachelors, Divorced, Handlers-cleaners, Husband, Black, Female,0,0,45, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
27, State-gov, 11th, Never-married, Sales, Own-child, White, Female,0,0,45, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,36, United-States, <=50K
49, Local-gov, Masters, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,40, Italy, <=50K
24, Private, Doctorate, Never-married, Protective-serv, Not-in-family, White, Male,0,0,60, Vietnam, <=50K
36, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,35, United-States, <=50K
23, Private, 12th, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,10, United-States, <=50K
43, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Mexico, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
35, Self-emp-inc, 12th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,70, United-States, <=50K
38, Private, Bachelors, Never-married, Protective-serv, Husband, White, Female,5178,0,60, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,84, United-States, <=50K
32, Self-emp-inc, Some-college, Never-married, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,16, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,7298,0,99, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,30, Guatemala, <=50K
21, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,8, United-States, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Vietnam, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
43, Local-gov, 9th, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,7298,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,52, United-States, >50K
27, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, United-States, <=50K
28, Federal-gov, Assoc-voc, Never-married, Farming-fishing, Own-child, White, Female,0,0,43, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, White, Male,0,1882,60, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1888,45, United-States, >50K
30, Self-emp-inc, Preschool, Never-married, Other-service, Not-in-family, White, Female,0,0,36, United-States, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,54, United-States, <=50K
52, Federal-gov, Some-college, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Portugal, >50K
34, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,30, United-States, <=50K
48, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,54, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,0,1902,40, United-States, <=50K
49, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States, <=50K
30, Federal-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,11752,0,40, United-States, >50K
28, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, United-States, >50K
35, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, 11th, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Widowed, Prof-specialty, Unmarried, White, Male,0,0,36, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, >50K
51, State-gov, Some-college, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,48, United-States, <=50K
33, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,3103,0,50, United-States, >50K
33, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, <=50K
30, Federal-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
41, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
54, State-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, >50K
31, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,45, United-States, <=50K
51, State-gov, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Guatemala, <=50K
62, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Unmarried, Black, Male,0,2237,40, United-States, >50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
29, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
39, Local-gov, 9th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,24, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,32, United-States, >50K
45, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,4402,0,40, Iran, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,15, United-States, <=50K
34, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
38, Private, Masters, Never-married, Sales, Husband, White, Male,0,0,20, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
35, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
51, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
26, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Divorced, Farming-fishing, Own-child, White, Female,0,0,35, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4939,0,45, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, State-gov, Masters, Never-married, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
48, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,3103,0,40, United-States, <=50K
53, Private, Masters, Divorced, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,37, United-States, >50K
25, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
63, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, 5th-6th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
50, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, <=50K
31, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,3103,0,40, United-States, <=50K
51, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
41, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7309,0,60, United-States, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,10520,0,40, United-States, >50K
32, Private, Masters, Married-spouse-absent, Craft-repair, Unmarried, White, Male,0,1986,55, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, <=50K
62, Private, 5th-6th, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,48, United-States, <=50K
22, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, United-States, >50K
33, Private, Prof-school, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,40, United-States, >50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,60, El-Salvador, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,80, United-States, <=50K
28, Federal-gov, HS-grad, Never-married, Sales, Other-relative, Black, Female,0,0,40, United-States, <=50K
23, State-gov, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,48, United-States, <=50K
49, Private, 11th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,44, United-States, <=50K
21, Private, Some-college, Never-married, Tech-support, Husband, White, Male,0,0,20, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
43, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
52, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, Mexico, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, Puerto-Rico, <=50K
50, Self-emp-inc, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, >50K
23, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
44, Private, Some-college, Never-married, Other-service, Wife, Black, Female,5090,0,35, United-States, <=50K
25, State-gov, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,54, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, <=50K
32, Self-emp-not-inc, Prof-school, Divorced, Transport-moving, Not-in-family, White, Male,0,0,99, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Masters, Divorced, Exec-managerial, Other-relative, Black, Male,7687,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,50, Cambodia, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Prof-school, Married-spouse-absent, Tech-support, Own-child, White, Female,0,0,50, United-States, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Nicaragua, >50K
40, Self-emp-inc, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,3103,0,60, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
66, Private, HS-grad, Widowed, Farming-fishing, Husband, White, Male,0,0,10, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Other-relative, White, Male,0,0,35, Mexico, >50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Female,0,0,20, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,15, United-States, <=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Widowed, Sales, Not-in-family, White, Male,0,0,65, Japan, <=50K
46, Private, Masters, Divorced, Sales, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
43, Private, 9th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,37, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,30, United-States, <=50K
22, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
66, Self-emp-not-inc, Bachelors, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
69, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,45, United-States, <=50K
41, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,42, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, Dominican-Republic, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
54, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,45, United-States, >50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,16, United-States, <=50K
48, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Philippines, <=50K
28, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,70, United-States, >50K
45, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
