25, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,35, Hong, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,54, United-States, <=50K
40, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
28, Private, Bachelors, Never-married, Farming-fishing, Husband, White, Male,0,0,44, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Greece, >50K
21, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,38, Poland, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, >50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, >50K
45, Private, 10th, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,60, United-States, <=50K
67, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
21, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, United-States, <=50K
39, State-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,16, Haiti, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,7687,0,45, United-States, >50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, >50K
27, Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, United-States, <=50K
52, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,60, United-States, <=50K
46, Private, Bachelors, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
49, Local-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Divorced, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,4983,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, >50K
57, Local-gov, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, China, >50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,42, Mexico, <=50K
50, State-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,52, United-States, >50K
44, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
60, State-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,4064,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,36, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,27, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Black, Male,4064,0,40, Greece, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,60, Laos, <=50K
59, Local-gov, Assoc-voc, Married-spouse-absent, Other-service, Husband, Black, Male,0,0,40, United-States, >50K
29, Local-gov, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Without-pay, 11th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,4386,0,45, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Japan, <=50K
19, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,48, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,38, United-States, <=50K
38, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,2046,40, United-States, >50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,50, United-States, >50K
66, Private, 5th-6th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,30, United-States, <=50K
64, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,20, United-States, >50K
31, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, England, <=50K
65, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2156,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
54, Local-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
54, Private, Bachelors, Never-married, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
22, State-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,16, India, <=50K
49, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, France, <=50K
56, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,4965,0,40, India, >50K
37, State-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, <=50K
20, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1964,51, Guatemala, >50K
39, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,24, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Sales, Wife, White, Male,15024,0,54, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,65, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2025,40, Mexico, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
47, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,6693,0,40, India, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
24, Private, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,60, United-States, <=50K
36, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
57, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,38, South, <=50K
54, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Black, Male,0,0,40, Nicaragua, <=50K
31, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Separated, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
58, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Laos, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,38, Yugoslavia, <=50K
38, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
20, Private, Masters, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,37, Nicaragua, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, >50K
46, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,3122,0,35, United-States, >50K
33, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Germany, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
43, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
34, State-gov, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,30, Hong, <=50K
47, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,4913,0,24, Cambodia, >50K
32, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Female,7687,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,40, Peru, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1977,50, Ireland, >50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, El-Salvador, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
41, Local-gov, Assoc-acdm, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
52, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
66, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,11448,0,60, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,4531,0,40, United-States, >50K
43, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Some-college, Never-married, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
41, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
47, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,32, United-States, <=50K
47, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
56, Local-gov, 7th-8th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,35, United-States, <=50K
26, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
29, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, South, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,33, England, <=50K
57, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, Germany, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,0,0,40, Honduras, <=50K
39, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,45, Ireland, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
43, Local-gov, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Poland, <=50K
51, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,43, Portugal, <=50K
27, Private, Masters, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,40, United-States, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,52, United-States, >50K
59, Private, Some-college, Separated, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, Guatemala, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, Ireland, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,54, Trinadad&Tobago, <=50K
23, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Male,4995,0,40, Mexico, >50K
21, Private, Doctorate, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
36, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, United-States, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,60, United-States, <=50K
33, Local-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,84, United-States, >50K
20, Private, Masters, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,1977,40, United-States, >50K
58, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, Guatemala, >50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
42, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,44, United-States, <=50K
59, Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
51, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
35, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
40, Private, Bachelors, Never-married, Tech-support, Unmarried, White, Female,0,0,32, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Mexico, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, Honduras, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,35, United-States, <=50K
36, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,70, United-States, <=50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,5776,0,60, United-States, >50K
54, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Unmarried, Other, Male,0,1740,35, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
25, Local-gov, Bachelors, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Federal-gov, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,1865,25, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,4064,0,24, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Puerto-Rico, <=50K
70, Local-gov, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Portugal, <=50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,60, Portugal, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013,0,60, United-States, >50K
66, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, >50K
39, Private, Doctorate, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Peru, >50K
57, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,25, Guatemala, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, South, <=50K
21, Federal-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,15, Yugoslavia, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,2024,52, United-States, <=50K
33, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,1735,45, Mexico, <=50K
63, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
19, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
18, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, United-States, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,1783,0,16, United-States, <=50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,30, United-States, <=50K
30, Federal-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Female,7298,0,40, United-States, >50K
52, Private, Bachelors, Separated, Transport-moving, Husband, White, Male,0,0,40, Yugoslavia, <=50K
27, Private, Bachelors, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, China, >50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States, >50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,35, United-States, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,99999,0,40, United-States, >50K
21, Local-gov, Some-college, Never-married, Craft-repair, Own-child, White, Female,775,0,40, United-States, <=50K
56, Local-gov, 5th-6th, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,35, Outlying-US(Guam-USVI-etc), >50K
50, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
72, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, >50K
21, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
54, Private, Doctorate, Separated, Exec-managerial, Unmarried, Other, Female,0,0,65, United-States, <=50K
62, Local-gov, Some-college, Divorced, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
40, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,60, Ecuador, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,48, United-States, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,30, Greece, <=50K
41, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, Cuba, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
35, Private, Doctorate, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,1997,40, Ireland, <=50K
31, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,30, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
44, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
24, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, Hong, <=50K
55, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
40, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
26, Local-gov, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
40, Local-gov, HS-grad, Married-spouse-absent, Other-service, Wife, White, Male,0,0,8, United-States, <=50K
34, Private, Assoc-acdm, Divorced, Sales, Own-child, White, Female,0,0,40, South, <=50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Peru, <=50K
41, Private, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,2762,0,48, United-States, <=50K
37, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Local-gov, Some-college, Widowed, Adm-clerical, Unmarried, Other, Male,0,0,40, Germany, <=50K
43, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, >50K
31, Private, Some-college, Married-spouse-absent, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
60, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Separated, Exec-managerial, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
20, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,30, United-States, <=50K
