33, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Honduras, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
40, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2177,0,40, United-States, >50K
43, Local-gov, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States, <=50K
30, Self-emp-not-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,89, Hong, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,3393,0,45, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
46, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, South, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
52, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1894,40, Ecuador, >50K
26, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,10, Cuba, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Puerto-Rico, >50K
23, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,45, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,12, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
37, Private, 9th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Japan, <=50K
26, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Ecuador, >50K
57, Federal-gov, 10th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Iran, >50K
35, Private, Bachelors, Divorced, Exec-managerial, Husband, Other, Male,292,0,60, Poland, <=50K
34, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,30, United-States, <=50K
40, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,50, Columbia, >50K
60, Self-emp-not-inc, Prof-school, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,27, United-States, <=50K
38, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, Puerto-Rico, <=50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,50, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Not-in-family, White, Female,0,0,16, Guatemala, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,23, Laos, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,4545,0,40, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
28, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,50, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Germany, >50K
61, Self-emp-inc, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Self-emp-inc, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,47, United-States, >50K
43, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, China, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,50, Jamaica, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
70, Federal-gov, 7th-8th, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
36, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Iran, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Honduras, <=50K
56, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Portugal, <=50K
19, Private, 10th, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
22, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, Taiwan, <=50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Iran, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, El-Salvador, <=50K
33, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, <=50K
27, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
72, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,7569,0,60, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,10, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, Germany, <=50K
61, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,70, Italy, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,54, United-States, >50K
41, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Honduras, >50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, India, <=50K
52, Self-emp-not-inc, 9th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,6, Mexico, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,35, Portugal, >50K
45, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, United-States, >50K
40, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, Cambodia, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
58, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States, >50K
54, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Poland, <=50K
31, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States, >50K
31, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Wife, Black, Female,8007,0,40, South, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,68, Dominican-Republic, <=50K
35, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Cuba, <=50K
22, Self-emp-not-inc, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
41, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,8, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Honduras, >50K
47, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,7, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,45, United-States, <=50K
33, Local-gov, Masters, Separated, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
37, Local-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Greece, <=50K
32, Private, Some-college, Never-married, Craft-repair, Wife, Black, Male,0,0,20, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,45, United-States, <=50K
51, Private, HS-grad, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Tech-support, Wife, White, Female,0,0,37, United-States, <=50K
36, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,40, United-States, >50K
37, Private, Masters, Divorced, Other-service, Not-in-family, Other, Male,0,0,20, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,48, Cuba, <=50K
39, Self-emp-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, Columbia, >50K
40, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,32, Trinadad&Tobago, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,52, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, >50K
57, Private, Masters, Widowed, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, 9th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, Haiti, <=50K
36, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,45, Guatemala, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,54, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
38, Self-emp-inc, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,0,99, United-States, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,60, United-States, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,7687,0,65, Honduras, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
45, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Black, Female,0,1887,30, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Germany, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Taiwan, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, France, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1898,45, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Masters, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,42, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,30, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,1886,38, United-States, >50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Guatemala, <=50K
31, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
23, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, England, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, Germany, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,64, Taiwan, >50K
38, Self-emp-not-inc, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,1902,48, Jamaica, <=50K
57, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,30, Thailand, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
24, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, Scotland, <=50K
43, Self-emp-not-inc, Prof-school, Separated, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,19947,0,40, United-States, >50K
46, Local-gov, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,7687,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
55, Private, Bachelors, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, 10th, Never-married, Prof-specialty, Other-relative, White, Male,0,0,70, Japan, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
45, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,6634,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,46, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
28, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
51, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, Portugal, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1887,40, United-States, >50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
37, State-gov, 5th-6th, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,35, Mexico, <=50K
45, Self-emp-not-inc, Assoc-acdm, Separated, Exec-managerial, Not-in-family, Black, Female,0,0,36, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3387,0,40, Mexico, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1910,54, United-States, <=50K
67, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
62, Private, Assoc-acdm, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,16, Mexico, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Trinadad&Tobago, <=50K
20, State-gov, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,16, United-States, <=50K
72, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,8, United-States, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Hong, <=50K
35, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
42, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
35, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Germany, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
53, Private, Masters, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,54, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,15, United-States, <=50K
39, Private, Bachelors, Divorced, Farming-fishing, Husband, White, Male,7298,0,40, Vietnam, >50K
26, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
51, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Federal-gov, Bachelors, Separated, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Ecuador, >50K
49, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Canada, >50K
46, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,1887,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Italy, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, >50K
41, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,475,0,37, United-States, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
31, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,44, United-States, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
41, Private, Masters, Divorced, Prof-specialty, Wife, White, Female,0,0,40, Cambodia, <=50K
45, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Germany, <=50K
44, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,1977,38, United-States, >50K
52, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
64, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
29, Private, 9th, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
42, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Male,4011,0,10, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Husband, White, Male,15024,0,45, United-States, >50K
48, Private, 9th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
31, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,54, United-States, >50K
35, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Germany, >50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,38, United-States, >50K
26, Private, Some-college, Divorced, Adm-clerical, Own-child, Other, Female,0,0,33, Dominican-Republic, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
19, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,1974,16, United-States, <=50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
38, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,2339,70, United-States, <=50K
