61, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Dominican-Republic, <=50K
64, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,10, Taiwan, >50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Philippines, <=50K
53, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,7687,0,65, Haiti, <=50K
30, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Poland, >50K
39, Private, Assoc-voc, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
34, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,45, Iran, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,70, Jamaica, >50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
26, Private, 12th, Never-married, Sales, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,70, Germany, <=50K
56, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Germany, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
32, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,15024,0,40, Laos, >50K
49, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Laos, <=50K
62, Private, HS-grad, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,23306,0,45, Laos, >50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Philippines, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
47, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,2331,30, Mexico, <=50K
33, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,25, Germany, <=50K
30, Private, 10th, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, England, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Germany, <=50K
47, Private, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1977,60, Ecuador, >50K
27, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Black, Female,4587,0,35, France, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1895,50, Haiti, >50K
52, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Ecuador, <=50K
50, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Vietnam, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1977,60, Jamaica, >50K
64, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cuba, >50K
44, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Germany, >50K
65, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, Laos, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, Peru, >50K
50, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Honduras, >50K
42, Private, Some-college, Widowed, Sales, Unmarried, Other, Female,0,0,45, Portugal, <=50K
31, Self-emp-inc, Prof-school, Never-married, Tech-support, Husband, Other, Male,0,0,45, Philippines, <=50K
53, Self-emp-not-inc, Doctorate, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Cambodia, <=50K
26, Self-emp-inc, HS-grad, Never-married, Protective-serv, Unmarried, Other, Female,0,0,40, Mexico, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Female,7687,0,40, Trinadad&Tobago, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, Puerto-Rico, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,4740,0,60, Ireland, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, United-States, >50K
18, Private, 11th, Never-married, Sales, Own-child, Other, Female,0,0,20, Portugal, <=50K
29, Private, Bachelors, Never-married, Other-service, Wife, Other, Male,0,0,40, Taiwan, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1887,40, Puerto-Rico, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Hong, >50K
24, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
37, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,6, Outlying-US(Guam-USVI-etc), <=50K
55, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,51, Philippines, >50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Yugoslavia, <=50K
21, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
19, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
60, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, England, >50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
18, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Philippines, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, Haiti, <=50K
38, Private, Some-college, Divorced, Sales, Own-child, Asian-Pac-Islander, Female,0,0,45, El-Salvador, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Yugoslavia, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Honduras, <=50K
33, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
65, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Mexico, >50K
32, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Haiti, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
23, Without-pay, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, Canada, <=50K
39, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Female,3865,0,36, Yugoslavia, <=50K
26, Private, 12th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
28, Private, Assoc-acdm, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
49, Private, 1st-4th, Separated, Craft-repair, Husband, Black, Male,0,0,50, Guatemala, <=50K
38, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Japan, <=50K
52, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Masters, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Guatemala, <=50K
40, Private, 7th-8th, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,20, Nicaragua, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Honduras, <=50K
66, Local-gov, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Italy, <=50K
27, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K
41, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
43, Private, Assoc-voc, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,20, Mexico, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
40, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,25, India, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,15, Peru, <=50K
31, Private, Masters, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Germany, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
57, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
27, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
47, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
38, Self-emp-not-inc, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Nicaragua, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, South, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,25, Laos, <=50K
33, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1902,36, Germany, <=50K
24, Private, 11th, Married-civ-spouse, Other-service, Own-child, Black, Female,0,0,12, Vietnam, <=50K
38, Private, Some-college, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Hungary, <=50K
32, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,45, Nicaragua, >50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Ireland, <=50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, Other, Female,0,0,60, Yugoslavia, >50K
36, Private, HS-grad, Never-married, Prof-specialty, Wife, Other, Female,0,0,40, Greece, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
40, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,2175,0,40, Greece, >50K
45, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7170,0,50, Ecuador, >50K
49, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Taiwan, <=50K
27, Self-emp-inc, HS-grad, Never-married, Craft-repair, Husband, White, Female,3129,0,40, Germany, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, >50K
52, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, Germany, >50K
41, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
27, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, Other, Female,0,0,35, Scotland, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, South, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Ireland, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Japan, >50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
30, Local-gov, HS-grad, Never-married, Adm-clerical, Husband, Other, Female,10520,0,35, Japan, <=50K
44, Federal-gov, Masters, Never-married, Exec-managerial, Not-in-family, Other, Male,13091,0,50, Vietnam, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Peru, >50K
38, Self-emp-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, >50K
58, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Divorced, Other-service, Not-in-family, Other, Male,0,0,54, Puerto-Rico, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Mexico, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,50, China, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,2411,60, Iran, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1888,40, Outlying-US(Guam-USVI-etc), >50K
32, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Poland, <=50K
68, Local-gov, 9th, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,20, South, <=50K
36, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,35, Poland, <=50K
40, Private, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,40, South, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,30, Portugal, >50K
28, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Peru, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,50, Honduras, <=50K
46, Self-emp-inc, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
37, Private, Some-college, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1876,40, South, >50K
48, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, Jamaica, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,40, Guatemala, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Cambodia, <=50K
36, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, >50K
28, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, Hungary, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
46, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
23, Private, 10th, Divorced, Sales, Unmarried, Other, Male,0,0,40, Jamaica, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Scotland, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
31, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7687,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,1119,0,40, Vietnam, <=50K
46, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Haiti, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Iran, >50K
42, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Hong, <=50K
69, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
61, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Thailand, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Scotland, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, Jamaica, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, South, <=50K
25, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,25, India, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Canada, <=50K
60, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
29, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,40, India, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Philippines, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, Ecuador, <=50K
24, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,1305,0,50, England, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,50, Haiti, <=50K
40, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Hungary, >50K
30, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,4963,0,20, Guatemala, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Hungary, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,30, Dominican-Republic, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Vietnam, >50K
46, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,40, Cambodia, >50K
52, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, England, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,50, Ireland, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Scotland, >50K
23, Private, 11th, Never-married, Priv-house-serv, Own-child, Black, Female,0,0,30, Hong, <=50K
64, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,20, Canada, <=50K
34, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Peru, <=50K
55, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
49, Local-gov, 12th, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,1977,40, Mexico, >50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Canada, >50K
50, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,38, France, <=50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Poland, <=50K
28, Private, Assoc-voc, Never-married, Prof-specialty, Husband, Other, Female,0,0,40, Taiwan, <=50K
19, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Other, Female,0,1977,40, Hungary, <=50K
34, Private, 11th, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
56, Private, Doctorate, Never-married, Machine-op-inspct, Husband, Other, Male,0,1887,40, South, >50K
37, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,3467,0,40, Laos, <=50K
53, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, India, >50K
56, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, India, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Italy, <=50K
30, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,45, Peru, <=50K
63, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,40, Canada, <=50K
56, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,99999,0,54, India, >50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Greece, >50K
36, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Philippines, <=50K
36, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
45, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Female,7687,0,47, Ecuador, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Japan, <=50K
23, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Peru, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, France, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, Germany, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,25, Ireland, <=50K
42, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1902,50, Hong, <=50K
19, Private, 11th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Puerto-Rico, <=50K
33, Private, Some-college, Divorced, Sales, Unmarried, Other, Female,0,0,35, Honduras, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Other, Male,0,0,50, Thailand, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Japan, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,48, Haiti, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Cambodia, >50K
37, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, China, >50K
41, Private, Assoc-voc, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,40, Poland, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,37, France, <=50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, South, >50K
21, Private, Some-college, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
64, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, England, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Portugal, <=50K
46, Private, Bachelors, Divorced, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,72, Poland, <=50K
51, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,50, Scotland, <=50K
47, Private, Assoc-acdm, Divorced, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, England, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,35, Trinadad&Tobago, >50K
41, State-gov, Masters, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
59, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Vietnam, <=50K
59, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
43, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Poland, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,79, Greece, <=50K
