67, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,17, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Cuba, <=50K
20, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,10, Columbia, <=50K
25, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Iran, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Puerto-Rico, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
31, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,2124,60, Guatemala, >50K
55, Private, Some-college, Married-civ-spouse, Priv-house-serv, Wife, Other, Male,0,1828,40, United-States, >50K
30, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,1883,70, Peru, <=50K
20, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Poland, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Female,15024,0,40, Vietnam, >50K
51, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
69, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, <=50K
36, Private, Some-college, Never-married, Craft-repair, Wife, Other, Male,0,0,35, United-States, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,44, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Ecuador, <=50K
40, Federal-gov, HS-grad, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,37, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
42, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Holand-Netherlands, <=50K
24, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Germany, <=50K
47, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,1746,6, United-States, <=50K
22, Private, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,60, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,15, Germany, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
23, Federal-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
42, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
37, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Ireland, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, India, <=50K
68, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
35, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,45, United-States, <=50K
48, Private, Doctorate, Divorced, Craft-repair, Unmarried, White, Female,0,0,20, United-States, <=50K
37, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, France, <=50K
32, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,24, United-States, <=50K
46, Private, 7th-8th, Widowed, Other-service, Unmarried, White, Female,0,0,30, Poland, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Portugal, >50K
21, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,25, Peru, <=50K
27, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Ireland, <=50K
33, Private, Bachelors, Divorced, Sales, Husband, White, Female,0,0,54, United-States, <=50K
25, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
64, Private, 5th-6th, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, <=50K
52, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, >50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,52, United-States, <=50K
48, Private, 9th, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, Vietnam, <=50K
59, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,5013,0,40, United-States, <=50K
65, Private, 7th-8th, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,29, Holand-Netherlands, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Peru, >50K
25, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Own-child, Black, Male,0,0,35, United-States, <=50K
56, Local-gov, 7th-8th, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
57, Private, 7th-8th, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,3917,0,45, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,38, United-States, <=50K
46, Private, Assoc-voc, Widowed, Prof-specialty, Wife, White, Male,0,0,45, Hong, <=50K
44, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1902,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, >50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
51, Local-gov, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
49, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
63, State-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,2101,0,40, United-States, <=50K
44, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Scotland, <=50K
26, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1887,40, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
32, Private, Bachelors, Divorced, Other-service, Unmarried, White, Male,0,0,40, Poland, <=50K
36, Private, 9th, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,35, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
24, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Separated, Craft-repair, Own-child, White, Female,0,0,45, United-States, <=50K
45, Federal-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Federal-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,2695,60, United-States, >50K
24, State-gov, Masters, Never-married, Prof-specialty, Other-relative, White, Male,2674,0,50, Trinadad&Tobago, >50K
36, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,70, Iran, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,12, United-States, >50K
27, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, England, >50K
37, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,54, United-States, <=50K
43, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Other, Male,4803,0,50, Puerto-Rico, >50K
55, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Italy, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Doctorate, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, England, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Guatemala, <=50K
45, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
49, Private, Some-college, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1921,54, United-States, >50K
34, Local-gov, 9th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Poland, <=50K
49, Self-emp-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,38, United-States, <=50K
23, State-gov, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Sales, Husband, White, Female,0,0,40, United-States, <=50K
55, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Philippines, >50K
28, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
52, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Puerto-Rico, >50K
29, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Nicaragua, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Thailand, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
46, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, Canada, >50K
81, Self-emp-not-inc, HS-grad, Widowed, Prof-specialty, Unmarried, White, Male,0,0,20, Portugal, <=50K
51, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,35, United-States, <=50K
55, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Self-emp-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
33, Federal-gov, Some-college, Never-married, Tech-support, Not-in-family, Black, Female,0,0,35, Thailand, <=50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
64, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,60, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Japan, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,50, Ireland, <=50K
19, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,25, United-States, <=50K
38, Private, HS-grad, Separated, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K
46, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
43, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,60, England, >50K
22, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,48, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Self-emp-inc, Bachelors, Separated, Prof-specialty, Husband, Other, Male,27382,0,50, United-States, >50K
23, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
42, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Vietnam, <=50K
40, Private, 1st-4th, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,37, United-States, <=50K
50, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,97, United-States, <=50K
29, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
37, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,70, Cuba, <=50K
31, Private, Assoc-acdm, Never-married, Machine-op-inspct, Husband, White, Male,0,0,65, Dominican-Republic, >50K
33, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,70, United-States, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, >50K
29, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,2352,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Local-gov, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
71, Local-gov, 7th-8th, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, Italy, <=50K
40, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,80, Greece, <=50K
59, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7298,0,49, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,15, Dominican-Republic, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,54, Portugal, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,20, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
53, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
47, Private, 9th, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, Cambodia, <=50K
40, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,1647,51, Greece, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, Columbia, >50K
70, Private, 7th-8th, Widowed, Transport-moving, Unmarried, White, Male,0,0,80, United-States, <=50K
46, Local-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,44, United-States, <=50K
43, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,76, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Puerto-Rico, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Never-married, Tech-support, Other-relative, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,40, United-States, <=50K
46, Private, Prof-school, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
41, Local-gov, HS-grad, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, <=50K
26, Private, Assoc-acdm, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Ireland, <=50K
45, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, >50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
40, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,3325,0,40, Mexico, >50K
28, Self-emp-not-inc, Assoc-voc, Separated, Craft-repair, Unmarried, White, Female,0,0,40, Canada, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, Jamaica, <=50K
36, Self-emp-not-inc, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
27, Federal-gov, 10th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, Philippines, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Prof-school, Never-married, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,3325,0,40, United-States, <=50K
42, Self-emp-inc, Prof-school, Married-spouse-absent, Prof-specialty, Husband, White, Male,14083,0,60, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
28, Private, Assoc-acdm, Divorced, Transport-moving, Not-in-family, White, Male,10377,0,40, Outlying-US(Guam-USVI-etc), >50K
59, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, Masters, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Adm-clerical, Wife, Other, Male,0,0,25, Thailand, <=50K
29, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Mexico, >50K
49, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,54, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Nicaragua, <=50K
41, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, Germany, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
74, Private, HS-grad, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,24, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,50, Taiwan, <=50K
50, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,38, United-States, <=50K
34, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, Jamaica, <=50K
28, Private, Masters, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,50, Canada, <=50K
46, Self-emp-not-inc, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Federal-gov, Some-college, Never-married, Handlers-cleaners, Wife, White, Female,0,0,40, Cuba, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,3870,0,40, Italy, >50K
19, Self-emp-not-inc, Assoc-voc, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Canada, <=50K
41, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, Holand-Netherlands, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Scotland, <=50K
37, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
21, Private, 10th, Never-married, Craft-repair, Own-child, Black, Male,0,0,45, United-States, <=50K
22, State-gov, Masters, Never-married, Craft-repair, Own-child, White, Male,0,0,30, Puerto-Rico, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,20, United-States, >50K
28, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, South, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Germany, <=50K
29, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,20, United-States, <=50K
