25, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,35, Poland, <=50K
26, Local-gov, Prof-school, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
18, Private, 11th, Never-married, Tech-support, Own-child, White, Female,0,0,20, India, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,85, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, China, >50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,1315,0,16, United-States, <=50K
32, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,60, United-States, <=50K
58, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
71, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,10, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1732,60, United-States, <=50K
37, Local-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,44, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
43, Federal-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Federal-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1669,50, Philippines, <=50K
25, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,99999,0,50, United-States, <=50K
28, Private, Some-college, Separated, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
18, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
69, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2317,50, Mexico, >50K
30, Local-gov, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,37, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Married-spouse-absent, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
50, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
42, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
36, Private, Masters, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
19, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,25, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,99999,0,35, United-States, >50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1902,40, Germany, <=50K
44, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, England, <=50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,30, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,54, United-States, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
52, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, State-gov, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Peru, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
50, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
42, Self-emp-inc, Assoc-acdm, Separated, Exec-managerial, Husband, White, Male,0,0,42, United-States, <=50K
66, Federal-gov, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Assoc-acdm, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
31, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
62, Self-emp-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
30, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
23, State-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,24, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,16, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,65, United-States, <=50K
37, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
33, Local-gov, Masters, Never-married, Exec-managerial, Husband, White, Male,0,2389,67, Canada, <=50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
33, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,45, United-States, >50K
26, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,99999,0,45, United-States, >50K
34, Private, HS-grad, Separated, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,8, Greece, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
29, Private, Some-college, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
49, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,45, Guatemala, <=50K
35, Local-gov, Assoc-voc, Divorced, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
22, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,45, United-States, <=50K
26, Private, Bachelors, Divorced, Transport-moving, Own-child, White, Female,0,0,44, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
26, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, >50K
71, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2049,25, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,30, United-States, <=50K
47, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
34, Private, HS-grad, Married-spouse-absent, Sales, Husband, White, Male,0,0,50, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,95, Poland, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
45, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,2931,0,40, Germany, >50K
19, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,1720,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
63, Local-gov, Some-college, Widowed, Tech-support, Unmarried, Black, Female,0,0,30, Nicaragua, >50K
21, Local-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,48, United-States, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
70, Private, Masters, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,24, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Mexico, <=50K
41, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
49, Private, Bachelors, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Separated, Other-service, Wife, White, Female,0,0,15, United-States, >50K
26, Local-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,38, United-States, <=50K
37, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, >50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,39, United-States, >50K
40, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Taiwan, <=50K
63, Private, 9th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Mexico, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
48, Private, Some-college, Separated, Farming-fishing, Husband, White, Male,0,0,40, Greece, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
40, Private, Bachelors, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,60, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,2798,0,45, Columbia, >50K
31, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Separated, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
40, Private, Masters, Divorced, Transport-moving, Not-in-family, White, Male,0,1740,70, United-States, <=50K
37, Private, Some-college, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,98, United-States, >50K
30, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,38, United-States, >50K
31, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Female,0,0,6, Laos, >50K
21, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, Dominican-Republic, >50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
29, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, China, <=50K
47, Local-gov, Masters, Divorced, Exec-managerial, Unmarried, White, Female,0,0,60, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Other-relative, White, Female,0,0,54, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
42, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,44, United-States, <=50K
24, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
35, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,25, United-States, <=50K
65, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, 11th, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,25, United-States, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,60, United-States, >50K
26, Private, Assoc-acdm, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,51, United-States, >50K
46, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Columbia, >50K
66, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2282,40, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,6679,0,40, United-States, >50K
28, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,99999,0,40, United-States, >50K
90, Self-emp-not-inc, 9th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, >50K
69, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,25663,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Philippines, <=50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, >50K
49, Federal-gov, HS-grad, Divorced, Sales, Not-in-family, Other, Male,0,0,50, United-States, <=50K
42, Private, Prof-school, Divorced, Sales, Husband, White, Male,0,1977,50, United-States, >50K
30, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
55, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,2274,40, United-States, >50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, <=50K
53, Private, 10th, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
20, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,1882,40, United-States, <=50K
21, Private, 10th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
70, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
63, Self-emp-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, Masters, Divorced, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
36, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
20, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
20, Federal-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, 11th, Never-married, Sales, Not-in-family, White, Female,0,0,55, United-States, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
66, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,10, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
40, Federal-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, Germany, >50K
33, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,1739,38, Hungary, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, 10th, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,25, United-States, <=50K
59, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,42, United-States, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Poland, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,36, United-States, >50K
21, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,25, South, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,10, South, <=50K
41, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
38, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,54, United-States, <=50K
49, Federal-gov, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
24, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2254,50, United-States, >50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Separated, Other-service, Husband, Black, Male,0,0,38, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
