43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1977,60, Dominican-Republic, >50K
34, Local-gov, Some-college, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,24, Portugal, <=50K
26, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Other, Female,0,0,45, Dominican-Republic, <=50K
46, Local-gov, Bachelors, Married-spouse-absent, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
69, Self-emp-inc, 7th-8th, Married-civ-spouse, Sales, Husband, Other, Male,8614,0,60, Jamaica, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, South, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, Haiti, <=50K
27, State-gov, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Cuba, <=50K
26, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,40, Italy, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Vietnam, <=50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Columbia, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Greece, <=50K
39, Local-gov, Some-college, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,1850,15, Ecuador, >50K
52, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, Canada, <=50K
66, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
21, Private, HS-grad, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
40, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Laos, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Ireland, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
49, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Poland, <=50K
36, State-gov, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,50, Portugal, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Japan, >50K
44, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, Trinadad&Tobago, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Columbia, <=50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,5178,0,35, Nicaragua, >50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,35, Portugal, <=50K
20, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
42, Private, Masters, Never-married, Adm-clerical, Not-in-family, Other, Female,5178,0,50, Portugal, >50K
62, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,30, Ireland, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, China, >50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Hong, >50K
21, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,15, Italy, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Puerto-Rico, <=50K
33, Private, HS-grad, Divorced, Machine-op-inspct, Wife, Black, Female,5178,0,40, India, >50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Ireland, <=50K
45, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
28, Private, Bachelors, Separated, Prof-specialty, Own-child, Black, Female,0,0,40, Mexico, <=50K
18, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Female,0,0,20, Vietnam, <=50K
62, State-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Cambodia, <=50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,65, France, <=50K
39, State-gov, Masters, Divorced, Adm-clerical, Not-in-family, Other, Female,2941,0,20, Germany, <=50K
56, State-gov, Masters, Married-civ-spouse, Tech-support, Husband, Black, Female,0,1977,20, Honduras, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, India, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, France, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,25, Poland, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, >50K
45, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,7687,0,50, Puerto-Rico, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Ecuador, <=50K
29, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,35, Jamaica, <=50K
53, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,65, Laos, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,15, Thailand, <=50K
39, Private, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, <=50K
40, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Black, Male,0,0,15, Dominican-Republic, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
23, Private, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,0,8, Philippines, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,50, Mexico, >50K
22, Private, HS-grad, Never-married, Other-service, Other-relative, Other, Male,0,0,40, France, <=50K
38, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
32, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, Canada, >50K
45, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,1642,50, Mexico, <=50K
31, Private, Some-college, Separated, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Cambodia, >50K
44, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, China, <=50K
27, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Jamaica, <=50K
49, State-gov, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Hungary, <=50K
30, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,40, England, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,15024,0,50, China, >50K
31, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,20, Italy, <=50K
62, Private, HS-grad, Married-spouse-absent, Sales, Husband, White, Female,0,0,45, Hong, <=50K
36, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Guatemala, >50K
53, Private, HS-grad, Widowed, Sales, Wife, Other, Male,0,0,40, Hong, <=50K
32, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, Other, Female,0,0,30, Cuba, <=50K
36, Private, HS-grad, Separated, Tech-support, Unmarried, White, Female,0,0,48, Ireland, <=50K
31, Private, Bachelors, Divorced, Sales, Not-in-family, Black, Female,0,0,45, Germany, <=50K
63, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,20, Ireland, <=50K
34, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,35, Guatemala, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Cuba, >50K
26, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,47, Peru, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, >50K
62, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, >50K
53, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Puerto-Rico, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Mexico, >50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Jamaica, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,52, Ireland, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,45, Honduras, >50K
68, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Laos, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, >50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Nicaragua, >50K
47, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, Mexico, >50K
75, Private, Doctorate, Married-civ-spouse, Sales, Husband, Other, Male,0,1887,32, Trinadad&Tobago, >50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Scotland, >50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, Ireland, >50K
34, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Other, Female,0,0,50, Hungary, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, >50K
31, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,0,0,40, Ecuador, >50K
17, State-gov, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, Cambodia, <=50K
57, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Other, Female,0,0,45, Haiti, <=50K
44, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Greece, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,7298,0,52, Ireland, <=50K
21, Private, HS-grad, Married-spouse-absent, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,10, Ireland, <=50K
29, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Other, Female,0,0,25, Ecuador, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Mexico, >50K
29, Private, Bachelors, Never-married, Other-service, Husband, Other, Female,0,86,70, South, <=50K
41, Private, HS-grad, Never-married, Tech-support, Wife, Other, Female,0,0,40, Guatemala, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
45, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, England, <=50K
40, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,7298,0,35, Puerto-Rico, >50K
71, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,35, Taiwan, <=50K
33, State-gov, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Thailand, <=50K
47, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,21, France, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Cuba, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Wife, Black, Male,0,0,54, Italy, >50K
36, Local-gov, HS-grad, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,47, Honduras, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,54, Peru, >50K
24, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,10, Jamaica, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, Trinadad&Tobago, <=50K
34, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,50, Italy, <=50K
44, Private, Some-college, Separated, Sales, Husband, Other, Male,0,0,40, India, <=50K
32, Local-gov, Bachelors, Never-married, Tech-support, Not-in-family, Black, Female,0,0,50, Germany, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,75, South, <=50K
28, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,99999,0,40, India, >50K
41, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,35, Ireland, <=50K
17, Private, 12th, Never-married, Sales, Own-child, Other, Female,0,0,20, South, <=50K
36, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, Hong, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,25, Haiti, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Italy, >50K
31, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,40, Columbia, >50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, France, <=50K
31, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, Canada, <=50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Philippines, >50K
35, Private, 10th, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, Germany, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
46, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, Peru, >50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
31, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, Guatemala, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,25, Honduras, <=50K
31, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Trinadad&Tobago, <=50K
51, Self-emp-not-inc, 9th, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, >50K
63, Self-emp-inc, 9th, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, Outlying-US(Guam-USVI-etc), >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Italy, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, Yugoslavia, <=50K
53, Federal-gov, HS-grad, Widowed, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
57, Private, Masters, Divorced, Other-service, Wife, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,30, Poland, <=50K
36, Private, Assoc-acdm, Married-spouse-absent, Protective-serv, Not-in-family, Black, Female,0,0,37, Outlying-US(Guam-USVI-etc), <=50K
22, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,60, El-Salvador, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, China, <=50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, Japan, <=50K
54, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Yugoslavia, <=50K
29, Federal-gov, Masters, Separated, Sales, Not-in-family, Black, Female,0,0,40, Italy, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Cambodia, <=50K
21, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,40, Taiwan, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,2789,0,45, Laos, >50K
33, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, Scotland, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Italy, >50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, <=50K
61, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, France, <=50K
49, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Guatemala, >50K
60, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Columbia, >50K
38, State-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,36, Hungary, >50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,4311,0,40, Honduras, >50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Other, Male,0,0,40, China, <=50K
20, State-gov, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,30, United-States, <=50K
53, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, Ireland, <=50K
23, Private, 12th, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Canada, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Hungary, <=50K
40, Private, Some-college, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Guatemala, <=50K
22, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,36, Taiwan, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Trinadad&Tobago, <=50K
48, Local-gov, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female,0,1601,23, Yugoslavia, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Guatemala, <=50K
26, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, Black, Male,0,0,15, Jamaica, <=50K
20, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,8, Honduras, <=50K
37, State-gov, HS-grad, Divorced, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,25, El-Salvador, <=50K
52, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,23772,0,40, Hungary, >50K
46, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, Laos, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, El-Salvador, >50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Poland, >50K
28, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
60, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,37, Ireland, <=50K
63, Private, HS-grad, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,22, Nicaragua, <=50K
18, Private, 11th, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,10, Philippines, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, >50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,83, Italy, >50K
30, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
23, Private, 11th, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Iran, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, England, <=50K
54, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, Dominican-Republic, >50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Cambodia, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Yugoslavia, >50K
30, Private, Bachelors, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, England, <=50K
22, Private, Bachelors, Never-married, Farming-fishing, Own-child, Black, Female,0,0,20, Haiti, <=50K
47, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,1902,40, India, >50K
36, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, Haiti, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Peru, <=50K
43, Private, HS-grad, Divorced, Tech-support, Unmarried, Other, Female,0,0,40, Japan, <=50K
31, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Mexico, <=50K
64, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,30, United-States, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,40, Portugal, >50K
51, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, China, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,30, Trinadad&Tobago, <=50K
23, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, Other, Male,0,0,35, Taiwan, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,3325,0,70, Haiti, >50K
41, Self-emp-not-inc, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,40, Mexico, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, Honduras, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,12, Germany, >50K
36, State-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1826,50, China, <=50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,54, Trinadad&Tobago, <=50K
29, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,42, Haiti, <=50K
61, Local-gov, HS-grad, Married-spouse-absent, Priv-house-serv, Not-in-family, Black, Female,0,0,20, Poland, <=50K
62, Self-emp-not-inc, Assoc-acdm, Widowed, Prof-specialty, Not-in-family, Other, Female,0,0,40, Yugoslavia, >50K
26, Private, HS-grad, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
26, Private, 7th-8th, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, South, <=50K
32, Private, Masters, Divorced, Exec-managerial, Unmarried, Other, Male,0,0,80, Yugoslavia, <=50K
50, Private, Some-college, Married-civ-spouse, Farming-fishing, Wife, Black, Female,0,0,30, Laos, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, England, <=50K
38, Self-emp-inc, Doctorate, Never-married, Tech-support, Not-in-family, Other, Female,0,0,30, Portugal, <=50K
34, Private, Some-college, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,54, France, <=50K
64, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, France, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,54, Haiti, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Wife, Black, Female,0,0,2, Italy, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, South, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,42, Philippines, >50K
