19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,24, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,1886,40, United-States, >50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
35, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, >50K
33, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Local-gov, Masters, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
54, Federal-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
55, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
36, Private, Assoc-acdm, Separated, Other-service, Husband, White, Female,0,0,45, United-States, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
58, Private, 9th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, United-States, >50K
41, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,3, United-States, >50K
62, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,60, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
48, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Separated, Farming-fishing, Unmarried, Black, Female,0,0,40, Philippines, <=50K
44, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K
22, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
48, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
29, Local-gov, Bachelors, Never-married, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
57, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,35, United-States, <=50K
18, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,2174,0,25, United-States, <=50K
43, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,1902,40, United-States, >50K
30, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Female,0,1902,40, United-States, <=50K
46, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
49, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,99999,0,52, United-States, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,99, United-States, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,33, United-States, >50K
40, Private, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
68, Local-gov, Doctorate, Widowed, Adm-clerical, Not-in-family, White, Female,1185,0,20, United-States, <=50K
31, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,52, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Divorced, Handlers-cleaners, Wife, White, Female,5178,0,70, United-States, <=50K
35, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,1886,80, United-States, >50K
34, Self-emp-inc, HS-grad, Separated, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
77, Private, Some-college, Widowed, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
28, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
50, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
59, Self-emp-inc, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,5178,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,54, United-States, <=50K
28, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,30, United-States, <=50K
44, Private, 5th-6th, Divorced, Exec-managerial, Wife, White, Male,0,0,60, United-States, <=50K
43, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,50, Guatemala, >50K
50, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
82, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,1848,2, United-States, >50K
24, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,15024,0,74, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
59, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,50, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,46, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
44, Private, 9th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
49, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
52, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
39, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,54, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,54, United-States, <=50K
35, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
44, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,11970,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, >50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
27, Private, 10th, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Separated, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,20, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
38, Self-emp-inc, Some-college, Never-married, Exec-managerial, Husband, White, Male,15024,0,70, United-States, >50K
34, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Prof-school, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Iran, <=50K
47, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,4395,0,45, United-States, >50K
40, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,71, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
35, Local-gov, 9th, Never-married, Adm-clerical, Wife, White, Female,0,0,37, Vietnam, <=50K
23, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7298,0,40, United-States, >50K
43, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,47, United-States, <=50K
47, Local-gov, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
66, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Jamaica, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, United-States, <=50K
32, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, South, <=50K
40, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Divorced, Other-service, Own-child, White, Female,4965,0,30, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
64, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
52, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, >50K
45, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,20, United-States, <=50K
50, Local-gov, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,99999,0,50, United-States, >50K
31, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,15, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
56, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
35, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
18, Private, 12th, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1976,45, United-States, >50K
25, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
53, Private, 11th, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Greece, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,2375,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,35, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,1456,50, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,2041,60, United-States, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
42, Private, 9th, Divorced, Sales, Unmarried, Black, Female,0,0,45, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
31, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Black, Male,2379,0,40, United-States, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,99999,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,20, United-States, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
33, Private, Masters, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1700,40, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Male,0,0,30, United-States, <=50K
63, Self-emp-not-inc, 10th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Separated, Sales, Wife, White, Female,0,0,40, United-States, <=50K
69, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
44, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
47, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,37, United-States, <=50K
21, Private, 9th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States, <=50K
32, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,1597,40, United-States, >50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
45, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
30, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Tech-support, Wife, White, Male,0,0,40, United-States, >50K
26, Self-emp-inc, Assoc-acdm, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Mexico, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,51, United-States, >50K
43, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
59, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,1670,60, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Mexico, <=50K
37, Private, Assoc-voc, Married-spouse-absent, Adm-clerical, Wife, White, Male,0,0,36, United-States, <=50K
68, Federal-gov, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
27, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
44, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Hong, >50K
47, Private, Assoc-voc, Divorced, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K
44, Private, Masters, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, >50K
43, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Male,0,1902,40, Germany, >50K
47, Private, Assoc-acdm, Divorced, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,24, United-States, <=50K
34, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, >50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, Mexico, <=50K
18, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,15, Mexico, <=50K
25, Private, 7th-8th, Never-married, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
56, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,2025,40, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,23, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
69, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,24, United-States, <=50K
29, Private, Some-college, Divorced, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,80, United-States, <=50K
48, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Wife, White, Female,7687,0,30, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
63, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
60, Federal-gov, Assoc-voc, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,489,0,40, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, South, >50K
18, Local-gov, HS-grad, Separated, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1848,50, United-States, >50K
22, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
42, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,15021,0,40, United-States, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, United-States, >50K
