59, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,38, Puerto-Rico, <=50K
32, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Female,0,2103,83, United-States, <=50K
55, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,15565,0,23, United-States, >50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,16, United-States, <=50K
24, Private, 11th, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, 11th, Divorced, Sales, Not-in-family, Black, Female,0,0,36, United-States, <=50K
53, Self-emp-inc, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,38, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,10520,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Priv-house-serv, Own-child, Black, Male,0,0,36, United-States, <=50K
41, Local-gov, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
67, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,3103,0,30, United-States, <=50K
18, Private, 12th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,42, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
34, Federal-gov, Bachelors, Divorced, Exec-managerial, Wife, White, Male,0,0,45, United-States, >50K
35, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,74, Greece, >50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,52, United-States, >50K
58, Self-emp-not-inc, 9th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,62, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,16, United-States, <=50K
22, Local-gov, Bachelors, Never-married, Other-service, Unmarried, Other, Female,0,0,40, United-States, >50K
35, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, 9th, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Haiti, >50K
49, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2412,52, United-States, >50K
49, Private, 12th, Divorced, Prof-specialty, Wife, White, Female,0,0,30, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,20, United-States, >50K
29, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,45, United-States, <=50K
62, Private, Masters, Divorced, Adm-clerical, Wife, White, Female,0,0,30, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,65, United-States, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Wife, Black, Female,0,0,50, France, >50K
23, Private, 10th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1848,40, United-States, >50K
45, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, Italy, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,1601,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
72, Private, Assoc-voc, Widowed, Other-service, Not-in-family, White, Female,0,0,8, United-States, <=50K
43, State-gov, Masters, Married-civ-spouse, Sales, Wife, White, Male,0,0,36, South, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1902,54, United-States, <=50K
50, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
42, Without-pay, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,38, United-States, <=50K
45, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Private, 9th, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,45, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,14045,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, 5th-6th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
21, Private, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,51, United-States, >50K
44, Private, Some-college, Divorced, Exec-managerial, Wife, White, Female,0,0,60, United-States, <=50K
17, Private, 10th, Never-married, Sales, Other-relative, White, Female,327,0,30, United-States, >50K
44, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, El-Salvador, >50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States, >50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,99999,0,60, Hungary, >50K
51, Private, Bachelors, Divorced, Sales, Unmarried, White, Male,0,2022,60, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,35, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,1740,20, United-States, <=50K
59, Private, Bachelors, Widowed, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
52, Local-gov, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
76, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,3024,0,20, United-States, <=50K
39, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Peru, <=50K
21, Private, 9th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
74, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Wife, White, Female,0,0,20, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
52, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, England, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,4884,0,40, United-States, >50K
40, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,45, Mexico, >50K
64, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,36, United-States, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, Puerto-Rico, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
22, Private, Bachelors, Separated, Adm-clerical, Wife, Other, Female,0,0,35, United-States, <=50K
55, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,47, United-States, <=50K
37, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,48, United-States, >50K
27, State-gov, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25, State-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
44, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,3412,0,40, United-States, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cambodia, >50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, >50K
36, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,99999,0,40, United-States, >50K
51, Local-gov, Assoc-acdm, Divorced, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
20, Local-gov, Some-college, Never-married, Handlers-cleaners, Wife, White, Female,0,0,10, El-Salvador, <=50K
27, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,45, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
75, Private, 7th-8th, Widowed, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
26, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, <=50K
48, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Female,0,1617,18, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, England, <=50K
38, Federal-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Italy, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male,3477,0,40, United-States, <=50K
35, Local-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, State-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, 1st-4th, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
34, Private, 1st-4th, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Philippines, >50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
75, Private, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,0,8, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Masters, Widowed, Sales, Wife, White, Female,0,0,40, United-States, >50K
65, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
56, Private, 5th-6th, Divorced, Farming-fishing, Wife, White, Male,0,0,40, Canada, <=50K
62, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Divorced, Handlers-cleaners, Wife, White, Female,0,0,20, United-States, <=50K
44, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1977,20, United-States, >50K
66, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
50, Private, 10th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,54, United-States, <=50K
67, Federal-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,8244,0,50, United-States, >50K
46, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Other, Female,7298,0,40, United-States, <=50K
29, State-gov, Bachelors, Divorced, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, >50K
35, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,65, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,60, Dominican-Republic, >50K
62, Private, 7th-8th, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
37, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
51, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Other-relative, Black, Female,0,0,25, United-States, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
46, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,4590,0,35, United-States, >50K
43, Private, Masters, Separated, Tech-support, Not-in-family, Black, Female,0,0,35, United-States, <=50K
31, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
49, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, United-States, >50K
35, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,80, United-States, >50K
64, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, United-States, >50K
45, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Local-gov, 11th, Never-married, Adm-clerical, Own-child, White, Female,4064,0,40, United-States, <=50K
65, Self-emp-not-inc, Some-college, Widowed, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
32, Private, 12th, Never-married, Craft-repair, Own-child, White, Female,4386,0,20, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
59, Local-gov, HS-grad, Widowed, Sales, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,6191,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
80, Self-emp-not-inc, 11th, Widowed, Prof-specialty, Unmarried, White, Male,0,1713,2, United-States, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Philippines, >50K
78, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Male,0,0,35, Columbia, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
47, Federal-gov, 9th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, China, >50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
31, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Self-emp-inc, Prof-school, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
48, Local-gov, HS-grad, Widowed, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Male,0,0,30, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,2278,35, El-Salvador, <=50K
59, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,60, United-States, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
47, Local-gov, HS-grad, Never-married, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,38, El-Salvador, <=50K
55, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
63, Self-emp-inc, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1887,40, United-States, >50K
36, Private, Some-college, Never-married, Farming-fishing, Husband, Other, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,2180,0,20, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
34, Self-emp-not-inc, 9th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,42, United-States, <=50K
37, Local-gov, Some-college, Divorced, Adm-clerical, Wife, Black, Female,0,0,35, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,46, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
34, Private, Masters, Divorced, Sales, Wife, White, Female,0,0,38, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,32, United-States, <=50K
62, Self-emp-inc, Preschool, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, >50K
28, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
39, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1649,40, United-States, <=50K
33, Private, Assoc-acdm, Never-married, Other-service, Wife, White, Female,0,0,17, Honduras, <=50K
47, State-gov, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, Philippines, <=50K
17, Private, HS-grad, Never-married, Prof-specialty, Other-relative, White, Female,0,0,24, United-States, <=50K
35, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,37, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Unmarried, White, Male,0,0,35, United-States, <=50K
37, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,32, United-States, <=50K
27, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
24, Private, Bachelors, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, State-gov, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,60, United-States, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,43, United-States, <=50K
30, Private, Bachelors, Widowed, Sales, Own-child, White, Female,0,0,24, United-States, <=50K
51, Private, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,99999,0,40, United-States, >50K
43, State-gov, Some-college, Divorced, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
