26, Private, Bachelors, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,9180,0,50, Dominican-Republic, >50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,30, Nicaragua, <=50K
38, Private, Some-college, Separated, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1902,50, Vietnam, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Germany, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, England, <=50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Jamaica, <=50K
22, Self-emp-inc, HS-grad, Divorced, Other-service, Wife, Other, Female,0,0,35, Ecuador, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,7687,0,50, Taiwan, <=50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,70, Hong, <=50K
23, Private, Assoc-voc, Never-married, Farming-fishing, Own-child, Other, Female,0,0,40, Philippines, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Scotland, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Thailand, <=50K
61, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
61, Private, Prof-school, Widowed, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Thailand, <=50K
47, Federal-gov, 10th, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, South, <=50K
53, Local-gov, Some-college, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,30, Iran, <=50K
33, Self-emp-not-inc, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,50, France, <=50K
24, Private, Assoc-acdm, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Trinadad&Tobago, <=50K
17, Private, 12th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,24, Peru, <=50K
33, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,10, England, <=50K
44, Self-emp-inc, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, China, >50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,67, Ecuador, <=50K
40, Self-emp-inc, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,45, Cuba, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,12933,0,60, England, >50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,54, Italy, >50K
65, Private, Bachelors, Divorced, Other-service, Husband, White, Female,0,0,32, Poland, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,15, Taiwan, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,24, Hungary, <=50K
18, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, Laos, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,52, Nicaragua, >50K
33, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Female,0,0,45, Canada, <=50K
29, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,50, Laos, <=50K
43, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Husband, Other, Male,0,0,35, Japan, <=50K
64, Private, HS-grad, Widowed, Craft-repair, Husband, White, Female,0,0,40, Cambodia, <=50K
58, Self-emp-inc, 10th, Married-spouse-absent, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1945,80, Germany, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,7298,0,40, Ireland, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, Philippines, <=50K
70, Self-emp-inc, 9th, Divorced, Other-service, Not-in-family, Other, Male,0,0,35, Iran, >50K
84, Private, 7th-8th, Widowed, Prof-specialty, Not-in-family, Other, Female,0,0,40, Puerto-Rico, <=50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, Taiwan, >50K
38, State-gov, HS-grad, Separated, Adm-clerical, Not-in-family, Other, Female,0,0,30, Italy, <=50K
29, Private, HS-grad, Never-married, Tech-support, Wife, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
37, Private, HS-grad, Divorced, Transport-moving, Wife, Black, Male,0,0,40, South, >50K
33, Private, Bachelors, Never-married, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
21, Private, 10th, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
22, Federal-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Taiwan, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,20, Trinadad&Tobago, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,52, Vietnam, <=50K
58, Self-emp-inc, HS-grad, Married-spouse-absent, Prof-specialty, Husband, Other, Female,0,0,60, Nicaragua, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
56, Private, Assoc-acdm, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
36, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, Cuba, <=50K
26, Private, 5th-6th, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
23, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, >50K
21, Private, 7th-8th, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,36, Philippines, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
25, Private, Bachelors, Separated, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, Yugoslavia, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,24, Ecuador, <=50K
29, Private, 10th, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
29, State-gov, 7th-8th, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
43, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Male,0,0,50, Cambodia, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, Hong, <=50K
20, State-gov, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,24, Canada, <=50K
18, Private, 10th, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,15, Mexico, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, >50K
17, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Puerto-Rico, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
28, Self-emp-inc, 11th, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, France, <=50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
46, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,1902,30, Trinadad&Tobago, >50K
26, Private, Bachelors, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
21, Private, 12th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,11, England, <=50K
53, Private, HS-grad, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,35, Cuba, >50K
54, Self-emp-not-inc, Masters, Widowed, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
18, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Haiti, <=50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, Puerto-Rico, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,62, Laos, >50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Canada, <=50K
23, Local-gov, Masters, Never-married, Craft-repair, Husband, Other, Male,0,0,50, Iran, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
40, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,50, Peru, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, Yugoslavia, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1977,40, Cuba, >50K
49, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,36, Puerto-Rico, <=50K
47, Private, HS-grad, Divorced, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
33, Private, Bachelors, Divorced, Sales, Husband, Black, Female,15024,0,50, Nicaragua, <=50K
64, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,24, Canada, <=50K
55, Private, Some-college, Separated, Craft-repair, Husband, White, Male,0,0,40, Laos, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,50, Haiti, >50K
23, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,24, Guatemala, <=50K
46, Private, Assoc-acdm, Divorced, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, Puerto-Rico, >50K
34, Local-gov, HS-grad, Separated, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
53, Private, 10th, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Jamaica, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,45, Japan, <=50K
38, Private, Masters, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
33, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, England, <=50K
63, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
59, Private, HS-grad, Divorced, Adm-clerical, Husband, Other, Female,0,0,40, Mexico, <=50K
36, Private, Some-college, Divorced, Sales, Husband, Other, Female,0,0,40, Dominican-Republic, <=50K
22, Private, 1st-4th, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,7687,0,40, Yugoslavia, >50K
59, Private, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, India, >50K
56, Self-emp-inc, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,54, Columbia, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,11063,0,42, Portugal, >50K
34, Private, Masters, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, Guatemala, <=50K
51, Private, Prof-school, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
28, State-gov, Some-college, Divorced, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
63, Local-gov, 10th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, France, <=50K
51, Private, HS-grad, Divorced, Other-service, Wife, Black, Male,0,0,20, Cambodia, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,50, England, >50K
32, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Guatemala, <=50K
43, Local-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,1902,50, Japan, >50K
52, Private, Masters, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Scotland, <=50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Thailand, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Columbia, >50K
46, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,45, Cuba, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
27, Local-gov, Bachelors, Never-married, Farming-fishing, Unmarried, Black, Male,0,0,35, Jamaica, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
29, Private, 10th, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Vietnam, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Husband, Black, Female,0,0,40, Japan, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,45, Puerto-Rico, <=50K
58, Local-gov, 11th, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
45, Private, Preschool, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Japan, <=50K
34, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1887,60, Guatemala, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,4, Japan, <=50K
50, Private, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Hungary, >50K
19, Private, 11th, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Cuba, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, India, >50K
35, Private, HS-grad, Divorced, Exec-managerial, Other-relative, White, Female,0,0,50, Portugal, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,20, Thailand, <=50K
58, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Other-relative, Other, Male,0,0,40, Thailand, <=50K
47, Private, Bachelors, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,20, Honduras, <=50K
29, Private, 12th, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Columbia, <=50K
32, Private, Masters, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
49, Private, HS-grad, Married-spouse-absent, Other-service, Husband, Other, Male,0,0,50, Taiwan, <=50K
33, Private, HS-grad, Widowed, Exec-managerial, Husband, Black, Female,0,0,50, Thailand, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Female,0,1977,40, Columbia, >50K
37, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,50, Scotland, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Scotland, >50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,50, China, <=50K
63, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Jamaica, <=50K
35, Self-emp-inc, 9th, Married-civ-spouse, Priv-house-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
39, Private, Bachelors, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,60, Haiti, <=50K
42, Self-emp-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,80, Trinadad&Tobago, <=50K
65, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, India, >50K
36, Private, Some-college, Married-spouse-absent, Craft-repair, Unmarried, Black, Male,0,0,40, Japan, <=50K
69, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,20, Mexico, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, England, >50K
30, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,45, Portugal, <=50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
60, Self-emp-not-inc, Bachelors, Divorced, Sales, Husband, Other, Female,0,0,45, France, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Ecuador, >50K
35, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,35, Columbia, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,16, Trinadad&Tobago, <=50K
52, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Japan, >50K
27, Private, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Jamaica, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
37, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
58, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, Thailand, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Nicaragua, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,7687,0,50, Peru, >50K
31, Private, Masters, Never-married, Sales, Husband, White, Female,0,0,40, Columbia, <=50K
55, Private, Masters, Divorced, Transport-moving, Husband, Other, Female,0,0,40, Hungary, >50K
23, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,45, Puerto-Rico, <=50K
20, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, Iran, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Japan, <=50K
52, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Female,0,0,40, Haiti, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,8, Ireland, <=50K
41, Local-gov, Doctorate, Divorced, Armed-Forces, Husband, Other, Female,0,1933,40, Thailand, >50K
40, Private, 9th, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,40, Honduras, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
28, Private, Some-college, Divorced, Sales, Not-in-family, Other, Female,0,0,60, South, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Canada, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1902,60, Scotland, >50K
70, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,32, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Husband, White, Male,99999,0,50, Guatemala, >50K
51, Private, HS-grad, Divorced, Tech-support, Husband, Other, Male,4915,0,40, South, >50K
38, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, Black, Male,0,0,40, Peru, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Guatemala, >50K
23, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Thailand, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,40, Philippines, >50K
52, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,1920,54, Guatemala, >50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,35, Dominican-Republic, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Jamaica, >50K
39, Private, HS-grad, Never-married, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,50, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Female,0,0,40, Peru, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,45, Peru, <=50K
50, Private, HS-grad, Separated, Prof-specialty, Unmarried, Other, Male,0,0,35, United-States, <=50K
67, Private, HS-grad, Widowed, Other-service, Wife, Other, Female,0,0,10, England, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20, Trinadad&Tobago, <=50K
21, Federal-gov, Some-college, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Portugal, <=50K
47, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
25, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, Scotland, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,45, Ecuador, >50K
54, Private, HS-grad, Divorced, Other-service, Husband, Other, Female,0,0,35, Ireland, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,40, Ireland, <=50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, Ireland, <=50K
32, Local-gov, Bachelors, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,1902,45, Puerto-Rico, <=50K
47, Private, 7th-8th, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, >50K
55, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
54, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Some-college, Divorced, Tech-support, Not-in-family, Black, Male,0,0,44, Scotland, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Canada, >50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
25, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,35, Ireland, <=50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
31, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,35, Canada, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, Peru, <=50K
25, Private, Some-college, Never-married, Other-service, Other-relative, Other, Male,0,0,35, Thailand, >50K
45, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,50, Trinadad&Tobago, <=50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,35, Nicaragua, <=50K
21, State-gov, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,24, Vietnam, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,60, England, >50K
60, Private, HS-grad, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,7298,0,40, Trinadad&Tobago, <=50K
40, Federal-gov, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,7687,0,50, Jamaica, >50K
31, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,15024,0,50, Vietnam, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Private, Assoc-voc, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60, Laos, <=50K
20, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
45, Self-emp-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,7298,0,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, South, <=50K
51, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,45, Hungary, >50K
52, Private, Prof-school, Divorced, Farming-fishing, Husband, Other, Male,0,0,60, Jamaica, >50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Italy, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,7298,0,40, Greece, >50K
62, Self-emp-inc, 11th, Divorced, Exec-managerial, Husband, Other, Female,0,0,40, Greece, <=50K
