34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, >50K
39, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,50, Ecuador, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Italy, <=50K
33, Private, Bachelors, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, Cambodia, >50K
46, Local-gov, 11th, Married-civ-spouse, Prof-specialty, Wife, White, Male,15024,0,40, France, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Puerto-Rico, >50K
56, Self-emp-not-inc, 9th, Divorced, Sales, Husband, White, Male,0,0,60, United-States, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Honduras, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Dominican-Republic, >50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, Laos, >50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, Trinadad&Tobago, <=50K
46, Private, Bachelors, Divorced, Sales, Wife, White, Female,0,0,40, Hong, <=50K
38, Private, Bachelors, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, Japan, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, China, >50K
35, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, England, <=50K
31, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Dominican-Republic, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Ireland, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Honduras, >50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K
48, Private, Bachelors, Separated, Other-service, Own-child, Black, Female,0,0,24, China, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Thailand, <=50K
32, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,1596,40, Ecuador, <=50K
50, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, Ecuador, <=50K
28, Private, Bachelors, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,50, Honduras, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, South, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, El-Salvador, >50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Columbia, <=50K
56, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,36, Germany, <=50K
52, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,1977,16, Cuba, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,60, Mexico, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Columbia, <=50K
19, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, Hungary, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Germany, <=50K
50, Local-gov, HS-grad, Widowed, Tech-support, Not-in-family, White, Female,0,0,40, Poland, <=50K
34, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, El-Salvador, >50K
23, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,15, India, <=50K
55, Private, 5th-6th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Ireland, >50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,45, Cuba, >50K
46, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, Jamaica, <=50K
22, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,32, Cambodia, <=50K
26, Private, HS-grad, Divorced, Sales, Husband, White, Male,2861,0,50, Haiti, >50K
41, Private, 9th, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Columbia, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Cuba, >50K
47, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Iran, <=50K
34, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,24, Cambodia, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Taiwan, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,7, Poland, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Nicaragua, >50K
47, Federal-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Laos, <=50K
24, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, Scotland, <=50K
31, Private, 9th, Separated, Adm-clerical, Own-child, Black, Female,0,0,30, Thailand, <=50K
30, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,40, Cambodia, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Vietnam, <=50K
33, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, El-Salvador, >50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, South, <=50K
36, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
76, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,5, Cuba, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, >50K
49, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Philippines, <=50K
22, State-gov, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,20, Japan, <=50K
23, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,20, Portugal, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
35, Private, 5th-6th, Never-married, Adm-clerical, Own-child, Black, Female,0,1980,40, Jamaica, <=50K
33, Local-gov, Prof-school, Never-married, Tech-support, Own-child, White, Male,0,0,50, England, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Poland, >50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, Thailand, <=50K
35, Private, Assoc-acdm, Divorced, Exec-managerial, Wife, White, Female,0,0,40, South, <=50K
66, Self-emp-inc, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, Poland, <=50K
24, Self-emp-not-inc, 12th, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, Laos, >50K
44, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, Thailand, >50K
26, State-gov, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Vietnam, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Iran, <=50K
49, Private, Bachelors, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,24, Jamaica, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Columbia, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Yugoslavia, >50K
44, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,40, Philippines, <=50K
21, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,11, Mexico, <=50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,1889,40, United-States, >50K
36, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Iran, <=50K
32, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,50, Poland, <=50K
24, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Philippines, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Philippines, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, Yugoslavia, >50K
18, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,54, Iran, <=50K
31, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,15, Dominican-Republic, <=50K
54, Local-gov, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, England, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Portugal, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, England, >50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,45, Mexico, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,35, France, >50K
41, Private, 7th-8th, Never-married, Adm-clerical, Unmarried, White, Female,7298,0,37, South, >50K
38, Local-gov, Some-college, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
23, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, France, <=50K
49, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,45, Greece, <=50K
45, Private, Masters, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Honduras, <=50K
20, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, Iran, <=50K
62, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,36, Philippines, <=50K
34, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, Hong, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Columbia, <=50K
38, Federal-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,36, Poland, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Greece, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, Nicaragua, >50K
63, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,70, South, <=50K
40, Self-emp-inc, 11th, Married-spouse-absent, Exec-managerial, Wife, White, Female,0,0,40, El-Salvador, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3127,0,45, Ireland, <=50K
33, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,60, Hungary, <=50K
30, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, Mexico, <=50K
48, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, >50K
33, Private, Some-college, Divorced, Sales, Not-in-family, Black, Male,0,0,40, Cuba, <=50K
70, Private, 7th-8th, Widowed, Other-service, Wife, White, Female,0,0,30, Haiti, >50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,54, Vietnam, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, Canada, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, Puerto-Rico, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,50, Portugal, <=50K
68, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Hungary, <=50K
62, Self-emp-not-inc, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, Haiti, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Japan, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Greece, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, India, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,12, Canada, <=50K
51, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,50, Ecuador, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
40, Private, 9th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, Portugal, <=50K
32, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,4714,0,45, Greece, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,5, Taiwan, <=50K
58, Private, 9th, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, Ireland, <=50K
66, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Italy, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Peru, >50K
23, Self-emp-not-inc, Some-college, Never-married, Sales, Wife, White, Female,0,0,60, Japan, <=50K
36, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, Iran, <=50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, Laos, <=50K
44, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Portugal, <=50K
35, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, Columbia, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,16, Columbia, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, Peru, >50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Scotland, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Hong, >50K
49, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Hungary, <=50K
37, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,9184,0,45, Iran, <=50K
38, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,45, Iran, <=50K
25, Private, Some-college, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, Portugal, <=50K
53, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Thailand, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,24, Nicaragua, <=50K
32, State-gov, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
29, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,70, Japan, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,30, Puerto-Rico, <=50K
65, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,3333,0,10, Jamaica, <=50K
29, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Honduras, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Trinadad&Tobago, >50K
33, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Ecuador, >50K
44, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, Ireland, >50K
40, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Japan, <=50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,50, Trinadad&Tobago, <=50K
26, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, Cambodia, >50K
33, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, <=50K
34, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,4645,0,54, Greece, >50K
43, Private, Assoc-voc, Divorced, Other-service, Wife, White, Female,0,0,40, South, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,35, Philippines, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Female,99999,0,40, Trinadad&Tobago, >50K
19, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Laos, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
20, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, El-Salvador, <=50K
48, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Laos, <=50K
30, Private, Some-college, Separated, Handlers-cleaners, Wife, White, Female,0,0,24, Ecuador, >50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
47, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, >50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,34, Philippines, >50K
19, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,30, Cuba, <=50K
23, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,37, Italy, <=50K
23, Private, 12th, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, Portugal, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, Canada, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
27, Self-emp-inc, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,1419,0,45, Hungary, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ireland, >50K
41, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,24, Taiwan, <=50K
32, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, Yugoslavia, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,1902,40, China, >50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,54, Germany, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7298,0,35, Ireland, >50K
50, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,45, Cuba, <=50K
60, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Canada, >50K
36, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Haiti, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,2421,0,30, Hungary, <=50K
25, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,2789,0,40, India, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1712,90, Japan, >50K
31, Federal-gov, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,45, Vietnam, <=50K
29, Private, Some-college, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, Cuba, >50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,36, Vietnam, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Portugal, <=50K
62, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, Peru, <=50K
52, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, United-States, >50K
50, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,48, Honduras, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Taiwan, >50K
53, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Japan, <=50K
33, Private, Masters, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,40, Scotland, >50K
33, Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,45, Japan, <=50K
36, Private, 11th, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1801,40, China, >50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, Portugal, <=50K
52, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Italy, <=50K
74, Federal-gov, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,20, England, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Peru, <=50K
57, State-gov, 7th-8th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,23, Thailand, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Honduras, <=50K
46, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,14598,0,38, Yugoslavia, <=50K
39, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cuba, >50K
56, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Hungary, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
45, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, Jamaica, >50K
23, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
52, Self-emp-not-inc, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,50, Puerto-Rico, >50K
42, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, China, <=50K
36, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,35, England, <=50K
33, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, Columbia, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,80, Japan, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,37, Poland, >50K
37, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, India, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,64, Yugoslavia, >50K
44, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, France, >50K
41, State-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,45, Canada, >50K
48, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, England, >50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Canada, <=50K
54, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Nicaragua, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,35, Mexico, <=50K
23, Local-gov, 10th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, Vietnam, <=50K
50, Private, 11th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,80, Cuba, >50K
36, Local-gov, Masters, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,35, Vietnam, <=50K
43, Federal-gov, Masters, Divorced, Adm-clerical, Wife, White, Female,0,0,40, Trinadad&Tobago, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Honduras, <=50K
54, Self-emp-not-inc, Masters, Separated, Prof-specialty, Wife, White, Female,0,0,10, Thailand, >50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, >50K
53, State-gov, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,36, Canada, <=50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, Cuba, >50K
53, State-gov, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Cuba, >50K
48, Private, 7th-8th, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
38, Local-gov, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Poland, <=50K
60, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,36, Mexico, <=50K
25, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,3376,0,30, Jamaica, <=50K
19, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,20, Scotland, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, Hong, <=50K
43, State-gov, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,24, Yugoslavia, <=50K
74, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,25, Italy, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, India, <=50K
