39, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, >50K
19, Self-emp-not-inc, Masters, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, Guatemala, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,70, Taiwan, <=50K
38, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,50, Laos, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Canada, >50K
20, Private, 10th, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
17, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, Canada, <=50K
73, Private, HS-grad, Widowed, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, England, >50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, Iran, <=50K
35, Self-emp-not-inc, 9th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,98, Trinadad&Tobago, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,20, Portugal, <=50K
42, Private, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
27, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Female,99999,0,45, France, >50K
23, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,32, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,7298,0,49, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,50, Thailand, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Guatemala, >50K
23, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,1592,40, Ecuador, >50K
48, Private, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,60, Peru, <=50K
51, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Haiti, <=50K
24, Self-emp-not-inc, Some-college, Divorced, Handlers-cleaners, Own-child, Black, Female,0,0,30, Cuba, <=50K
45, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,35, Ecuador, >50K
42, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Unmarried, Black, Female,0,0,45, Japan, <=50K
52, Self-emp-not-inc, 1st-4th, Divorced, Sales, Husband, White, Female,0,0,40, South, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,40, Taiwan, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, Italy, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, France, >50K
38, Private, HS-grad, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
35, Self-emp-not-inc, Bachelors, Widowed, Transport-moving, Own-child, White, Male,0,0,50, China, <=50K
46, State-gov, Prof-school, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,15, El-Salvador, <=50K
47, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Trinadad&Tobago, <=50K
59, Private, Masters, Divorced, Exec-managerial, Husband, Other, Male,0,0,55, Peru, >50K
41, Private, Prof-school, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Ireland, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
23, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,24, South, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,35, Laos, <=50K
79, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, England, >50K
24, Private, 12th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Thailand, <=50K
46, State-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,70, Iran, <=50K
45, Private, Assoc-voc, Divorced, Machine-op-inspct, Husband, Other, Female,0,0,54, Poland, <=50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,50, United-States, >50K
26, Local-gov, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,1727,60, United-States, >50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, El-Salvador, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, Poland, <=50K
25, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,45, Peru, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,1777,45, Mexico, >50K
63, Private, 9th, Widowed, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, Ireland, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Male,0,0,45, Trinadad&Tobago, >50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, Peru, <=50K
65, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
51, Local-gov, 7th-8th, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, Private, Masters, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,27, Germany, <=50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
50, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,0,50, Ireland, <=50K
63, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,45, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, Vietnam, <=50K
51, State-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, Yugoslavia, <=50K
24, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Taiwan, <=50K
23, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Ireland, <=50K
43, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,80, Dominican-Republic, >50K
41, Local-gov, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,60, Nicaragua, <=50K
27, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, United-States, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Nicaragua, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, Outlying-US(Guam-USVI-etc), >50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Japan, <=50K
35, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,7687,0,50, Thailand, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
20, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, Cuba, <=50K
40, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Canada, <=50K
22, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Holand-Netherlands, >50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, Portugal, >50K
43, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,8445,0,50, Nicaragua, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Husband, Other, Male,0,0,48, France, <=50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, >50K
23, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,20, Hungary, <=50K
42, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, Black, Male,0,0,40, Germany, <=50K
37, Private, 5th-6th, Never-married, Other-service, Own-child, White, Male,0,0,40, South, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Female,7298,0,60, United-States, >50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Philippines, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
41, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Laos, <=50K
25, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,45, Greece, >50K
19, Local-gov, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,20, Jamaica, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,36, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Ireland, <=50K
43, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Ireland, <=50K
37, Private, Assoc-acdm, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,35, Ecuador, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Own-child, Other, Male,0,0,40, Puerto-Rico, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Male,0,0,40, Germany, >50K
68, Local-gov, 7th-8th, Widowed, Other-service, Husband, White, Female,0,0,25, Columbia, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,27, Peru, <=50K
39, Private, Bachelors, Widowed, Prof-specialty, Unmarried, White, Female,0,0,45, Haiti, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Poland, >50K
31, Private, Some-college, Never-married, Farming-fishing, Husband, White, Male,0,0,50, Laos, >50K
33, Federal-gov, Masters, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,32, Ecuador, <=50K
41, Private, Assoc-voc, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,25, Dominican-Republic, >50K
21, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,45, Philippines, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,45, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Taiwan, <=50K
67, Private, Masters, Widowed, Prof-specialty, Husband, Other, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
51, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,50, United-States, >50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,40, Iran, <=50K
48, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,70, Ireland, >50K
29, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
31, Private, HS-grad, Divorced, Other-service, Husband, Black, Male,0,0,20, Peru, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
75, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,1848,35, Puerto-Rico, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Poland, >50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,2199,0,36, United-States, >50K
25, Federal-gov, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Ecuador, <=50K
64, Private, HS-grad, Widowed, Exec-managerial, Unmarried, Other, Female,0,0,40, Laos, >50K
46, Private, Some-college, Divorced, Craft-repair, Own-child, White, Female,0,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,45, Canada, <=50K
44, Private, Bachelors, Widowed, Sales, Husband, Other, Male,0,0,35, France, <=50K
39, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Hong, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Iran, <=50K
66, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
28, Private, Bachelors, Never-married, Sales, Unmarried, White, Male,0,0,40, Peru, >50K
30, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, France, <=50K
34, Self-emp-inc, Masters, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Nicaragua, >50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, >50K
64, Self-emp-inc, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,0,20, Honduras, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,50, Germany, >50K
39, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,36, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,30, Japan, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
18, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,25, Guatemala, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,50, United-States, <=50K
45, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
59, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,5755,0,60, United-States, <=50K
36, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,50, Holand-Netherlands, <=50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,36, Poland, <=50K
58, Private, Bachelors, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,35, Nicaragua, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,35, Mexico, >50K
58, Private, Doctorate, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,3103,0,40, Canada, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, Peru, <=50K
60, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Haiti, >50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,87, United-States, <=50K
20, Private, Some-college, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Nicaragua, <=50K
18, Private, Some-college, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,35, Vietnam, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, Holand-Netherlands, <=50K
67, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,60, Germany, <=50K
22, Private, 9th, Divorced, Exec-managerial, Own-child, Black, Female,0,0,40, Japan, >50K
30, Local-gov, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,45, Poland, <=50K
42, Private, HS-grad, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
24, Federal-gov, Some-college, Married-civ-spouse, Other-service, Own-child, Black, Female,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
37, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, India, >50K
42, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
34, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, England, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, Black, Male,0,0,50, Taiwan, <=50K
22, State-gov, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,8, Cuba, >50K
60, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, France, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,45, Guatemala, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, United-States, <=50K
50, Private, Assoc-voc, Separated, Other-service, Husband, Black, Female,0,0,40, Cuba, <=50K
40, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, China, >50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Other, Female,0,0,7, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
35, Private, Bachelors, Never-married, Adm-clerical, Husband, Other, Male,0,0,36, France, <=50K
59, Private, 7th-8th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Trinadad&Tobago, <=50K
20, Private, Assoc-voc, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
56, Federal-gov, 9th, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, Poland, >50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Other, Male,0,0,40, Thailand, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,55, Germany, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,50, United-States, <=50K
39, Private, HS-grad, Divorced, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,29, Haiti, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,45, Vietnam, <=50K
21, Private, Some-college, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
32, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Hungary, <=50K
45, Self-emp-not-inc, 9th, Separated, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Separated, Other-service, Not-in-family, Other, Male,0,0,40, England, <=50K
45, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,1902,40, Hong, >50K
42, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,40, Guatemala, <=50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99999,0,36, Taiwan, >50K
41, State-gov, 7th-8th, Married-civ-spouse, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,37, Columbia, <=50K
25, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
51, Private, Some-college, Divorced, Adm-clerical, Husband, Other, Female,0,0,40, Yugoslavia, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Trinadad&Tobago, <=50K
45, Local-gov, Bachelors, Separated, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
26, Local-gov, Masters, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Female,0,1760,40, Ecuador, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Iran, >50K
24, Private, 11th, Married-spouse-absent, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
35, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
17, State-gov, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,16, United-States, <=50K
49, Private, Masters, Divorced, Adm-clerical, Wife, Black, Male,0,0,35, Thailand, >50K
39, Private, 7th-8th, Widowed, Prof-specialty, Not-in-family, Other, Female,0,0,32, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,40, Philippines, <=50K
56, Federal-gov, HS-grad, Married-civ-spouse, Priv-house-serv, Not-in-family, Other, Female,0,0,40, United-States, <=50K
31, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,37, Cambodia, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Honduras, <=50K
18, Private, 11th, Never-married, Priv-house-serv, Own-child, Black, Female,0,0,30, England, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Haiti, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, China, <=50K
20, Private, Some-college, Never-married, Protective-serv, Own-child, Other, Female,0,0,20, Trinadad&Tobago, <=50K
23, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Wife, Other, Female,0,0,32, Nicaragua, <=50K
23, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, Italy, <=50K
29, Private, Prof-school, Never-married, Exec-managerial, Husband, Black, Female,3127,0,60, England, >50K
32, Private, 11th, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
57, Self-emp-not-inc, Doctorate, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Mexico, >50K
33, Private, 11th, Never-married, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,20, Haiti, <=50K
25, Private, 12th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, France, <=50K
36, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,32, Ireland, >50K
32, Self-emp-not-inc, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,99, Iran, >50K
44, Private, Bachelors, Divorced, Adm-clerical, Husband, Other, Male,0,2417,40, Holand-Netherlands, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, Scotland, >50K
36, Private, Masters, Divorced, Transport-moving, Husband, Other, Female,0,0,45, Cuba, <=50K
60, Self-emp-not-inc, 7th-8th, Divorced, Machine-op-inspct, Husband, Other, Female,0,0,60, Guatemala, <=50K
35, Private, 7th-8th, Divorced, Craft-repair, Wife, White, Female,0,0,40, Laos, <=50K
23, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Poland, <=50K
46, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,1902,40, England, >50K
57, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,45, Italy, <=50K
27, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,54, Canada, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,30, United-States, <=50K
39, Local-gov, Some-college, Never-married, Transport-moving, Wife, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1887,40, United-States, >50K
41, Private, Some-college, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,7491,0,40, Jamaica, >50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,26, Philippines, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, France, <=50K
66, Private, Masters, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Female,0,0,40, England, <=50K
