43, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1977,60, Honduras, >50K
51, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, Puerto-Rico, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,40, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, >50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40, Honduras, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
51, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
44, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Mexico, <=50K
22, Self-emp-not-inc, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
23, Private, HS-grad, Married-spouse-absent, Craft-repair, Own-child, White, Female,0,0,40, France, <=50K
33, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,27, Italy, <=50K
57, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
42, Private, Masters, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Hungary, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
25, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,1755,20, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, Trinadad&Tobago, <=50K
50, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
56, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Ecuador, <=50K
42, Private, 10th, Widowed, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
42, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,50, United-States, <=50K
35, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,2020,40, Peru, >50K
38, State-gov, Some-college, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,50, Canada, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1524,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
18, Private, Masters, Never-married, Sales, Own-child, Other, Male,0,0,60, United-States, <=50K
26, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,40, Italy, >50K
38, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
30, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,1497,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,5248,0,70, Columbia, >50K
29, Self-emp-not-inc, Some-college, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, Poland, <=50K
36, State-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Poland, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, HS-grad, Widowed, Other-service, Unmarried, Black, Male,2090,0,40, United-States, <=50K
18, State-gov, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,12, United-States, >50K
27, Private, Bachelors, Never-married, Exec-managerial, Other-relative, White, Male,0,0,35, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Assoc-voc, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,2545,0,40, Hong, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
31, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,60, Germany, >50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
26, Private, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,0,1977,40, United-States, >50K
31, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,70, Scotland, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,6109,0,35, United-States, <=50K
39, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,1977,44, United-States, <=50K
27, Federal-gov, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,1562,45, United-States, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
42, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,10, United-States, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,56, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1619,40, United-States, <=50K
30, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Separated, Craft-repair, Unmarried, Black, Male,0,0,40, Hong, <=50K
66, Federal-gov, Prof-school, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Divorced, Other-service, Own-child, Black, Male,0,0,40, Puerto-Rico, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
39, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Male,0,0,40, Japan, <=50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1977,40, United-States, <=50K
52, Local-gov, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
30, State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,54, Laos, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
52, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States, >50K
51, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,3400,0,48, United-States, >50K
35, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Puerto-Rico, <=50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Taiwan, <=50K
46, Local-gov, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,25, France, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
30, Self-emp-inc, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,5178,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
50, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, France, <=50K
30, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
23, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, State-gov, Masters, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,50, United-States, >50K
45, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
59, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Mexico, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
23, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
66, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
26, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,7298,0,48, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,4386,0,45, United-States, >50K
56, State-gov, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Germany, <=50K
25, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,4, United-States, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,54, United-States, >50K
26, Private, Some-college, Divorced, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1766,40, United-States, <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Cuba, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,35, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
44, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,88, United-States, <=50K
67, Self-emp-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, Hungary, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
75, Federal-gov, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,30, United-States, <=50K
48, Self-emp-not-inc, Some-college, Married-spouse-absent, Tech-support, Wife, White, Female,0,0,40, Vietnam, <=50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,60, United-States, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, 5th-6th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
30, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
64, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, Hong, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, Cuba, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Vietnam, >50K
58, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,65, Mexico, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
43, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
54, Self-emp-inc, 5th-6th, Widowed, Farming-fishing, Husband, White, Male,0,0,52, Cambodia, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Thailand, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,35, Italy, <=50K
75, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Greece, >50K
67, Private, HS-grad, Widowed, Exec-managerial, Wife, Asian-Pac-Islander, Female,20500,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Iran, <=50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,50, Columbia, >50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Scotland, >50K
52, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Portugal, <=50K
18, Self-emp-not-inc, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,4, Germany, <=50K
29, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,38, United-States, <=50K
29, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,38, United-States, <=50K
26, Private, HS-grad, Divorced, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,7687,0,40, United-States, >50K
31, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,60, Columbia, <=50K
23, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, Jamaica, <=50K
25, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Own-child, White, Female,0,0,15, United-States, <=50K
51, Private, 9th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,75, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
62, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,9290,0,32, United-States, >50K
42, Federal-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
53, Private, Masters, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,39, United-States, >50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
38, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States, <=50K
42, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Cambodia, <=50K
37, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
44, Private, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,25, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
28, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, Guatemala, >50K
57, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,48, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,8614,0,50, United-States, <=50K
40, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, >50K
66, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2345,62, United-States, >50K
66, Private, Assoc-voc, Separated, Sales, Unmarried, White, Female,0,0,8, Italy, <=50K
56, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, Italy, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
59, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7687,0,45, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, Hong, >50K
30, Federal-gov, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,43, United-States, >50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,3290,0,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,45, Nicaragua, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,6, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,5843,0,43, Poland, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,1741,40, United-States, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,2916,0,40, United-States, >50K
52, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Italy, <=50K
42, Private, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
34, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,8, Laos, <=50K
38, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
52, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,85, United-States, <=50K
38, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7298,0,40, Poland, >50K
38, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,50, United-States, >50K
20, Private, 10th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
59, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
32, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
31, Local-gov, HS-grad, Never-married, Sales, Unmarried, Other, Male,0,0,40, England, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,23, Philippines, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, India, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1977,40, United-States, >50K
34, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,70, Outlying-US(Guam-USVI-etc), >50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,60, United-States, >50K
41, Private, Some-college, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
31, Local-gov, Masters, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Ireland, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, HS-grad, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Ireland, <=50K
46, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Italy, >50K
35, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,24, Iran, >50K
28, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,50, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,50, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Peru, >50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,5013,0,54, United-States, >50K
45, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,15024,0,40, United-States, >50K
41, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
