27, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
25, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, India, <=50K
28, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
34, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, Philippines, <=50K
32, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Mexico, <=50K
70, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,16, United-States, <=50K
30, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,37, Cuba, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,32, United-States, <=50K
37, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,15024,0,50, United-States, >50K
42, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Wife, White, Male,0,0,30, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
67, Private, 10th, Never-married, Farming-fishing, Husband, White, Female,0,0,20, United-States, <=50K
59, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,50, United-States, >50K
47, Self-emp-inc, Prof-school, Never-married, Exec-managerial, Husband, White, Male,99999,0,50, Poland, >50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
39, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,70, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
58, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Iran, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
33, Private, 10th, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
31, Self-emp-inc, Some-college, Divorced, Farming-fishing, Unmarried, White, Female,0,0,20, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
32, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Philippines, <=50K
41, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Japan, <=50K
74, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,24287,0,40, United-States, >50K
48, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,80, United-States, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,3451,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States, <=50K
32, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
33, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States, >50K
25, Private, 12th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Mexico, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,8935,0,40, United-States, >50K
44, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, White, Male,3103,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,35, United-States, <=50K
18, Private, Some-college, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,10, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Poland, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
56, Private, Doctorate, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1749,40, United-States, <=50K
43, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
29, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
50, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
35, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Male,15024,0,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
31, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, United-States, >50K
43, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, United-States, >50K
60, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,70, United-States, <=50K
22, Self-emp-not-inc, 12th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,30, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,3254,0,50, United-States, <=50K
33, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,7687,0,40, United-States, >50K
68, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,10, United-States, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
72, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,15, United-States, >50K
41, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Iran, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
44, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,43, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
44, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
21, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,35, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
29, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
35, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
23, Federal-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
70, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cuba, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
30, Federal-gov, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
71, Private, 10th, Separated, Craft-repair, Husband, White, Male,0,0,16, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
60, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,3901,0,30, United-States, <=50K
30, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
59, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Separated, Exec-managerial, Not-in-family, White, Female,0,0,42, United-States, <=50K
32, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Tech-support, Unmarried, White, Male,0,0,25, United-States, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,20, United-States, >50K
28, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,16, United-States, <=50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
67, Federal-gov, Masters, Divorced, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, United-States, >50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,60, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,3934,0,14, United-States, >50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, >50K
42, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, Italy, <=50K
42, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
21, Self-emp-inc, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,50, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
34, Private, Assoc-voc, Never-married, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,45, United-States, <=50K
60, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,51, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
34, Private, Assoc-acdm, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,40, Poland, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,13, Honduras, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
53, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Federal-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
29, Self-emp-inc, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,50, Laos, <=50K
22, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Other-service, Wife, Black, Female,0,0,40, United-States, <=50K
26, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,7687,0,50, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, >50K
40, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3865,0,50, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,14056,0,70, United-States, >50K
67, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,12, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,52, United-States, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, >50K
23, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,20, Dominican-Republic, >50K
30, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,42, United-States, <=50K
21, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Female,0,0,16, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
26, Self-emp-not-inc, 12th, Married-civ-spouse, Other-service, Husband, White, Male,3143,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,35, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,1887,40, United-States, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,60, United-States, >50K
41, Self-emp-not-inc, Doctorate, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,1, Columbia, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,23, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1633,40, China, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,12, United-States, <=50K
40, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,9267,0,40, Philippines, >50K
61, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, United-States, <=50K
49, Private, Masters, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
26, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
38, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,17, United-States, <=50K
57, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
20, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,15, United-States, <=50K
40, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,70, United-States, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,52, United-States, >50K
20, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,52, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,7298,0,70, United-States, <=50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
74, Self-emp-not-inc, 7th-8th, Widowed, Prof-specialty, Unmarried, White, Male,0,0,8, United-States, <=50K
34, Federal-gov, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
71, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,5, United-States, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
74, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, India, >50K
40, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,3969,0,40, United-States, <=50K
47, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,70, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
33, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Italy, <=50K
54, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Female,0,0,35, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,3665,0,72, United-States, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, Mexico, >50K
21, Self-emp-not-inc, 11th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
35, Self-emp-not-inc, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,3124,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,30, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,48, United-States, <=50K
30, Private, Some-college, Separated, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,35, Italy, <=50K
34, Private, Masters, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
32, Local-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,4306,0,35, United-States, <=50K
25, Private, 11th, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,3325,0,50, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,3439,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
41, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,73, United-States, >50K
25, Self-emp-inc, Some-college, Widowed, Other-service, Unmarried, Black, Female,0,0,54, United-States, <=50K
33, Private, Bachelors, Divorced, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
36, Self-emp-inc, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
48, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, 7th-8th, Divorced, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
41, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
21, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,20, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,8, United-States, <=50K
