38, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
32, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
29, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, State-gov, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,36, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,30, United-States, >50K
30, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,15, United-States, <=50K
31, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,2426,45, United-States, <=50K
43, Private, Assoc-voc, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,26, United-States, <=50K
41, Private, Masters, Never-married, Other-service, Unmarried, White, Female,0,0,10, United-States, <=50K
52, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, South, <=50K
25, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, >50K
58, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, State-gov, 10th, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
42, Federal-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,60, United-States, >50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
40, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
23, Federal-gov, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
41, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
23, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
43, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,70, United-States, <=50K
32, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
43, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, <=50K
33, Private, Some-college, Never-married, Sales, Unmarried, White, Female,3325,0,40, United-States, <=50K
24, Private, Some-college, Divorced, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Female,0,0,45, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
55, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
39, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
29, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,1902,36, United-States, <=50K
39, Self-emp-inc, 9th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,7384,0,40, United-States, >50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
47, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
33, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
19, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
38, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Widowed, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,26, United-States, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
40, Local-gov, 10th, Divorced, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Canada, <=50K
61, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,40, Japan, >50K
58, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Not-in-family, White, Male,0,2462,50, China, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,50, United-States, <=50K
20, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,20, United-States, <=50K
40, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,36, United-States, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3074,0,40, United-States, >50K
38, Private, Masters, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
72, Self-emp-inc, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,2673,0,48, United-States, <=50K
58, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, >50K
33, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Federal-gov, 9th, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Local-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
45, Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
29, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
28, State-gov, Assoc-voc, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Federal-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,45, United-States, >50K
50, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
67, Private, Assoc-voc, Widowed, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
46, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,99999,0,60, United-States, >50K
47, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1886,60, United-States, >50K
60, Private, 9th, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, 11th, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
56, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
56, Private, Masters, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
22, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Female,0,0,27, United-States, <=50K
51, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
35, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
45, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
71, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,14, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Widowed, Protective-serv, Not-in-family, Black, Male,0,0,60, United-States, <=50K
56, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
47, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,5, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,3127,0,45, United-States, >50K
20, Federal-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, >50K
40, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
21, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
50, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,4893,0,50, Italy, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
57, State-gov, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
49, Private, Prof-school, Married-civ-spouse, Sales, Husband, Black, Male,99999,0,50, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, China, >50K
35, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,60, United-States, <=50K
27, State-gov, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,14, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,66, United-States, <=50K
59, Local-gov, Masters, Divorced, Sales, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-inc, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,1412,0,46, United-States, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,15024,0,50, United-States, >50K
70, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Federal-gov, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,60, Yugoslavia, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,4473,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Haiti, >50K
58, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,50, United-States, <=50K
55, Local-gov, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Husband, White, Female,0,0,60, United-States, >50K
26, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
57, Local-gov, Masters, Divorced, Tech-support, Unmarried, White, Female,0,0,40, Philippines, <=50K
34, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,32, United-States, <=50K
49, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
36, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, >50K
29, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,54, United-States, <=50K
21, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,44, United-States, <=50K
64, Private, HS-grad, Widowed, Sales, Unmarried, White, Female,0,2246,60, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2365,50, United-States, >50K
54, Self-emp-not-inc, 9th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
31, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
33, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
37, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,36, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
64, State-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,30, United-States, >50K
43, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, 10th, Divorced, Tech-support, Not-in-family, White, Male,0,0,26, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Masters, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,71, United-States, <=50K
28, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Female,0,0,65, United-States, <=50K
20, Private, 12th, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
21, Private, 11th, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,32, Mexico, <=50K
29, Private, Assoc-voc, Separated, Farming-fishing, Unmarried, Black, Female,0,0,40, United-States, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Machine-op-inspct, Other-relative, Black, Male,0,0,45, Mexico, <=50K
20, State-gov, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,32, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,54, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
42, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,1977,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,75, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
18, Self-emp-not-inc, 10th, Never-married, Farming-fishing, Other-relative, White, Male,0,0,20, United-States, >50K
25, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,20, United-States, <=50K
44, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
50, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
22, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc, 9th, Divorced, Exec-managerial, Wife, White, Male,0,1740,54, United-States, >50K
34, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, Philippines, <=50K
25, Local-gov, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States, <=50K
62, Private, Some-college, Widowed, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
41, State-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
56, Self-emp-inc, 9th, Married-civ-spouse, Protective-serv, Husband, White, Male,3478,0,40, United-States, >50K
37, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
26, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
40, Self-emp-not-inc, 10th, Never-married, Tech-support, Unmarried, White, Female,0,0,35, United-States, >50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, England, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
68, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
48, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, Cuba, <=50K
38, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, Mexico, <=50K
59, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
58, Private, 10th, Widowed, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
57, Local-gov, HS-grad, Widowed, Exec-managerial, Unmarried, White, Female,0,0,36, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, South, >50K
27, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
61, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
46, Private, Bachelors, Divorced, Sales, Not-in-family, Black, Female,0,0,50, United-States, <=50K
66, Private, Bachelors, Widowed, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
28, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
25, Private, Some-college, Divorced, Tech-support, Own-child, White, Female,0,0,40, United-States, >50K
36, Private, Masters, Never-married, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
58, Federal-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2823,0,30, United-States, >50K
60, Local-gov, HS-grad, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, State-gov, 12th, Never-married, Other-service, Own-child, Black, Female,0,0,15, United-States, <=50K
32, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
