47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,35, Hungary, <=50K
45, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,50, Trinadad&Tobago, >50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
45, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
24, Local-gov, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,20, Philippines, >50K
61, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
18, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,60, United-States, <=50K
35, Federal-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
37, Private, Assoc-acdm, Married-spouse-absent, Exec-managerial, Wife, White, Female,15024,0,50, United-States, >50K
67, Self-emp-not-inc, Assoc-voc, Widowed, Sales, Not-in-family, White, Male,0,0,15, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, United-States, >50K
58, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,1979,45, Dominican-Republic, <=50K
54, Local-gov, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,24, Vietnam, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Bachelors, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Private, Masters, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, Japan, <=50K
32, Self-emp-not-inc, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Yugoslavia, <=50K
24, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
64, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,15024,0,35, France, >50K
52, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Greece, >50K
37, State-gov, Some-college, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,20, Mexico, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Wife, Other, Female,7298,0,35, Nicaragua, >50K
47, Private, 9th, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Peru, <=50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,20, Columbia, <=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, >50K
58, Private, Masters, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
45, Private, Prof-school, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
50, Local-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,1902,40, United-States, <=50K
74, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Jamaica, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Prof-school, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
42, Federal-gov, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, White, Male,3103,0,40, Iran, <=50K
30, State-gov, HS-grad, Never-married, Craft-repair, Husband, White, Female,697,0,35, Cuba, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1887,40, United-States, >50K
36, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,29, United-States, <=50K
49, Local-gov, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
29, Private, 5th-6th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Masters, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
24, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-spouse-absent, Craft-repair, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,68, Guatemala, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
20, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Widowed, Craft-repair, Unmarried, White, Male,0,0,35, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,2230,40, United-States, >50K
49, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Philippines, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
40, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Thailand, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
43, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, France, <=50K
21, Private, Some-college, Divorced, Priv-house-serv, Own-child, White, Female,0,0,25, Canada, <=50K
56, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Columbia, <=50K
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,50, United-States, <=50K
40, Local-gov, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Hong, <=50K
61, Federal-gov, 9th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Federal-gov, HS-grad, Widowed, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,4650,0,42, Canada, >50K
32, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,50, Vietnam, <=50K
37, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Male,0,0,33, El-Salvador, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,2239,60, United-States, >50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
75, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,12, Greece, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,20, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,1977,65, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,25, Cambodia, <=50K
34, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
24, Private, 7th-8th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
42, Self-emp-not-inc, 7th-8th, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,45, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, State-gov, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
60, State-gov, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
27, Federal-gov, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, China, <=50K
39, Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, Other, Female,0,0,50, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
39, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, England, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba, >50K
29, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,3369,0,40, Philippines, >50K
43, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,45, United-States, >50K
34, Private, Assoc-acdm, Widowed, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
37, Private, Some-college, Divorced, Exec-managerial, Wife, Other, Female,0,0,50, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Peru, >50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,25, Scotland, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,50, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, Black, Female,0,0,25, Peru, <=50K
46, Self-emp-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
69, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,5, United-States, <=50K
49, Local-gov, Assoc-voc, Separated, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1902,40, United-States, <=50K
64, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
55, Local-gov, Masters, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
26, Private, Bachelors, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Female,0,0,45, United-States, <=50K
23, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Scotland, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,20, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,40, Hungary, <=50K
40, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,43, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,50, United-States, >50K
67, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,15024,0,40, Philippines, >50K
63, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,1876,40, United-States, <=50K
42, Private, Some-college, Separated, Transport-moving, Husband, White, Male,0,0,50, Germany, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
36, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, White, Male,578,0,40, United-States, <=50K
60, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
31, State-gov, 9th, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
31, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,2258,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,60, United-States, <=50K
26, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
27, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
34, State-gov, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Haiti, >50K
48, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,99999,0,60, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Honduras, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
75, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Federal-gov, Some-college, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35, State-gov, 11th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,35, Puerto-Rico, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, Laos, <=50K
32, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,5257,0,60, Nicaragua, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, India, >50K
62, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Mexico, >50K
32, Private, 11th, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Laos, <=50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
25, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
40, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, Thailand, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Jamaica, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,2401,72, United-States, >50K
47, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Peru, <=50K
64, Private, 5th-6th, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,25, United-States, <=50K
66, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,2278,0,20, United-States, <=50K
33, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,1887,40, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, >50K
35, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,5509,0,50, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, South, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Germany, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,70, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Ireland, <=50K
28, Private, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Cuba, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Assoc-voc, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,60, United-States, <=50K
32, Without-pay, Doctorate, Widowed, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Assoc-voc, Never-married, Transport-moving, Husband, White, Female,0,0,65, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,35, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
29, Federal-gov, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
23, Federal-gov, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Local-gov, Bachelors, Married-civ-spouse, Other-service, Wife, White, Female,0,0,4, United-States, >50K
34, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Craft-repair, Wife, Black, Female,0,0,40, United-States, <=50K
40, Private, 7th-8th, Married-spouse-absent, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,24, Haiti, <=50K
18, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Separated, Machine-op-inspct, Own-child, Black, Female,0,0,30, Yugoslavia, <=50K
44, State-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,13, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
49, Local-gov, Some-college, Widowed, Prof-specialty, Wife, White, Female,0,0,15, United-States, <=50K
44, Private, Assoc-acdm, Widowed, Other-service, Not-in-family, Black, Female,0,0,35, Haiti, <=50K
46, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Private, 11th, Never-married, Craft-repair, Husband, White, Male,5013,0,40, Cambodia, <=50K
67, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
42, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Columbia, >50K
30, Private, 9th, Never-married, Transport-moving, Wife, White, Female,0,0,35, Guatemala, <=50K
27, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,5139,0,40, United-States, <=50K
47, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,4772,0,40, United-States, <=50K
39, Local-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,5077,0,35, Guatemala, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Greece, <=50K
77, Self-emp-not-inc, Assoc-acdm, Widowed, Sales, Husband, White, Male,0,0,20, Trinadad&Tobago, <=50K
29, Federal-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,3928,0,40, United-States, <=50K
19, State-gov, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,15, Hong, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,50, Mexico, <=50K
56, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,0,52, Jamaica, <=50K
48, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
66, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,44, United-States, <=50K
65, Local-gov, HS-grad, Widowed, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
69, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
30, Private, Bachelors, Never-married, Other-service, Wife, Other, Female,0,0,20, Columbia, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,79, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Never-married, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
46, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
38, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
66, Private, 9th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,3103,0,40, Thailand, <=50K
52, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
45, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,44, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,36, United-States, >50K
42, Private, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Scotland, <=50K
41, Private, Bachelors, Widowed, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, Honduras, >50K
