50, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
33, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
31, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,70, United-States, >50K
18, Private, Assoc-acdm, Never-married, Priv-house-serv, Own-child, White, Male,0,0,25, United-States, <=50K
42, Private, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,1642,40, United-States, >50K
31, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Self-emp-inc, Masters, Divorced, Farming-fishing, Not-in-family, White, Female,0,1722,76, United-States, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1902,65, United-States, >50K
48, Private, Some-college, Separated, Other-service, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
29, Private, 12th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Female,7298,0,60, United-States, >50K
37, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, India, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1671,40, United-States, >50K
59, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
59, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
38, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, >50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Mexico, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,29, United-States, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States, >50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
50, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1953,40, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Divorced, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
59, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,51, United-States, <=50K
39, Private, 12th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
43, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,25, United-States, <=50K
24, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
53, Private, 11th, Married-spouse-absent, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
38, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1977,40, United-States, >50K
44, Self-emp-inc, Some-college, Divorced, Craft-repair, Wife, White, Male,4911,0,40, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
74, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,29, United-States, >50K
36, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Other-service, Own-child, Black, Male,0,0,20, Mexico, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
58, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,15024,0,60, Mexico, >50K
18, Private, HS-grad, Never-married, Tech-support, Unmarried, Other, Male,0,0,20, United-States, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,54, United-States, <=50K
30, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Canada, <=50K
26, Private, Some-college, Never-married, Sales, Husband, White, Female,0,0,40, Cuba, <=50K
33, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,40, England, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,29, United-States, <=50K
58, Federal-gov, Bachelors, Widowed, Sales, Other-relative, Black, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,1669,40, El-Salvador, <=50K
37, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,15, United-States, >50K
55, Local-gov, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
27, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1852,60, United-States, >50K
35, Private, Assoc-voc, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, 11th, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,50, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,60, United-States, >50K
40, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
38, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Male,0,0,25, United-States, <=50K
60, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Female,0,1887,25, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
42, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,29, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,29, United-States, >50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Widowed, Protective-serv, Unmarried, Black, Female,0,0,40, Puerto-Rico, <=50K
33, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, Jamaica, <=50K
43, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Assoc-acdm, Never-married, Protective-serv, Own-child, Black, Female,0,0,25, Columbia, <=50K
19, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Local-gov, HS-grad, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,25, United-States, <=50K
28, Private, Assoc-voc, Never-married, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,70, Iran, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
41, Private, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
29, Private, 5th-6th, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,37, United-States, <=50K
50, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
37, Private, 12th, Widowed, Prof-specialty, Husband, Black, Male,0,0,45, United-States, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Federal-gov, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,1704,60, United-States, >50K
17, State-gov, 10th, Never-married, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,21, United-States, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,2193,0,40, United-States, <=50K
46, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
50, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,1669,20, United-States, <=50K
68, State-gov, 7th-8th, Divorced, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
61, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, >50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,42, United-States, >50K
37, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
48, Local-gov, Some-college, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,15024,0,40, El-Salvador, >50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,60, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,3103,0,35, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
48, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7050,0,60, United-States, >50K
39, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,1594,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
55, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
20, Private, Assoc-voc, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
36, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
71, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
58, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
53, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States, >50K
54, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
27, Private, HS-grad, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
43, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,5178,0,50, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
31, Private, Bachelors, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
33, State-gov, 11th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Doctorate, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,84, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,64, Germany, <=50K
52, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,50, Guatemala, >50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Divorced, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
29, State-gov, Assoc-voc, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Separated, Machine-op-inspct, Husband, Black, Female,0,0,20, United-States, >50K
32, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Iran, >50K
31, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,7687,0,60, United-States, >50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Divorced, Exec-managerial, Other-relative, White, Female,0,0,45, United-States, <=50K
31, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, >50K
77, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
33, Private, Some-college, Never-married, Transport-moving, Other-relative, Black, Female,0,0,54, India, <=50K
24, State-gov, Bachelors, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,48, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,45, Cuba, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
68, Private, Assoc-acdm, Widowed, Prof-specialty, Not-in-family, White, Female,3105,0,45, United-States, <=50K
30, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
64, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1962,54, United-States, <=50K
66, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
65, Self-emp-not-inc, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, United-States, >50K
56, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, State-gov, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, 12th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,29, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, 12th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
30, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,50, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Nicaragua, >50K
21, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Poland, <=50K
30, Private, 11th, Separated, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,54, Hong, >50K
54, Local-gov, Preschool, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,35, United-States, >50K
23, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, France, <=50K
49, Private, 11th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
33, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,20, United-States, <=50K
44, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,4386,0,50, United-States, >50K
45, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
35, Private, Some-college, Separated, Tech-support, Unmarried, White, Male,0,0,36, United-States, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7687,0,60, United-States, >50K
36, Private, HS-grad, Separated, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K
19, Private, HS-grad, Never-married, Priv-house-serv, Own-child, White, Female,0,0,20, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States, >50K
64, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,2, United-States, >50K
69, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,25, United-States, <=50K
35, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,40, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, Jamaica, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
27, State-gov, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,24, United-States, <=50K
27, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, Local-gov, 9th, Separated, Prof-specialty, Husband, Black, Male,0,0,50, United-States, <=50K
53, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,15024,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
30, Private, Bachelors, Never-married, Transport-moving, Unmarried, Black, Female,0,0,45, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
32, Local-gov, Assoc-voc, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,45, United-States, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Husband, Black, Male,7298,0,40, United-States, >50K
36, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, India, <=50K
58, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
66, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Canada, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, United-States, <=50K
40, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
33, Local-gov, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,3645,0,40, United-States, >50K
46, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Local-gov, Some-college, Never-married, Sales, Husband, White, Male,0,0,6, Mexico, <=50K
23, Private, 10th, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, Cuba, <=50K
46, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
28, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1670,40, United-States, >50K
