25, Private, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
27, Private, Bachelors, Divorced, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Thailand, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Vietnam, >50K
64, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Masters, Divorced, Transport-moving, Husband, White, Female,15024,0,60, Scotland, >50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,50, England, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
66, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,20, Peru, <=50K
61, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Jamaica, <=50K
30, Private, Some-college, Separated, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Vietnam, <=50K
39, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Hong, >50K
59, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Priv-house-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,54, United-States, <=50K
51, Private, Bachelors, Widowed, Transport-moving, Not-in-family, Other, Female,0,0,16, United-States, <=50K
52, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, South, <=50K
21, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,83, United-States, <=50K
23, Private, Prof-school, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,30, Honduras, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, <=50K
55, Private, 1st-4th, Divorced, Tech-support, Not-in-family, White, Female,0,0,42, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Armed-Forces, Husband, White, Male,4386,0,40, Ireland, <=50K
40, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,60, United-States, <=50K
38, Self-emp-not-inc, Masters, Never-married, Craft-repair, Not-in-family, White, Male,7515,0,40, Scotland, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Assoc-acdm, Widowed, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Other, Female,0,0,75, France, <=50K
42, Private, Bachelors, Never-married, Exec-managerial, Husband, Other, Male,0,0,50, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
34, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,32, England, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, Haiti, >50K
69, Local-gov, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,40, Hong, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, Trinadad&Tobago, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7426,0,36, Cambodia, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,5393,0,50, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, United-States, <=50K
55, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
36, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Laos, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,40, United-States, >50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Female,0,0,41, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,7298,0,35, United-States, >50K
44, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
39, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
30, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Mexico, <=50K
55, Private, Some-college, Widowed, Farming-fishing, Not-in-family, White, Male,0,2453,40, United-States, <=50K
40, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,20, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Mexico, >50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,54, United-States, >50K
46, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, State-gov, Some-college, Divorced, Adm-clerical, Husband, Other, Male,0,0,45, Philippines, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, England, >50K
39, Local-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, El-Salvador, <=50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
66, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,7, United-States, <=50K
35, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
31, State-gov, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Ireland, <=50K
35, Private, 7th-8th, Never-married, Sales, Wife, Other, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,52, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, >50K
24, Private, HS-grad, Separated, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
29, Private, 10th, Married-civ-spouse, Transport-moving, Wife, White, Male,7091,0,32, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,724,0,40, United-States, >50K
25, Private, Assoc-voc, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, Canada, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Iran, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, Canada, <=50K
46, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Cuba, >50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
44, Local-gov, 5th-6th, Widowed, Transport-moving, Not-in-family, Black, Male,0,0,65, Ireland, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Italy, >50K
47, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,25, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,38, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, El-Salvador, >50K
30, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
36, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,2422,0,50, England, <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Widowed, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
36, Self-emp-inc, Masters, Divorced, Transport-moving, Not-in-family, White, Male,0,0,70, Greece, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,24, Mexico, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1592,55, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
45, Private, HS-grad, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
20, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Honduras, <=50K
28, Local-gov, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,60, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,99999,0,40, Germany, >50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Black, Male,0,0,35, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,3094,0,48, United-States, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Married-civ-spouse, Tech-support, Own-child, Black, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, England, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1865,50, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,75, United-States, <=50K
33, Private, Bachelors, Never-married, Other-service, Husband, Black, Female,0,0,40, United-States, <=50K
39, Self-emp-inc, Assoc-acdm, Never-married, Adm-clerical, Husband, White, Male,0,1743,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,82, Dominican-Republic, <=50K
29, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
51, Self-emp-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
58, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,30, Mexico, <=50K
26, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,60, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,55, United-States, <=50K
72, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,14, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
61, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1999,20, Iran, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,45, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Farming-fishing, Wife, Other, Male,0,0,40, United-States, <=50K
63, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, United-States, >50K
22, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,45, United-States, <=50K
35, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, Yugoslavia, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
43, Private, 12th, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,40, Iran, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18, Private, 12th, Never-married, Other-service, Own-child, Black, Female,0,0,4, Mexico, <=50K
28, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Yugoslavia, <=50K
63, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, >50K
30, Private, 11th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
36, State-gov, Bachelors, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Tech-support, Own-child, White, Female,0,0,32, United-States, <=50K
58, Self-emp-not-inc, Bachelors, Separated, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,60, Greece, <=50K
28, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Iran, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,1642,10, India, <=50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, Columbia, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,7298,0,20, Columbia, <=50K
48, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, India, >50K
61, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
55, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Male,99999,0,40, Japan, >50K
23, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,25, India, <=50K
28, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Widowed, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
23, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Japan, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, >50K
49, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,7687,0,70, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Ecuador, <=50K
49, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,42, Outlying-US(Guam-USVI-etc), >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
28, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Poland, >50K
19, Private, 10th, Never-married, Sales, Not-in-family, White, Female,0,0,40, Poland, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Taiwan, >50K
30, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
38, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,65, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,7687,0,40, United-States, <=50K
51, Private, 7th-8th, Never-married, Exec-managerial, Husband, White, Female,0,0,54, United-States, <=50K
28, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7320,0,50, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
51, Federal-gov, 9th, Divorced, Adm-clerical, Not-in-family, Black, Male,0,1586,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
80, Local-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,20, United-States, <=50K
45, Local-gov, Masters, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
49, Self-emp-inc, Masters, Divorced, Adm-clerical, Unmarried, White, Male,0,1485,60, United-States, <=50K
51, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, Canada, >50K
42, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
67, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Columbia, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,1720,24, United-States, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
43, Local-gov, Preschool, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, China, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
29, Private, Some-college, Divorced, Other-service, Wife, White, Female,0,0,25, Haiti, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,5178,0,60, United-States, >50K
60, Private, 5th-6th, Divorced, Sales, Wife, White, Female,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,30, Canada, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
51, Private, 9th, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,40, Japan, <=50K
34, Local-gov, HS-grad, Never-married, Transport-moving, Own-child, Other, Male,0,0,40, United-States, <=50K
40, Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,50, United-States, >50K
63, Private, Some-college, Divorced, Sales, Not-in-family, Black, Male,0,0,70, Cuba, >50K
24, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,48, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,11, Germany, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,47, United-States, >50K
40, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Italy, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,1596,40, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Sales, Unmarried, Other, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
25, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Hong, >50K
42, Private, Doctorate, Never-married, Other-service, Husband, White, Female,4014,0,54, United-States, <=50K
59, Private, 10th, Divorced, Sales, Unmarried, White, Male,0,0,54, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Widowed, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
42, Private, HS-grad, Separated, Transport-moving, Wife, White, Female,0,0,35, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,1977,40, Vietnam, <=50K
21, Federal-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,65, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Ireland, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
33, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, >50K
28, Private, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, >50K
40, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
