35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,50, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,15024,0,23, United-States, >50K
42, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
58, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
36, Self-emp-inc, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, State-gov, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
27, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
42, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
54, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
28, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Wife, White, Male,0,0,60, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
38, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Assoc-voc, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
76, Self-emp-not-inc, Some-college, Widowed, Sales, Husband, White, Male,0,0,35, United-States, <=50K
39, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, 10th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,80, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,45, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, >50K
28, Private, Assoc-voc, Never-married, Craft-repair, Wife, White, Male,0,0,40, Cambodia, <=50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,37, United-States, >50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1887,50, United-States, <=50K
53, Private, 11th, Divorced, Exec-managerial, Husband, White, Male,0,1977,50, United-States, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
37, Federal-gov, Bachelors, Never-married, Other-service, Husband, White, Male,4386,0,50, United-States, >50K
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Mexico, >50K
50, Self-emp-not-inc, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,25, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,20, United-States, <=50K
44, Self-emp-not-inc, Assoc-acdm, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
45, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,25, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,16, France, <=50K
22, Private, Assoc-acdm, Divorced, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,54, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, 10th, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,2001,40,, <=50K
29, State-gov, Bachelors, Divorced, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
50, Private, 10th, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,1719,40, United-States, <=50K
20, Local-gov, Assoc-voc, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,33, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,42, United-States, >50K
21, Private, Masters, Separated, Craft-repair, Own-child, White, Female,0,1733,15, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,1887,35, United-States, <=50K
41, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
43, Private, 1st-4th, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Assoc-voc, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, 7th-8th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Private, Assoc-acdm, Separated, Craft-repair, Not-in-family, Black, Male,0,0,35, Japan, <=50K
40, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,44, United-States, <=50K
53, Private, 5th-6th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, >50K
37, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
39, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,1578,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
69, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
67, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, Some-college, Divorced, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, >50K
48, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,38, United-States, <=50K
23, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,8, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Some-college, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Masters, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
39, Local-gov, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,5, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,60, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, 10th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, United-States, >50K
39, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,2224,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,1823,62, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,30, Laos, <=50K
63, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States, >50K
27, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, 7th-8th, Never-married, Tech-support, Not-in-family, White, Female,0,0,80, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
35, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
40, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
68, Private, HS-grad, Widowed, Sales, Husband, White, Male,0,0,35, El-Salvador, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
44, Private, Some-college, Widowed, Protective-serv, Wife, White, Male,0,0,40, United-States, >50K
46, Private, Some-college, Widowed, Handlers-cleaners, Not-in-family, Black, Female,0,0,38, United-States, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
70, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2001,10, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, 10th, Separated, Other-service, Unmarried, Black, Female,0,0,21, United-States, <=50K
58, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,44, United-States, <=50K
60, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, >50K
38, Private, Some-college, Divorced, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
21, Private, 9th, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
64, Private, 11th, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Germany, <=50K
60, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, 5th-6th, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Protective-serv, Unmarried, White, Female,0,0,30, United-States, <=50K
68, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,24, United-States, <=50K
38, Federal-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Greece, <=50K
54, Local-gov, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,60, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, England, <=50K
76, Self-emp-not-inc, 9th, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
31, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,25, United-States, <=50K
24, Self-emp-not-inc, 10th, Never-married, Other-service, Unmarried, Black, Male,0,0,35, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
29, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,35, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,32, United-States, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
24, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,35, United-States, <=50K
44, Private, Masters, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,80, United-States, <=50K
45, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
60, State-gov, Assoc-acdm, Widowed, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
39, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,24, Jamaica, <=50K
34, Private, Assoc-acdm, Divorced, Sales, Own-child, White, Female,0,0,50, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Preschool, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,12, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, >50K
45, Local-gov, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
55, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, England, >50K
37, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Laos, <=50K
56, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,2382,54, United-States, >50K
34, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, State-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Local-gov, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
34, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
41, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Bachelors, Widowed, Handlers-cleaners, Not-in-family, White, Male,0,0,8, United-States, <=50K
30, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,35, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Tech-support, Own-child, Black, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,80, United-States, >50K
43, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,8610,0,45, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Widowed, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
49, Private, 9th, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
37, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
35, Private, Assoc-voc, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
40, Self-emp-not-inc, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,25, United-States, <=50K
38, Private, HS-grad, Separated, Exec-managerial, Not-in-family, Other, Female,0,0,40, United-States, <=50K
59, Private, 1st-4th, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,7687,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
38, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1887,50, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Private, Bachelors, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, 10th, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,24, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,7298,0,37, United-States, >50K
40, Private, 9th, Separated, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
62, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Female,0,1849,30, United-States, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
51, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
65, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,2389,45, United-States, >50K
27, Self-emp-inc, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
63, Local-gov, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,9668,0,45, United-States, >50K
55, Self-emp-not-inc, Masters, Widowed, Sales, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, Preschool, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, India, >50K
46, State-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1975,44, United-States, <=50K
51, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,4822,0,35, United-States, <=50K
26, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,4386,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,38, United-States, <=50K
34, Private, 7th-8th, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
53, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,18, United-States, <=50K
53, Federal-gov, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,54, United-States, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
31, Federal-gov, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
38, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,2055,43, United-States, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
59, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,60, United-States, >50K
42, Private, Doctorate, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,44, United-States, <=50K
