25, Private, Bachelors, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
34, Private, HS-grad, Separated, Sales, Not-in-family, Other, Male,0,0,40, France, <=50K
40, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, India, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, Italy, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,43, United-States, >50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Portugal, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,33, Germany, >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Philippines, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Hungary, <=50K
34, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, Greece, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Mexico, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,7, Haiti, <=50K
49, Private, Some-college, Divorced, Other-service, Unmarried, Black, Male,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,4067,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,45, Hong, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, >50K
27, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Female,0,2157,60, Outlying-US(Guam-USVI-etc), >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Philippines, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,2405,40, China, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, Poland, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,35, Haiti, >50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,42, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,20, Peru, <=50K
35, Private, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
36, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, Honduras, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,31, Germany, <=50K
46, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,50, Mexico, >50K
44, Local-gov, Masters, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Puerto-Rico, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
27, Local-gov, Some-college, Divorced, Other-service, Own-child, Other, Female,7298,0,40, United-States, <=50K
55, Self-emp-inc, Bachelors, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,32, Cuba, <=50K
56, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,40, France, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, Dominican-Republic, >50K
38, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Germany, <=50K
36, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
64, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
34, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,50, China, >50K
27, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,50, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Yugoslavia, <=50K
60, Self-emp-inc, Bachelors, Widowed, Adm-clerical, Not-in-family, Other, Male,0,0,40, Germany, <=50K
62, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,75, United-States, <=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,42, Columbia, >50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,9, United-States, <=50K
47, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, Puerto-Rico, >50K
56, Private, Some-college, Divorced, Prof-specialty, Unmarried, Other, Female,4960,0,18, United-States, <=50K
58, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Greece, <=50K
26, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,40, Honduras, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, Vietnam, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, Hungary, <=50K
42, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, Iran, <=50K
62, Self-emp-not-inc, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,4540,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,50, France, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,22, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,54, India, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1940,40, Guatemala, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,25, United-States, <=50K
31, State-gov, Assoc-voc, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,33, Columbia, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,75, Dominican-Republic, >50K
55, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,2139,40, Yugoslavia, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1629,70, South, >50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Federal-gov, Masters, Married-civ-spouse, Sales, Husband, Black, Female,0,0,35, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,11, El-Salvador, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,0,0,25, Italy, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
59, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,48, United-States, <=50K
24, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Male,0,0,16, United-States, >50K
52, Private, Assoc-acdm, Widowed, Sales, Husband, Other, Female,0,0,48, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,42, Puerto-Rico, >50K
56, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, 1st-4th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
46, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,60, Hungary, <=50K
34, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, England, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Honduras, >50K
53, Self-emp-inc, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,17473,0,50, United-States, >50K
37, Self-emp-not-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, China, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Handlers-cleaners, Wife, Other, Female,0,0,40, Philippines, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Female,0,1887,40, France, <=50K
57, Private, 11th, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Assoc-voc, Married-civ-spouse, Tech-support, Wife, Black, Male,4240,0,40, Honduras, <=50K
64, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,27, France, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Jamaica, <=50K
27, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, >50K
37, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,58, Hong, <=50K
35, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Taiwan, <=50K
24, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Other, Female,0,0,40, Cuba, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,40, Guatemala, <=50K
42, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, Private, Masters, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,14, England, <=50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Japan, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1989,60, Canada, >50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,20, United-States, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,24, United-States, <=50K
50, Private, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
55, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
33, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,40, France, <=50K
23, Private, Some-college, Never-married, Other-service, Wife, Other, Female,0,0,30, England, <=50K
50, Private, Assoc-acdm, Separated, Tech-support, Husband, Black, Female,0,0,40, Cuba, >50K
44, Federal-gov, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
52, Local-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,35, Germany, >50K
19, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,21, Ireland, <=50K
61, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, Yugoslavia, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,25650,0,40, Cambodia, >50K
64, Local-gov, Bachelors, Divorced, Sales, Not-in-family, Other, Female,0,0,65, Hungary, <=50K
58, State-gov, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Japan, <=50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,32, Hong, >50K
21, Private, HS-grad, Never-married, Other-service, Wife, Other, Male,0,0,20, England, <=50K
18, Private, Bachelors, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,15, Canada, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, Guatemala, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, Peru, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,60, Guatemala, >50K
50, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,1887,60, United-States, >50K
42, Local-gov, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,42, Haiti, <=50K
58, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, Laos, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Hong, <=50K
78, Private, HS-grad, Widowed, Protective-serv, Wife, Black, Male,0,0,25, Ecuador, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,6646,0,65, Yugoslavia, <=50K
48, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,1621,28, Japan, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Canada, <=50K
47, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
71, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Hungary, <=50K
49, Local-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,30, Italy, <=50K
40, Private, Assoc-acdm, Divorced, Craft-repair, Own-child, Black, Female,0,0,40, Hong, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,42, Taiwan, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, Puerto-Rico, <=50K
23, State-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,21, England, <=50K
45, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,1896,40, Trinadad&Tobago, <=50K
46, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,15024,0,40, Philippines, >50K
47, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
43, Private, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
50, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, Cuba, >50K
72, Private, HS-grad, Widowed, Craft-repair, Husband, Black, Female,3325,0,15, United-States, >50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
33, State-gov, Masters, Married-civ-spouse, Sales, Wife, Black, Female,7687,0,40, United-States, >50K
36, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
30, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
44, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, Black, Female,0,0,55, Dominican-Republic, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,15, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,1848,28, Cuba, <=50K
37, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Laos, <=50K
45, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, China, <=50K
58, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, France, <=50K
44, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,70, Mexico, >50K
46, Private, 7th-8th, Never-married, Craft-repair, Husband, Black, Female,0,0,50, United-States, <=50K
72, Federal-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,7298,0,40, Guatemala, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
34, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,50, United-States, <=50K
34, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
41, Private, Assoc-voc, Divorced, Sales, Unmarried, White, Male,0,0,40, Poland, <=50K
40, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Wife, Black, Female,0,0,40, Taiwan, <=50K
36, Private, HS-grad, Separated, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, Germany, >50K
44, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, El-Salvador, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, <=50K
28, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1934,50, Haiti, >50K
18, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,25, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, Greece, <=50K
68, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,24735,0,30, United-States, >50K
25, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,50, Puerto-Rico, <=50K
29, Private, Some-college, Separated, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, France, <=50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
26, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,70, Taiwan, <=50K
59, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,2526,0,35, United-States, <=50K
27, Private, HS-grad, Widowed, Prof-specialty, Own-child, Black, Male,0,0,20, England, <=50K
45, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,66, Germany, >50K
56, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
39, Local-gov, Assoc-voc, Divorced, Exec-managerial, Unmarried, Black, Male,7298,0,40, Japan, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, Japan, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, >50K
20, Private, 11th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
55, Self-emp-inc, Masters, Widowed, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
29, State-gov, Assoc-voc, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Jamaica, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,7298,0,45, Iran, >50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Columbia, >50K
29, Private, Masters, Never-married, Transport-moving, Husband, Black, Female,0,0,40, India, <=50K
21, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Poland, <=50K
21, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, Hungary, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,10, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Scotland, <=50K
33, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, England, >50K
25, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, South, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Husband, Other, Male,0,0,60, United-States, <=50K
48, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Male,7298,0,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Never-married, Sales, Husband, White, Male,0,1932,50, Nicaragua, >50K
35, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, India, <=50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, Ecuador, <=50K
50, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,44, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,32, Greece, >50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Cuba, <=50K
31, Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Cambodia, >50K
66, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1720,40, Taiwan, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Wife, Other, Female,0,0,40, England, <=50K
35, Private, 9th, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Ecuador, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, El-Salvador, <=50K
53, State-gov, HS-grad, Separated, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
33, Local-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,2368,65, Thailand, >50K
18, Private, Some-college, Never-married, Sales, Other-relative, Black, Male,0,0,31, Columbia, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, China, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,52, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, South, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Self-emp-not-inc, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Scotland, <=50K
43, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,50, Iran, <=50K
44, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,20, Dominican-Republic, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
34, Private, Bachelors, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, India, <=50K
44, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,42, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
