19, Private, Masters, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Germany, <=50K
26, Private, HS-grad, Separated, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Italy, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
44, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Male,0,0,15, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,37, United-States, >50K
43, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
28, State-gov, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Separated, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, >50K
48, Private, Bachelors, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,50, Philippines, <=50K
40, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Doctorate, Divorced, Exec-managerial, Unmarried, White, Female,0,1524,60, United-States, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Canada, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
55, Local-gov, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,0,0,40, Portugal, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
53, Self-emp-inc, Some-college, Separated, Transport-moving, Not-in-family, White, Male,0,0,50, Germany, <=50K
26, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,2421,0,40, United-States, <=50K
69, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
21, Private, 12th, Never-married, Protective-serv, Own-child, White, Male,0,0,20, United-States, <=50K
44, Private, Masters, Divorced, Protective-serv, Own-child, White, Male,0,0,60, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, United-States, >50K
55, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1902,40, United-States, >50K
54, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,2532,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, State-gov, 11th, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Local-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,78758,0,54, United-States, >50K
38, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,39, United-States, <=50K
70, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,10, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,15024,0,54, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,16, United-States, <=50K
29, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Male,0,1945,25, United-States, >50K
40, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,48, United-States, <=50K
54, Private, HS-grad, Widowed, Sales, Unmarried, White, Female,2866,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,30, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,20, Mexico, <=50K
38, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
44, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
52, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
26, Private, 5th-6th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,20, United-States, <=50K
64, Private, 7th-8th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,54, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,60, United-States, <=50K
19, Self-emp-inc, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,19, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,5021,0,50, United-States, >50K
27, Private, HS-grad, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,45, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Separated, Protective-serv, Not-in-family, White, Female,0,0,30, United-States, <=50K
45, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,1602,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
37, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,3369,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,80, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,33, United-States, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
44, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,30, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, <=50K
33, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,18, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Local-gov, Assoc-acdm, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
41, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
32, Local-gov, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Male,0,1486,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
33, Local-gov, Bachelors, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,45, United-States, <=50K
26, Private, Bachelors, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
55, State-gov, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,20, Mexico, <=50K
66, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,70, Cuba, <=50K
44, Private, Some-college, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
43, Private, 11th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Transport-moving, Own-child, White, Female,0,0,25, United-States, <=50K
55, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Puerto-Rico, >50K
33, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Columbia, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1888,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
36, Self-emp-inc, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,54, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
40, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
51, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
61, Local-gov, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,25, United-States, <=50K
29, Local-gov, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
63, Self-emp-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,3655,0,40, United-States, <=50K
22, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
47, Local-gov, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
32, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
42, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,60, United-States, >50K
30, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,1644,40, United-States, >50K
34, Private, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
39, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,74, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,30, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
65, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,9179,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
25, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Federal-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,0,40, Mexico, <=50K
58, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,2446,40, United-States, >50K
20, State-gov, 12th, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K
58, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
71, Local-gov, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
48, Local-gov, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,3511,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
27, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,25, Mexico, <=50K
67, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
24, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1902,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, India, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Local-gov, Assoc-acdm, Never-married, Craft-repair, Wife, Other, Male,0,0,40, Mexico, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
39, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, Bachelors, Never-married, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
26, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,38, United-States, <=50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Own-child, White, Male,2604,0,40, United-States, >50K
35, Private, Masters, Never-married, Craft-repair, Unmarried, White, Female,0,0,35, United-States, <=50K
53, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
41, Private, 10th, Divorced, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Iran, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,32, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, >50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
49, Federal-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
49, Local-gov, 7th-8th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
23, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, 7th-8th, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,6509,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,1704,20, United-States, <=50K
76, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,30, United-States, >50K
35, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K
44, Private, Bachelors, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,96, United-States, <=50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
38, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
30, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4019,0,40, United-States, >50K
42, Private, Some-college, Divorced, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
29, Private, Masters, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,52, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,16, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,54, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,37, United-States, >50K
36, Self-emp-inc, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,2571,32, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
41, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,47, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,38, United-States, <=50K
36, Private, 12th, Divorced, Prof-specialty, Not-in-family, White, Male,3353,0,40, United-States, >50K
31, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,43, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, >50K
56, Self-emp-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private, 10th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,25, United-States, <=50K
41, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, >50K
38, Private, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,32, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,50, United-States, >50K
39, Local-gov, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
34, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
37, Private, Masters, Married-civ-spouse, Transport-moving, Own-child, White, Male,3412,0,30, United-States, >50K
57, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,70, United-States, >50K
32, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, Jamaica, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
36, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, >50K
72, State-gov, 9th, Widowed, Transport-moving, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
35, Self-emp-not-inc, Masters, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
