29, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,35, Philippines, <=50K
29, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,10, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
47, Local-gov, Assoc-acdm, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Columbia, <=50K
25, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Federal-gov, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,50, Mexico, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,36, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
50, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
41, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2070,0,40, United-States, <=50K
21, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Some-college, Divorced, Adm-clerical, Wife, White, Female,0,0,44, United-States, <=50K
31, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1495,40, Dominican-Republic, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
54, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
50, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Cuba, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2125,0,50, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,45, Mexico, <=50K
57, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Sales, Own-child, White, Male,0,0,48, United-States, <=50K
27, Private, Masters, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, >50K
33, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Male,2185,0,50, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,2175,0,40, United-States, <=50K
45, Federal-gov, HS-grad, Divorced, Farming-fishing, Husband, Other, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
63, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Married-spouse-absent, Adm-clerical, Own-child, White, Female,0,0,22, United-States, <=50K
18, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,16, United-States, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,18, United-States, <=50K
47, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Masters, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, United-States, <=50K
25, Local-gov, Some-college, Divorced, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Male,0,0,30, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,71, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,6016,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, >50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,2381,60, United-States, >50K
23, Private, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
35, Federal-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
47, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Japan, >50K
44, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2496,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,80, United-States, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
22, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
53, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
43, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,33, United-States, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1977,15, United-States, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, <=50K
43, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,30, United-States, <=50K
30, Federal-gov, 1st-4th, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,46, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,53, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1902,40, United-States, >50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,80, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
20, Private, 7th-8th, Never-married, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
33, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,54, United-States, >50K
34, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
20, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, <=50K
42, Self-emp-inc, Assoc-acdm, Divorced, Farming-fishing, Husband, White, Male,0,0,80, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,14206,0,48, Guatemala, <=50K
43, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,75, United-States, >50K
62, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,42, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Mexico, >50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
33, State-gov, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,1561,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,8, Hong, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Guatemala, <=50K
22, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, Mexico, <=50K
25, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
25, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, Iran, <=50K
57, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,1, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,54, United-States, <=50K
40, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
23, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,2175,0,38, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,65, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
32, State-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,1649,60, United-States, <=50K
24, Federal-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Germany, <=50K
57, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, <=50K
41, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
24, State-gov, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
42, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
43, Federal-gov, 9th, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,34, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,0,40, Mexico, >50K
27, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
74, Self-emp-inc, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,20, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,30, United-States, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Mexico, <=50K
23, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Columbia, <=50K
39, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,38, United-States, <=50K
29, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,12, United-States, <=50K
57, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Columbia, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,29, United-States, <=50K
38, State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Assoc-voc, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Male,19367,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
49, Local-gov, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, 7th-8th, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Self-emp-inc, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,2860,0,40, United-States, >50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,6623,0,40, United-States, >50K
48, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
45, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,35, Mexico, <=50K
22, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
32, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
33, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,4507,0,40, United-States, >50K
30, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,3326,0,50, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
33, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,45, Mexico, <=50K
37, Private, Assoc-voc, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
22, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,30, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Vietnam, >50K
56, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
54, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,10, United-States, <=50K
52, Private, Prof-school, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, State-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,7291,0,40, Columbia, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, Masters, Divorced, Other-service, Wife, White, Female,0,0,20, Mexico, <=50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,6890,0,50, United-States, >50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
22, Self-emp-not-inc, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,50, Mexico, <=50K
36, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
21, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, Ireland, <=50K
27, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
41, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
37, Private, 1st-4th, Separated, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,50, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
53, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2403,50, United-States, >50K
51, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,40, Columbia, <=50K
17, Private, 10th, Never-married, Sales, Other-relative, White, Male,0,0,20, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,20, United-States, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Prof-school, Married-civ-spouse, Sales, Own-child, White, Male,0,2199,50, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, United-States, >50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Wife, White, Female,15024,0,30, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
54, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
52, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
26, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, China, <=50K
29, Private, 10th, Never-married, Transport-moving, Other-relative, White, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,52, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
23, Private, 11th, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,54, United-States, >50K
63, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Separated, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
