34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Greece, >50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, Mexico, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, Scotland, <=50K
38, Private, 9th, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, Laos, <=50K
63, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Married-spouse-absent, Other-service, Own-child, White, Female,0,1902,20, United-States, <=50K
47, Local-gov, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,24, United-States, <=50K
60, Private, HS-grad, Widowed, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
18, Private, 10th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, Cuba, <=50K
57, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Portugal, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, United-States, >50K
53, Local-gov, HS-grad, Separated, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Portugal, <=50K
32, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
67, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, Honduras, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Jamaica, <=50K
51, Private, Prof-school, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, >50K
59, Private, Some-college, Married-spouse-absent, Exec-managerial, Husband, Asian-Pac-Islander, Male,4166,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,2993,0,30, United-States, <=50K
34, Private, Some-college, Never-married, Craft-repair, Husband, Black, Male,0,0,45, Cuba, >50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, China, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Male,7298,0,50, United-States, <=50K
39, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
40, Private, Some-college, Never-married, Other-service, Wife, White, Male,0,0,16, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,54, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,50, South, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
48, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,15, United-States, <=50K
75, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,20, England, <=50K
41, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,54, Ireland, <=50K
48, Self-emp-not-inc, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Wife, White, Male,0,0,30, United-States, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7318,0,50, United-States, >50K
47, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,54, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,45, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,10, Ireland, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, England, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, >50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,11, United-States, <=50K
43, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,37, United-States, <=50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
38, Private, Bachelors, Never-married, Sales, Wife, Black, Male,0,0,40, Cambodia, <=50K
47, Private, HS-grad, Widowed, Farming-fishing, Husband, Other, Female,0,0,35, Philippines, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Transport-moving, Wife, Other, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,54, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,12, Trinadad&Tobago, <=50K
31, Private, Assoc-voc, Divorced, Craft-repair, Own-child, White, Male,0,0,80, United-States, <=50K
42, Self-emp-not-inc, 7th-8th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,65, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
45, Private, 1st-4th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
28, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Hong, <=50K
33, Private, Some-college, Never-married, Transport-moving, Wife, White, Male,0,0,50, Dominican-Republic, <=50K
51, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Thailand, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Local-gov, Masters, Divorced, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Cuba, >50K
26, Self-emp-not-inc, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Transport-moving, Own-child, Other, Female,0,0,40, United-States, <=50K
20, Private, 9th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Jamaica, <=50K
38, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Other, Female,0,0,60, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, South, <=50K
25, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,37, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, <=50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, South, >50K
50, Local-gov, Some-college, Married-civ-spouse, Sales, Wife, White, Male,6916,0,40, Cambodia, >50K
22, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Greece, <=50K
41, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Yugoslavia, >50K
39, Local-gov, Assoc-voc, Divorced, Transport-moving, Not-in-family, Other, Male,800,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, El-Salvador, <=50K
34, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, France, >50K
31, Private, Bachelors, Separated, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
50, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7687,0,40, Hungary, >50K
23, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,15, Vietnam, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, Nicaragua, <=50K
40, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,1849,40, United-States, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
59, Private, Some-college, Widowed, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
26, Private, HS-grad, Married-spouse-absent, Other-service, Husband, Other, Female,0,0,40, Mexico, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,3910,0,97, Dominican-Republic, >50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1977,20, Dominican-Republic, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,7298,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,30, Yugoslavia, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
41, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,60, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Mexico, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, Other, Female,0,0,40, United-States, <=50K
22, Private, 10th, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, England, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Ireland, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Poland, <=50K
48, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,20, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,30, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Scotland, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, United-States, <=50K
38, State-gov, Assoc-voc, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
56, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,7687,0,45, Laos, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,37, United-States, >50K
60, Local-gov, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,1676,45, China, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, Other, Male,0,0,32, France, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Hong, <=50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Columbia, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,80, Haiti, >50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, >50K
43, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,2220,40, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,25, Ecuador, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Laos, >50K
36, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Yugoslavia, >50K
51, Self-emp-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, India, >50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1977,40, United-States, >50K
35, Federal-gov, 11th, Married-civ-spouse, Transport-moving, Own-child, Black, Male,0,0,40, United-States, >50K
28, Local-gov, Masters, Married-spouse-absent, Exec-managerial, Wife, Other, Male,0,0,40, France, <=50K
57, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Japan, <=50K
54, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
50, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Haiti, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Poland, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, >50K
80, Self-emp-not-inc, 9th, Widowed, Tech-support, Husband, White, Male,0,0,20, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
53, Private, 1st-4th, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
39, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, State-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
58, Private, Bachelors, Widowed, Protective-serv, Not-in-family, Other, Female,0,0,27, United-States, <=50K
27, Self-emp-not-inc, Assoc-voc, Never-married, Tech-support, Own-child, White, Male,0,0,60, United-States, <=50K
55, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, United-States, >50K
59, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,48, Canada, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,54, Trinadad&Tobago, <=50K
29, Private, Prof-school, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, Peru, <=50K
47, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,60, Mexico, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,8, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1977,60, Philippines, >50K
35, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, Japan, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Iran, >50K
49, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,45, Scotland, <=50K
53, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,37, United-States, >50K
35, Private, HS-grad, Never-married, Farming-fishing, Husband, Black, Female,2182,0,50, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
31, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
52, Local-gov, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,36, Ecuador, <=50K
24, Private, 9th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Honduras, <=50K
44, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Guatemala, >50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, <=50K
48, Private, Doctorate, Married-civ-spouse, Craft-repair, Wife, White, Male,7687,0,40, United-States, >50K
46, Private, HS-grad, Widowed, Other-service, Husband, White, Female,0,0,50, United-States, <=50K
46, Local-gov, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
23, State-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, Hong, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Philippines, >50K
57, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,48, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, Ecuador, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1593,45, Trinadad&Tobago, >50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, El-Salvador, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, South, <=50K
31, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, Puerto-Rico, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
30, Private, Some-college, Divorced, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
46, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,48, Nicaragua, <=50K
55, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,43, Poland, <=50K
19, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,38, France, <=50K
31, Self-emp-not-inc, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,1430,45, Greece, <=50K
33, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,40, Columbia, <=50K
58, Self-emp-not-inc, Assoc-voc, Widowed, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
62, Self-emp-not-inc, Masters, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,99, China, >50K
24, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,2252,0,50, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Portugal, <=50K
72, Self-emp-not-inc, HS-grad, Widowed, Tech-support, Husband, White, Female,0,0,54, United-States, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
24, Private, 11th, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
57, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Cuba, <=50K
62, Private, 9th, Widowed, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Philippines, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
62, Federal-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,8007,0,35, Honduras, >50K
27, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
34, Federal-gov, Masters, Never-married, Prof-specialty, Wife, Black, Female,0,0,60, Japan, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,50, Taiwan, <=50K
53, Private, Some-college, Divorced, Other-service, Unmarried, Other, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,98, Trinadad&Tobago, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,54, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, India, <=50K
45, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
63, Private, HS-grad, Widowed, Farming-fishing, Unmarried, Black, Male,0,0,24, South, <=50K
44, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
20, Private, Masters, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
39, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
36, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Ecuador, >50K
