62, Private, Doctorate, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,1902,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Mexico, >50K
22, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,0,0,35, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
59, State-gov, 5th-6th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Japan, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,48, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,58, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, >50K
26, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
59, Private, Assoc-acdm, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Vietnam, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
56, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
20, Private, 9th, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,81, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,75, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-spouse-absent, Sales, Husband, White, Male,0,0,54, United-States, <=50K
28, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,65, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, 9th, Divorced, Exec-managerial, Not-in-family, White, Male,0,1916,60, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1975,60, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
63, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
34, Local-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
43, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Wife, White, Male,0,0,45, United-States, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,42, United-States, >50K
54, Local-gov, HS-grad, Widowed, Other-service, Wife, White, Male,0,0,30, United-States, <=50K
53, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1891,40, United-States, <=50K
64, Self-emp-inc, Doctorate, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-inc, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,44, United-States, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3423,0,40, United-States, <=50K
61, Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, 11th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, 11th, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
30, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,25, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
30, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Cambodia, <=50K
45, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,1974,5, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Poland, <=50K
51, Self-emp-inc, HS-grad, Widowed, Transport-moving, Not-in-family, Black, Male,0,0,45, United-States, <=50K
28, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, >50K
23, Private, Assoc-voc, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
61, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, Mexico, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
40, Private, 5th-6th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,32, United-States, <=50K
64, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
55, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
47, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, 12th, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
44, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, <=50K
73, Private, 7th-8th, Widowed, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
24, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,43, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
46, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,7298,0,70, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-spouse-absent, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
57, Self-emp-inc, Doctorate, Divorced, Farming-fishing, Husband, White, Male,99999,0,45, United-States, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,15, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, Puerto-Rico, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
61, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,15, United-States, >50K
59, Federal-gov, Some-college, Divorced, Sales, Unmarried, White, Female,0,1902,40, United-States, >50K
42, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
25, Private, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,48, United-States, <=50K
42, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Sales, Wife, White, Female,0,0,40, United-States, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States, >50K
35, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, 5th-6th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,7, United-States, <=50K
26, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
27, Federal-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
66, Federal-gov, Masters, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,17957,0,40, United-States, >50K
32, Private, Doctorate, Never-married, Prof-specialty, Husband, White, Male,0,1902,60, United-States, >50K
37, Federal-gov, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,25, United-States, <=50K
42, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, >50K
49, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1918,50, United-States, >50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,30, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
48, State-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
56, Local-gov, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,4085,0,50, United-States, >50K
31, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
63, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,835,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
44, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,5013,0,40, United-States, >50K
21, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,35, United-States, <=50K
22, Self-emp-not-inc, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,48, United-States, <=50K
29, Private, Assoc-voc, Divorced, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,45, United-States, <=50K
39, Private, Bachelors, Married-spouse-absent, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
45, Private, Some-college, Separated, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,40, United-States, >50K
54, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,99999,0,40, United-States, >50K
34, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,62, United-States, >50K
30, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,20, United-States, >50K
32, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,39, United-States, <=50K
62, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,2954,0,40, United-States, >50K
28, Private, 5th-6th, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,13855,0,30, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
36, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Widowed, Tech-support, Unmarried, Black, Male,0,0,40, United-States, <=50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,60, United-States, >50K
31, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,0,0,70, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
29, Federal-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
63, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
67, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
37, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1902,40, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,12, United-States, <=50K
26, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,2884,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1889,50, United-States, >50K
23, Local-gov, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Some-college, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Assoc-acdm, Widowed, Farming-fishing, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, White, Female,0,0,38, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3895,0,40, United-States, >50K
67, Self-emp-inc, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
21, Federal-gov, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
56, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
64, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Federal-gov, Assoc-acdm, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
25, State-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,78, Mexico, <=50K
30, Private, Some-college, Divorced, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,1944,40, United-States, <=50K
31, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,70, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Female,0,0,20, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,30, United-States, <=50K
58, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,10, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,40, United-States, <=50K
25, Private, Masters, Never-married, Prof-specialty, Own-child, White, Male,0,0,44, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,7298,0,35, United-States, >50K
49, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, >50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
38, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,13721,0,50, United-States, >50K
56, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1898,42, United-States, >50K
54, Self-emp-not-inc, 9th, Widowed, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
37, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States, <=50K
31, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,50, United-States, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,25, Mexico, <=50K
41, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,48, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
49, Private, Bachelors, Separated, Sales, Not-in-family, White, Female,0,1977,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, China, >50K
38, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,60, Portugal, >50K
43, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
35, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, >50K
38, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, 9th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,65, Mexico, <=50K
59, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
22, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2175,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
47, Federal-gov, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
66, Self-emp-inc, Doctorate, Divorced, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Farming-fishing, Other-relative, White, Male,0,0,45, United-States, <=50K
52, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
