60, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,2882,0,60, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, England, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
68, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Male,0,0,12, Guatemala, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,35, France, <=50K
56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,20, United-States, >50K
42, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40,, <=50K
20, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,15, United-States, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Separated, Sales, Not-in-family, White, Male,0,0,65, Cuba, <=50K
47, Private, Masters, Divorced, Sales, Husband, Other, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,50, United-States, <=50K
44, Private, 9th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, Iran, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,30, Honduras, <=50K
23, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
68, Self-emp-not-inc, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
70, Private, HS-grad, Divorced, Other-service, Other-relative, White, Female,0,0,45, United-States, <=50K
42, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,43, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,24, Canada, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
56, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,45, Jamaica, >50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Other-service, Other-relative, Black, Male,0,0,20, United-States, <=50K
49, Private, HS-grad, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, Greece, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,8719,0,74, Japan, >50K
46, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Jamaica, >50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
38, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,20, India, <=50K
66, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2343,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1877,40, United-States, <=50K
42, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
19, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, United-States, <=50K
41, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Protective-serv, Husband, White, Female,0,0,40, United-States, >50K
41, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
61, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
19, State-gov, 11th, Never-married, Other-service, Other-relative, White, Male,0,0,20, United-States, <=50K
42, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,1772,35, Honduras, <=50K
60, Private, 9th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,12, Iran, <=50K
63, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
85, State-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,50, England, >50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, United-States, >50K
59, Private, 1st-4th, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
63, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,50, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,2426,45, United-States, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, United-States, <=50K
36, Federal-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, England, >50K
51, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
40, Without-pay, 5th-6th, Never-married, Prof-specialty, Husband, White, Male,3103,0,38, Greece, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
28, Local-gov, 5th-6th, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, 5th-6th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Germany, <=50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,36, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, China, >50K
44, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2398,55, United-States, >50K
59, Private, 11th, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,4692,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, Japan, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, Hungary, <=50K
49, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,38, Mexico, <=50K
29, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,30, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,20, United-States, <=50K
47, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
28, Local-gov, 11th, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, Thailand, >50K
76, Local-gov, Bachelors, Widowed, Craft-repair, Husband, Black, Female,0,0,25, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1977,45, United-States, <=50K
68, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,15894,0,40, United-States, >50K
48, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,35, Japan, <=50K
58, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Ireland, <=50K
43, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, Philippines, <=50K
66, State-gov, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
59, Private, Doctorate, Divorced, Sales, Husband, White, Male,0,0,50, Nicaragua, <=50K
53, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,50, Canada, >50K
20, Self-emp-not-inc, Assoc-voc, Divorced, Prof-specialty, Own-child, White, Female,0,1707,38, United-States, <=50K
22, Private, 11th, Never-married, Exec-managerial, Own-child, White, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, Puerto-Rico, <=50K
63, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Masters, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
52, Federal-gov, Masters, Married-civ-spouse, Priv-house-serv, Husband, White, Male,4654,0,50, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Columbia, <=50K
28, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,2331,35, Taiwan, >50K
46, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,15024,0,60, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,43, United-States, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
33, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
27, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,7687,0,60, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1704,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,1759,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, >50K
33, Private, 11th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,47, United-States, >50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Puerto-Rico, >50K
52, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Honduras, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
46, Federal-gov, 5th-6th, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
22, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
77, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Female,0,0,25, United-States, <=50K
48, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,35, Haiti, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,3247,0,50, Thailand, >50K
49, Private, 10th, Divorced, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
54, Local-gov, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
72, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Germany, >50K
44, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42, United-States, >50K
50, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,45, United-States, <=50K
40, Private, Masters, Divorced, Sales, Unmarried, White, Male,0,0,20, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
36, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Male,0,0,40, Germany, <=50K
29, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
50, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
42, Private, 7th-8th, Divorced, Farming-fishing, Unmarried, Other, Male,0,0,40, United-States, <=50K
23, Private, 5th-6th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,65, Honduras, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Ireland, <=50K
25, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Italy, >50K
48, State-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, England, >50K
25, State-gov, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Other-service, Unmarried, White, Male,0,0,45, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
32, State-gov, Some-college, Never-married, Farming-fishing, Unmarried, White, Male,0,0,60, Dominican-Republic, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Yugoslavia, >50K
32, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,0,40, Vietnam, <=50K
40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,30, Cuba, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,24, United-States, <=50K
48, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Philippines, <=50K
70, State-gov, 11th, Widowed, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Cambodia, <=50K
42, Local-gov, 5th-6th, Divorced, Tech-support, Not-in-family, White, Male,0,0,35, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,42, United-States, >50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,4413,0,40, United-States, >50K
52, Private, Doctorate, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, United-States, <=50K
30, State-gov, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, Poland, <=50K
24, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Male,0,0,45, Trinadad&Tobago, <=50K
17, Private, 9th, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,20, United-States, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Philippines, >50K
30, Private, Prof-school, Never-married, Prof-specialty, Unmarried, White, Male,0,0,38, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1902,40, Ecuador, >50K
37, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Other-service, Other-relative, Other, Female,0,0,30, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, England, <=50K
63, Private, Assoc-voc, Married-civ-spouse, Priv-house-serv, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Federal-gov, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, England, >50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,25, Ecuador, <=50K
42, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, United-States, <=50K
24, Private, 10th, Never-married, Tech-support, Other-relative, Black, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,50, Hungary, >50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, >50K
56, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,84, United-States, <=50K
24, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, Thailand, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1977,45, United-States, >50K
32, Self-emp-not-inc, Bachelors, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Taiwan, <=50K
42, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Iran, >50K
52, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,3881,0,40, Taiwan, <=50K
45, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Germany, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,48, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
44, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, India, <=50K
27, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,33, United-States, <=50K
35, Private, 9th, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Ireland, <=50K
72, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,15, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
72, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,2423,40, United-States, <=50K
36, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Germany, <=50K
29, Private, 7th-8th, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Doctorate, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,20, United-States, <=50K
39, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,2104,40, United-States, >50K
39, Private, Some-college, Never-married, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, China, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,35, Puerto-Rico, <=50K
36, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, Black, Male,0,0,30, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,13865,0,40, Mexico, >50K
41, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,14, Dominican-Republic, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
22, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Nicaragua, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
42, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Jamaica, >50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,38, Scotland, <=50K
42, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
49, Self-emp-inc, 7th-8th, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
29, Private, Some-college, Never-married, Prof-specialty, Husband, Black, Male,7298,0,40, El-Salvador, >50K
40, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
