26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
51, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,84, United-States, >50K
48, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, >50K
35, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,1977,50, United-States, >50K
40, Private, Bachelors, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Tech-support, Not-in-family, Other, Male,0,0,40, Italy, <=50K
23, Federal-gov, HS-grad, Separated, Other-service, Wife, Other, Female,0,0,10, Vietnam, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Greece, >50K
26, Private, 9th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,65, India, <=50K
30, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Portugal, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,38, Peru, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,80, England, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,12, Trinadad&Tobago, <=50K
21, Private, 11th, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,29, United-States, <=50K
49, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Philippines, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,1902,50, Thailand, >50K
48, Private, HS-grad, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,42, Cuba, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,3159,0,29, Trinadad&Tobago, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,24, Greece, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Cambodia, <=50K
33, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,20, United-States, <=50K
44, Private, HS-grad, Separated, Craft-repair, Unmarried, Other, Male,0,0,40, India, <=50K
56, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
29, State-gov, Bachelors, Separated, Prof-specialty, Wife, White, Female,0,0,35, Italy, >50K
31, Private, Assoc-acdm, Separated, Craft-repair, Unmarried, White, Female,0,0,48, Vietnam, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Honduras, >50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
24, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,3114,0,40, Puerto-Rico, >50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,29, France, <=50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,54, South, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, Trinadad&Tobago, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, China, <=50K
46, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
29, Private, Prof-school, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,44, Dominican-Republic, <=50K
31, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,36, Thailand, <=50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Italy, <=50K
43, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
19, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,1701,40, Ireland, <=50K
23, Private, Assoc-voc, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, India, <=50K
54, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Mexico, >50K
41, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,80, Outlying-US(Guam-USVI-etc), <=50K
43, Private, Masters, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
22, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, Ireland, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Greece, <=50K
42, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,65, Thailand, >50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,18, Poland, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,44, Nicaragua, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,43, El-Salvador, >50K
41, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Canada, >50K
22, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0,0,25, Laos, <=50K
64, Private, 5th-6th, Widowed, Other-service, Unmarried, Other, Female,0,0,20, Italy, <=50K
36, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,37, Laos, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, Haiti, <=50K
53, Private, Masters, Widowed, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Portugal, <=50K
45, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,43, Scotland, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Jamaica, >50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7535,0,50, United-States, >50K
57, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, El-Salvador, >50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,40, Japan, >50K
38, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, India, >50K
81, Private, HS-grad, Widowed, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,1892,60, Portugal, <=50K
42, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,50, Cuba, >50K
43, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Vietnam, >50K
38, Private, Assoc-acdm, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,74, Poland, >50K
19, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
58, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Italy, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, Hungary, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,1586,40, Iran, >50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, Portugal, >50K
52, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,32, United-States, >50K
29, Local-gov, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,80, Philippines, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
44, Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Cuba, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,1902,45, Dominican-Republic, >50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,48, Jamaica, >50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Poland, <=50K
63, Local-gov, Assoc-acdm, Widowed, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Nicaragua, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Italy, >50K
33, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,50, El-Salvador, <=50K
32, Local-gov, 7th-8th, Never-married, Other-service, Not-in-family, White, Female,0,0,44, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,15024,0,40, Portugal, >50K
43, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,60, Scotland, <=50K
56, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Tech-support, Wife, White, Female,15024,0,35, India, >50K
27, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, India, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Cambodia, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female,7298,0,40, Thailand, >50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Greece, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Guatemala, <=50K
27, State-gov, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Honduras, <=50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
50, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, India, >50K
38, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Portugal, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,15, United-States, <=50K
19, Private, Some-college, Divorced, Sales, Own-child, Asian-Pac-Islander, Male,0,1887,32, France, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Ecuador, <=50K
21, State-gov, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,15, Poland, <=50K
61, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,38, Vietnam, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1977,60, El-Salvador, >50K
41, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,20, Yugoslavia, <=50K
54, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, Hong, >50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Canada, >50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Portugal, <=50K
28, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, United-States, >50K
52, Local-gov, Some-college, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Columbia, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,3114,0,40, South, <=50K
17, Private, 11th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,10, United-States, <=50K
31, Private, Some-college, Separated, Other-service, Own-child, Asian-Pac-Islander, Female,5037,0,40, Peru, >50K
33, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, South, <=50K
40, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Poland, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,48, Puerto-Rico, >50K
50, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Hong, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
30, Private, Assoc-voc, Separated, Craft-repair, Own-child, White, Female,0,0,40, Haiti, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, Other, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Bachelors, Never-married, Other-service, Husband, Black, Female,0,0,40, Thailand, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,18, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Trinadad&Tobago, >50K
20, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Nicaragua, <=50K
38, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,45, United-States, <=50K
52, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Canada, >50K
52, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Jamaica, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Guatemala, <=50K
55, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,25, Mexico, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,7298,0,29, El-Salvador, >50K
59, Local-gov, Doctorate, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,1902,55, Yugoslavia, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Philippines, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, Hungary, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
62, Private, Assoc-acdm, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, Puerto-Rico, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
49, Private, Assoc-acdm, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Philippines, <=50K
42, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,60, Scotland, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Scotland, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Philippines, <=50K
59, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,40, Scotland, >50K
40, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, United-States, >50K
31, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,29, Cuba, <=50K
62, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,5, Portugal, <=50K
45, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Male,0,0,29, Ireland, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States, >50K
31, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,29, Vietnam, <=50K
40, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, Haiti, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, South, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Philippines, <=50K
43, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, >50K
37, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Guatemala, <=50K
68, Private, 7th-8th, Widowed, Sales, Not-in-family, Other, Female,0,0,40, United-States, <=50K
39, Private, Doctorate, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,48, Cambodia, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,45, United-States, >50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
40, Federal-gov, Bachelors, Married-civ-spouse, Tech-support, Own-child, Other, Male,0,0,40, United-States, >50K
30, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Sales, Unmarried, White, Male,4272,0,40, Puerto-Rico, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Dominican-Republic, <=50K
49, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,4980,0,24, Cambodia, <=50K
39, Private, Some-college, Separated, Transport-moving, Not-in-family, Black, Male,7298,0,60, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Thailand, <=50K
57, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,1979,50, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Columbia, >50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Iran, >50K
58, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,35, Laos, <=50K
27, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, El-Salvador, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, El-Salvador, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,2050,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
39, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, >50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, Haiti, <=50K
38, Private, HS-grad, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
54, Private, Bachelors, Separated, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
50, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
31, Private, 11th, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
41, Local-gov, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Hong, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,1887,40, Taiwan, <=50K
31, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, Columbia, <=50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
36, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,45, Hungary, >50K
19, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Cambodia, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,4166,0,40, Greece, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, Other, Female,0,0,15, Ireland, >50K
39, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,40, Trinadad&Tobago, <=50K
23, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,25, India, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, South, >50K
53, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Trinadad&Tobago, >50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
29, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,60, Trinadad&Tobago, <=50K
61, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,99999,0,40, Columbia, >50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
53, Private, Masters, Separated, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, France, >50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, South, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Cambodia, <=50K
35, State-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, China, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,40, United-States, >50K
89, Self-emp-inc, HS-grad, Widowed, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
36, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, Philippines, <=50K
44, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, Nicaragua, <=50K
54, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, Poland, <=50K
74, Self-emp-inc, HS-grad, Widowed, Other-service, Not-in-family, Other, Male,0,0,10, Jamaica, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Unmarried, Other, Female,0,0,40, Hong, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, France, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, Nicaragua, >50K
38, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Laos, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, Honduras, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,25, Haiti, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,20, Peru, <=50K
55, Private, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,50, Guatemala, <=50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, India, >50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, Honduras, >50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, South, <=50K
25, Private, HS-grad, Separated, Tech-support, Own-child, Other, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
47, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Cambodia, <=50K
