28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Poland, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Taiwan, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25, Hong, <=50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,48, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
61, Private, 11th, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
23, Private, 1st-4th, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
38, Private, HS-grad, Divorced, Other-service, Husband, Black, Male,0,0,43, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,32, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,4405,0,48, United-States, <=50K
59, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Mexico, <=50K
50, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, <=50K
60, Private, Bachelors, Divorced, Farming-fishing, Husband, White, Male,0,0,55, United-States, <=50K
47, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,1848,40, United-States, <=50K
75, Private, 9th, Widowed, Machine-op-inspct, Husband, White, Male,0,0,16, United-States, <=50K
64, Private, Some-college, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Wife, Black, Male,0,0,48, United-States, <=50K
46, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,40, Mexico, <=50K
20, State-gov, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,60, United-States, <=50K
31, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,65, Columbia, >50K
40, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,1902,40, Japan, <=50K
27, Private, 1st-4th, Divorced, Prof-specialty, Wife, White, Male,0,0,50, United-States, <=50K
54, Private, 7th-8th, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
51, Local-gov, Bachelors, Divorced, Sales, Husband, White, Male,0,0,54, United-States, <=50K
59, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Federal-gov, Bachelors, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
27, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,1977,50, United-States, >50K
71, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,2139,40, United-States, >50K
25, Private, 11th, Never-married, Sales, Wife, White, Male,26513,0,40, United-States, >50K
45, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Separated, Prof-specialty, Husband, Black, Male,7687,0,38, United-States, >50K
24, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
17, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, Hong, <=50K
55, Private, 10th, Separated, Protective-serv, Not-in-family, White, Female,0,0,35, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Wife, Black, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Never-married, Transport-moving, Husband, White, Female,0,0,24, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Peru, <=50K
28, Local-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
63, Private, Masters, Widowed, Sales, Husband, White, Male,0,0,40, United-States, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, Mexico, <=50K
39, Private, Doctorate, Never-married, Adm-clerical, Unmarried, White, Male,0,1885,45, United-States, >50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
31, Private, Bachelors, Divorced, Protective-serv, Not-in-family, White, Male,0,0,65, United-States, <=50K
18, Private, 12th, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K
57, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Local-gov, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
73, Private, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,12, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, >50K
29, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
44, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,15, United-States, <=50K
38, Private, 7th-8th, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
45, Private, 10th, Never-married, Exec-managerial, Unmarried, White, Male,15024,0,40, United-States, >50K
23, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, White, Male,14513,0,60, United-States, >50K
37, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,99, United-States, <=50K
57, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,24, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,79, United-States, <=50K
64, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, Private, 1st-4th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,6654,0,40, United-States, >50K
61, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,45, Germany, <=50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,50, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Husband, White, Female,7298,0,40, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1979,24, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,2165,45, United-States, <=50K
53, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Other-relative, White, Male,0,0,4, United-States, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Husband, Black, Female,0,0,35, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
60, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1844,44, United-States, >50K
44, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1986,60, United-States, >50K
38, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,20, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
31, Private, Some-college, Divorced, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, 7th-8th, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, >50K
41, Private, Prof-school, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
65, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
22, State-gov, 11th, Never-married, Adm-clerical, Other-relative, White, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, India, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
27, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
40, Private, Prof-school, Divorced, Exec-managerial, Other-relative, White, Female,0,0,50, United-States, >50K
25, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Local-gov, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
40, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
54, Private, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3972,0,45, United-States, <=50K
18, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,4, United-States, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,1866,40, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, State-gov, Masters, Married-civ-spouse, Transport-moving, Own-child, White, Male,3335,0,40, Columbia, <=50K
36, Private, HS-grad, Separated, Sales, Unmarried, White, Male,0,0,30, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,7687,0,55, Poland, >50K
47, Private, Bachelors, Divorced, Exec-managerial, Other-relative, White, Female,0,0,45, United-States, <=50K
61, Private, Some-college, Divorced, Sales, Husband, White, Female,0,0,40, United-States, <=50K
60, Self-emp-inc, 5th-6th, Divorced, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,3103,0,40, United-States, <=50K
36, State-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, England, <=50K
23, Private, 11th, Never-married, Protective-serv, Own-child, White, Female,0,0,30, Honduras, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, <=50K
34, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Male,0,0,50, Ireland, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
48, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
41, Local-gov, 10th, Divorced, Exec-managerial, Husband, White, Male,0,0,60, Greece, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Self-emp-inc, 11th, Never-married, Tech-support, Not-in-family, White, Male,0,0,24, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
32, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
35, Self-emp-not-inc, Assoc-voc, Never-married, Exec-managerial, Husband, Black, Male,0,0,47, United-States, >50K
61, Self-emp-not-inc, Some-college, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Craft-repair, Wife, White, Male,0,1977,35, Trinadad&Tobago, <=50K
40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,60, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
38, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Male,0,0,42, England, >50K
49, Private, 7th-8th, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,30, United-States, <=50K
77, State-gov, 5th-6th, Widowed, Other-service, Not-in-family, Black, Male,0,0,25, United-States, <=50K
17, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
43, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,15, Peru, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,12, United-States, <=50K
54, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Widowed, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,8, United-States, <=50K
36, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Other, Male,0,0,45, United-States, >50K
45, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
46, Private, HS-grad, Widowed, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
59, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, China, <=50K
49, Local-gov, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,54, China, >50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
36, Self-emp-not-inc, 9th, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,65, United-States, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,8, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Philippines, <=50K
58, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,8421,0,40, United-States, >50K
52, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42, United-States, >50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Philippines, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,50, United-States, >50K
40, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Canada, <=50K
37, Self-emp-not-inc, HS-grad, Divorced, Sales, Wife, White, Male,3959,0,40, United-States, <=50K
62, Private, HS-grad, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Mexico, <=50K
69, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,50, United-States, >50K
35, State-gov, Some-college, Never-married, Other-service, Wife, Other, Female,0,0,24, Yugoslavia, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
18, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,1284,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,26, Vietnam, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
20, Local-gov, 12th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, United-States, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1740,38, United-States, <=50K
43, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Mexico, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,24, Italy, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
44, Federal-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
67, Private, 10th, Separated, Protective-serv, Husband, White, Female,0,0,25, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,15, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, <=50K
35, Federal-gov, HS-grad, Separated, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
60, Private, 7th-8th, Widowed, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
45, Private, HS-grad, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,38, United-States, <=50K
59, Private, Assoc-voc, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,8, United-States, <=50K
63, Local-gov, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, >50K
39, Federal-gov, Some-college, Divorced, Adm-clerical, Other-relative, Black, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,45, United-States, >50K
47, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
55, Local-gov, 9th, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
38, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
33, Private, Masters, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
76, Private, Bachelors, Widowed, Other-service, Not-in-family, White, Male,0,0,24, United-States, <=50K
45, State-gov, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,30, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,33, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,50, Guatemala, <=50K
54, Private, 12th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
