34, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Federal-gov, 9th, Divorced, Adm-clerical, Wife, White, Female,0,0,20, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
65, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
50, Self-emp-not-inc, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Separated, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
41, Local-gov, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Male,2542,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, <=50K
27, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
24, State-gov, 5th-6th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,45, Mexico, <=50K
39, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,4042,0,50, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,25, United-States, <=50K
27, Local-gov, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
54, Self-emp-inc, Masters, Divorced, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
43, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,4596,0,40, United-States, >50K
21, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, >50K
53, Private, 7th-8th, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,38, United-States, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
38, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,37, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,65, United-States, >50K
31, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,24, United-States, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,37, Mexico, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Male,0,0,25, United-States, <=50K
60, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28, Private, 11th, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, >50K
35, Private, 7th-8th, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,60, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
67, Private, 9th, Divorced, Adm-clerical, Husband, White, Male,0,0,37, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
37, Private, Masters, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, 12th, Never-married, Other-service, Not-in-family, White, Female,0,0,32, United-States, <=50K
50, Private, 7th-8th, Divorced, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,47, United-States, <=50K
28, Private, Prof-school, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Guatemala, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,32, United-States, <=50K
27, Local-gov, Some-college, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,32, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,7687,0,40, United-States, >50K
28, Private, 1st-4th, Never-married, Sales, Not-in-family, White, Female,0,0,30, Philippines, <=50K
26, Federal-gov, Assoc-voc, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, 7th-8th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, United-States, >50K
51, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
41, Private, Some-college, Divorced, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,45, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Guatemala, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
49, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, United-States, <=50K
20, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,48, United-States, >50K
52, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,20, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,40, United-States, >50K
44, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,35, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, Germany, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
21, Local-gov, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,15, United-States, <=50K
33, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,1293,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
52, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,15, United-States, <=50K
35, Private, Some-college, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,42, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
29, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,10, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, >50K
60, Federal-gov, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Female,2286,0,35, United-States, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,25, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, Puerto-Rico, >50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, White, Male,0,0,40, Scotland, <=50K
72, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1956,50, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,30, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, Mexico, <=50K
17, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Doctorate, Divorced, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Craft-repair, Husband, White, Male,0,1445,40, United-States, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,38, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,50, United-States, >50K
40, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, >50K
20, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, Philippines, <=50K
49, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
20, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Local-gov, Assoc-acdm, Never-married, Exec-managerial, Own-child, White, Female,0,0,4, United-States, <=50K
44, Private, Masters, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, >50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,1580,36, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
31, Self-emp-inc, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,50, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
56, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Germany, >50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Other, Male,15024,0,22, United-States, <=50K
42, Local-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
57, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, >50K
19, Private, 11th, Never-married, Other-service, Other-relative, White, Male,0,0,20, United-States, <=50K
36, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, State-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Private, 11th, Never-married, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1993,40, United-States, >50K
54, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
28, Self-emp-inc, Some-college, Never-married, Exec-managerial, Wife, White, Male,0,0,60, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, >50K
37, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private, Doctorate, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
75, State-gov, Some-college, Widowed, Sales, Husband, White, Male,0,0,35, United-States, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, 11th, Never-married, Sales, Husband, White, Male,0,0,80, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Female,0,0,47, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, >50K
27, Private, Bachelors, Never-married, Craft-repair, Wife, White, Male,0,0,40, Canada, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,37, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Private, Doctorate, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1902,50, United-States, <=50K
51, Private, 9th, Divorced, Exec-managerial, Husband, White, Male,0,1977,50, United-States, <=50K
20, Private, Doctorate, Never-married, Prof-specialty, Own-child, White, Male,0,0,38, United-States, <=50K
38, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
36, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Male,5178,0,50, United-States, >50K
26, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,50, Poland, <=50K
52, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,50, Laos, >50K
49, Self-emp-not-inc, HS-grad, Widowed, Priv-house-serv, Other-relative, Black, Female,0,0,25, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Doctorate, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,20, United-States, <=50K
43, Self-emp-not-inc, Assoc-voc, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
45, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,25, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,16, El-Salvador, <=50K
22, Private, Assoc-voc, Divorced, Other-service, Wife, Black, Female,0,0,20, United-States, <=50K
56, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Private, 10th, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,1977,40,, <=50K
28, State-gov, HS-grad, Divorced, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
48, Private, 10th, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Never-married, Other-service, Husband, White, Male,0,1896,40, United-States, >50K
20, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,32, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, >50K
21, Private, Masters, Separated, Exec-managerial, Own-child, White, Male,0,1769,20, United-States, >50K
24, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,1902,35, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, 5th-6th, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
22, Private, 1st-4th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,35, Mexico, <=50K
39, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,7687,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
52, Private, 7th-8th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,1887,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
33, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
70, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
67, Private, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, Some-college, Divorced, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, >50K
47, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
23, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,8, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc, Some-college, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
37, Local-gov, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,5, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,60, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,1977,40, United-States, >50K
40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,2466,0,40, United-States, <=50K
57, Private, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1610,63, United-States, >50K
19, Private, 11th, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,30, Jamaica, <=50K
63, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,4629,0,40, United-States, >50K
27, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Never-married, Transport-moving, Husband, White, Male,0,0,80, Scotland, >50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
35, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,43, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
66, Private, Masters, Never-married, Tech-support, Husband, White, Male,0,0,35, China, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, >50K
44, Private, Some-college, Widowed, Sales, Wife, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,36, United-States, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
65, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1740,8, United-States, <=50K
32, Private, Assoc-voc, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
