55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Cuba, >50K
26, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,40, Hong, <=50K
40, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, >50K
46, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Cambodia, >50K
22, Private, 12th, Never-married, Prof-specialty, Own-child, Other, Female,99999,0,40, Trinadad&Tobago, >50K
49, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, England, >50K
44, Local-gov, HS-grad, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,46, Philippines, <=50K
29, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, China, >50K
24, Private, Bachelors, Never-married, Sales, Own-child, Other, Female,0,0,40, Mexico, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Laos, <=50K
55, Private, Assoc-acdm, Widowed, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
63, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Honduras, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,25, Japan, <=50K
49, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,25, Philippines, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Honduras, <=50K
39, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Hungary, <=50K
32, State-gov, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, France, >50K
44, Private, Assoc-voc, Separated, Prof-specialty, Not-in-family, White, Male,0,0,35, Jamaica, >50K
43, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Canada, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Guatemala, >50K
47, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Greece, >50K
40, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Italy, >50K
41, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Japan, <=50K
24, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Peru, <=50K
30, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Poland, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
27, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,42, Nicaragua, >50K
57, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,15024,0,40, Peru, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Germany, <=50K
41, Private, 11th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,37, Philippines, <=50K
66, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Trinadad&Tobago, >50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
45, Private, Assoc-voc, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Iran, <=50K
63, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, Mexico, >50K
30, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,30, Thailand, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Dominican-Republic, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Thailand, >50K
33, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Male,1192,0,40, United-States, <=50K
44, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
21, Federal-gov, HS-grad, Never-married, Prof-specialty, Own-child, Other, Female,0,0,30, South, <=50K
41, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, England, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Greece, <=50K
20, Private, Bachelors, Never-married, Other-service, Other-relative, Other, Male,0,0,40, Honduras, <=50K
19, Private, 10th, Never-married, Other-service, Other-relative, White, Female,0,0,25, Hungary, <=50K
66, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,35, Guatemala, <=50K
61, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Other, Male,0,0,40, Germany, <=50K
61, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, Ireland, >50K
25, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,40, Jamaica, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Portugal, <=50K
77, Private, HS-grad, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,45, Philippines, <=50K
30, Private, HS-grad, Never-married, Protective-serv, Wife, Amer-Indian-Eskimo, Female,0,0,20, Italy, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Cuba, <=50K
36, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,16, Mexico, <=50K
33, Private, Some-college, Never-married, Sales, Husband, Other, Female,0,0,85, Scotland, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,54, Germany, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Hong, >50K
22, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Mexico, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Mexico, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, Philippines, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
33, Private, 10th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Poland, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Laos, <=50K
33, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
28, Federal-gov, Masters, Never-married, Prof-specialty, Own-child, White, Female,0,1977,25, United-States, >50K
32, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Greece, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
29, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, Ecuador, <=50K
23, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,60, Thailand, <=50K
35, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,60, Columbia, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, Ecuador, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, India, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, Cuba, <=50K
23, Private, 11th, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,25, Mexico, <=50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
20, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,35, England, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Iran, <=50K
42, Local-gov, Some-college, Widowed, Tech-support, Wife, Other, Male,0,1977,40, Germany, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,52, Trinadad&Tobago, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Canada, >50K
27, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,70, Yugoslavia, >50K
36, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Other, Male,7298,0,54, Columbia, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, France, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,56, Taiwan, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
27, Private, Bachelors, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
37, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Hungary, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,7298,0,38, Mexico, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,15, Guatemala, <=50K
43, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, South, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, China, >50K
18, Private, 12th, Married-civ-spouse, Sales, Own-child, Other, Female,1195,0,4, Nicaragua, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, Outlying-US(Guam-USVI-etc), >50K
32, Private, Masters, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Ecuador, >50K
58, Federal-gov, Some-college, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, >50K
27, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,50, Germany, >50K
71, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,17179,0,40, Outlying-US(Guam-USVI-etc), >50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,50, Guatemala, >50K
39, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, >50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Hong, >50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,3679,0,83, Philippines, >50K
48, Private, Bachelors, Divorced, Tech-support, Not-in-family, Other, Female,19325,0,35, Thailand, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Honduras, <=50K
66, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,2174,0,20, Honduras, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Poland, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, Yugoslavia, <=50K
23, Private, Prof-school, Never-married, Exec-managerial, Own-child, White, Male,0,0,25, Jamaica, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,60, Greece, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,50, Hong, >50K
38, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,20, England, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,50, Greece, >50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,43, India, >50K
52, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Canada, <=50K
38, Private, Doctorate, Divorced, Adm-clerical, Unmarried, White, Male,0,0,50, Canada, <=50K
43, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, Other, Male,0,0,40, Columbia, <=50K
33, Local-gov, Assoc-voc, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,1725,54, Italy, >50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,2342,40, Taiwan, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Hungary, <=50K
40, Local-gov, 10th, Divorced, Sales, Unmarried, White, Female,0,0,50, Dominican-Republic, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,8, Germany, <=50K
35, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,50, Poland, <=50K
21, Private, HS-grad, Married-spouse-absent, Prof-specialty, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
32, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,60, France, >50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Ireland, >50K
27, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Jamaica, <=50K
25, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, China, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1902,40, Haiti, >50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, Trinadad&Tobago, >50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,15024,0,40, Honduras, >50K
45, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Japan, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, Vietnam, <=50K
36, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
43, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, Other, Female,0,0,24, India, <=50K
51, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Ireland, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,40, Mexico, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,32, Germany, <=50K
69, Local-gov, 7th-8th, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,86, Italy, <=50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,38, Philippines, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,54, Portugal, >50K
51, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
23, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,50, Puerto-Rico, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,54, Philippines, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,25, England, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, El-Salvador, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,35, England, <=50K
29, Private, Bachelors, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Puerto-Rico, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Germany, >50K
23, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, Germany, <=50K
28, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Nicaragua, <=50K
20, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Philippines, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,0,35, Columbia, >50K
24, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Cambodia, <=50K
28, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, Trinadad&Tobago, <=50K
27, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,45, Nicaragua, >50K
42, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,37, Germany, >50K
43, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Male,0,1881,40, Iran, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, France, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, El-Salvador, <=50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1889,54, Japan, >50K
44, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,54, Ireland, >50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, <=50K
47, Private, 5th-6th, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
54, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,41, Hungary, <=50K
53, Local-gov, Bachelors, Widowed, Prof-specialty, Unmarried, Other, Female,0,0,40, England, >50K
51, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,40, France, <=50K
29, Private, 11th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,1977,12, Hungary, >50K
21, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,40, China, <=50K
35, Private, Bachelors, Widowed, Other-service, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
42, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2275,6, Ireland, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
22, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,40, Germany, <=50K
40, Private, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,48, South, >50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, Cambodia, <=50K
54, Private, Some-college, Widowed, Prof-specialty, Wife, White, Female,0,0,36, Dominican-Republic, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,80, Canada, <=50K
40, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Thailand, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, >50K
40, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, >50K
46, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, Poland, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Puerto-Rico, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Puerto-Rico, <=50K
24, Private, 7th-8th, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
34, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, France, <=50K
59, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
59, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,45, England, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Iran, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,60, Thailand, >50K
18, Private, Bachelors, Never-married, Adm-clerical, Own-child, Other, Male,0,0,15, Puerto-Rico, <=50K
34, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,7687,0,40, Hong, >50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Hungary, <=50K
25, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Italy, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, El-Salvador, >50K
24, Private, 10th, Never-married, Other-service, Own-child, Other, Female,0,0,40, Dominican-Republic, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
64, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,99999,0,40, Jamaica, >50K
52, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
39, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, Germany, <=50K
53, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
53, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Laos, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Dominican-Republic, <=50K
39, Private, 7th-8th, Never-married, Other-service, Unmarried, Other, Female,0,0,24, Yugoslavia, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Wife, Other, Female,0,1672,10, Germany, >50K
29, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, Mexico, <=50K
66, Self-emp-inc, Prof-school, Married-civ-spouse, Adm-clerical, Wife, Other, Male,26348,0,4, Iran, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Canada, <=50K
65, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,1320,0,20, France, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Philippines, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Japan, >50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Peru, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, >50K
69, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,20, Outlying-US(Guam-USVI-etc), >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, >50K
40, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,3295,0,40, France, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, >50K
51, Private, Some-college, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, South, <=50K
31, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Cambodia, >50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Hungary, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1677,41, Poland, >50K
54, Private, Prof-school, Married-spouse-absent, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Male,0,0,60, Scotland, <=50K
38, Private, Some-college, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
