26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
34, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,45, United-States, <=50K
47, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,4, Greece, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
40, State-gov, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Sales, Unmarried, Other, Female,0,0,40, United-States, <=50K
28, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,29, United-States, <=50K
55, Private, 7th-8th, Married-spouse-absent, Prof-specialty, Wife, White, Female,0,0,25, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,1854,0,70, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
42, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Iran, <=50K
37, Private, Some-college, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
36, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
69, Private, Assoc-acdm, Widowed, Other-service, Husband, Other, Female,0,2382,40, Thailand, >50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Prof-school, Separated, Sales, Wife, White, Male,0,0,35, United-States, <=50K
43, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,6641,0,50, Laos, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,70, United-States, <=50K
45, Private, Some-college, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
54, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Other, Male,0,0,35, Puerto-Rico, <=50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Jamaica, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,38, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
24, Local-gov, Some-college, Never-married, Transport-moving, Other-relative, White, Female,0,0,40, United-States, <=50K
42, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
36, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1848,71, England, >50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
37, Federal-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,2885,0,50, United-States, >50K
57, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Female,0,2530,50, El-Salvador, >50K
45, Private, Masters, Never-married, Tech-support, Unmarried, White, Female,0,0,45, United-States, <=50K
29, State-gov, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,37, Ecuador, <=50K
41, Private, Bachelors, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,1740,40, United-States, >50K
22, Private, 10th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,24, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,1902,50, United-States, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
27, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,46, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Wife, White, Female,0,0,21, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,36, United-States, <=50K
58, Private, Bachelors, Widowed, Exec-managerial, Unmarried, White, Female,0,0,35, Thailand, >50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, Mexico, <=50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,1978,50, United-States, >50K
52, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, Philippines, <=50K
55, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Peru, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,35, Greece, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, 11th, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,25, China, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
66, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,54, United-States, <=50K
40, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Local-gov, Assoc-voc, Widowed, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,1887,40, United-States, <=50K
52, Private, Bachelors, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,2438,40, United-States, >50K
36, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
24, Private, Prof-school, Divorced, Sales, Other-relative, White, Female,0,1853,40, United-States, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,66, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,32, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,40, Puerto-Rico, <=50K
38, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, Hong, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,32, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Columbia, >50K
39, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
42, Local-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
47, Local-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Vietnam, >50K
39, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-spouse-absent, Sales, Husband, White, Male,0,0,40, China, >50K
26, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Haiti, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Italy, >50K
24, Private, 11th, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
32, Private, Some-college, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,70, Yugoslavia, >50K
54, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Philippines, <=50K
32, Private, 5th-6th, Divorced, Sales, Wife, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,54, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7687,0,26, Japan, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
46, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
38, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,36, Guatemala, <=50K
53, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K
42, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
31, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,40, United-States, >50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Local-gov, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, China, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
55, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Transport-moving, Unmarried, Other, Female,0,0,50, Scotland, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,60, United-States, >50K
25, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, 12th, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, Other, Male,0,0,35, Trinadad&Tobago, <=50K
22, Private, Prof-school, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,15, Jamaica, <=50K
22, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Haiti, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Self-emp-inc, Masters, Never-married, Exec-managerial, Unmarried, White, Female,0,0,56, United-States, <=50K
36, Local-gov, Masters, Divorced, Other-service, Unmarried, Other, Female,0,0,37, United-States, <=50K
41, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Other, Female,0,0,20, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, State-gov, Prof-school, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
90, Self-emp-inc, Masters, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,60, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, 10th, Divorced, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,40, Italy, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, France, >50K
21, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
27, Without-pay, Bachelors, Separated, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, 10th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Male,0,0,50, Cuba, >50K
51, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, Iran, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
23, Federal-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, China, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,37, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,1977,70, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, >50K
18, Private, 12th, Never-married, Other-service, Own-child, Black, Male,0,0,29, United-States, <=50K
35, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
47, Local-gov, Some-college, Divorced, Tech-support, Unmarried, White, Male,0,0,40, Guatemala, <=50K
19, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Canada, <=50K
31, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,60, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
42, Private, 5th-6th, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
41, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,2040,50, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Scotland, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,15, Ireland, >50K
24, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, 11th, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,7687,0,40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,15, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,45, Greece, >50K
18, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,30, Trinadad&Tobago, <=50K
25, Private, 7th-8th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, United-States, >50K
40, Local-gov, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,45, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Laos, <=50K
32, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
55, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, El-Salvador, <=50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, >50K
25, Private, Prof-school, Never-married, Sales, Own-child, White, Female,0,0,99, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Canada, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Peru, >50K
75, Self-emp-not-inc, 7th-8th, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,29, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, United-States, <=50K
52, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,1978,48, Germany, >50K
33, Self-emp-not-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,29, United-States, >50K
45, Private, Assoc-acdm, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,50, France, <=50K
40, Self-emp-not-inc, Some-college, Married-spouse-absent, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,4499,0,40, United-States, <=50K
50, Private, Some-college, Married-spouse-absent, Prof-specialty, Husband, White, Female,0,0,36, United-States, <=50K
20, Private, 5th-6th, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,29, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, El-Salvador, <=50K
21, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
24, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,32, Cambodia, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,4580,0,60, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Laos, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,36, Mexico, <=50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, 5th-6th, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,15024,0,56, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
23, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
20, Private, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,0,38, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Local-gov, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
55, Private, Prof-school, Married-civ-spouse, Sales, Husband, Black, Male,0,0,56, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,45, Haiti, >50K
23, Local-gov, Doctorate, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,2288,60, United-States, >50K
39, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Male,15024,0,40, United-States, >50K
21, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,32, United-States, <=50K
35, Private, Some-college, Separated, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, Greece, <=50K
22, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,21, United-States, >50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,32, United-States, <=50K
53, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Local-gov, Bachelors, Never-married, Farming-fishing, Wife, Black, Female,4976,0,35, United-States, <=50K
30, Private, 5th-6th, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,54, Germany, <=50K
80, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Vietnam, >50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, Doctorate, Never-married, Tech-support, Not-in-family, Black, Female,0,0,45, Iran, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,32, United-States, <=50K
25, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
81, Self-emp-not-inc, HS-grad, Widowed, Transport-moving, Not-in-family, Other, Female,0,0,46, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Husband, White, Female,0,0,33, United-States, <=50K
63, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
47, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,37, United-States, <=50K
25, Private, Prof-school, Never-married, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
49, Local-gov, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,70, South, <=50K
44, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,85, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, >50K
