40, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,32, Nicaragua, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, England, <=50K
28, Private, Some-college, Never-married, Transport-moving, Unmarried, Black, Male,0,0,50, Mexico, <=50K
36, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,2330,40, United-States, >50K
24, Private, Some-college, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
29, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Federal-gov, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, South, <=50K
61, State-gov, HS-grad, Separated, Exec-managerial, Husband, White, Female,0,0,12, Germany, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1874,50, United-States, >50K
33, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,43, United-States, >50K
51, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
32, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
45, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
46, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
25, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, United-States, <=50K
45, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
37, Private, Some-college, Separated, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
32, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
67, Private, 7th-8th, Separated, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,45, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
61, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Italy, <=50K
20, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Male,0,0,20, Columbia, <=50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, England, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,50, United-States, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Portugal, >50K
63, Federal-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,55, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Self-emp-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Columbia, <=50K
28, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Male,0,1856,42, Hong, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,1, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, Mexico, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
45, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
54, Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,50, Canada, <=50K
42, Private, Assoc-acdm, Never-married, Craft-repair, Wife, White, Male,0,1902,40, Hong, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, United-States, <=50K
58, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States, >50K
28, Private, 9th, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,1876,40, United-States, <=50K
18, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Taiwan, <=50K
37, Federal-gov, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, Ecuador, >50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
30, State-gov, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,44, United-States, <=50K
33, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Hungary, <=50K
61, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, Germany, >50K
43, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,5449,0,40, United-States, >50K
18, Private, 11th, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,36, United-States, <=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,54, United-States, >50K
65, Private, 11th, Widowed, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
26, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, White, Female,0,0,60, United-States, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, >50K
22, Private, Some-college, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,20, Portugal, <=50K
45, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
39, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1977,60, United-States, >50K
36, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
62, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, Philippines, <=50K
38, Private, Assoc-voc, Divorced, Farming-fishing, Unmarried, White, Female,0,0,48, United-States, <=50K
28, Self-emp-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,94, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,54, United-States, <=50K
28, Private, Masters, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
64, Private, Some-college, Widowed, Transport-moving, Husband, White, Male,0,0,24, Iran, <=50K
51, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,38, United-States, <=50K
35, Private, Assoc-voc, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
27, Self-emp-not-inc, Assoc-acdm, Divorced, Transport-moving, Wife, White, Female,0,0,50, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,36, United-States, <=50K
54, Local-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,4064,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
29, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Scotland, <=50K
43, State-gov, Assoc-acdm, Divorced, Priv-house-serv, Husband, White, Female,0,0,40, Mexico, <=50K
34, Private, Assoc-voc, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
31, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, Federal-gov, Some-college, Married-spouse-absent, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
48, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,20, United-States, <=50K
53, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
55, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,42, United-States, <=50K
30, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Black, Female,2409,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
37, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,38, Philippines, >50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
47, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
50, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
52, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
52, Private, Assoc-voc, Divorced, Tech-support, Husband, White, Male,15024,0,60, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Private, 11th, Separated, Sales, Own-child, White, Female,5178,0,30, United-States, <=50K
55, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, >50K
32, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,15, United-States, <=50K
49, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,37, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Other-relative, White, Female,0,0,50, Mexico, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, <=50K
40, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Separated, Priv-house-serv, Unmarried, White, Female,0,0,35, Dominican-Republic, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-inc, Assoc-voc, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,43, United-States, <=50K
61, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
24, Local-gov, Some-college, Never-married, Machine-op-inspct, Wife, White, Female,4507,0,40, United-States, <=50K
27, Without-pay, Assoc-voc, Separated, Other-service, Own-child, Black, Female,0,0,43, United-States, <=50K
32, Self-emp-not-inc, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Female,0,0,65, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
60, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
22, Local-gov, HS-grad, Never-married, Other-service, Other-relative, Black, Female,0,0,40, United-States, <=50K
55, Federal-gov, HS-grad, Divorced, Farming-fishing, Wife, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
21, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
28, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,99999,0,70, United-States, >50K
62, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,38, United-States, >50K
23, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States, <=50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,54, Mexico, <=50K
48, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Vietnam, >50K
47, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
38, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, United-States, <=50K
38, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
40, Private, Assoc-acdm, Separated, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States, <=50K
70, Private, HS-grad, Widowed, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,14, United-States, <=50K
90, Self-emp-inc, 10th, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, Columbia, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, >50K
19, Private, 11th, Never-married, Tech-support, Unmarried, White, Female,0,0,20, Philippines, <=50K
36, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,36, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4826,0,40, United-States, >50K
37, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
58, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
29, Private, Masters, Never-married, Sales, Own-child, White, Female,0,0,40, Mexico, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7687,0,45, United-States, >50K
43, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Mexico, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
36, Private, HS-grad, Separated, Prof-specialty, Other-relative, Other, Male,0,0,40, Taiwan, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Male,0,0,45, United-States, <=50K
38, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
39, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, Haiti, <=50K
55, Private, 5th-6th, Divorced, Tech-support, Husband, White, Female,0,0,44, United-States, <=50K
37, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,15024,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, El-Salvador, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,5178,0,46, United-States, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,2209,0,15, United-States, <=50K
28, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,50, United-States, <=50K
60, Private, 7th-8th, Widowed, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
62, Self-emp-inc, Masters, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, 12th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
23, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,37, United-States, <=50K
36, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
41, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, >50K
22, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, <=50K
37, Private, Bachelors, Separated, Other-service, Other-relative, White, Female,0,0,50, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States, <=50K
32, Self-emp-inc, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,20, Mexico, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
21, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, Jamaica, <=50K
66, Self-emp-not-inc, HS-grad, Widowed, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
36, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,3684,0,40, United-States, <=50K
24, Private, 12th, Never-married, Sales, Wife, White, Male,0,0,30, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
35, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Hong, <=50K
25, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
49, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, Self-emp-inc, Masters, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Female,0,0,60, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,60, United-States, >50K
24, Private, 11th, Never-married, Sales, Other-relative, White, Male,0,0,25, Columbia, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
48, Local-gov, HS-grad, Divorced, Sales, Husband, White, Male,0,0,50, Germany, <=50K
82, Private, HS-grad, Widowed, Priv-house-serv, Not-in-family, White, Male,0,0,20, Germany, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
49, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Mexico, <=50K
62, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,1887,40, United-States, >50K
18, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, <=50K
46, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
