35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
39, Private, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,40, Taiwan, <=50K
49, Private, Prof-school, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, Laos, <=50K
55, Private, Doctorate, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,2478,0,35, Puerto-Rico, <=50K
55, Self-emp-not-inc, Some-college, Widowed, Farming-fishing, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
19, Private, HS-grad, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,15, Nicaragua, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
22, State-gov, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,30, Italy, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,15024,0,40, Poland, >50K
40, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,1902,48, Dominican-Republic, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
31, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,2128,27, Ecuador, <=50K
25, Private, Assoc-voc, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
51, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,1902,45, Ireland, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, China, <=50K
24, State-gov, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Columbia, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,37, Guatemala, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,35, Scotland, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
52, Local-gov, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,60, Ireland, <=50K
49, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,45, Nicaragua, <=50K
44, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
30, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, China, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,3990,0,40, Vietnam, <=50K
32, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
47, Without-pay, Assoc-acdm, Separated, Prof-specialty, Not-in-family, Other, Male,0,0,50, Columbia, <=50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,20, Honduras, <=50K
50, Local-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Philippines, <=50K
37, Local-gov, Assoc-acdm, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, Laos, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, Honduras, <=50K
44, Private, Assoc-acdm, Divorced, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,50, Columbia, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Vietnam, >50K
26, Private, Some-college, Never-married, Protective-serv, Own-child, Black, Female,0,0,40, Cambodia, <=50K
26, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, Japan, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,10, South, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,1977,40, Haiti, >50K
19, Private, Assoc-voc, Never-married, Other-service, Own-child, Black, Male,0,0,40, Nicaragua, <=50K
29, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,44, El-Salvador, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,3362,0,40, Dominican-Republic, <=50K
30, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,54, England, <=50K
57, Private, Doctorate, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Haiti, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,44, India, >50K
58, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,20, Laos, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,8, Hungary, <=50K
56, Local-gov, 11th, Divorced, Adm-clerical, Wife, White, Female,0,0,25, Greece, <=50K
44, Local-gov, Bachelors, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,483,0,50, Philippines, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, Italy, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Hong, >50K
65, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1759,10, El-Salvador, <=50K
22, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,24, Ecuador, <=50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, France, >50K
25, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, Thailand, <=50K
22, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Canada, <=50K
28, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Male,2213,0,40, El-Salvador, <=50K
25, Private, Masters, Married-civ-spouse, Transport-moving, Wife, Black, Female,0,0,50, Cambodia, <=50K
43, Self-emp-not-inc, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,40, Iran, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, England, >50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,4560,0,50, Germany, >50K
56, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Ireland, >50K
27, Private, HS-grad, Separated, Other-service, Own-child, Other, Female,0,0,40, United-States, <=50K
46, Local-gov, Bachelors, Widowed, Other-service, Not-in-family, Other, Female,0,0,40, Haiti, <=50K
45, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
54, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,47, Portugal, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Laos, >50K
29, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,74, Canada, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,15, Laos, <=50K
23, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, >50K
18, State-gov, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,15, Honduras, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Taiwan, >50K
39, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
25, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Black, Male,0,0,40, India, <=50K
80, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,50, Laos, >50K
40, Self-emp-not-inc, 12th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,15, India, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,5178,0,40, Italy, >50K
68, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, India, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Ireland, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,40, Thailand, >50K
62, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,50, Guatemala, <=50K
55, Private, 10th, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
57, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, France, <=50K
39, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,50, Cuba, <=50K
23, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,4415,0,50, Philippines, <=50K
43, Federal-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, >50K
36, Private, Bachelors, Never-married, Exec-managerial, Husband, Other, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,54, Guatemala, <=50K
34, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Greece, <=50K
54, Private, 10th, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,20, Thailand, <=50K
38, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Vietnam, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, >50K
55, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,60, Thailand, <=50K
31, Federal-gov, Bachelors, Never-married, Transport-moving, Unmarried, Other, Male,14083,0,50, Hungary, <=50K
50, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, Other, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, England, >50K
31, Private, HS-grad, Separated, Other-service, Husband, Asian-Pac-Islander, Male,0,0,38, Columbia, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Thailand, >50K
34, Local-gov, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, >50K
41, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,0,1902,35, Scotland, >50K
18, Private, 10th, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,60, Hungary, <=50K
26, Private, Bachelors, Divorced, Sales, Own-child, Other, Male,0,0,45, Cuba, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,50, Iran, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1902,40, Ecuador, >50K
17, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Trinadad&Tobago, <=50K
33, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,48, Ecuador, >50K
49, State-gov, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, >50K
67, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, Other, Male,0,0,60, Hungary, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, South, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Italy, <=50K
55, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Canada, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, Italy, >50K
50, Private, Masters, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,1485,3, Outlying-US(Guam-USVI-etc), <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, >50K
25, Self-emp-inc, HS-grad, Never-married, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
58, Private, Some-college, Widowed, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
31, Private, HS-grad, Never-married, Protective-serv, Other-relative, Other, Male,0,0,54, Hong, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Canada, <=50K
45, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Italy, <=50K
55, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, >50K
52, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,3460,0,40, France, <=50K
49, State-gov, 7th-8th, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
36, Private, Bachelors, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,40, Cambodia, >50K
34, Local-gov, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,40, Haiti, <=50K
23, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,45, Japan, <=50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,44, Thailand, >50K
55, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,45, Hungary, <=50K
31, Private, 11th, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,640,0,89, United-States, >50K
54, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Mexico, >50K
37, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,8928,0,54, Honduras, >50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Haiti, >50K
40, State-gov, Some-college, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,38, South, <=50K
28, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Germany, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Thailand, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, France, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Wife, Black, Male,0,0,40, Philippines, <=50K
53, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,35, Haiti, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, China, <=50K
31, Private, Masters, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, China, <=50K
32, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,2205,0,40, Hungary, <=50K
40, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Haiti, <=50K
43, Private, Masters, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,40, Columbia, <=50K
34, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,55, China, >50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1887,40, Scotland, >50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Hong, <=50K
30, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
57, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Japan, >50K
25, Private, Bachelors, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
32, Private, 10th, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,64, Italy, <=50K
53, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, Other, Male,15024,0,65, Thailand, >50K
31, Private, HS-grad, Separated, Transport-moving, Own-child, Other, Male,0,0,27, Dominican-Republic, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60, Ecuador, >50K
44, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
49, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
61, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Hungary, <=50K
40, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
39, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, Nicaragua, >50K
51, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,3103,0,50, Guatemala, >50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Scotland, >50K
49, Self-emp-not-inc, Bachelors, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Greece, <=50K
59, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
25, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, Greece, <=50K
76, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,35, Columbia, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,48, Honduras, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, El-Salvador, <=50K
45, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,25, Ecuador, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,40, Philippines, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Vietnam, >50K
55, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,40, Peru, <=50K
65, Self-emp-not-inc, Assoc-voc, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,30, Yugoslavia, <=50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,38, Haiti, <=50K
59, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1902,40, Trinadad&Tobago, <=50K
55, Local-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Scotland, <=50K
48, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,15024,0,35, Laos, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, <=50K
51, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Poland, <=50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,30, Poland, >50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Portugal, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,20, France, <=50K
55, Local-gov, 10th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,38, Iran, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, Columbia, <=50K
42, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,45, Mexico, <=50K
44, Private, Bachelors, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Peru, <=50K
25, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Thailand, <=50K
29, Private, Some-college, Separated, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,48, Italy, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Cambodia, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,20, Guatemala, <=50K
61, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,35, South, <=50K
34, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
23, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, Canada, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, Ireland, >50K
34, Private, Assoc-acdm, Never-married, Sales, Own-child, Black, Male,0,0,30, Jamaica, <=50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,10, England, <=50K
32, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, Hungary, >50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, United-States, >50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Ecuador, <=50K
42, Private, Bachelors, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, Poland, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Greece, <=50K
26, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, El-Salvador, <=50K
69, Self-emp-inc, 1st-4th, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,1978,6, South, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, China, >50K
47, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,40, Trinadad&Tobago, <=50K
21, Private, Assoc-voc, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,50, Hong, <=50K
49, Private, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
26, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
46, Private, 5th-6th, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
70, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,9070,0,30, Canada, >50K
53, Local-gov, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,1979,40, Hong, >50K
53, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Hong, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,12, Puerto-Rico, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, Hong, >50K
38, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, South, >50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Cuba, >50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Trinadad&Tobago, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,48, Nicaragua, >50K
63, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,48, Yugoslavia, >50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, Scotland, >50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Columbia, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,7687,0,40, Honduras, >50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
37, Private, Bachelors, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
32, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,40, South, <=50K
36, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, Italy, <=50K
21, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, India, <=50K
