37, Private, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
38, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, >50K
39, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,5119,0,40, United-States, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, South, >50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
74, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,25, United-States, >50K
63, Private, 9th, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Private, Some-college, Separated, Exec-managerial, Not-in-family, Other, Female,0,0,40, United-States, <=50K
71, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,4, United-States, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1902,38, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,45, United-States, <=50K
25, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, State-gov, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,1866,40, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,69, United-States, <=50K
35, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,70, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Mexico, <=50K
60, Private, Assoc-voc, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, Yugoslavia, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
66, Local-gov, HS-grad, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Male,0,2213,40, United-States, <=50K
48, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,42, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
26, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
36, Federal-gov, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
45, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,236,0,40, United-States, >50K
35, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,4593,0,50, United-States, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,1593,40, Yugoslavia, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,25, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Female,0,0,24, United-States, <=50K
51, Private, HS-grad, Separated, Protective-serv, Husband, White, Male,0,0,40, El-Salvador, <=50K
29, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Prof-school, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, Philippines, <=50K
24, Private, HS-grad, Married-spouse-absent, Sales, Wife, White, Male,0,0,40, Mexico, <=50K
28, Private, Some-college, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, United-States, <=50K
68, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,7, Columbia, <=50K
33, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,34, United-States, <=50K
42, Private, Masters, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
37, Private, Masters, Separated, Prof-specialty, Unmarried, Black, Female,0,0,40, Mexico, <=50K
23, Federal-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
44, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, Black, Male,0,0,25, United-States, <=50K
48, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,18, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,20, Poland, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,10, United-States, <=50K
31, Private, Some-college, Separated, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
41, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
28, Self-emp-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1977,50, United-States, >50K
27, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Tech-support, Husband, Amer-Indian-Eskimo, Male,3430,0,50, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
31, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States, >50K
45, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, India, <=50K
26, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Jamaica, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,44, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
68, Private, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,44, United-States, <=50K
45, Federal-gov, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Italy, >50K
47, Private, Some-college, Divorced, Sales, Own-child, White, Female,7687,0,40, United-States, <=50K
58, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, Nicaragua, >50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
36, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, United-States, >50K
55, Federal-gov, Assoc-acdm, Widowed, Prof-specialty, Unmarried, White, Female,0,0,60, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Local-gov, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female,0,0,32, Laos, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, Dominican-Republic, <=50K
56, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,35, United-States, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1482,40, United-States, >50K
44, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
60, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,7114,0,65, Trinadad&Tobago, <=50K
31, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,96, United-States, <=50K
55, Private, HS-grad, Widowed, Sales, Husband, White, Male,0,0,44, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,7687,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
24, Private, 11th, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
29, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
47, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,20, Guatemala, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Male,15024,0,45, Columbia, >50K
20, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
31, Private, Bachelors, Divorced, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,4386,0,40, United-States, <=50K
19, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, El-Salvador, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,16, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
77, Private, HS-grad, Widowed, Tech-support, Not-in-family, White, Female,0,0,12, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
25, Private, 12th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,52, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,43, United-States, <=50K
35, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,5136,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Mexico, <=50K
24, Private, Bachelors, Never-married, Farming-fishing, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
20, Local-gov, 11th, Never-married, Sales, Own-child, Black, Female,0,0,8, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,45, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
35, Federal-gov, Preschool, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1876,45, United-States, >50K
64, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, Laos, <=50K
32, Federal-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,38, United-States, <=50K
52, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,40, United-States, >50K
51, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,20, Trinadad&Tobago, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Portugal, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,20, United-States, <=50K
40, Private, HS-grad, Divorced, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
37, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,48, United-States, <=50K
42, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Japan, >50K
20, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,15, United-States, <=50K
34, Local-gov, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
28, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Germany, >50K
21, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,2315,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, Yugoslavia, <=50K
48, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, England, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,48, United-States, <=50K
32, Private, Masters, Never-married, Other-service, Unmarried, White, Female,0,61,40, United-States, <=50K
18, State-gov, 10th, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
63, Private, Bachelors, Widowed, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,25, Canada, >50K
26, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,24, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, >50K
48, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
45, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,0,1479,45, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
29, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
27, Private, Some-college, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
63, Federal-gov, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,40, United-States, >50K
40, Private, Masters, Separated, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
59, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Honduras, <=50K
58, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, >50K
44, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,43, United-States, <=50K
69, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,16, United-States, <=50K
43, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, Iran, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,54, United-States, <=50K
48, Federal-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Jamaica, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,33, Germany, <=50K
33, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Wife, White, Female,15024,0,50, United-States, >50K
57, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,54, United-States, <=50K
49, Local-gov, 10th, Divorced, Sales, Unmarried, Black, Female,0,0,25, United-States, <=50K
35, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
38, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
56, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,42, United-States, >50K
22, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,50, United-States, <=50K
66, Self-emp-inc, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
61, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
55, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,4725,0,50, United-States, <=50K
41, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,14083,0,50, United-States, >50K
43, Local-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
43, Local-gov, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,12, United-States, <=50K
23, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Masters, Never-married, Adm-clerical, Unmarried, Other, Female,14083,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,99999,0,30, United-States, >50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
46, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
24, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,60, United-States, >50K
29, Local-gov, 10th, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Philippines, >50K
41, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
