19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Federal-gov, Masters, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Widowed, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
35, Private, 5th-6th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, >50K
36, Private, Assoc-acdm, Separated, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
46, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
57, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K
40, Federal-gov, HS-grad, Never-married, Tech-support, Husband, White, Male,0,0,4, Puerto-Rico, <=50K
61, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,60, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
47, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Black, Male,0,0,40, Portugal, >50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,35, United-States, >50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
47, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
56, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,35, United-States, <=50K
18, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,2162,0,20, United-States, <=50K
43, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,1915,40, United-States, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
40, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, 12th, Married-civ-spouse, Transport-moving, Other-relative, White, Female,0,1902,40, United-States, >50K
46, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
49, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,99, United-States, <=50K
52, Local-gov, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
39, Private, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
70, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,16, United-States, >50K
31, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Private, Masters, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
18, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,54, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,7687,0,77, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,1587,80, United-States, <=50K
34, Self-emp-inc, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
77, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,54, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
59, Self-emp-inc, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,7393,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Priv-house-serv, Husband, White, Male,0,0,54, United-States, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, 10th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,30, United-States, <=50K
44, Private, 10th, Divorced, Farming-fishing, Unmarried, White, Male,0,0,60, United-States, <=50K
43, Private, Bachelors, Married-spouse-absent, Sales, Husband, White, Male,0,0,50, Germany, >50K
50, Self-emp-inc, 9th, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
78, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,4, United-States, <=50K
24, Private, 1st-4th, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,15024,0,78, United-States, >50K
38, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
52, Local-gov, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Other-relative, White, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
44, Private, 12th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,45, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,54, United-States, <=50K
34, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
59, Private, 9th, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Assoc-voc, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
46, Federal-gov, Assoc-acdm, Divorced, Machine-op-inspct, Husband, Other, Male,15024,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, 10th, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Separated, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,20, United-States, <=50K
33, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, >50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,73, United-States, >50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,20, United-States, >50K
59, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,20, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Iran, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Unmarried, White, Male,3899,0,40, United-States, >50K
39, Private, Bachelors, Separated, Priv-house-serv, Not-in-family, White, Male,0,0,74, United-States, <=50K
35, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
34, Local-gov, 12th, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,36, Vietnam, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,7298,0,40, United-States, >50K
43, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
67, Private, Bachelors, Divorced, Other-service, Unmarried, White, Male,0,0,40, India, <=50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, >50K
31, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Husband, White, Male,0,0,70, Mexico, >50K
39, Private, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,7298,0,24, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,20, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
52, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,20, United-States, >50K
51, Local-gov, Prof-school, Married-civ-spouse, Sales, Husband, Black, Male,99999,0,45, United-States, >50K
32, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,15, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,50, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
56, Self-emp-inc, Masters, Married-spouse-absent, Sales, Husband, White, Male,0,0,50, United-States, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
18, Private, 12th, Never-married, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
52, Private, 10th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Separated, Craft-repair, Husband, White, Female,0,0,40, England, <=50K
50, Private, Assoc-voc, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,3263,0,45, United-States, <=50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, United-States, <=50K
19, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Husband, White, Male,0,1886,50, United-States, >50K
41, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,60, United-States, <=50K
33, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7357,0,50, United-States, >50K
42, Private, 5th-6th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,54, United-States, >50K
31, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,40, Mexico, <=50K
37, Local-gov, 7th-8th, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,2481,0,40, United-States, >50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,99999,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
36, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,42, United-States, <=50K
32, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
37, State-gov, Some-college, Divorced, Sales, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, 9th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,40, United-States, >50K
21, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
27, Private, Masters, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,30, United-States, <=50K
63, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
69, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,0,0,45, United-States, <=50K
42, Self-emp-inc, HS-grad, Divorced, Transport-moving, Husband, White, Female,0,0,40, Columbia, <=50K
40, Private, Masters, Divorced, Adm-clerical, Husband, Black, Male,0,0,32, United-States, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, United-States, <=50K
56, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,54, United-States, >50K
38, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,36, United-States, <=50K
21, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States, <=50K
31, Private, HS-grad, Divorced, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,1886,40, United-States, >50K
23, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Canada, <=50K
41, Private, Doctorate, Divorced, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,15, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
26, Self-emp-not-inc, 7th-8th, Separated, Exec-managerial, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
36, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,50, United-States, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Divorced, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-inc, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Never-married, Tech-support, Other-relative, White, Female,0,0,40, United-States, >50K
59, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,1886,60, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,46, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Mexico, <=50K
36, Private, 11th, Divorced, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
68, Federal-gov, 11th, Widowed, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, <=50K
27, Private, Assoc-voc, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
19, Private, 10th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
50, Private, HS-grad, Widowed, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, El-Salvador, >50K
47, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K
44, Private, Prof-school, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
28, Private, 9th, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,15, United-States, >50K
43, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Male,0,1931,40, England, <=50K
46, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Mexico, <=50K
18, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,15, Haiti, <=50K
24, Private, 11th, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1979,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,24, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,60, United-States, >50K
35, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
68, Private, 7th-8th, Divorced, Prof-specialty, Husband, White, Female,0,0,24, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,80, United-States, <=50K
49, Self-emp-inc, Prof-school, Married-civ-spouse, Tech-support, Other-relative, White, Female,7687,0,30, United-States, >50K
44, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Doctorate, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, >50K
63, Private, Prof-school, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, United-States, <=50K
60, Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Wife, White, Male,1161,0,40, United-States, >50K
41, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Mexico, <=50K
18, Local-gov, HS-grad, Separated, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,50, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,14733,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1985,46, United-States, >50K
49, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,36, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Philippines, <=50K
49, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
23, Federal-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico, <=50K
19, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,25, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,47, United-States, >50K
