62, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Cuba, >50K
50, Self-emp-not-inc, Some-college, Widowed, Tech-support, Husband, Other, Female,0,0,46, Yugoslavia, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Armed-Forces, Husband, Amer-Indian-Eskimo, Female,0,0,45, Outlying-US(Guam-USVI-etc), >50K
59, Private, HS-grad, Widowed, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Germany, <=50K
36, Private, 10th, Never-married, Protective-serv, Husband, Other, Female,0,0,32, France, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1902,45, Greece, >50K
35, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Japan, <=50K
44, Private, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,30, Mexico, <=50K
25, Private, 11th, Separated, Craft-repair, Own-child, Black, Female,0,0,15, Portugal, <=50K
47, Private, Some-college, Divorced, Transport-moving, Husband, Black, Male,0,0,40, Hong, <=50K
37, Private, Bachelors, Divorced, Adm-clerical, Husband, Other, Female,0,0,40, Portugal, <=50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, England, <=50K
17, Local-gov, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,18, Peru, <=50K
29, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, Trinadad&Tobago, <=50K
40, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,36, Mexico, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,0,0,45, Portugal, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
50, Local-gov, 7th-8th, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,50, Portugal, <=50K
53, Private, Bachelors, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
52, Private, Prof-school, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Thailand, <=50K
32, Private, 11th, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Greece, <=50K
36, Private, 5th-6th, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Puerto-Rico, >50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,48, Italy, <=50K
62, Local-gov, Masters, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Iran, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, Black, Female,0,0,40, Cambodia, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
48, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Hungary, >50K
40, Private, Masters, Divorced, Handlers-cleaners, Unmarried, Other, Male,0,0,45, Cuba, <=50K
30, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Nicaragua, <=50K
19, Private, Assoc-acdm, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Trinadad&Tobago, <=50K
29, Private, 11th, Married-civ-spouse, Sales, Wife, Other, Female,0,0,30, Scotland, <=50K
28, Private, HS-grad, Divorced, Handlers-cleaners, Husband, Other, Male,0,0,40, India, <=50K
36, Local-gov, Some-college, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,4959,0,40, Cambodia, >50K
48, Private, HS-grad, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
25, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
51, Local-gov, 12th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,35, Portugal, >50K
43, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Canada, >50K
44, Local-gov, Masters, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, Mexico, <=50K
38, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
46, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,40, China, >50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,8, Ecuador, >50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Honduras, >50K
50, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Other, Female,0,0,54, Italy, <=50K
22, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,50, Hong, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,1902,50, Trinadad&Tobago, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,40, Cuba, >50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,40, Iran, <=50K
21, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,45, Philippines, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,10, Puerto-Rico, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,60, Ireland, >50K
73, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,3103,0,40, Jamaica, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,25, Hong, <=50K
22, Private, HS-grad, Never-married, Tech-support, Wife, Black, Female,0,1485,20, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Yugoslavia, >50K
31, Federal-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hungary, >50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,70, Ecuador, <=50K
43, Private, Some-college, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
45, State-gov, Some-college, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,4097,0,40, Germany, >50K
36, Private, 10th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7687,0,45, Haiti, <=50K
30, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, China, >50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,7687,0,60, Jamaica, >50K
27, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,40, Cuba, <=50K
31, Private, Bachelors, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Nicaragua, <=50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, Greece, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,40, Greece, <=50K
27, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Iran, >50K
31, Private, 11th, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,25, Jamaica, <=50K
40, Local-gov, Bachelors, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Haiti, >50K
30, Self-emp-inc, 12th, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,65, Greece, <=50K
20, Private, Bachelors, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
42, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,15024,0,40, Laos, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,16, Taiwan, <=50K
57, Local-gov, 5th-6th, Divorced, Prof-specialty, Husband, Black, Female,0,0,40, Taiwan, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Yugoslavia, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
24, Private, 10th, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,7298,0,27, China, <=50K
49, State-gov, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Male,0,0,40, Nicaragua, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Female,0,1902,40, Haiti, <=50K
31, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,4944,0,50, Outlying-US(Guam-USVI-etc), >50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, Nicaragua, >50K
40, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
63, Local-gov, HS-grad, Widowed, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, >50K
25, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, Honduras, <=50K
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Thailand, <=50K
36, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,50, El-Salvador, >50K
43, Private, HS-grad, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
43, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,46, Italy, >50K
28, State-gov, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Ireland, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
51, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Laos, <=50K
19, Private, Some-college, Separated, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,20, China, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,12, Canada, <=50K
54, Private, Bachelors, Divorced, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Husband, Other, Male,0,0,40, Ireland, <=50K
67, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, Black, Male,0,0,35, Iran, <=50K
28, Private, Masters, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Philippines, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, Scotland, >50K
30, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, Hungary, <=50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1975,50, Jamaica, >50K
28, Private, Bachelors, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,75, Cuba, <=50K
28, Local-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,15023,0,60, England, >50K
23, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,30, Ireland, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, Laos, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,15, Scotland, <=50K
40, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,52, Japan, >50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
43, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,40, Laos, >50K
18, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,40, Greece, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,60, France, <=50K
52, Private, Masters, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, El-Salvador, <=50K
64, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,13896,0,50, Scotland, >50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Female,0,0,35, Iran, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,35, Trinadad&Tobago, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,1902,40, Poland, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
61, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,3103,0,60, Poland, >50K
36, Private, Bachelors, Married-civ-spouse, Tech-support, Other-relative, Asian-Pac-Islander, Male,0,1902,60, Cambodia, >50K
31, Private, Masters, Separated, Exec-managerial, Husband, Black, Female,0,0,50, Hong, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Husband, Black, Female,0,0,20, Puerto-Rico, <=50K
39, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, Black, Male,0,0,54, Japan, <=50K
63, Private, 9th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Ireland, <=50K
36, Private, HS-grad, Divorced, Other-service, Husband, Black, Male,0,0,40, Hong, <=50K
34, Private, Some-college, Widowed, Priv-house-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, India, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1975,60, Peru, >50K
29, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,54, Peru, <=50K
24, Private, Masters, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,47, Hungary, <=50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Hong, <=50K
41, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7298,0,50, Italy, >50K
37, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1902,50, Philippines, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7298,0,40, Vietnam, <=50K
26, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Peru, >50K
56, Local-gov, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,54, Thailand, <=50K
53, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, El-Salvador, <=50K
43, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Female,0,0,60, China, <=50K
29, Private, Assoc-acdm, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,54, South, >50K
49, Private, HS-grad, Divorced, Farming-fishing, Wife, White, Female,0,0,30, Ireland, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Philippines, >50K
22, Local-gov, Some-college, Divorced, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,25, France, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Male,0,1902,40, Canada, <=50K
32, Self-emp-not-inc, Some-college, Divorced, Sales, Own-child, Other, Female,0,0,30, Italy, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Other-relative, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
31, Private, 7th-8th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, Germany, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, Portugal, <=50K
30, Self-emp-inc, HS-grad, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Hong, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, Scotland, <=50K
53, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Iran, >50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,35, Taiwan, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,50, Hong, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Cambodia, <=50K
34, Private, Assoc-acdm, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Taiwan, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, >50K
38, Federal-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Laos, <=50K
55, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,60, Yugoslavia, <=50K
46, Local-gov, 7th-8th, Divorced, Transport-moving, Husband, Black, Male,0,0,40, South, <=50K
55, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Mexico, <=50K
44, Private, HS-grad, Married-civ-spouse, Protective-serv, Other-relative, Other, Male,0,0,40, Columbia, >50K
64, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,25, Italy, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Jamaica, >50K
32, Private, Some-college, Never-married, Protective-serv, Husband, White, Female,0,0,40, Cuba, <=50K
44, Private, Bachelors, Separated, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Yugoslavia, >50K
28, Private, HS-grad, Divorced, Sales, Unmarried, Other, Male,0,0,40, United-States, <=50K
32, State-gov, Assoc-voc, Never-married, Sales, Husband, Other, Male,0,0,45, Thailand, <=50K
23, Private, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,20, El-Salvador, <=50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Yugoslavia, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Husband, Other, Male,7298,0,40, Guatemala, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Scotland, <=50K
28, State-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
17, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, China, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Female,0,0,40, Guatemala, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,30, China, <=50K
22, Private, Some-college, Never-married, Protective-serv, Own-child, Other, Female,0,0,54, Columbia, <=50K
28, Private, Doctorate, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,50, Japan, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,40, Laos, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,20, Thailand, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Husband, Black, Male,0,0,50, Portugal, <=50K
49, Local-gov, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, China, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,50, Jamaica, <=50K
36, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,35, Italy, <=50K
48, Private, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,42, Guatemala, >50K
62, Private, Some-college, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,20, Peru, <=50K
58, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Female,0,0,30, Poland, <=50K
49, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Cuba, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,30, England, <=50K
22, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Honduras, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Jamaica, <=50K
32, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male,0,0,40, Scotland, <=50K
60, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,50, Honduras, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, Nicaragua, >50K
41, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,10520,0,40, Italy, >50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,40, Greece, >50K
38, Private, Doctorate, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,54, Greece, >50K
70, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Jamaica, <=50K
54, Private, 9th, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,52, South, <=50K
43, Private, Some-college, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Canada, >50K
39, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, Black, Male,0,0,60, Cuba, >50K
39, Private, Some-college, Never-married, Prof-specialty, Husband, Other, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,60, Ecuador, <=50K
64, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, South, <=50K
51, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,30, Canada, <=50K
33, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, White, Female,0,0,40, Ecuador, <=50K
42, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Jamaica, >50K
27, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, Puerto-Rico, <=50K
20, Local-gov, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,25, Scotland, <=50K
20, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, China, <=50K
42, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,37, Germany, <=50K
63, Private, Masters, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Japan, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Portugal, <=50K
47, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,35, Yugoslavia, >50K
23, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,69, England, >50K
34, Private, Masters, Married-civ-spouse, Other-service, Own-child, Black, Female,2174,0,40, Italy, >50K
30, Federal-gov, 10th, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40, Jamaica, >50K
28, Local-gov, Masters, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,45, Cuba, <=50K
23, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Greece, <=50K
35, Self-emp-not-inc, 10th, Divorced, Transport-moving, Husband, White, Female,0,0,36, Portugal, >50K
33, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Other, Male,0,0,40, Ecuador, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,3461,0,40, Haiti, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,7298,0,50, Japan, >50K
49, Private, Assoc-voc, Separated, Transport-moving, Husband, Black, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
53, Private, 9th, Widowed, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
40, Private, 10th, Separated, Prof-specialty, Not-in-family, Other, Male,0,0,40, Scotland, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,45, Italy, <=50K
18, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, Trinadad&Tobago, <=50K
32, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), >50K
27, Private, Some-college, Divorced, Transport-moving, Own-child, Other, Male,0,0,54, Thailand, >50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Black, Female,0,0,20, Mexico, <=50K
58, Federal-gov, Masters, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, India, <=50K
31, Private, Some-college, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
43, Private, Masters, Married-civ-spouse, Farming-fishing, Unmarried, Black, Female,0,0,60, Canada, <=50K
