21, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,25, Greece, <=50K
47, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,70, Haiti, <=50K
60, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3137,0,45, Yugoslavia, <=50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Japan, >50K
21, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
33, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Cuba, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Italy, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,9346,0,45, Nicaragua, >50K
20, Private, Assoc-voc, Never-married, Other-service, Own-child, Other, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
48, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Italy, >50K
35, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Jamaica, <=50K
30, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,9, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1889,54, Canada, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, South, <=50K
26, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,1976,50, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, China, <=50K
30, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
37, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
79, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
31, Private, 11th, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,25, United-States, <=50K
50, Private, HS-grad, Divorced, Protective-serv, Husband, White, Female,0,0,54, United-States, <=50K
27, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,3103,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Federal-gov, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, Laos, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,7298,0,50, India, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
63, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, United-States, >50K
31, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
30, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,35, Guatemala, >50K
39, State-gov, Bachelors, Never-married, Other-service, Unmarried, Other, Male,0,0,40, United-States, <=50K
31, Private, 10th, Never-married, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Columbia, >50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, United-States, <=50K
67, Federal-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Puerto-Rico, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Mexico, >50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Portugal, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Wife, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, Columbia, >50K
25, Self-emp-not-inc, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,30, Taiwan, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Other, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Black, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Local-gov, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,20, Hungary, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,50, Greece, >50K
29, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Thailand, <=50K
27, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, Vietnam, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, Columbia, <=50K
52, Private, 7th-8th, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,50, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,35, Philippines, <=50K
40, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,98, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
33, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,3587,0,50, Laos, >50K
54, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,45, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,3104,0,43, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,12, India, <=50K
20, Local-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, Cambodia, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
63, Private, Prof-school, Widowed, Exec-managerial, Husband, White, Female,99999,0,40, Guatemala, >50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, France, >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, Ireland, <=50K
19, Private, Some-college, Never-married, Sales, Unmarried, Other, Male,0,0,15, Cuba, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,1740,50, United-States, <=50K
47, Private, 11th, Separated, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Italy, <=50K
40, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,45, United-States, >50K
45, Self-emp-inc, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Thailand, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Mexico, <=50K
35, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,45, China, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
48, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Hong, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, Cambodia, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
23, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,32, Thailand, <=50K
19, State-gov, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,10, United-States, <=50K
42, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,8, El-Salvador, <=50K
41, Self-emp-not-inc, Some-college, Separated, Sales, Husband, White, Male,0,0,97, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, Mexico, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Iran, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, United-States, >50K
61, Private, Masters, Married-civ-spouse, Protective-serv, Wife, White, Female,0,2057,20, United-States, >50K
29, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Laos, <=50K
45, Local-gov, Assoc-voc, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, Haiti, <=50K
42, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,35, Cambodia, >50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,45, Jamaica, >50K
42, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,54, United-States, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
30, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,50, United-States, >50K
46, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,24, Cuba, <=50K
34, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Puerto-Rico, >50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Vietnam, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
39, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,40, Guatemala, <=50K
32, Private, Masters, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Germany, <=50K
38, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,1669,50, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
32, Self-emp-not-inc, 11th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,54, United-States, <=50K
40, Federal-gov, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,45, United-States, <=50K
24, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, Hungary, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, >50K
32, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,15, Honduras, <=50K
68, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
42, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, United-States, <=50K
50, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,38, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1887,40, England, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,78, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,6, United-States, <=50K
62, Federal-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,2063,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Male,0,2423,45, United-States, >50K
19, Private, Some-college, Never-married, Protective-serv, Own-child, Black, Female,0,1871,16, France, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,48, Japan, >50K
42, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Mexico, <=50K
25, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Poland, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Female,0,0,45, Italy, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,30, Hungary, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K
34, Private, 10th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,30, South, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1861,60, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Protective-serv, Other-relative, White, Male,0,0,12, Taiwan, <=50K
53, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,70, Peru, >50K
65, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Female,5017,0,60, Portugal, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Poland, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,40, United-States, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
27, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Haiti, <=50K
45, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Thailand, <=50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
27, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, Honduras, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, Self-emp-inc, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Other-service, Unmarried, Other, Female,0,0,38, Yugoslavia, <=50K
90, Private, Doctorate, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Private, Preschool, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, >50K
45, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Mexico, >50K
65, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Trinadad&Tobago, >50K
34, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
40, Private, 5th-6th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Iran, >50K
19, Private, Masters, Never-married, Other-service, Own-child, White, Female,0,0,45, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Female,0,2476,40, United-States, >50K
69, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
50, State-gov, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Yugoslavia, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Hong, <=50K
60, Private, 12th, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,32, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Black, Male,0,0,40, Ireland, <=50K
25, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
53, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Cambodia, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
20, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Female,3103,0,40, Honduras, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,60, Philippines, >50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,3256,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,15024,0,45, United-States, >50K
47, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,40, Japan, <=50K
27, Local-gov, Some-college, Divorced, Machine-op-inspct, Other-relative, White, Male,0,0,32, Peru, >50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, <=50K
26, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Japan, >50K
52, Private, Masters, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Mexico, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, England, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,40, Iran, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
44, Local-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
58, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
45, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,25, Trinadad&Tobago, <=50K
46, Self-emp-not-inc, Doctorate, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,2706,0,40, Hungary, <=50K
34, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,45, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,30, Laos, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
17, Private, 10th, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,15024,0,40, United-States, >50K
42, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,70, United-States, <=50K
33, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, >50K
31, Federal-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,8614,0,40, United-States, >50K
32, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,3358,0,50, Italy, <=50K
61, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,35, Iran, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,4001,0,40, Jamaica, >50K
19, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,50, Taiwan, <=50K
28, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Ireland, <=50K
40, Private, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,50, Hungary, <=50K
35, Private, Some-college, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, Japan, <=50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
29, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Doctorate, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,30, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
65, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,25, United-States, <=50K
37, Self-emp-not-inc, 7th-8th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, England, <=50K
36, Self-emp-not-inc, Assoc-voc, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
33, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Haiti, >50K
45, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
54, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,28, Laos, <=50K
41, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Honduras, <=50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,25, South, >50K
25, Private, Bachelors, Divorced, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, HS-grad, Divorced, Tech-support, Not-in-family, Other, Male,0,0,50, Italy, >50K
50, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
