19, Private, Masters, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, Dominican-Republic, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,18, France, <=50K
24, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
30, Private, 9th, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
34, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,48, Canada, >50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, >50K
39, Private, 11th, Never-married, Other-service, Unmarried, Other, Female,0,0,20, Puerto-Rico, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,1587,40, Italy, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,18, Portugal, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,34, Trinadad&Tobago, >50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,55, United-States, <=50K
59, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,1977,40, Japan, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, England, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
29, Self-emp-not-inc, Bachelors, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Vietnam, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, >50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,20, Mexico, <=50K
39, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,48, Cuba, >50K
57, Private, 7th-8th, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,30, England, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, China, <=50K
43, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,12, Italy, >50K
26, Private, Some-college, Never-married, Tech-support, Wife, White, Male,0,0,40, Ireland, <=50K
54, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
39, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,48, United-States, >50K
39, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Japan, <=50K
28, State-gov, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, Cambodia, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, France, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, El-Salvador, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,2311,40, Columbia, <=50K
46, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, >50K
50, Self-emp-not-inc, Some-college, Married-spouse-absent, Prof-specialty, Husband, White, Female,0,0,40, Greece, >50K
41, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,35, China, >50K
42, Local-gov, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,2111,40, Mexico, >50K
23, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Poland, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,48, United-States, <=50K
45, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
57, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,54, Scotland, >50K
48, Private, 7th-8th, Never-married, Sales, Unmarried, Other, Female,0,0,40, Dominican-Republic, <=50K
66, Private, HS-grad, Widowed, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
39, Private, 11th, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Hong, <=50K
43, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,14978,0,40, Italy, >50K
63, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,1922,0,40, United-States, <=50K
38, Self-emp-not-inc, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,10, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,40, Cambodia, <=50K
35, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,1895,30, Ecuador, >50K
28, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
46, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Other, Female,0,0,40, Germany, <=50K
57, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,54, Japan, >50K
44, Local-gov, HS-grad, Widowed, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
52, Private, Masters, Married-civ-spouse, Tech-support, Wife, Black, Female,0,1886,40, Germany, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,48, Portugal, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3993,0,40, Taiwan, >50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,54, Dominican-Republic, >50K
54, Self-emp-inc, Masters, Widowed, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, India, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, Other, Male,0,1902,40, Thailand, >50K
54, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,1743,35, Ecuador, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,25, Poland, <=50K
34, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Guatemala, >50K
21, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, South, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Nicaragua, <=50K
39, Private, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,2448,40, France, >50K
25, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,60, Cambodia, <=50K
50, Private, 10th, Divorced, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
62, Private, Prof-school, Married-civ-spouse, Sales, Husband, Black, Male,14685,0,50, El-Salvador, >50K
47, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Guatemala, >50K
35, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,4018,0,26, England, <=50K
23, Private, Masters, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,2221,0,40, Outlying-US(Guam-USVI-etc), >50K
41, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,20, Peru, >50K
49, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, France, <=50K
41, Private, Some-college, Married-spouse-absent, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, >50K
35, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,25, Japan, <=50K
44, Federal-gov, Bachelors, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Iran, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Poland, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, Scotland, <=50K
59, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Peru, >50K
41, Private, 11th, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,5013,0,40, Cuba, >50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,48, Hong, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
68, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,4, Nicaragua, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Nicaragua, >50K
56, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Puerto-Rico, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Yugoslavia, >50K
54, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Other, Male,0,0,16, Scotland, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,2283,0,40, Japan, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, Philippines, <=50K
30, Private, Some-college, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, China, <=50K
23, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, China, <=50K
61, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, England, >50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Vietnam, <=50K
37, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
37, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, >50K
40, Private, Some-college, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1740,40, Laos, <=50K
29, Private, Bachelors, Never-married, Tech-support, Husband, Asian-Pac-Islander, Male,8614,0,40, Canada, <=50K
52, Private, Assoc-voc, Widowed, Tech-support, Not-in-family, White, Male,0,0,24, Vietnam, <=50K
50, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,60, Nicaragua, >50K
44, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,25, Hong, <=50K
40, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,7687,0,40, Trinadad&Tobago, <=50K
47, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, Cuba, >50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,25, England, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Greece, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,1705,50, El-Salvador, <=50K
23, Private, 9th, Never-married, Other-service, Unmarried, Black, Female,0,0,24, Hungary, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,1902,40, Vietnam, <=50K
57, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Peru, <=50K
32, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, Canada, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
17, Private, Some-college, Never-married, Tech-support, Own-child, Other, Female,139,0,15, United-States, <=50K
22, Federal-gov, Some-college, Never-married, Protective-serv, Unmarried, Other, Male,0,0,18, United-States, >50K
38, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, El-Salvador, >50K
21, Private, Assoc-voc, Never-married, Tech-support, Wife, White, Female,0,0,16, Mexico, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Hungary, >50K
23, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, Black, Female,0,0,40, Vietnam, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, Peru, <=50K
41, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,2405,50, El-Salvador, >50K
38, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,70, Iran, <=50K
23, State-gov, HS-grad, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,40, Vietnam, <=50K
28, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Male,0,0,40, United-States, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Scotland, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Canada, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,48, Hong, <=50K
47, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,20, Honduras, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Hungary, <=50K
38, Local-gov, Masters, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, Portugal, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,16, Honduras, <=50K
54, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,8, Japan, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,48, Canada, <=50K
59, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, >50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Hungary, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,45, Scotland, <=50K
32, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,48, Taiwan, >50K
43, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Laos, <=50K
43, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, France, <=50K
39, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,2044,48, Taiwan, <=50K
55, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,1588,40, Trinadad&Tobago, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,30, Canada, <=50K
45, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,30, Philippines, <=50K
71, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Scotland, <=50K
63, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, >50K
29, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
61, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
50, Private, Some-college, Divorced, Priv-house-serv, Unmarried, Black, Female,0,0,35, Portugal, <=50K
20, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Male,0,0,20, Ireland, <=50K
22, State-gov, Assoc-acdm, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,25, Taiwan, <=50K
26, Private, Masters, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,1413,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Honduras, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,40, Hungary, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,14, Iran, >50K
22, Private, 11th, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,16, El-Salvador, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Columbia, >50K
36, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,25, Poland, >50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,50, Iran, <=50K
22, Private, 11th, Never-married, Sales, Not-in-family, Other, Female,0,0,16, Greece, <=50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
67, Private, Some-college, Widowed, Other-service, Not-in-family, Black, Female,0,0,16, India, <=50K
26, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,2122,0,40, Puerto-Rico, >50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Portugal, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50K
65, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,45, Columbia, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
36, Private, HS-grad, Never-married, Tech-support, Not-in-family, Other, Male,0,0,48, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, Laos, <=50K
39, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Columbia, >50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, England, <=50K
38, Local-gov, 10th, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,35, Guatemala, <=50K
52, Self-emp-inc, Prof-school, Widowed, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,2409,48, Canada, >50K
40, Private, Bachelors, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,40, Hong, >50K
43, Private, Some-college, Divorced, Craft-repair, Unmarried, Other, Female,0,0,12, Ecuador, <=50K
45, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,40, England, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Female,5117,0,40, Thailand, >50K
33, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
28, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,48, Nicaragua, <=50K
54, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Germany, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, Jamaica, >50K
51, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Thailand, >50K
28, State-gov, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
52, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,99999,0,30, Haiti, >50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, China, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Jamaica, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
42, Private, Masters, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,2382,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,30, Japan, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Vietnam, >50K
21, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Wife, Asian-Pac-Islander, Male,4020,0,40, Hong, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Portugal, <=50K
19, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, Other, Female,0,0,40, Canada, <=50K
31, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, Italy, <=50K
26, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,3369,0,40, Canada, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,15023,0,50, Scotland, >50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Honduras, >50K
28, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, Italy, >50K
60, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,35, Vietnam, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,54, Cambodia, >50K
67, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,40, Philippines, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Poland, <=50K
39, Private, Bachelors, Never-married, Farming-fishing, Unmarried, White, Male,0,0,48, Cambodia, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
21, Private, Some-college, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,48, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,25, Iran, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,0,30, England, >50K
30, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Ecuador, >50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, Black, Male,0,0,48, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,48, Portugal, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Hungary, >50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Black, Male,0,0,40, Vietnam, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,20, El-Salvador, <=50K
21, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
33, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
55, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,2383,54, Honduras, <=50K
53, Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
31, State-gov, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
