47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,35, Portugal, <=50K
38, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
60, Private, 7th-8th, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
21, State-gov, Some-college, Never-married, Sales, Own-child, White, Male,1155,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, United-States, <=50K
58, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
35, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,30, United-States, <=50K
22, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, Mexico, <=50K
45, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,30, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, Thailand, >50K
37, State-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
58, Local-gov, HS-grad, Separated, Farming-fishing, Not-in-family, White, Female,0,0,38, Ecuador, <=50K
44, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,24, United-States, <=50K
49, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, <=50K
36, Self-emp-inc, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,48, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
47, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, United-States, >50K
59, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
26, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
48, Self-emp-not-inc, Prof-school, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,99, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,15024,0,40, China, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,50, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Philippines, >50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, 7th-8th, Separated, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,5, United-States, <=50K
56, Local-gov, Masters, Widowed, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,24, United-States, <=50K
23, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,3467,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
27, State-gov, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Canada, >50K
42, Self-emp-not-inc, 9th, Never-married, Sales, Own-child, Black, Male,0,0,70, United-States, <=50K
23, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,35, Puerto-Rico, <=50K
63, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,50, United-States, >50K
31, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,42, Mexico, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
21, Private, 9th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Never-married, Prof-specialty, Husband, White, Male,5316,0,45, United-States, >50K
23, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
73, Federal-gov, HS-grad, Widowed, Priv-house-serv, Not-in-family, Black, Female,0,0,8, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, Greece, <=50K
26, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,45, Canada, <=50K
21, Private, 1st-4th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,47, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
51, Private, Masters, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,2, United-States, <=50K
49, Private, 7th-8th, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,15, China, <=50K
36, State-gov, HS-grad, Never-married, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
38, Local-gov, HS-grad, Separated, Machine-op-inspct, Not-in-family, Black, Female,0,0,20, United-States, <=50K
21, Private, 12th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
59, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,80, United-States, <=50K
55, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
21, Private, Masters, Never-married, Sales, Not-in-family, Black, Male,0,0,44, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, State-gov, Prof-school, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
32, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Mexico, >50K
27, State-gov, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,43, United-States, >50K
60, Self-emp-not-inc, Masters, Widowed, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States, >50K
30, Private, 12th, Never-married, Craft-repair, Not-in-family, White, Male,4599,0,40, Canada, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Preschool, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Honduras, <=50K
34, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,54, Mexico, >50K
59, Local-gov, HS-grad, Separated, Sales, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
62, Private, 5th-6th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
28, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
43, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, White, Male,3683,0,40, United-States, >50K
47, Private, 5th-6th, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, <=50K
29, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, Cambodia, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1902,81, United-States, >50K
53, Private, Assoc-acdm, Separated, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, Mexico, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Separated, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Sales, Unmarried, White, Female,0,0,35, Jamaica, <=50K
51, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,2174,0,40, United-States, <=50K
45, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, >50K
49, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, State-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, El-Salvador, >50K
26, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,65, United-States, <=50K
50, Local-gov, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, >50K
21, Private, Assoc-voc, Never-married, Sales, Own-child, White, Female,1517,0,35, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
78, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,2, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Federal-gov, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, 11th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,38, United-States, <=50K
45, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, >50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Craft-repair, Wife, White, Male,0,1905,40, United-States, <=50K
66, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
43, State-gov, HS-grad, Never-married, Handlers-cleaners, Wife, White, Female,0,0,5, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,36, United-States, <=50K
54, Private, Assoc-acdm, Widowed, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,3076,0,40, United-States, >50K
46, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
23, Private, 5th-6th, Never-married, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
55, Self-emp-not-inc, Assoc-acdm, Widowed, Sales, Unmarried, Black, Female,0,0,48, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,35, United-States, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
40, Private, 9th, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,14220,0,38, United-States, <=50K
58, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,1872,45, United-States, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, 7th-8th, Divorced, Sales, Wife, White, Female,0,0,20, United-States, <=50K
46, Private, Bachelors, Separated, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Unmarried, White, Male,3697,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,4791,0,50, United-States, <=50K
55, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,6359,0,25, United-States, <=50K
42, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, <=50K
32, State-gov, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
35, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,45, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
76, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Local-gov, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,48, United-States, <=50K
61, Private, HS-grad, Separated, Sales, Wife, White, Female,0,0,40, United-States, <=50K
37, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,3325,0,40, United-States, <=50K
33, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,38, United-States, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, United-States, <=50K
27, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
56, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
30, Private, Assoc-voc, Divorced, Prof-specialty, Own-child, White, Female,0,0,30, Philippines, <=50K
20, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Mexico, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
41, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,48, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
23, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
41, Local-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
45, Local-gov, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
54, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, United-States, >50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
55, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
26, Private, Doctorate, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
45, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,69, United-States, >50K
29, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
48, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,46, United-States, <=50K
54, Local-gov, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, Assoc-acdm, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
33, Federal-gov, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,1902,45, United-States, <=50K
27, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,52, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,23, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,40, Mexico, <=50K
36, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, France, <=50K
64, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
35, Private, Masters, Divorced, Sales, Not-in-family, White, Male,99999,0,60, United-States, >50K
22, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,54, United-States, <=50K
21, Private, 1st-4th, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, 5th-6th, Never-married, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
48, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,52, United-States, <=50K
23, Self-emp-not-inc, 1st-4th, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Mexico, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,95, Canada, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
44, Federal-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,84, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
43, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
69, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,3128,0,45, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1902,40, United-States, >50K
66, Private, Assoc-voc, Widowed, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,2653,0,40, United-States, >50K
45, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, 9th, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4574,0,40, United-States, >50K
36, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
41, Local-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
24, Private, 5th-6th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
48, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,3443,0,40, United-States, <=50K
