36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Germany, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,15024,0,30, United-States, >50K
38, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, <=50K
47, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,68, United-States, >50K
19, Private, 9th, Never-married, Adm-clerical, Husband, White, Male,0,0,24, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
53, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, 5th-6th, Divorced, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
40, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Italy, >50K
33, Private, HS-grad, Divorced, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
51, Local-gov, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,20, Poland, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
36, Private, Bachelors, Divorced, Craft-repair, Wife, Black, Male,2365,0,40, United-States, <=50K
59, Private, 11th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,7687,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,3314,0,40, Germany, <=50K
66, Local-gov, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Greece, <=50K
46, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Iran, >50K
32, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Scotland, <=50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,24, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,40, Holand-Netherlands, <=50K
35, Private, Assoc-voc, Never-married, Sales, Not-in-family, Black, Male,0,0,40, South, >50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, Mexico, <=50K
33, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, Laos, <=50K
63, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
60, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,25, United-States, >50K
48, Federal-gov, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,5013,0,20, Thailand, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Ecuador, <=50K
34, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,60, United-States, >50K
58, Private, Masters, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, Poland, <=50K
43, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,20, United-States, <=50K
73, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
57, Private, Some-college, Separated, Craft-repair, Unmarried, White, Female,0,0,40, Cuba, >50K
88, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,3194,0,45, United-States, >50K
39, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Peru, >50K
47, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,37, Honduras, <=50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Holand-Netherlands, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,52, United-States, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,45, Vietnam, <=50K
48, Local-gov, 10th, Divorced, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
35, Local-gov, Bachelors, Widowed, Sales, Not-in-family, Asian-Pac-Islander, Female,0,1814,40, Honduras, >50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,27, China, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
65, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,20, Laos, <=50K
54, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,65, United-States, >50K
33, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,40, Greece, >50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1886,50, United-States, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, El-Salvador, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,2174,0,40, Japan, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Hungary, <=50K
25, Private, Masters, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, Prof-school, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
44, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,3397,0,45, United-States, >50K
72, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
71, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15423,0,30, United-States, >50K
51, State-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,1887,50, United-States, >50K
37, Private, Doctorate, Never-married, Adm-clerical, Husband, White, Female,0,0,50, United-States, <=50K
46, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, Philippines, <=50K
30, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,67, Holand-Netherlands, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,50, El-Salvador, >50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,36, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,77861,0,54, United-States, >50K
55, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, >50K
51, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,15024,0,40, Jamaica, >50K
39, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, Cambodia, >50K
51, Private, 1st-4th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Columbia, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,4612,0,45, Thailand, >50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
38, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,50, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
29, Private, Assoc-voc, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,45, Cuba, >50K
46, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
42, Private, Assoc-voc, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,54, United-States, >50K
54, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Poland, <=50K
53, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
18, Private, HS-grad, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
62, Private, 10th, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,25, United-States, <=50K
27, Private, 12th, Never-married, Prof-specialty, Unmarried, White, Male,0,0,20, Iran, <=50K
63, State-gov, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Japan, <=50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,36, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,20, Italy, <=50K
46, State-gov, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Iran, <=50K
32, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Italy, >50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,37, Honduras, <=50K
24, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Cuba, <=50K
44, Private, Masters, Divorced, Sales, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Italy, <=50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,3422,0,79, Greece, <=50K
40, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,25, United-States, <=50K
44, Self-emp-inc, Bachelors, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,70, United-States, <=50K
48, Private, 10th, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, Yugoslavia, <=50K
30, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,2386,80, Holand-Netherlands, >50K
22, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
24, Private, Some-college, Never-married, Farming-fishing, Unmarried, White, Male,0,0,6, Peru, <=50K
40, Self-emp-inc, 5th-6th, Separated, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
56, Self-emp-inc, 9th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Columbia, >50K
39, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, United-States, >50K
37, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, Portugal, <=50K
57, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Guatemala, >50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,15, United-States, <=50K
18, Private, 12th, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,54, United-States, >50K
46, Private, 10th, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, United-States, >50K
90, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc, Masters, Divorced, Sales, Not-in-family, Other, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Iran, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Female,0,0,35, Iran, <=50K
42, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,24, United-States, <=50K
27, Private, Masters, Never-married, Sales, Husband, White, Male,0,0,45, Nicaragua, <=50K
41, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
54, Private, Bachelors, Widowed, Other-service, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,40, Thailand, <=50K
58, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Peru, >50K
47, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, Germany, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, >50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,64, United-States, >50K
50, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,1885,40, Haiti, >50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,30, Honduras, <=50K
39, Private, 7th-8th, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, >50K
49, Local-gov, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,35, Vietnam, >50K
22, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,24, United-States, <=50K
25, Private, Bachelors, Divorced, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, Vietnam, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Honduras, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Iran, <=50K
55, Private, Masters, Divorced, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
20, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
45, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Thailand, <=50K
40, Private, Masters, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
32, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,15, Cuba, <=50K
48, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
33, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, France, <=50K
42, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, State-gov, Bachelors, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,20, Laos, <=50K
31, Private, Doctorate, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Iran, <=50K
39, Private, 11th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,81, Poland, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,52, United-States, <=50K
25, Private, 5th-6th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,42, Germany, <=50K
75, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
19, Self-emp-not-inc, Assoc-voc, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
33, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,40, Vietnam, <=50K
23, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,20, France, <=50K
41, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, Japan, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,15, Iran, >50K
33, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
52, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3242,0,40, United-States, <=50K
63, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,15024,0,50, Haiti, >50K
65, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
73, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,4386,0,40, Germany, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,30, France, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
52, Private, HS-grad, Separated, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,37, United-States, <=50K
51, Private, Some-college, Divorced, Sales, Husband, Black, Female,0,0,50, Nicaragua, >50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,20, Jamaica, >50K
19, Private, 12th, Never-married, Sales, Own-child, Other, Male,0,0,60, United-States, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Husband, Other, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Federal-gov, 5th-6th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,1791,40, United-States, >50K
22, Private, Masters, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, Holand-Netherlands, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Cuba, <=50K
60, Private, 10th, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Philippines, <=50K
17, Self-emp-not-inc, Bachelors, Never-married, Sales, Own-child, Other, Female,0,0,12, Cambodia, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,16, England, <=50K
36, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, Yugoslavia, <=50K
49, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,24, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,7687,0,50, Hong, >50K
23, Private, HS-grad, Never-married, Other-service, Husband, Other, Male,0,0,8, Hungary, <=50K
82, Self-emp-not-inc, Masters, Widowed, Exec-managerial, Husband, Black, Female,0,0,45, South, <=50K
71, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,10582,0,40, United-States, >50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,45, Vietnam, <=50K
21, Private, Some-college, Never-married, Other-service, Wife, White, Male,0,0,15, United-States, <=50K
32, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Greece, <=50K
37, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,1772,40, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Philippines, <=50K
53, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
28, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Germany, <=50K
53, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,99, United-States, >50K
80, Private, 7th-8th, Widowed, Prof-specialty, Husband, Black, Male,0,0,20, Laos, >50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
45, Private, 9th, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Protective-serv, Unmarried, White, Female,0,0,40, South, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, Hong, <=50K
34, Self-emp-inc, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,45, El-Salvador, <=50K
54, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,10, United-States, <=50K
56, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,16, Canada, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
