27, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
42, Private, HS-grad, Separated, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
39, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, <=50K
49, Private, Assoc-voc, Divorced, Adm-clerical, Husband, White, Female,0,0,39, United-States, <=50K
25, Self-emp-inc, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, State-gov, Bachelors, Separated, Sales, Own-child, White, Male,0,0,65, United-States, <=50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
54, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,43, Japan, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7536,0,50, United-States, >50K
51, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
60, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,1899,54, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, India, <=50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
38, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
48, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
70, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, China, <=50K
23, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, State-gov, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
45, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, >50K
63, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, United-States, >50K
37, Private, HS-grad, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Ecuador, >50K
39, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,2960,0,40, United-States, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, >50K
27, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7298,0,98, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,45, United-States, <=50K
37, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,30, Mexico, <=50K
48, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,7301,0,60, United-States, >50K
54, Private, Masters, Divorced, Exec-managerial, Wife, White, Female,0,2195,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K
55, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Federal-gov, Some-college, Divorced, Transport-moving, Unmarried, White, Male,0,2092,70, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Guatemala, >50K
23, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,50, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
62, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Cuba, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Hungary, <=50K
60, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,48, United-States, <=50K
36, Self-emp-not-inc, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
60, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,10404,0,60, United-States, <=50K
58, Local-gov, Masters, Widowed, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Tech-support, Wife, White, Male,0,0,25, United-States, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Mexico, >50K
34, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Bachelors, Divorced, Transport-moving, Not-in-family, White, Female,0,0,54, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,4, United-States, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Peru, <=50K
42, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,36, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Separated, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, United-States, <=50K
37, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
63, Private, 7th-8th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States, <=50K
28, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,3325,0,50, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Yugoslavia, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,20, United-States, <=50K
65, Local-gov, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Male,7322,0,36, United-States, <=50K
59, Private, 7th-8th, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
33, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4962,0,40, Cuba, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Assoc-voc, Never-married, Protective-serv, Own-child, White, Female,0,0,24, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Divorced, Transport-moving, Wife, White, Male,0,0,55, United-States, <=50K
41, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,24, Philippines, <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
44, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,48, United-States, <=50K
59, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Philippines, <=50K
55, Private, 9th, Widowed, Adm-clerical, Not-in-family, White, Male,0,1977,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
66, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,4408,0,50, United-States, <=50K
34, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
27, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
26, Private, Doctorate, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Mexico, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2948,0,40, United-States, <=50K
30, Private, Masters, Never-married, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,35, United-States, >50K
30, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,74966,0,25, United-States, >50K
21, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Widowed, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,60, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,13, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, <=50K
45, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
41, Self-emp-inc, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
38, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, Mexico, >50K
18, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, France, >50K
30, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
33, Private, 10th, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
63, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1902,32, United-States, >50K
30, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, 7th-8th, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,50, United-States, <=50K
28, Private, 11th, Never-married, Sales, Unmarried, White, Male,14919,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
21, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
25, Federal-gov, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,2671,0,50, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
58, Local-gov, 12th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
27, Private, Some-college, Never-married, Priv-house-serv, Husband, White, Male,0,0,40, India, <=50K
47, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
44, Federal-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,33, United-States, >50K
60, Local-gov, Masters, Divorced, Farming-fishing, Husband, White, Female,7298,0,40, Canada, >50K
21, Private, Assoc-acdm, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
25, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
53, Private, 7th-8th, Separated, Tech-support, Wife, White, Female,0,0,35, United-States, <=50K
20, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
33, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Federal-gov, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,50, United-States, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1902,30, United-States, >50K
20, Private, 11th, Never-married, Prof-specialty, Other-relative, Black, Male,0,0,40, United-States, >50K
51, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,1902,40, India, <=50K
25, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,45, United-States, >50K
57, Self-emp-not-inc, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, Honduras, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Adm-clerical, Wife, White, Female,5178,0,45, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, England, <=50K
26, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
40, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
32, Local-gov, Bachelors, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
65, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
47, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
40, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,38, United-States, <=50K
43, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, <=50K
42, Self-emp-not-inc, Assoc-acdm, Divorced, Adm-clerical, Wife, White, Male,0,0,38, United-States, >50K
42, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Wife, Black, Female,0,2132,40, United-States, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, >50K
19, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States, <=50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, Jamaica, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1901,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,53, United-States, <=50K
49, Self-emp-not-inc, 10th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,65, United-States, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
60, Private, Assoc-voc, Widowed, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,50, United-States, >50K
18, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
55, Private, 10th, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, Poland, <=50K
24, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,45, Canada, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Vietnam, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,45, United-States, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, State-gov, 11th, Never-married, Craft-repair, Unmarried, White, Female,0,0,20, United-States, <=50K
28, Local-gov, Some-college, Never-married, Tech-support, Wife, White, Female,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Prof-specialty, Wife, Black, Female,3103,0,50, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
48, State-gov, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,50, United-States, >50K
43, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,4386,0,40, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
60, Local-gov, Bachelors, Separated, Exec-managerial, Unmarried, Black, Female,0,0,35, United-States, <=50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,84, United-States, >50K
52, State-gov, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Hungary, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,60, United-States, <=50K
47, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,40, Dominican-Republic, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States, >50K
52, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
35, Local-gov, Masters, Never-married, Farming-fishing, Unmarried, White, Male,0,0,60, United-States, >50K
68, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,25, United-States, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
23, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,3103,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,24, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,65, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,50, United-States, <=50K
23, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
43, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, Bachelors, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, United-States, >50K
45, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Guatemala, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
32, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,1902,45, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States, >50K
46, Local-gov, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
45, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,4082,0,70, United-States, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4048,0,48, United-States, >50K
18, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,54, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
53, Self-emp-not-inc, Some-college, Widowed, Sales, Unmarried, White, Male,0,0,70, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,12, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
55, State-gov, Assoc-acdm, Widowed, Handlers-cleaners, Not-in-family, White, Male,0,0,20, Columbia, <=50K
50, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
