54, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
55, State-gov, 7th-8th, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,30, Mexico, >50K
58, Private, 9th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, South, <=50K
41, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, Other, Female,7687,0,45, Dominican-Republic, >50K
23, Private, Some-college, Separated, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,2, Hong, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,20, Laos, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Iran, >50K
42, Private, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
41, Private, Some-college, Never-married, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,40, Greece, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,20, Hong, <=50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,1972,40, Cuba, >50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,35, Peru, <=50K
27, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,40, Italy, <=50K
59, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, Peru, >50K
39, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,50, Iran, >50K
45, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Portugal, >50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,40, Iran, >50K
42, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, France, <=50K
52, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Poland, <=50K
30, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
31, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Haiti, <=50K
19, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Female,0,0,25, United-States, <=50K
65, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, Black, Male,7687,0,38, India, >50K
28, Private, Some-college, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,36, El-Salvador, <=50K
72, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,15024,0,8, England, <=50K
23, Private, 10th, Never-married, Other-service, Not-in-family, Black, Male,7687,0,50, Trinadad&Tobago, >50K
40, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,30, Cuba, <=50K
39, Private, 5th-6th, Divorced, Other-service, Unmarried, Black, Male,0,0,45, Columbia, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, El-Salvador, <=50K
38, Private, Bachelors, Separated, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
42, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Bachelors, Divorced, Craft-repair, Unmarried, Black, Male,0,0,50, Hong, <=50K
33, Private, Assoc-acdm, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Portugal, <=50K
21, Private, Some-college, Never-married, Transport-moving, Own-child, Other, Male,0,0,40, India, <=50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,57, Ireland, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, Honduras, <=50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, >50K
46, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Cambodia, >50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Female,99999,0,40, Trinadad&Tobago, >50K
48, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, England, >50K
43, Local-gov, HS-grad, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Poland, <=50K
28, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,40, China, >50K
23, Private, Bachelors, Never-married, Sales, Own-child, Other, Female,0,0,40, Mexico, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Laos, >50K
53, Private, 7th-8th, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
65, Private, Assoc-voc, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Honduras, >50K
20, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,25, Japan, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,25, Philippines, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Honduras, <=50K
38, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Hungary, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, France, >50K
43, Private, Assoc-acdm, Widowed, Other-service, Own-child, White, Male,0,0,35, Jamaica, <=50K
41, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Canada, <=50K
42, Private, HS-grad, Separated, Craft-repair, Husband, Black, Male,0,0,40, Guatemala, >50K
46, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Male,0,0,50, Greece, >50K
39, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Jamaica, >50K
40, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Japan, <=50K
23, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Peru, <=50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Poland, >50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,42, Nicaragua, >50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,15010,0,40, Peru, >50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Germany, <=50K
40, Private, 1st-4th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
50, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, Philippines, <=50K
65, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Trinadad&Tobago, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
44, Private, 7th-8th, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
29, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Iran, >50K
61, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, Mexico, >50K
29, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Thailand, <=50K
31, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Dominican-Republic, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Thailand, >50K
32, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
43, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, Mexico, <=50K
21, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,30, South, <=50K
40, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, England, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Greece, <=50K
20, Private, 11th, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, Honduras, <=50K
19, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,25, India, <=50K
65, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,35, Guatemala, <=50K
59, Private, Bachelors, Separated, Adm-clerical, Unmarried, Other, Male,0,0,40, Germany, <=50K
60, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, Ireland, >50K
24, Private, Bachelors, Married-civ-spouse, Sales, Wife, Black, Male,0,0,40, Jamaica, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Puerto-Rico, <=50K
78, Private, Assoc-voc, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
22, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, Philippines, <=50K
29, Private, HS-grad, Never-married, Protective-serv, Wife, Amer-Indian-Eskimo, Female,0,0,20, Jamaica, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Cuba, >50K
35, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,16, Mexico, <=50K
33, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,84, Scotland, <=50K
38, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,54, Germany, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Hong, >50K
21, Private, Assoc-acdm, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Husband, Black, Male,0,0,40, Mexico, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Mexico, >50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, Philippines, <=50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Ireland, <=50K
32, Private, 10th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Poland, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Laos, <=50K
33, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
22, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
27, Federal-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,1977,24, United-States, >50K
31, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Greece, <=50K
33, Self-emp-inc, Bachelors, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Ecuador, <=50K
23, Federal-gov, HS-grad, Never-married, Other-service, Husband, Other, Male,0,0,60, Thailand, <=50K
36, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, Columbia, <=50K
25, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,25, Ecuador, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, >50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, Cuba, <=50K
23, Private, 11th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,25, Mexico, <=50K
51, Private, Some-college, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Portugal, <=50K
20, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female,0,0,35, England, <=50K
24, Private, 12th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Iran, <=50K
40, Local-gov, Some-college, Never-married, Sales, Wife, Other, Male,0,1977,40, Germany, <=50K
26, Private, HS-grad, Separated, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,52, Trinadad&Tobago, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Canada, >50K
26, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,70, Yugoslavia, >50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,3421,0,54, Columbia, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, France, <=50K
34, Private, Bachelors, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,54, Taiwan, <=50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
26, Private, Bachelors, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
37, Private, Bachelors, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Hungary, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,5013,0,40, Mexico, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,15, Guatemala, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, China, >50K
18, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,4, Mexico, <=50K
52, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, Outlying-US(Guam-USVI-etc), >50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1906,40, Ecuador, >50K
57, Federal-gov, Some-college, Widowed, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, Germany, <=50K
69, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,40, Outlying-US(Guam-USVI-etc), >50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,50, Guatemala, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, >50K
24, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Hong, >50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,84, Peru, >50K
46, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, Other, Female,15024,0,35, Thailand, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Honduras, <=50K
65, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,20, Honduras, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Poland, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
39, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,52, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,25, Jamaica, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,60, Greece, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,15024,0,50, Hong, >50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,21, England, <=50K
28, Private, Prof-school, Married-spouse-absent, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,5178,0,50, Greece, >50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,42, India, >50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Canada, <=50K
38, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,50, Canada, <=50K
42, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, Columbia, <=50K
32, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,1750,54, Italy, >50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,2368,40, South, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Hungary, <=50K
39, Local-gov, 10th, Divorced, Sales, Unmarried, White, Female,0,0,50, Dominican-Republic, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,8, Greece, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,50, Portugal, <=50K
20, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, France, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Ireland, >50K
26, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,50, Italy, <=50K
24, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Columbia, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1902,40, Guatemala, >50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, Trinadad&Tobago, >50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,15024,0,40, Hong, >50K
44, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, Japan, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Vietnam, <=50K
35, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
42, Local-gov, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Other, Female,0,0,25, India, <=50K
51, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Ireland, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Unmarried, Other, Male,0,0,40, Mexico, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,33, Germany, <=50K
69, Local-gov, 7th-8th, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,97, Italy, <=50K
44, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,38, Philippines, >50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,54, Portugal, <=50K
50, Private, 7th-8th, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
22, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Other, Male,0,0,50, Puerto-Rico, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,54, Poland, >50K
31, Private, Prof-school, Never-married, Craft-repair, Husband, Black, Female,0,0,25, England, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, El-Salvador, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,35, England, <=50K
28, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Puerto-Rico, <=50K
28, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, Greece, >50K
22, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, Germany, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, Nicaragua, <=50K
19, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Philippines, <=50K
38, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,4509,0,35, Columbia, >50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Cambodia, <=50K
27, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, Nicaragua, >50K
41, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,36, Germany, <=50K
42, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Male,0,1878,40, Iran, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, France, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, El-Salvador, >50K
49, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,1900,54, Japan, >50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,54, Ireland, >50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, <=50K
47, Private, 5th-6th, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
53, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,43, Hungary, <=50K
52, Local-gov, Bachelors, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, England, <=50K
51, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, France, <=50K
28, Private, 11th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,1977,15, Hungary, >50K
20, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,40, China, <=50K
34, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
42, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,2387,6, Ireland, >50K
31, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
21, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,38, Germany, <=50K
39, Private, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,48, South, >50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,45, Cambodia, <=50K
53, Private, HS-grad, Widowed, Prof-specialty, Wife, Other, Female,0,0,38, Dominican-Republic, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,82, Canada, <=50K
40, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Thailand, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, >50K
39, State-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, Portugal, >50K
31, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Portugal, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Scotland, <=50K
23, Private, 12th, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
33, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, France, <=50K
58, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
