67, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Local-gov, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,3103,0,40, United-States, <=50K
24, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
53, Private, 7th-8th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,37, United-States, <=50K
46, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,99999,0,60, United-States, >50K
26, Private, Some-college, Separated, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,25, Germany, >50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Separated, Other-service, Not-in-family, White, Male,5013,0,40, United-States, <=50K
18, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Male,0,1754,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,1866,25, United-States, <=50K
59, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Ireland, >50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private, 9th, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,4386,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, United-States, >50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
42, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Mexico, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,3206,0,40, United-States, >50K
35, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Black, Female,7298,0,40, United-States, >50K
63, Private, Some-college, Separated, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
25, Self-emp-inc, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, 10th, Never-married, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
26, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, Ireland, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Other-relative, White, Male,0,0,20, United-States, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,8916,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Mexico, <=50K
25, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
66, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,5178,0,40, United-States, >50K
21, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,10, United-States, >50K
17, Private, 12th, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
29, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Mexico, >50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Divorced, Other-service, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
31, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
27, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,38, United-States, >50K
52, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
42, Private, Bachelors, Divorced, Adm-clerical, Other-relative, White, Female,0,0,25, United-States, <=50K
26, Private, 11th, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Female,0,0,45, Canada, <=50K
45, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,10456,0,45, United-States, >50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
70, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, >50K
32, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Black, Male,3282,0,40, United-States, >50K
33, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, Other, Male,0,0,45, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, Mexico, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
59, Self-emp-inc, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,36, China, <=50K
30, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,60, Ecuador, <=50K
20, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Germany, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Federal-gov, Bachelors, Never-married, Protective-serv, Unmarried, Black, Female,0,0,54, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Italy, <=50K
51, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Thailand, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,48, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,99999,0,40, United-States, >50K
17, Private, 10th, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
49, Private, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
33, Private, 12th, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Wife, Black, Male,0,0,40, Mexico, <=50K
23, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,24, United-States, <=50K
43, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,50, United-States, <=50K
37, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,15, United-States, <=50K
38, Private, HS-grad, Separated, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,42, United-States, <=50K
65, Self-emp-not-inc, Assoc-voc, Widowed, Other-service, Not-in-family, White, Female,0,0,16, United-States, <=50K
62, Private, Bachelors, Separated, Sales, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
58, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, India, <=50K
36, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Sales, Own-child, Black, Female,0,0,32, Dominican-Republic, <=50K
41, Private, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,37, United-States, <=50K
28, Local-gov, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
51, Private, Assoc-voc, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,37, Haiti, <=50K
54, Private, Assoc-acdm, Widowed, Exec-managerial, Unmarried, White, Female,0,0,35, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,60, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,54, United-States, >50K
38, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
35, Private, Some-college, Widowed, Adm-clerical, Own-child, White, Female,0,0,36, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, 11th, Widowed, Prof-specialty, Own-child, Black, Female,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
56, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, State-gov, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,60, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
36, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
34, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,65, United-States, <=50K
43, Private, 9th, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Assoc-acdm, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Guatemala, <=50K
45, Local-gov, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,12, United-States, <=50K
23, Private, 10th, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
43, Local-gov, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,20, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Cuba, >50K
32, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,70, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,2365,0,20, United-States, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,71, United-States, >50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
70, Self-emp-inc, 1st-4th, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
63, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
43, Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,50, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
37, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Female,3927,0,73, United-States, >50K
49, Self-emp-inc, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,60, United-States, <=50K
47, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,99999,0,54, United-States, >50K
64, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,35, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
57, State-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Germany, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,35, Hong, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
41, State-gov, Bachelors, Never-married, Sales, Husband, White, Male,0,2090,60, United-States, >50K
32, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
24, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Italy, <=50K
63, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
64, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
32, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, >50K
51, Federal-gov, HS-grad, Widowed, Other-service, Wife, White, Male,0,0,20, United-States, >50K
32, Private, Some-college, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,45, Italy, <=50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,37, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, <=50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, Cuba, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
60, Private, 7th-8th, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,1651,20, United-States, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,41, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,48, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Self-emp-inc, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,4937,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
60, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
62, State-gov, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
42, Local-gov, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
44, Private, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
36, Local-gov, Assoc-acdm, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
17, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
28, Local-gov, Masters, Never-married, Priv-house-serv, Own-child, White, Male,0,0,35, United-States, <=50K
20, Private, Assoc-voc, Never-married, Other-service, Wife, White, Male,0,0,30, United-States, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,50, Puerto-Rico, <=50K
50, Private, 1st-4th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
42, Private, HS-grad, Separated, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,10941,0,40, Iran, >50K
54, Local-gov, Masters, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,5015,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,16, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,72, United-States, >50K
23, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
47, Private, 7th-8th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
23, Private, 9th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
36, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,48, United-States, >50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,54, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,32, United-States, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,22, United-States, <=50K
41, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,0,1902,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, United-States, >50K
46, Private, HS-grad, Separated, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
34, Private, Masters, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
67, Self-emp-not-inc, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,32, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
65, Private, Masters, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
48, Self-emp-inc, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
52, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
26, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,2873,0,40, United-States, <=50K
51, Federal-gov, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,22, United-States, <=50K
34, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
34, Private, Doctorate, Never-married, Exec-managerial, Wife, White, Male,4465,0,60, United-States, <=50K
33, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Local-gov, Assoc-acdm, Widowed, Other-service, Not-in-family, Black, Female,0,0,41, United-States, <=50K
