34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, >50K
65, Local-gov, 9th, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,40, Ireland, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Portugal, >50K
64, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,30, Canada, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Poland, <=50K
21, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,25, United-States, <=50K
54, Federal-gov, HS-grad, Divorced, Sales, Unmarried, Other, Male,0,0,40, United-States, >50K
22, Private, Masters, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
24, Private, Assoc-voc, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Peru, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, India, >50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,25, Vietnam, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Portugal, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, England, >50K
62, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Italy, <=50K
58, State-gov, Assoc-voc, Divorced, Sales, Unmarried, Other, Male,0,0,35, Vietnam, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,15, United-States, <=50K
47, Local-gov, Bachelors, Widowed, Protective-serv, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
45, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,3453,0,30, Canada, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, India, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, >50K
39, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Hungary, <=50K
42, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,2342,70, Iran, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, South, <=50K
34, Private, Masters, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
47, Private, Masters, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,42, Canada, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, India, <=50K
55, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Iran, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Thailand, <=50K
32, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Widowed, Priv-house-serv, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Germany, <=50K
20, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,10, United-States, <=50K
40, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,10, United-States, <=50K
45, Private, HS-grad, Divorced, Sales, Own-child, Black, Female,0,0,40, Canada, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Puerto-Rico, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Trinadad&Tobago, <=50K
47, Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, <=50K
45, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Philippines, >50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, El-Salvador, <=50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, France, >50K
68, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Male,15024,0,40, South, <=50K
41, Private, Assoc-voc, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,40, Jamaica, <=50K
33, State-gov, 9th, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
23, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,8, United-States, <=50K
66, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,2265,40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,20, Hungary, <=50K
36, Private, Bachelors, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,45, Poland, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Iran, <=50K
29, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Italy, >50K
35, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, England, <=50K
29, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Columbia, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
74, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,24, Jamaica, <=50K
67, Private, 7th-8th, Widowed, Sales, Not-in-family, Other, Female,0,0,30, Haiti, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, United-States, >50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,10, Ireland, <=50K
21, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
54, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Thailand, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,48, Taiwan, <=50K
28, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
49, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Masters, Divorced, Sales, Own-child, Other, Male,0,1977,23, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
44, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, Columbia, <=50K
42, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,35, France, <=50K
30, Local-gov, 10th, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Haiti, <=50K
37, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,50, India, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, El-Salvador, <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,50, France, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Wife, Black, Male,0,0,60, United-States, >50K
38, Local-gov, Prof-school, Separated, Exec-managerial, Not-in-family, Other, Female,0,0,40, El-Salvador, <=50K
58, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,70, United-States, >50K
50, Private, Assoc-acdm, Divorced, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
45, State-gov, Some-college, Divorced, Other-service, Unmarried, Black, Male,0,0,25, Philippines, <=50K
57, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
69, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,2001,40, Greece, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, >50K
28, Private, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,70, United-States, <=50K
33, State-gov, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
57, Local-gov, Bachelors, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, Honduras, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Columbia, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,25, Laos, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,16, Germany, <=50K
32, Self-emp-not-inc, Prof-school, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,99, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Nicaragua, >50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,42, Vietnam, >50K
27, Private, Prof-school, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,40, Cuba, <=50K
17, Self-emp-not-inc, 10th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,35, Hungary, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Taiwan, >50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, Canada, <=50K
55, Private, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,35, Japan, <=50K
27, Local-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Canada, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, Trinadad&Tobago, <=50K
26, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,75, Hong, <=50K
44, Private, 7th-8th, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,42, Japan, <=50K
21, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Cambodia, >50K
31, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Iran, >50K
23, Private, Assoc-voc, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,30, Puerto-Rico, <=50K
20, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,18, Taiwan, <=50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, Cambodia, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, >50K
23, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Male,0,0,12, Poland, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1974,40, United-States, <=50K
56, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,4136,0,60, Italy, <=50K
45, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,25, France, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Ecuador, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,32, El-Salvador, >50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, United-States, <=50K
64, Self-emp-not-inc, 9th, Married-civ-spouse, Sales, Wife, Other, Male,0,1978,40, South, >50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,3341,0,40, Iran, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,54, Vietnam, <=50K
50, Self-emp-inc, Masters, Widowed, Exec-managerial, Wife, Black, Female,0,0,54, England, >50K
34, Private, 5th-6th, Separated, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,42, Poland, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, Hungary, >50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Puerto-Rico, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Peru, <=50K
23, Private, Prof-school, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Haiti, <=50K
44, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Scotland, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, El-Salvador, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Cambodia, <=50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Ecuador, <=50K
32, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,40, Ecuador, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,70, Dominican-Republic, <=50K
34, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
53, Private, Assoc-acdm, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
43, Private, HS-grad, Widowed, Other-service, Husband, Black, Male,0,0,30, Puerto-Rico, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,80, United-States, <=50K
40, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
56, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,45, Canada, <=50K
34, Private, Bachelors, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1902,40, Italy, <=50K
20, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, Black, Male,0,1902,10, Cambodia, <=50K
40, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,45, Mexico, <=50K
55, Private, Some-college, Separated, Prof-specialty, Unmarried, Other, Male,5660,0,45, Portugal, >50K
36, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,52, Thailand, <=50K
63, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
41, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,1580,50, Portugal, >50K
30, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,30, United-States, <=50K
37, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Male,0,0,36, Dominican-Republic, <=50K
53, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
70, State-gov, Bachelors, Widowed, Transport-moving, Wife, Black, Male,0,0,35, Poland, <=50K
69, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,48, England, >50K
51, Local-gov, HS-grad, Widowed, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Female,564,0,40, Peru, >50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, >50K
39, Private, Assoc-voc, Separated, Prof-specialty, Unmarried, Other, Male,0,0,40, El-Salvador, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,21, United-States, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,12, Scotland, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,54, Germany, <=50K
19, State-gov, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,10, Puerto-Rico, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, >50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, Puerto-Rico, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Cuba, <=50K
73, State-gov, 9th, Widowed, Other-service, Not-in-family, Other, Male,0,0,20, United-States, <=50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, India, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,2211,40, El-Salvador, >50K
58, Self-emp-not-inc, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, Poland, <=50K
48, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,6787,0,50, United-States, >50K
74, Private, 7th-8th, Widowed, Adm-clerical, Not-in-family, Black, Male,0,0,40, Cambodia, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Scotland, <=50K
24, Private, 9th, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Germany, >50K
29, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, China, <=50K
62, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,38, France, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Poland, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,40, Columbia, >50K
33, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,40, South, <=50K
30, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, France, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Ireland, <=50K
18, Local-gov, 11th, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,15, Taiwan, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,1887,45, Philippines, >50K
40, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,45, Outlying-US(Guam-USVI-etc), >50K
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Female,7298,0,40, Dominican-Republic, >50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Cambodia, >50K
54, Private, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,50, Jamaica, <=50K
20, Private, Assoc-voc, Never-married, Other-service, Own-child, Black, Female,0,0,35, Scotland, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Columbia, <=50K
60, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, Black, Male,0,0,40, Peru, <=50K
49, Private, Prof-school, Widowed, Prof-specialty, Wife, White, Male,0,0,40, Vietnam, >50K
44, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,7641,0,50, Columbia, >50K
37, Private, Prof-school, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,45, Iran, <=50K
57, Private, Assoc-acdm, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Female,0,0,24, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,30, Cambodia, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,40, Laos, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,40, Canada, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,40, Hong, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,48, Outlying-US(Guam-USVI-etc), <=50K
43, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Japan, >50K
20, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, Vietnam, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1705,40, El-Salvador, <=50K
51, Private, 11th, Divorced, Farming-fishing, Not-in-family, White, Male,4386,0,60, Philippines, >50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
49, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,15024,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Jamaica, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,20, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
24, Private, Bachelors, Separated, Other-service, Not-in-family, White, Male,0,0,45, El-Salvador, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, England, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Greece, >50K
44, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private, 7th-8th, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,16, United-States, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Hungary, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
35, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, Black, Male,0,0,40, Trinadad&Tobago, >50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,12, United-States, <=50K
42, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,65, Yugoslavia, >50K
39, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Vietnam, <=50K
17, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,15, Germany, <=50K
25, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
30, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Iran, <=50K
25, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,60, Scotland, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
62, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Poland, <=50K
24, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Female,1342,0,40, Philippines, <=50K
46, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Protective-serv, Wife, White, Female,15024,0,40, Hungary, >50K
47, Local-gov, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,20, Taiwan, >50K
45, Private, HS-grad, Married-spouse-absent, Farming-fishing, Not-in-family, White, Female,0,0,15, India, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,36, Laos, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,20, Taiwan, >50K
31, Private, Bachelors, Separated, Sales, Wife, Black, Male,0,0,40, Yugoslavia, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99999,0,50, United-States, >50K
39, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, Black, Male,6767,0,40, Outlying-US(Guam-USVI-etc), <=50K
