34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,78, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,5119,0,40, United-States, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
46, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, United-States, <=50K
55, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,54, Jamaica, >50K
58, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
55, Private, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,3585,0,40, United-States, <=50K
43, Private, 11th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
30, Local-gov, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,38, United-States, >50K
32, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,9725,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, El-Salvador, <=50K
57, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1887,35, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,5, United-States, <=50K
43, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1975,40, United-States, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
56, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,1887,38, United-States, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,3103,0,40, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
70, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,10590,0,50, Germany, >50K
41, Private, 9th, Married-civ-spouse, Protective-serv, Husband, White, Male,4023,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
36, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,30, United-States, >50K
44, Private, Assoc-acdm, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, >50K
35, Private, 11th, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,3, United-States, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, >50K
36, Private, HS-grad, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Male,12739,0,35, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1902,50, United-States, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,75, United-States, <=50K
47, Self-emp-not-inc, 12th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
20, Private, 10th, Never-married, Sales, Husband, White, Male,0,0,54, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,45, United-States, <=50K
31, Private, Some-college, Divorced, Protective-serv, Husband, White, Male,0,0,46, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, England, <=50K
46, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Female,0,1902,60, Ireland, >50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,1942,40, United-States, <=50K
40, State-gov, Assoc-voc, Widowed, Sales, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, >50K
43, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,50, Mexico, <=50K
30, Private, Some-college, Divorced, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, >50K
29, Private, Bachelors, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Cambodia, >50K
21, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
30, Private, Some-college, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,30, India, <=50K
52, State-gov, Bachelors, Divorced, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,8, United-States, <=50K
47, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,1902,40, Cuba, <=50K
30, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,36, United-States, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Never-married, Prof-specialty, Husband, White, Male,7298,0,50, United-States, <=50K
45, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Priv-house-serv, Own-child, White, Female,0,0,25, United-States, <=50K
49, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,1902,38, United-States, <=50K
27, Private, Masters, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,38, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,38, United-States, <=50K
33, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
68, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,3572,0,10, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
27, State-gov, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,40, United-States, >50K
37, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Local-gov, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,65, United-States, <=50K
20, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,47, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Philippines, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,60, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,24, Philippines, <=50K
61, Private, 11th, Widowed, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
62, Private, HS-grad, Widowed, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Masters, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,20, Hungary, <=50K
37, Local-gov, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,45, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
21, Private, 11th, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
51, Private, 7th-8th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,54, United-States, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,2894,0,54, United-States, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
61, Private, Prof-school, Widowed, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
30, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,1974,40, United-States, <=50K
70, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,14236,0,40, United-States, >50K
23, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,25, United-States, <=50K
21, State-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,1624,30, United-States, <=50K
35, Federal-gov, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
42, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,48, United-States, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Mexico, <=50K
28, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,50, United-States, <=50K
42, State-gov, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, Local-gov, Assoc-acdm, Separated, Prof-specialty, Husband, Black, Male,0,0,47, United-States, <=50K
44, Local-gov, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,5, United-States, <=50K
66, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,8, United-States, <=50K
42, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, <=50K
29, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Male,7298,0,38, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Local-gov, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,25, United-States, <=50K
29, Private, Bachelors, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
21, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
61, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, Canada, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, 10th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
61, Local-gov, 12th, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50K
47, Local-gov, Prof-school, Separated, Sales, Husband, White, Male,7298,0,50, United-States, >50K
76, Self-emp-inc, 10th, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,12, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Columbia, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,15, United-States, <=50K
37, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,5178,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
48, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, >50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Never-married, Other-service, Other-relative, White, Male,0,0,10, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1884,80, United-States, >50K
41, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Female,0,0,38, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
47, Local-gov, HS-grad, Widowed, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,14083,0,41, United-States, <=50K
30, Private, 11th, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,71, United-States, <=50K
22, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,82, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,8, United-States, <=50K
43, Local-gov, 1st-4th, Divorced, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,38, United-States, >50K
24, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
49, Local-gov, 7th-8th, Divorced, Sales, Husband, White, Male,0,0,40, United-States, >50K
57, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,43, United-States, >50K
25, Private, Bachelors, Divorced, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Black, Male,4837,0,35, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,35, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,4682,0,40, United-States, >50K
22, Federal-gov, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Divorced, Prof-specialty, Wife, Black, Male,0,0,48, Mexico, >50K
34, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, <=50K
19, State-gov, 11th, Married-civ-spouse, Sales, Husband, White, Female,0,0,20, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,35, Mexico, <=50K
41, Federal-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,50, United-States, >50K
51, Private, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
65, Local-gov, HS-grad, Widowed, Prof-specialty, Husband, White, Male,4678,0,25, United-States, >50K
61, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,42, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7165,0,40, United-States, >50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
33, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
38, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,45, United-States, >50K
38, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Sales, Husband, White, Female,0,0,48, United-States, >50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
55, Self-emp-not-inc, Assoc-acdm, Divorced, Exec-managerial, Husband, White, Female,0,1976,40, United-States, >50K
64, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,14991,0,45, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, >50K
20, Private, Bachelors, Never-married, Sales, Wife, White, Female,0,0,30, Haiti, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Local-gov, 7th-8th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,24, United-States, <=50K
34, Local-gov, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,4765,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
54, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
30, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
37, Private, 10th, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, India, >50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,3829,0,35, United-States, >50K
65, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Female,0,0,15, Dominican-Republic, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,24, United-States, <=50K
38, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Local-gov, 11th, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,42, United-States, <=50K
61, Private, Prof-school, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Male,0,0,45, United-States, <=50K
52, Private, 11th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,15024,0,76, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,7148,0,30, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Masters, Widowed, Farming-fishing, Husband, White, Female,15024,0,50, United-States, >50K
48, Local-gov, 9th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Widowed, Sales, Husband, White, Female,8928,0,30, United-States, <=50K
33, Private, Prof-school, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, Japan, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,20, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, >50K
43, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,45, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
56, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1913,40, United-States, >50K
43, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
30, Private, 1st-4th, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,50, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,25, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,3005,0,40, United-States, <=50K
