21, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
21, Self-emp-not-inc, Some-college, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,37, United-States, <=50K
51, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Canada, <=50K
18, Private, Some-college, Separated, Machine-op-inspct, Own-child, White, Female,0,0,16, United-States, <=50K
38, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
56, Local-gov, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
47, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,36, United-States, <=50K
66, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Female,0,0,30, United-States, <=50K
59, Private, 7th-8th, Widowed, Other-service, Not-in-family, White, Male,0,2277,40, United-States, <=50K
21, Local-gov, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1672,54, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, >50K
36, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, United-States, >50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,6, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, <=50K
25, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1897,50, United-States, >50K
68, Private, 11th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,20, United-States, <=50K
51, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,50, Germany, <=50K
22, Local-gov, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,12, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
45, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, >50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
23, State-gov, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,20, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
32, Self-emp-not-inc, 9th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
21, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
60, Local-gov, Some-college, Separated, Other-service, Unmarried, Black, Male,0,0,25, United-States, <=50K
46, State-gov, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,10520,0,50, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,0,1843,38, United-States, <=50K
36, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, <=50K
69, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,8, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,54, United-States, <=50K
44, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Federal-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
42, Self-emp-inc, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Federal-gov, Masters, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,7687,0,40, United-States, >50K
38, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1590,40, United-States, >50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,2589,0,40, United-States, <=50K
19, Local-gov, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
24, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
25, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Mexico, >50K
48, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,60, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,41, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,65, United-States, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,8, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
26, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
29, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,80, Philippines, <=50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,6092,0,54, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
35, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
65, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
37, State-gov, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
52, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
50, Private, 11th, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
43, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
33, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
37, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,25, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,52, United-States, <=50K
35, Private, HS-grad, Divorced, Sales, Wife, White, Male,0,0,40, United-States, >50K
50, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
39, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
35, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
23, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,70, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, United-States, >50K
52, Private, HS-grad, Divorced, Exec-managerial, Wife, White, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,1618,35, United-States, <=50K
25, Self-emp-not-inc, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,37, United-States, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Male,5013,0,40, United-States, <=50K
54, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, South, <=50K
38, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,15, United-States, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
33, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,54, United-States, >50K
46, Private, 11th, Married-civ-spouse, Exec-managerial, Wife, White, Male,3995,0,40, United-States, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1977,54, France, >50K
24, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
27, Private, 9th, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
25, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, 9th, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, State-gov, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Local-gov, HS-grad, Separated, Prof-specialty, Wife, White, Female,0,0,30, United-States, <=50K
55, Private, Doctorate, Divorced, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
23, Self-emp-not-inc, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
24, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,36, United-States, <=50K
17, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,33, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,1974,45, United-States, >50K
35, Federal-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Male,7687,0,60, United-States, <=50K
27, Private, Assoc-voc, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
58, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
60, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,20, United-States, <=50K
37, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
23, Local-gov, 12th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,30, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Japan, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
39, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States, <=50K
27, Private, Assoc-voc, Separated, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,50, United-States, >50K
67, Self-emp-not-inc, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,8, United-States, >50K
29, Private, Bachelors, Separated, Exec-managerial, Unmarried, White, Female,0,0,35, United-States, >50K
31, Private, Bachelors, Separated, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1974,60, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,30, United-States, <=50K
35, Private, HS-grad, Divorced, Exec-managerial, Own-child, Black, Male,0,1511,60, Guatemala, <=50K
46, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Separated, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
69, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,3923,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
22, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
38, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
40, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
20, Self-emp-not-inc, 12th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, >50K
35, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,21, Peru, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
40, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Male,0,0,40, Guatemala, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Doctorate, Widowed, Prof-specialty, Not-in-family, White, Female,0,3737,40, United-States, <=50K
61, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
54, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
23, Local-gov, Some-college, Never-married, Tech-support, Not-in-family, Black, Female,0,0,25, United-States, <=50K
74, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,3050,0,60, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
47, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,41, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,15, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Male,25970,0,50, United-States, >50K
32, Private, Prof-school, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,11, United-States, <=50K
51, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, United-States, <=50K
45, Private, Bachelors, Widowed, Other-service, Unmarried, Black, Female,0,0,40, United-States, >50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Machine-op-inspct, Wife, White, Female,0,0,25, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,4685,0,60, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,24, United-States, <=50K
62, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,16, Dominican-Republic, <=50K
62, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, 9th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
40, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Transport-moving, Own-child, Black, Male,0,0,8, United-States, <=50K
32, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,45, United-States, >50K
29, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,1570,40, United-States, >50K
39, Private, 12th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
37, Local-gov, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, Mexico, <=50K
27, Local-gov, 12th, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
69, State-gov, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, <=50K
35, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, 9th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,60, United-States, >50K
31, Self-emp-not-inc, 10th, Divorced, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, <=50K
45, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
58, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cuba, <=50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,8, United-States, <=50K
71, Private, Doctorate, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
24, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
31, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
51, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1896,40, United-States, >50K
62, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,15, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,3140,0,40, Canada, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1965,40, United-States, >50K
22, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,40, Mexico, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K
23, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,38, United-States, <=50K
43, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
25, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
56, Self-emp-inc, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,4274,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, >50K
52, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, United-States, <=50K
27, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
