50, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,65, United-States, >50K
24, Private, Assoc-voc, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,2869,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,71, United-States, >50K
26, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,99, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,40, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
31, Self-emp-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Masters, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,2004,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
44, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,25, United-States, <=50K
54, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico, <=50K
59, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, 1st-4th, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
28, Local-gov, Some-college, Divorced, Other-service, Own-child, White, Female,2409,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
35, Private, 7th-8th, Divorced, Farming-fishing, Unmarried, White, Male,0,0,60, United-States, <=50K
67, Private, Bachelors, Divorced, Transport-moving, Wife, White, Female,4587,0,40, United-States, <=50K
53, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,24, United-States, <=50K
54, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,37, United-States, <=50K
48, Private, HS-grad, Separated, Other-service, Husband, White, Male,0,0,40, Ireland, >50K
48, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, France, <=50K
60, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,42, United-States, >50K
45, Self-emp-not-inc, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
34, Private, 7th-8th, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, >50K
28, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,29, United-States, <=50K
26, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, >50K
54, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,4726,0,45, United-States, >50K
36, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,2377,54, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,35, United-States, >50K
41, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
21, Private, 10th, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Wife, Black, Female,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
48, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,60, United-States, >50K
48, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
45, Local-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,54, Portugal, <=50K
27, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,10, United-States, <=50K
33, State-gov, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,1597,40, United-States, >50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,56, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
36, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,35, Cuba, >50K
51, Private, Masters, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,35, Canada, <=50K
48, Private, 7th-8th, Never-married, Other-service, Not-in-family, Black, Female,0,0,48, United-States, <=50K
36, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Other-service, Wife, White, Female,0,0,32, United-States, <=50K
56, Private, Some-college, Separated, Adm-clerical, Not-in-family, Black, Female,0,1982,40, United-States, <=50K
28, State-gov, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, >50K
17, Private, 10th, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
43, Private, Some-college, Never-married, Craft-repair, Wife, Black, Male,0,0,20, United-States, <=50K
38, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Masters, Separated, Adm-clerical, Own-child, White, Male,0,0,50, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1977,40, United-States, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Other-relative, White, Male,0,0,72, El-Salvador, <=50K
23, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72, United-States, >50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
30, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25, United-States, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,45, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,25, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7687,0,40, United-States, >50K
26, State-gov, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,15, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,70, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States, >50K
55, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Philippines, >50K
30, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,29, Haiti, <=50K
83, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
76, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,15, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
41, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
20, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
33, Private, 12th, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
42, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, Canada, >50K
31, Private, 7th-8th, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, England, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
44, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, United-States, >50K
27, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,36, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Japan, <=50K
24, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
35, Private, Assoc-voc, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Mexico, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, England, >50K
35, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,35, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Mexico, >50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, France, >50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,5013,0,37, El-Salvador, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,45, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,35, Puerto-Rico, <=50K
37, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Mexico, <=50K
38, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, Black, Female,0,0,35, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,29, United-States, <=50K
43, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, >50K
38, Self-emp-inc, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,4709,0,40, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
43, Federal-gov, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,791,0,24, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
27, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
50, Private, HS-grad, Separated, Exec-managerial, Not-in-family, Other, Male,0,0,25, United-States, >50K
55, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States, >50K
28, Private, 10th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
58, Private, HS-grad, Separated, Handlers-cleaners, Wife, White, Female,0,0,10, Japan, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
47, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, Italy, <=50K
49, Self-emp-inc, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
44, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,0,0,38, China, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
37, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Local-gov, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, United-States, <=50K
32, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
45, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,29, United-States, <=50K
30, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,1602,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
42, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Preschool, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
41, Private, Assoc-acdm, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,4079,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,29, United-States, <=50K
52, Private, Bachelors, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
33, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
31, Private, Prof-school, Never-married, Exec-managerial, Other-relative, White, Female,14324,0,60, United-States, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
42, Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,27, United-States, >50K
22, Local-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, <=50K
23, Private, 11th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,15, India, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,29, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
25, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,60, United-States, >50K
61, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States, <=50K
43, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
40, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,24, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,39, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
47, Private, 11th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
68, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,3091,0,40, United-States, <=50K
57, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1843,2, United-States, >50K
59, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,38, United-States, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1886,45, United-States, >50K
45, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,45, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,29, United-States, <=50K
40, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
37, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,10, United-States, <=50K
31, Federal-gov, 10th, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,15, United-States, <=50K
55, State-gov, Some-college, Widowed, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,47, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
38, Self-emp-inc, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
59, Self-emp-not-inc, 1st-4th, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
34, Private, Doctorate, Never-married, Sales, Wife, White, Female,0,1887,20, United-States, >50K
66, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
67, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,8, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
22, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Separated, Craft-repair, Not-in-family, White, Male,4035,0,40, United-States, >50K
64, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
42, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,3477,0,45, United-States, >50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,29, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,29, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,38, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,38, United-States, <=50K
31, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Black, Female,3735,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,24, Canada, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,60, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
28, Local-gov, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,17, United-States, <=50K
