46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,5886,0,50, United-States, >50K
29, Private, Bachelors, Never-married, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
47, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, 10th, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,48, United-States, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,65, United-States, >50K
33, Local-gov, 11th, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Preschool, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
31, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18, Local-gov, HS-grad, Divorced, Machine-op-inspct, Husband, Black, Male,0,0,25, United-States, >50K
32, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Male,0,0,40, Mexico, <=50K
45, Self-emp-not-inc, Some-college, Divorced, Sales, Husband, White, Female,0,0,50, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K
29, Private, 11th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,50, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Cuba, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,69, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Sales, Husband, White, Female,7298,0,57, United-States, >50K
51, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
31, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, South, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
30, Private, Some-college, Never-married, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Separated, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, >50K
47, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,55, United-States, >50K
41, State-gov, Assoc-acdm, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,7213,0,60, United-States, >50K
50, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,62, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
51, Private, Some-college, Widowed, Adm-clerical, Husband, White, Male,0,0,65, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Poland, >50K
38, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Philippines, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, Doctorate, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, United-States, <=50K
39, Private, Some-college, Never-married, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
51, Private, Prof-school, Never-married, Prof-specialty, Husband, White, Male,0,0,67, United-States, <=50K
41, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, Masters, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Mexico, >50K
22, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,5178,0,40, United-States, >50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25, United-States, <=50K
26, Local-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, 10th, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, Doctorate, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,24, United-States, <=50K
35, State-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,38, United-States, <=50K
28, Private, 5th-6th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, >50K
37, Private, Some-college, Divorced, Craft-repair, Husband, Black, Female,0,0,40, Guatemala, >50K
33, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Separated, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,0,38, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,5178,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, India, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,50, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
28, Local-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
37, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Masters, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, >50K
42, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
41, Private, Masters, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Female,5178,0,40, United-States, >50K
38, Federal-gov, 10th, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, United-States, >50K
42, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,5178,0,40, United-States, >50K
50, Self-emp-not-inc, 11th, Divorced, Transport-moving, Husband, White, Female,0,0,70, United-States, >50K
27, Local-gov, Doctorate, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Separated, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Assoc-acdm, Separated, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
50, Self-emp-inc, 10th, Separated, Prof-specialty, Husband, White, Male,7298,0,65, United-States, >50K
39, Private, 9th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
23, Private, 12th, Never-married, Adm-clerical, Own-child, White, Male,0,0,37, United-States, <=50K
41, State-gov, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, Prof-school, Divorced, Transport-moving, Own-child, White, Male,0,0,44, United-States, >50K
18, Self-emp-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,24, United-States, <=50K
28, Self-emp-inc, Bachelors, Separated, Sales, Husband, White, Female,0,0,50, United-States, <=50K
45, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, >50K
23, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,37, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,5178,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
38, Private, Masters, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, Germany, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
26, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,5178,0,40, United-States, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7298,0,65, United-States, >50K
36, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,35, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,70, United-States, >50K
34, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
37, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,64, United-States, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
18, Self-emp-inc, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
31, Local-gov, Masters, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Sales, Husband, White, Female,0,0,50, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,5178,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
46, Private, 5th-6th, Separated, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,36, United-States, <=50K
37, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,50, United-States, >50K
32, Private, HS-grad, Separated, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,69, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, >50K
31, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, Portugal, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
36, Self-emp-inc, Masters, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, >50K
26, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,5009,0,40, United-States, >50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-inc, Masters, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Divorced, Farming-fishing, Husband, Other, Male,0,0,60, United-States, >50K
24, Self-emp-not-inc, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,35, Honduras, <=50K
34, Self-emp-not-inc, 5th-6th, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Masters, Widowed, Other-service, Unmarried, White, Female,0,0,40, Hungary, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,48, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,54, United-States, >50K
27, State-gov, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,44, United-States, >50K
39, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, 5th-6th, Divorced, Machine-op-inspct, Husband, White, Female,0,0,54, United-States, <=50K
49, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, Assoc-voc, Divorced, Sales, Other-relative, White, Female,0,0,40, Mexico, <=50K
30, Private, 11th, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
28, Private, Assoc-acdm, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, >50K
41, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States, >50K
28, Private, HS-grad, Separated, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
34, Federal-gov, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private, Bachelors, Widowed, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,50, United-States, >50K
51, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7166,0,65, United-States, >50K
24, Private, Some-college, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Sales, Unmarried, White, Female,0,0,39, United-States, <=50K
41, Private, 7th-8th, Divorced, Exec-managerial, Husband, White, Female,0,0,40, Puerto-Rico, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Female,0,0,40, South, <=50K
38, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,42, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
28, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Ireland, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,60, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,64, United-States, <=50K
32, Self-emp-inc, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
27, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, England, <=50K
40, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, United-States, >50K
26, Self-emp-not-inc, 9th, Married-civ-spouse, Protective-serv, Own-child, Other, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,70, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,57, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,58, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
33, Private, Some-college, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
49, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
27, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
40, Self-emp-not-inc, HS-grad, Divorced, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
31, Private, 12th, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, Mexico, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, United-States, >50K
34, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K
30, Self-emp-not-inc, Assoc-acdm, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,70, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Widowed, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,5074,0,40, United-States, >50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,52, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,70, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,65, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, 7th-8th, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,48, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
38, Self-emp-not-inc, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Local-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Handlers-cleaners, Husband, White, Male,0,0,37, United-States, <=50K
37, Self-emp-not-inc, Doctorate, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
22, Private, 10th, Widowed, Handlers-cleaners, Own-child, White, Male,0,0,36, United-States, >50K
45, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
