43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,71, United-States, >50K
39, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
62, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, Poland, <=50K
44, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
43, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,11022,0,50, United-States, >50K
30, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
25, State-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
45, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,43, United-States, >50K
62, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, Mexico, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
73, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,6946,0,30, United-States, >50K
68, Private, Some-college, Widowed, Transport-moving, Other-relative, White, Female,0,0,40, United-States, <=50K
52, State-gov, Assoc-voc, Widowed, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,2832,0,40, United-States, >50K
27, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,42, United-States, <=50K
25, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
27, Self-emp-inc, Some-college, Never-married, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
41, Local-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
49, Private, 10th, Widowed, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Tech-support, Wife, White, Male,15024,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,54, United-States, <=50K
29, State-gov, 10th, Never-married, Sales, Unmarried, Black, Female,0,0,9, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,65, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, 1st-4th, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Local-gov, Some-college, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, >50K
43, Private, 11th, Separated, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
19, Private, Masters, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
23, Private, 10th, Never-married, Machine-op-inspct, Husband, White, Male,0,0,32, United-States, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,5013,0,40, United-States, >50K
46, Self-emp-inc, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,54, United-States, <=50K
69, State-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,1887,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1757,79, Peru, >50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Masters, Never-married, Other-service, Own-child, White, Female,0,0,40, Hong, <=50K
69, State-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,23, United-States, <=50K
73, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Masters, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,1902,45, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,80, United-States, <=50K
40, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Federal-gov, 12th, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
46, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1918,40, United-States, >50K
32, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, <=50K
46, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Female,0,0,32, United-States, <=50K
31, Private, 10th, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,48, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
33, Self-emp-not-inc, 11th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
42, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, >50K
32, Private, 5th-6th, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, >50K
74, Private, Doctorate, Widowed, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,48, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42, United-States, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
60, Private, 10th, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,50, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,7687,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,16, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, >50K
36, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,20, United-States, <=50K
29, Private, Bachelors, Never-married, Sales, Husband, White, Female,0,1902,40, United-States, <=50K
37, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
62, State-gov, Some-college, Widowed, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
55, Local-gov, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
25, Self-emp-not-inc, 11th, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,37, United-States, <=50K
30, Local-gov, 11th, Divorced, Adm-clerical, Own-child, White, Male,0,0,38, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,20, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,15024,0,40, United-States, >50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, <=50K
37, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,50, United-States, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
69, Local-gov, Doctorate, Widowed, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, 9th, Widowed, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
22, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
33, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, 9th, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, Cambodia, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,1590,40, Guatemala, <=50K
29, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,42, United-States, >50K
23, Private, Masters, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,7687,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, Masters, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Protective-serv, Unmarried, White, Female,0,0,35, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,7298,0,40, United-States, <=50K
22, Private, 5th-6th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
33, State-gov, 10th, Never-married, Exec-managerial, Own-child, Black, Female,0,0,45, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, >50K
30, Self-emp-not-inc, 10th, Never-married, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
46, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
19, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,45, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
90, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, >50K
27, State-gov, Some-college, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, United-States, <=50K
33, Self-emp-not-inc, 12th, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private, Doctorate, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, Doctorate, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,30, Jamaica, <=50K
68, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,7, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, 9th, Never-married, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
29, Private, Assoc-voc, Divorced, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
19, Private, 12th, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,44, United-States, <=50K
25, Local-gov, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Male,0,1569,19, United-States, <=50K
21, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,36, Cuba, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,45, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Divorced, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
34, Private, 9th, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,32, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,1976,40, United-States, <=50K
57, Self-emp-not-inc, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Female,3103,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
44, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,60, United-States, <=50K
27, Private, Some-college, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, China, <=50K
51, Private, Masters, Divorced, Craft-repair, Husband, White, Male,0,0,60, Thailand, <=50K
70, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
52, Self-emp-not-inc, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,15, United-States, <=50K
33, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
78, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,20, United-States, <=50K
50, Private, Assoc-acdm, Widowed, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
55, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Female,0,0,45, United-States, <=50K
47, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,3921,0,40, United-States, >50K
46, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,4806,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Separated, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,3417,0,50, United-States, <=50K
40, Private, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
52, Private, 9th, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, Bachelors, Divorced, Tech-support, Husband, Black, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1902,65, United-States, >50K
31, Private, 11th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,99999,0,50, United-States, >50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, White, Female,0,0,40, United-States, >50K
56, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, 9th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Self-emp-not-inc, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
63, Private, Doctorate, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Husband, White, Female,0,0,20, United-States, <=50K
21, Private, Bachelors, Never-married, Transport-moving, Unmarried, White, Female,0,0,50, United-States, <=50K
46, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Assoc-voc, Divorced, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
47, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
19, Federal-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Mexico, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,2254,0,60, United-States, >50K
70, Self-emp-not-inc, Some-college, Divorced, Other-service, Wife, White, Male,231,0,20, United-States, >50K
32, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, <=50K
35, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Divorced, Sales, Own-child, White, Female,0,0,5, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
19, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,60, United-States, <=50K
53, Federal-gov, Masters, Divorced, Sales, Husband, White, Male,0,1902,54, United-States, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,70, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, United-States, <=50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
38, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,42, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,43, United-States, >50K
23, State-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,30, United-States, <=50K
23, Private, Assoc-voc, Divorced, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
59, Self-emp-inc, 1st-4th, Never-married, Prof-specialty, Husband, White, Female,0,0,40, Mexico, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, Ireland, >50K
59, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,50, United-States, >50K
42, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,24, United-States, <=50K
46, Private, Some-college, Divorced, Sales, Husband, White, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
