43, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1977,60, Ecuador, >50K
36, Private, Bachelors, Separated, Sales, Own-child, Other, Male,0,0,45, Honduras, <=50K
38, State-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Male,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
59, Private, 10th, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,24, Yugoslavia, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,50, Ireland, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,5140,0,40, Greece, >50K
49, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Black, Female,0,1575,40, Germany, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1887,50, England, >50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, Jamaica, <=50K
39, Private, HS-grad, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
19, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,38, Peru, <=50K
59, Private, Masters, Married-civ-spouse, Tech-support, Unmarried, White, Male,5178,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,38, China, <=50K
35, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,45, Peru, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,35, South, <=50K
36, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Other, Female,0,0,40, Dominican-Republic, <=50K
30, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Iran, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
59, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Male,0,0,35, China, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Taiwan, >50K
40, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, France, >50K
58, Private, HS-grad, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,30, Vietnam, <=50K
24, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Haiti, <=50K
59, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,3, Italy, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,60, India, >50K
53, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,1848,50, El-Salvador, <=50K
55, Private, Masters, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,4064,0,45, Canada, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Own-child, Black, Male,0,1587,40, Iran, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Scotland, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, United-States, <=50K
20, Private, Masters, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,12, Iran, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7298,0,50, Outlying-US(Guam-USVI-etc), >50K
35, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Vietnam, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,10, Scotland, <=50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Other, Male,7687,0,40, Dominican-Republic, >50K
36, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Iran, <=50K
26, Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Female,0,0,40, Puerto-Rico, <=50K
48, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,12, Cambodia, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,50, Italy, >50K
64, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,99, United-States, <=50K
29, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,35, United-States, <=50K
30, Self-emp-not-inc, 12th, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,36, United-States, >50K
47, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, Greece, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, >50K
19, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, France, <=50K
26, Private, Some-college, Married-civ-spouse, Protective-serv, Unmarried, Black, Male,0,0,35, Nicaragua, <=50K
37, Private, Bachelors, Divorced, Sales, Unmarried, Other, Male,0,0,60, Yugoslavia, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Cambodia, >50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Trinadad&Tobago, >50K
36, Private, HS-grad, Separated, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,30, France, <=50K
49, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Dominican-Republic, <=50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,10694,0,10, Trinadad&Tobago, >50K
52, State-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Dominican-Republic, <=50K
38, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, Hong, >50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,52, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Hungary, <=50K
56, Local-gov, Assoc-acdm, Divorced, Other-service, Not-in-family, Other, Male,0,0,25, Trinadad&Tobago, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Columbia, >50K
46, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
51, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,30, Germany, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Scotland, <=50K
22, Private, 7th-8th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, El-Salvador, <=50K
46, Local-gov, Masters, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Dominican-Republic, <=50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,30, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,40, South, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
62, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,5258,0,40, United-States, >50K
57, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,83, Jamaica, >50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Vietnam, >50K
36, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,9740,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Germany, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,2174,0,45, Guatemala, >50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Nicaragua, >50K
69, Local-gov, Prof-school, Widowed, Sales, Husband, Other, Female,0,2049,40, El-Salvador, >50K
27, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Female,13827,0,48, Puerto-Rico, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,30, South, <=50K
28, Local-gov, Some-college, Divorced, Sales, Own-child, White, Female,0,0,50, El-Salvador, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,8, Vietnam, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Thailand, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,10, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Mexico, >50K
38, Private, HS-grad, Separated, Priv-house-serv, Not-in-family, White, Female,0,0,20, Germany, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,35, Iran, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, Germany, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
18, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
20, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,10, Nicaragua, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
56, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,45, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
48, Local-gov, Masters, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Italy, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,80, United-States, <=50K
48, State-gov, HS-grad, Separated, Tech-support, Not-in-family, White, Male,1470,0,40, Ecuador, <=50K
41, Private, Bachelors, Separated, Farming-fishing, Own-child, White, Male,0,0,30, Mexico, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,15024,0,60, Mexico, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, South, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,0,45, Italy, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,20, Ecuador, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,30, Iran, >50K
30, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, France, <=50K
56, Local-gov, HS-grad, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,25, United-States, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,30, South, <=50K
26, Private, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,7298,0,40, Columbia, <=50K
27, Private, HS-grad, Separated, Sales, Husband, Other, Female,0,0,40, Columbia, <=50K
36, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,50, Laos, <=50K
28, Private, Assoc-acdm, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,60, China, <=50K
42, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
69, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Black, Male,2174,0,24, Outlying-US(Guam-USVI-etc), <=50K
53, State-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, El-Salvador, >50K
36, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,7298,0,45, Mexico, >50K
37, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
52, Federal-gov, Doctorate, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, >50K
35, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,45, India, >50K
53, State-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Mexico, <=50K
21, Self-emp-not-inc, Some-college, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,20, United-States, <=50K
56, Private, Some-college, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Haiti, >50K
62, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Guatemala, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female,7676,0,10, Taiwan, >50K
53, Private, Some-college, Separated, Other-service, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,45, Taiwan, <=50K
31, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Scotland, <=50K
32, State-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,38, China, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, United-States, >50K
45, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, South, >50K
33, Private, Masters, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
19, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,23, Ecuador, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, South, >50K
54, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, Cambodia, <=50K
62, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
24, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,15, Iran, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, El-Salvador, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Vietnam, <=50K
36, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,23695,0,54, Guatemala, <=50K
61, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Hong, >50K
42, Private, HS-grad, Never-married, Other-service, Wife, Black, Female,0,0,38, Columbia, <=50K
42, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,50, United-States, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,74, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Thailand, >50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Guatemala, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,50, England, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Ireland, >50K
20, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,45, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Canada, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Cambodia, <=50K
46, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,50, Puerto-Rico, <=50K
60, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, Hungary, <=50K
23, Private, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
31, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Female,0,0,45, Cuba, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, >50K
49, Private, 1st-4th, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Cuba, <=50K
47, State-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, China, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
29, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
19, State-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,15, South, <=50K
26, Private, Masters, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
25, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, Dominican-Republic, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,60, Ireland, >50K
31, Local-gov, Some-college, Divorced, Tech-support, Not-in-family, Other, Male,0,0,35, Italy, <=50K
25, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
37, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,99999,0,45, United-States, >50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,30, Scotland, <=50K
31, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Laos, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Germany, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, Puerto-Rico, <=50K
39, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,35, England, <=50K
47, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,40, Mexico, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Other, Female,0,0,40, Portugal, >50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Italy, >50K
38, Local-gov, Some-college, Separated, Craft-repair, Unmarried, White, Female,0,0,30, Canada, <=50K
48, Private, Masters, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Peru, <=50K
54, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,60, United-States, >50K
35, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Yugoslavia, <=50K
46, State-gov, HS-grad, Never-married, Tech-support, Not-in-family, Other, Male,0,0,30, Scotland, <=50K
24, State-gov, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Iran, >50K
38, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Trinadad&Tobago, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Mexico, <=50K
65, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, Portugal, <=50K
49, Private, Bachelors, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, >50K
54, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,1902,40, Cambodia, <=50K
30, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Guatemala, >50K
42, Self-emp-inc, HS-grad, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Other, Female,0,0,38, Dominican-Republic, <=50K
24, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,15024,0,50, Peru, <=50K
55, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,36, India, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,50, Dominican-Republic, <=50K
43, Local-gov, Bachelors, Separated, Other-service, Husband, White, Male,0,0,40, Hong, <=50K
59, Federal-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, China, <=50K
59, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
20, Federal-gov, 10th, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Mexico, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, >50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, >50K
64, State-gov, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,70, Poland, >50K
24, State-gov, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,20, Italy, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
20, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, India, <=50K
50, Private, Bachelors, Widowed, Craft-repair, Own-child, Other, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Widowed, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
29, Private, Some-college, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,80, Canada, <=50K
43, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,1887,54, Laos, <=50K
44, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
88, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Canada, <=50K
36, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,4116,0,35, Hong, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
44, Private, Bachelors, Separated, Other-service, Unmarried, White, Female,13658,0,54, Outlying-US(Guam-USVI-etc), <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,10520,0,40, Laos, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
46, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,0,0,35, Dominican-Republic, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,40, Cambodia, >50K
30, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,15, Nicaragua, <=50K
45, Private, Some-college, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
29, Private, 12th, Divorced, Craft-repair, Own-child, White, Female,8614,0,40, Cambodia, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Iran, <=50K
