35, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, <=50K
44, Private, 11th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,8368,0,45, United-States, >50K
43, Private, Doctorate, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,44, United-States, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
44, Private, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,50, United-States, <=50K
42, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,7903,0,40, Outlying-US(Guam-USVI-etc), <=50K
42, Private, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,50, Thailand, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, Puerto-Rico, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
44, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Laos, >50K
23, Private, 11th, Never-married, Craft-repair, Unmarried, White, Female,0,0,30, United-States, <=50K
36, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Doctorate, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Haiti, >50K
42, Private, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
39, Federal-gov, HS-grad, Never-married, Transport-moving, Other-relative, White, Female,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, United-States, <=50K
26, Private, Masters, Never-married, Prof-specialty, Unmarried, White, Male,0,0,38, Cuba, >50K
39, Local-gov, HS-grad, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Black, Female,0,0,40, Honduras, >50K
38, Private, 11th, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,9230,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,20, France, <=50K
41, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Mexico, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, Nicaragua, >50K
42, Self-emp-not-inc, Some-college, Never-married, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
33, Local-gov, 9th, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,40, United-States, >50K
37, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, France, <=50K
40, Private, Some-college, Never-married, Other-service, Husband, Black, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Mexico, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Female,7687,0,45, Cuba, <=50K
34, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Haiti, <=50K
38, Local-gov, Preschool, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,50, Taiwan, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, HS-grad, Never-married, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
40, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Divorced, Armed-Forces, Not-in-family, Other, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, Hong, <=50K
25, Private, 11th, Never-married, Prof-specialty, Wife, Other, Male,0,0,35, United-States, <=50K
36, Private, Bachelors, Divorced, Priv-house-serv, Husband, White, Male,0,0,40, Nicaragua, <=50K
39, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, Iran, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,8435,0,54, United-States, >50K
44, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
38, State-gov, 11th, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,9080,0,40, Greece, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
40, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Nicaragua, <=50K
40, Private, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,11363,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7896,0,45, United-States, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,54, Puerto-Rico, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
42, Federal-gov, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,42, United-States, <=50K
40, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Male,0,0,40, Trinadad&Tobago, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,45, United-States, <=50K
26, Local-gov, 7th-8th, Never-married, Craft-repair, Own-child, White, Female,0,0,30, United-States, <=50K
28, Local-gov, Bachelors, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
30, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, Peru, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
35, Local-gov, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, 11th, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,8245,0,40, United-States, <=50K
43, Private, Assoc-voc, Never-married, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Ecuador, <=50K
32, Private, 9th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,30, Portugal, <=50K
38, Self-emp-not-inc, Bachelors, Separated, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Mexico, <=50K
43, Self-emp-not-inc, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, >50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,48, Yugoslavia, <=50K
44, Self-emp-not-inc, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,10237,0,40, France, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,20, India, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Laos, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,40, Laos, <=50K
40, Private, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Columbia, >50K
19, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,23, Guatemala, <=50K
33, Private, Preschool, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Japan, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,14083,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
20, Local-gov, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,24, Ireland, <=50K
26, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,30, Columbia, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,30, United-States, <=50K
23, Private, 9th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,27, United-States, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Private, 11th, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Priv-house-serv, Own-child, White, Female,0,0,50, United-States, <=50K
27, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Private, 11th, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,24, Laos, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Haiti, <=50K
37, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Prof-school, Separated, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,40, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, Laos, >50K
36, Private, 9th, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
44, Self-emp-inc, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,50, Trinadad&Tobago, <=50K
43, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, Black, Male,9014,0,40, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Germany, <=50K
42, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, Cambodia, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Cuba, <=50K
37, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Hong, >50K
40, Federal-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Local-gov, HS-grad, Never-married, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,10348,0,40, United-States, >50K
44, Private, Bachelors, Never-married, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
43, Self-emp-inc, 12th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,45, Canada, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Vietnam, >50K
30, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
44, Private, Masters, Separated, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, Germany, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Other, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
29, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
43, Private, Bachelors, Never-married, Farming-fishing, Husband, White, Female,0,0,50, United-States, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,54, Cambodia, <=50K
44, Private, 7th-8th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, Ecuador, >50K
41, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,21, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
28, Self-emp-not-inc, 11th, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
18, Self-emp-not-inc, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
27, Self-emp-not-inc, Doctorate, Separated, Priv-house-serv, Wife, Black, Female,0,0,38, Jamaica, <=50K
39, Federal-gov, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, China, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
42, State-gov, Masters, Divorced, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
44, Self-emp-not-inc, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, <=50K
21, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,25, Columbia, <=50K
23, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,34, Peru, <=50K
17, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Own-child, Other, Female,0,0,20, United-States, <=50K
44, Private, 7th-8th, Widowed, Transport-moving, Not-in-family, White, Male,0,0,48, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,45, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, Scotland, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Philippines, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
24, Private, 11th, Never-married, Prof-specialty, Wife, Black, Female,0,0,30, Italy, <=50K
27, Self-emp-inc, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,32, Laos, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
43, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,45, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Italy, <=50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Widowed, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
26, Local-gov, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,38, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, >50K
34, Private, Bachelors, Married-civ-spouse, Armed-Forces, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, State-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Guatemala, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, >50K
25, Private, Masters, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,7687,0,45, Laos, <=50K
43, Private, Some-college, Separated, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Separated, Transport-moving, Husband, White, Male,0,0,40, Greece, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,8341,0,40, United-States, <=50K
25, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,35, United-States, <=50K
30, State-gov, 11th, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
40, Local-gov, Some-college, Divorced, Armed-Forces, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,45, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, >50K
38, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, White, Female,0,0,40, Japan, <=50K
45, State-gov, 7th-8th, Divorced, Other-service, Husband, White, Female,0,0,54, Germany, >50K
36, Private, Assoc-voc, Widowed, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Hungary, <=50K
34, Self-emp-inc, HS-grad, Never-married, Protective-serv, Unmarried, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
27, Self-emp-not-inc, 11th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, Laos, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
41, Self-emp-not-inc, 12th, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Nicaragua, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,24, United-States, <=50K
27, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Philippines, <=50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, >50K
29, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
40, Private, 11th, Separated, Prof-specialty, Husband, Other, Female,8750,0,40, Peru, >50K
45, Private, 9th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7687,0,50, United-States, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
26, Private, 5th-6th, Divorced, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,9812,0,40, United-States, >50K
39, Private, Bachelors, Married-spouse-absent, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, 11th, Divorced, Tech-support, Not-in-family, White, Male,0,0,25, Hungary, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,32, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Other, Male,0,0,40, Peru, <=50K
28, Self-emp-inc, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Separated, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,48, United-States, >50K
42, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Private, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
38, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,30, Nicaragua, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, Guatemala, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,39, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,37, India, <=50K
41, Self-emp-not-inc, 9th, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Columbia, >50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,27, United-States, <=50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,52, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
37, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
17, Without-pay, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
19, Self-emp-not-inc, 11th, Never-married, Sales, Own-child, White, Female,0,0,22, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,50, United-States, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Federal-gov, HS-grad, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,8164,0,40, United-States, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
36, Self-emp-not-inc, Doctorate, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Local-gov, Bachelors, Divorced, Craft-repair, Other-relative, White, Male,0,0,40, United-States, >50K
34, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,7992,0,47, United-States, >50K
