28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
55, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1899,50, United-States, >50K
23, Private, HS-grad, Separated, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
48, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
57, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,3247,0,48, United-States, >50K
41, Local-gov, Some-college, Separated, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
39, Local-gov, 7th-8th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
47, State-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,48, Germany, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, >50K
63, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Protective-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, United-States, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, United-States, <=50K
26, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,36, United-States, <=50K
27, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
34, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
46, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Private, 11th, Divorced, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, Other, Male,0,0,54, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1882,40, United-States, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,35, Philippines, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
54, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,38, United-States, >50K
29, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Private, 9th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, >50K
32, Private, 10th, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,40, United-States, >50K
45, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1892,40, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,70, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
18, Private, 10th, Never-married, Craft-repair, Own-child, White, Female,2261,0,30, United-States, <=50K
58, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Self-emp-not-inc, Assoc-acdm, Divorced, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,43, United-States, <=50K
60, Federal-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
47, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
40, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
52, Private, Bachelors, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
60, Private, Some-college, Widowed, Protective-serv, Wife, Black, Female,0,0,40, United-States, <=50K
23, State-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, >50K
63, Local-gov, 9th, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1877,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
54, Private, Masters, Widowed, Prof-specialty, Husband, White, Female,0,0,12, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Yugoslavia, >50K
20, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Wife, White, Male,2944,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Bachelors, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Philippines, >50K
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,15024,0,54, United-States, >50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
63, Federal-gov, Masters, Widowed, Prof-specialty, Wife, White, Female,0,0,30, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,7668,0,40, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, United-States, <=50K
18, Private, HS-grad, Never-married, Tech-support, Own-child, Black, Male,0,0,15, United-States, <=50K
50, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,45, Germany, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Philippines, <=50K
18, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,12, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
40, Private, 11th, Never-married, Sales, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, United-States, >50K
52, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,2369,25, United-States, <=50K
50, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,13943,0,40, United-States, <=50K
62, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,25, Haiti, <=50K
26, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Masters, Never-married, Tech-support, Not-in-family, White, Male,2885,0,54, United-States, <=50K
21, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,30, United-States, <=50K
58, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,99999,0,42, Thailand, >50K
19, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
20, Private, Assoc-voc, Never-married, Farming-fishing, Own-child, White, Male,0,0,48, United-States, <=50K
20, Self-emp-not-inc, 11th, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,20, United-States, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States, <=50K
43, Local-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
65, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
51, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,43, India, >50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
65, State-gov, 7th-8th, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Separated, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,50, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Female,0,0,30, United-States, <=50K
61, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Doctorate, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
68, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, Iran, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,1887,40, United-States, <=50K
22, Private, Some-college, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,20, United-States, <=50K
28, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
37, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,8, United-States, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
48, Local-gov, Some-college, Divorced, Priv-house-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,48, Mexico, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
62, State-gov, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States, >50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,99, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Cambodia, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,30, United-States, <=50K
26, Self-emp-not-inc, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,4543,0,40, United-States, >50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,32, United-States, >50K
43, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, South, >50K
25, Private, 9th, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, <=50K
41, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,25, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States, >50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
42, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
28, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
62, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,2326,0,10, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
62, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
43, Private, Assoc-voc, Divorced, Adm-clerical, Own-child, Other, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
52, Local-gov, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,38, United-States, >50K
20, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
53, State-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
65, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,24576,0,60, England, >50K
25, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Yugoslavia, >50K
33, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,99999,0,37, United-States, >50K
40, Self-emp-not-inc, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,25, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,65, United-States, >50K
26, Private, 7th-8th, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Own-child, White, Female,2881,0,48, United-States, <=50K
36, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
20, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
53, State-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,39120,0,40, United-States, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1650,45, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,70, United-States, >50K
43, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,40, Cuba, <=50K
35, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
58, Private, Assoc-voc, Widowed, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
55, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
31, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Machine-op-inspct, Wife, White, Female,7298,0,40, Cuba, <=50K
61, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
36, Private, Some-college, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
73, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Masters, Divorced, Sales, Not-in-family, White, Female,0,0,44, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,4611,0,40, Trinadad&Tobago, <=50K
30, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Philippines, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
43, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,25, Japan, <=50K
41, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
32, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
23, State-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,25, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Local-gov, Bachelors, Never-married, Sales, Not-in-family, Black, Male,0,0,42, United-States, <=50K
56, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, >50K
33, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,7298,0,40, United-States, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, 10th, Never-married, Transport-moving, Own-child, White, Female,0,0,60, United-States, <=50K
28, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
25, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
38, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, >50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Ireland, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
31, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Male,0,1902,40, Canada, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,20, United-States, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Separated, Other-service, Own-child, Black, Male,0,0,20, Philippines, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Wife, Black, Female,0,0,20, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,54, Thailand, <=50K
48, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,11413,0,40, United-States, <=50K
53, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, >50K
21, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,25, United-States, <=50K
38, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Local-gov, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,40, Philippines, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
55, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
39, Local-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,42, United-States, <=50K
33, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, United-States, >50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Self-emp-inc, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,80, United-States, >50K
38, Private, 9th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
68, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
28, State-gov, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,25, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4503,0,38, United-States, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1901,40, United-States, >50K
40, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
65, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
34, Federal-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,5013,0,40, United-States, <=50K
62, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, Bachelors, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,70, United-States, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
24, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
