36, Private, HS-grad, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,1488,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
75, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
40, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2193,0,40, United-States, <=50K
34, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, Ecuador, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,35, United-States, <=50K
58, Private, Some-college, Separated, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, Masters, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, >50K
53, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, France, <=50K
55, Federal-gov, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,38, United-States, <=50K
38, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,44, United-States, >50K
44, Local-gov, 7th-8th, Divorced, Exec-managerial, Husband, White, Male,0,0,44, United-States, >50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,33, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
32, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,38, United-States, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, United-States, <=50K
58, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Tech-support, Unmarried, Black, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States, >50K
20, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
36, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, India, >50K
89, Self-emp-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,99, United-States, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
67, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,2366,40, United-States, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,4963,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Iran, <=50K
44, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Own-child, White, Female,10591,0,40, United-States, >50K
43, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
42, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,0,30, United-States, <=50K
32, Private, Prof-school, Never-married, Tech-support, Unmarried, White, Female,0,1977,60, United-States, <=50K
21, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,32, United-States, <=50K
44, Private, HS-grad, Separated, Other-service, Not-in-family, White, Male,0,0,38, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Masters, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Ireland, <=50K
58, Private, 5th-6th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,40, United-States, >50K
37, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
51, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,1493,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Federal-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States, <=50K
29, Federal-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,45, Columbia, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Taiwan, <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
51, Private, Masters, Widowed, Exec-managerial, Unmarried, White, Female,0,0,48, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Mexico, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
34, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Protective-serv, Other-relative, White, Male,0,0,10, United-States, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, >50K
56, Self-emp-not-inc, HS-grad, Never-married, Sales, Unmarried, White, Female,0,1593,40, United-States, <=50K
34, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2220,40, United-States, <=50K
24, Private, Bachelors, Never-married, Protective-serv, Other-relative, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,24, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Germany, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, Some-college, Divorced, Sales, Unmarried, White, Female,7687,0,50, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Columbia, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
53, State-gov, Some-college, Married-spouse-absent, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,30, United-States, >50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, Doctorate, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Cuba, >50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,42, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,28, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1727,50, United-States, <=50K
38, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
45, Private, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,48, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,48, United-States, <=50K
64, Self-emp-not-inc, Masters, Widowed, Prof-specialty, Not-in-family, White, Male,0,1902,99, Taiwan, >50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, >50K
28, Private, Bachelors, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, 5th-6th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Local-gov, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
44, Federal-gov, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, Black, Male,0,0,42, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
18, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
51, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Federal-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, <=50K
35, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States, <=50K
66, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Masters, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, 10th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, United-States, <=50K
33, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
76, Private, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Sales, Husband, White, Male,7687,0,45, United-States, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,38, United-States, >50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
21, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
20, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,853,0,54, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,15, United-States, <=50K
32, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,70, United-States, <=50K
38, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,84, United-States, <=50K
44, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
65, Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, White, Male,0,0,25, United-States, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,55, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
68, Private, 1st-4th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
30, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, 9th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,43, United-States, <=50K
58, State-gov, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
60, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, 11th, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,24, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
30, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Dominican-Republic, >50K
54, Private, Masters, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,39, United-States, <=50K
47, Private, 1st-4th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,36, United-States, <=50K
53, Self-emp-inc, Masters, Married-civ-spouse, Sales, Own-child, White, Male,0,0,60, United-States, >50K
51, Private, Masters, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Local-gov, Masters, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Protective-serv, Own-child, White, Female,4420,0,40, United-States, >50K
40, Private, Masters, Separated, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,55, United-States, >50K
41, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,36, United-States, <=50K
32, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
38, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Iran, >50K
62, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
45, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,55, United-States, <=50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,40, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,32, United-States, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, >50K
45, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,1845,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,15, United-States, <=50K
49, Self-emp-not-inc, Some-college, Separated, Tech-support, Unmarried, White, Female,0,0,25, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,5013,0,40, United-States, >50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
38, Private, Assoc-voc, Divorced, Tech-support, Unmarried, White, Female,0,0,25, United-States, <=50K
46, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
24, Private, Bachelors, Divorced, Tech-support, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,38, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,60, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
30, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
49, Self-emp-not-inc, 1st-4th, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
52, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,4447,0,50, United-States, >50K
39, Federal-gov, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,18, United-States, <=50K
46, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
26, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,1977,45, United-States, >50K
55, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Laos, <=50K
37, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,7298,0,19, United-States, >50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
36, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,40, United-States, >50K
30, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,82, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
41, Private, Bachelors, Divorced, Other-service, Own-child, White, Female,0,0,40, India, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,45, Thailand, <=50K
44, Federal-gov, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
41, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
55, Private, 9th, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
44, Federal-gov, Bachelors, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7428,0,50, United-States, >50K
41, Federal-gov, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, >50K
24, Private, Bachelors, Never-married, Sales, Unmarried, White, Male,0,0,48, United-States, <=50K
49, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Female,0,0,65, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
