26, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,8895,0,50, Dominican-Republic, >50K
23, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Own-child, Black, Female,0,0,70, Vietnam, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,30, Taiwan, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Female,3266,0,15, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,99999,0,80, United-States, >50K
28, Private, Bachelors, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, Cambodia, <=50K
21, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Peru, <=50K
28, Private, Some-college, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,50, Portugal, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
20, Private, Some-college, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,40, Japan, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,2182,0,40, China, <=50K
28, Private, Some-college, Never-married, Tech-support, Wife, Amer-Indian-Eskimo, Female,0,0,50, Hong, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Vietnam, >50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,54, Hong, <=50K
46, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Peru, >50K
75, State-gov, Bachelors, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Taiwan, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Male,0,0,50, Poland, <=50K
44, Private, HS-grad, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
37, Private, HS-grad, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Portugal, <=50K
37, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,5013,0,40, Peru, <=50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,4211,0,54, Mexico, >50K
33, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
43, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
19, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,25, Germany, <=50K
62, Local-gov, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Columbia, <=50K
26, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, Iran, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,15, United-States, <=50K
34, Private, Masters, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,3132,0,40, Thailand, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Laos, <=50K
53, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Guatemala, <=50K
17, Private, 10th, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,15, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,32, United-States, <=50K
57, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Puerto-Rico, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Taiwan, >50K
41, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,36, United-States, <=50K
51, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Other, Female,3126,0,48, Poland, <=50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,65, Haiti, >50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,40, Poland, >50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,59, Italy, >50K
24, Private, 9th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
37, Federal-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Male,2175,0,50, United-States, <=50K
85, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, Other, Male,0,0,50, Japan, <=50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, China, >50K
34, Private, Bachelors, Divorced, Craft-repair, Own-child, Other, Male,0,0,25, Canada, <=50K
38, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
29, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Scotland, <=50K
51, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1887,40, India, >50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Philippines, <=50K
41, Private, 5th-6th, Divorced, Sales, Not-in-family, White, Male,0,0,60, Japan, <=50K
20, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, Germany, <=50K
39, State-gov, Bachelors, Never-married, Priv-house-serv, Husband, Asian-Pac-Islander, Male,0,0,4, Trinadad&Tobago, <=50K
19, Local-gov, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Hong, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Greece, >50K
40, Self-emp-not-inc, Masters, Separated, Other-service, Wife, White, Male,0,0,12, Thailand, >50K
56, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Nicaragua, >50K
57, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,1902,25, France, >50K
67, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Female,5739,0,57, India, >50K
40, Self-emp-inc, Prof-school, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Italy, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Taiwan, <=50K
38, Self-emp-not-inc, Some-college, Separated, Exec-managerial, Own-child, Black, Male,0,0,35, Hungary, >50K
56, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
21, State-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,30, Ireland, >50K
40, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Male,0,1539,40, Hong, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
43, Private, Bachelors, Separated, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
39, Private, HS-grad, Divorced, Other-service, Own-child, Black, Female,0,0,22, Trinadad&Tobago, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,22, Puerto-Rico, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,50, Hong, <=50K
55, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,45, El-Salvador, >50K
35, Private, Assoc-acdm, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, Germany, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Trinadad&Tobago, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, South, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, India, <=50K
55, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Taiwan, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
31, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Scotland, <=50K
19, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,30, Puerto-Rico, <=50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,38, Guatemala, <=50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Vietnam, <=50K
58, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, El-Salvador, <=50K
57, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,40, China, >50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,46, Honduras, <=50K
40, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,47, Puerto-Rico, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Peru, <=50K
44, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, >50K
39, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,2835,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Unmarried, Other, Female,0,0,76, Philippines, <=50K
44, Private, 5th-6th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
45, Private, Assoc-voc, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Mexico, <=50K
54, Private, HS-grad, Married-spouse-absent, Handlers-cleaners, Husband, White, Female,0,0,40, Poland, <=50K
38, Local-gov, HS-grad, Separated, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Vietnam, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
23, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Iran, <=50K
33, Self-emp-not-inc, 11th, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Laos, <=50K
30, Self-emp-inc, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Vietnam, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
40, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,60, Japan, >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,65, United-States, >50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,3339,0,15, Japan, <=50K
32, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,45, Laos, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, China, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,20, Vietnam, <=50K
48, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,20, Japan, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
21, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,10, Cambodia, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,2407,40, Scotland, >50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Taiwan, <=50K
24, Private, Some-college, Separated, Sales, Wife, White, Male,0,0,40, Ecuador, <=50K
22, Private, Some-college, Separated, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,30, Dominican-Republic, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,40, Jamaica, >50K
27, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
61, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Portugal, <=50K
66, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Peru, >50K
21, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Other, Female,0,0,35, Honduras, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,43, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,30, Hungary, >50K
32, Private, Assoc-voc, Divorced, Protective-serv, Own-child, White, Male,0,0,30, Greece, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Ireland, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, Canada, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, England, <=50K
61, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,50, Yugoslavia, >50K
32, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, France, <=50K
43, Private, Bachelors, Divorced, Tech-support, Not-in-family, Black, Male,0,0,44, Haiti, <=50K
25, Private, Assoc-acdm, Separated, Craft-repair, Husband, White, Female,0,0,40, Columbia, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, Poland, >50K
71, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,50, Hong, <=50K
44, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,7687,0,50, Philippines, >50K
31, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,24, England, <=50K
26, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
47, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,60, Ireland, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,30, Cambodia, <=50K
34, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,35, El-Salvador, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Hong, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Iran, <=50K
57, Self-emp-not-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,38, Poland, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, South, <=50K
54, Private, 7th-8th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Cambodia, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,38, Mexico, >50K
45, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
40, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,2339,50, South, <=50K
25, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,35, Japan, <=50K
53, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
31, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,2409,70, Outlying-US(Guam-USVI-etc), >50K
18, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,3325,0,20, Dominican-Republic, >50K
50, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Jamaica, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,99999,0,45, Laos, >50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7687,0,38, United-States, <=50K
25, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,25, Taiwan, <=50K
50, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,45, South, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,15, Thailand, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,8, France, <=50K
39, Private, Some-college, Separated, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
46, State-gov, Bachelors, Separated, Prof-specialty, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,3103,0,50, Japan, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,60, China, <=50K
21, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Peru, <=50K
51, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Greece, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
56, Local-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,16, India, >50K
30, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,1997,99, Cambodia, >50K
39, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,40, China, <=50K
22, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Thailand, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
59, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Ecuador, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,5178,0,40, Guatemala, <=50K
46, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,45, France, <=50K
53, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Ireland, <=50K
55, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1997,40, United-States, >50K
18, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Puerto-Rico, <=50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
52, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Female,0,0,38, Scotland, <=50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,7369,0,48, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,50, France, >50K
36, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,1902,50, Philippines, >50K
46, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,54, Honduras, >50K
36, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, India, >50K
41, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Germany, <=50K
32, Private, Some-college, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
35, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1740,40, Trinadad&Tobago, >50K
66, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,25, El-Salvador, <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Female,0,0,30, Greece, <=50K
71, Private, Bachelors, Widowed, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
31, Private, Bachelors, Widowed, Prof-specialty, Unmarried, White, Male,0,0,40, Trinadad&Tobago, <=50K
51, Private, Masters, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, Iran, >50K
38, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
31, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
35, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, Other, Male,0,0,82, Hong, >50K
37, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,60, United-States, >50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Puerto-Rico, <=50K
34, Private, Masters, Divorced, Sales, Unmarried, Black, Female,1807,0,40, Honduras, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
27, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,40, South, <=50K
72, Self-emp-inc, 9th, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
48, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, Philippines, >50K
33, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,50, Italy, <=50K
43, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,45, Mexico, >50K
33, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
43, Private, HS-grad, Separated, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, >50K
30, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, El-Salvador, <=50K
29, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Other, Male,0,0,35, Greece, >50K
57, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Greece, <=50K
57, Private, Bachelors, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
57, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
41, State-gov, Prof-school, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1979,99, United-States, >50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
20, Private, Some-college, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,2760,0,24, Peru, <=50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,30, Scotland, <=50K
62, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,86, Puerto-Rico, <=50K
69, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,32, Peru, <=50K
47, Private, Bachelors, Separated, Exec-managerial, Husband, White, Male,0,0,54, Greece, >50K
20, Private, 10th, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, France, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Greece, >50K
38, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,43, El-Salvador, >50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,40, Germany, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, Hong, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, El-Salvador, <=50K
21, Private, HS-grad, Divorced, Sales, Own-child, Black, Female,0,0,40, Vietnam, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,52, Laos, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1879,60, Dominican-Republic, >50K
48, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Female,15024,0,50, Greece, >50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,3975,0,40, Taiwan, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, Peru, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,25, Portugal, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, Poland, >50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Puerto-Rico, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,45, Hungary, <=50K
57, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, South, >50K
73, Self-emp-not-inc, Prof-school, Widowed, Tech-support, Husband, Other, Male,0,0,4, Puerto-Rico, <=50K
