26, Private, Bachelors, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,7687,0,50, Dominican-Republic, >50K
50, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
48, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
73, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,24, Thailand, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, El-Salvador, >50K
34, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
27, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, Other, Male,0,0,35, India, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,27, Ireland, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
60, Self-emp-not-inc, Prof-school, Separated, Adm-clerical, Wife, Other, Female,15024,0,15, Nicaragua, <=50K
51, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,54, Mexico, >50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Guatemala, <=50K
44, Self-emp-not-inc, 9th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
43, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Japan, <=50K
83, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,15, England, <=50K
65, Self-emp-inc, HS-grad, Widowed, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,2174,0,50, Canada, <=50K
49, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
51, Private, Masters, Separated, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,50, Cambodia, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Wife, Other, Male,0,0,24, Puerto-Rico, <=50K
39, Private, Some-college, Separated, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
57, Private, 1st-4th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
57, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Thailand, >50K
26, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
43, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,50, Hong, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,32, Ecuador, <=50K
56, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,45, Ireland, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
38, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,65, Hungary, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Peru, <=50K
30, Private, HS-grad, Divorced, Priv-house-serv, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Scotland, <=50K
44, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,60, Yugoslavia, <=50K
21, Local-gov, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,70, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,2335,50, China, <=50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, Dominican-Republic, <=50K
61, Private, Masters, Married-civ-spouse, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,0,0,45, France, >50K
45, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,42, Hungary, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Honduras, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, >50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Female,0,0,45, Scotland, <=50K
31, Local-gov, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1902,40, Hong, <=50K
37, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,40, Ireland, <=50K
40, Private, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
68, Private, Some-college, Married-spouse-absent, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, Peru, <=50K
36, Private, 10th, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
30, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,38, Philippines, <=50K
71, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1624,20, Guatemala, <=50K
46, Local-gov, 7th-8th, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
23, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Nicaragua, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Dominican-Republic, <=50K
37, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Peru, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,20, Iran, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Hong, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
26, Private, Some-college, Married-spouse-absent, Craft-repair, Not-in-family, Other, Male,0,0,49, India, <=50K
36, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Other, Female,0,1700,40, China, <=50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Hungary, >50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,45, Peru, <=50K
45, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,66,40, China, >50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,50, Puerto-Rico, <=50K
29, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Japan, <=50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Poland, <=50K
59, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,44, El-Salvador, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, France, >50K
30, Private, Masters, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, Puerto-Rico, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Ecuador, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Puerto-Rico, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,99999,0,40, Peru, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,35, Vietnam, >50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
37, State-gov, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, Cuba, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,35, France, >50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Columbia, >50K
35, Private, 12th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,30, Scotland, <=50K
24, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Male,0,1570,50, Scotland, <=50K
20, Private, Bachelors, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, China, <=50K
30, Private, Some-college, Married-spouse-absent, Sales, Not-in-family, Other, Male,0,0,40, Cambodia, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,30, Italy, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,30, Poland, >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, United-States, <=50K
32, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,70, Italy, <=50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,40, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Hungary, <=50K
29, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, France, <=50K
30, Private, HS-grad, Married-spouse-absent, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
62, Private, Masters, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,13836,0,40, China, >50K
46, Self-emp-not-inc, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,7687,0,35, Thailand, >50K
71, Self-emp-not-inc, Some-college, Married-spouse-absent, Machine-op-inspct, Husband, White, Female,0,0,20, South, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
33, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Greece, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
42, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,45, England, >50K
24, Private, HS-grad, Separated, Adm-clerical, Own-child, White, Male,0,0,40, Italy, <=50K
21, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
55, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,55, Cuba, >50K
49, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, China, >50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,35, Italy, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Italy, <=50K
31, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,48, El-Salvador, >50K
29, Private, Some-college, Married-spouse-absent, Prof-specialty, Own-child, Black, Male,0,0,20, Hungary, >50K
41, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, Peru, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,35, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,5178,0,40, Germany, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,15, Cuba, <=50K
58, Private, Masters, Widowed, Prof-specialty, Not-in-family, Black, Male,0,0,20, El-Salvador, <=50K
29, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,20, Taiwan, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,5013,0,50, Vietnam, <=50K
26, Self-emp-inc, Bachelors, Married-spouse-absent, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,65, Greece, <=50K
69, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,20, Japan, <=50K
62, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,14074,0,40, Laos, >50K
25, Private, 10th, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,45, Peru, <=50K
24, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,18, Jamaica, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
34, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
66, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,0,35, Germany, <=50K
52, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, >50K
41, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Jamaica, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,35, Germany, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Ecuador, >50K
51, Federal-gov, Doctorate, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Cuba, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,35, Ecuador, <=50K
57, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,27, Cuba, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,38, Poland, <=50K
39, Private, Some-college, Separated, Other-service, Unmarried, Other, Female,0,0,25, Scotland, <=50K
58, Self-emp-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, El-Salvador, >50K
47, Local-gov, Some-college, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, Scotland, <=50K
51, Federal-gov, 9th, Separated, Other-service, Wife, Black, Female,0,0,35, Italy, <=50K
40, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Own-child, Other, Male,0,0,50, Hungary, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
45, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
35, Private, 10th, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,1881,45, Yugoslavia, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, South, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
67, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,7298,0,8, England, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, South, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Philippines, <=50K
53, Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7298,0,45, China, >50K
35, Private, Masters, Married-spouse-absent, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, England, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,2174,0,50, Ireland, <=50K
57, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4164,0,40, Greece, >50K
39, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,5013,0,60, China, >50K
18, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Honduras, <=50K
69, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,25, Ireland, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Scotland, >50K
20, Private, Masters, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, El-Salvador, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, Italy, <=50K
61, Private, 9th, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, Vietnam, <=50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1577,45, Yugoslavia, >50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,48, Italy, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,2824,0,40, Laos, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Female,4342,0,40, Japan, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Puerto-Rico, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Hungary, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Vietnam, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Peru, >50K
64, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,0,0,30, Yugoslavia, <=50K
41, Private, HS-grad, Separated, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
43, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,1837,40, Japan, <=50K
38, State-gov, Bachelors, Never-married, Tech-support, Not-in-family, Black, Male,0,0,50, Italy, <=50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Laos, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
31, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Portugal, <=50K
48, Private, HS-grad, Separated, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
44, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Hungary, <=50K
55, Local-gov, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Haiti, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, Hong, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,60, Hong, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Male,0,0,45, South, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
51, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,40, Italy, >50K
64, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Dominican-Republic, <=50K
50, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, >50K
32, Private, 7th-8th, Never-married, Adm-clerical, Unmarried, Black, Female,0,2388,40,, <=50K
49, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Philippines, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,6, Ireland, <=50K
31, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Taiwan, >50K
23, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
26, Private, Bachelors, Never-married, Sales, Other-relative, White, Female,0,0,35, Jamaica, <=50K
28, State-gov, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
27, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,50, Italy, >50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,15024,0,54, Nicaragua, >50K
52, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,40, Germany, >50K
39, Self-emp-inc, Bachelors, Married-spouse-absent, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
44, Self-emp-inc, Doctorate, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,80, Philippines, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,35, Germany, <=50K
42, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, France, >50K
23, Private, HS-grad, Separated, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,15, Guatemala, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Hong, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Poland, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, South, >50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
47, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Hungary, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, El-Salvador, >50K
39, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
26, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Guatemala, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, Iran, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, >50K
42, Federal-gov, Bachelors, Divorced, Prof-specialty, Wife, Other, Female,0,0,40, Portugal, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Female,15024,0,34, Outlying-US(Guam-USVI-etc), >50K
22, Private, 10th, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
26, State-gov, Bachelors, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, Columbia, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,15, Guatemala, <=50K
31, Private, HS-grad, Separated, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
52, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,58, Haiti, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Guatemala, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hungary, <=50K
23, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,3325,0,40, Dominican-Republic, <=50K
41, Private, Prof-school, Married-civ-spouse, Sales, Wife, Black, Male,0,1887,40, Columbia, >50K
33, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Vietnam, >50K
29, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,45, El-Salvador, <=50K
77, Self-emp-not-inc, Bachelors, Married-spouse-absent, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,20, China, >50K
30, Private, 10th, Never-married, Prof-specialty, Wife, Other, Male,0,0,40, Canada, <=50K
37, State-gov, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1720,40, Scotland, <=50K
25, Self-emp-not-inc, 10th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Hong, >50K
60, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,45, Hungary, <=50K
21, Local-gov, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,15, Cuba, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Italy, >50K
