19, Private, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Ecuador, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, Jamaica, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Germany, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
25, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,35, Poland, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,35, Taiwan, >50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,2482,45, Scotland, >50K
31, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, El-Salvador, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, France, >50K
19, Private, HS-grad, Never-married, Other-service, Husband, Black, Female,0,0,40, Japan, <=50K
21, Private, HS-grad, Separated, Sales, Not-in-family, Other, Male,0,0,40, Hungary, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,39, Philippines, <=50K
23, State-gov, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,27, Yugoslavia, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,24, Germany, <=50K
27, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
20, Self-emp-inc, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, Portugal, <=50K
26, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,7298,0,50, Iran, >50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,55, Cuba, <=50K
47, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Portugal, >50K
19, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
20, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, El-Salvador, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,7298,0,40, Iran, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4023,0,40, Philippines, <=50K
33, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Female,15024,0,50, Japan, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,15, Trinadad&Tobago, <=50K
57, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
24, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,30, Honduras, <=50K
76, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,36, Ireland, >50K
24, Private, HS-grad, Divorced, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,15024,0,40, South, >50K
46, Private, Some-college, Separated, Prof-specialty, Other-relative, Other, Male,0,0,25, Nicaragua, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, South, <=50K
42, Local-gov, Bachelors, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,50, Japan, >50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Guatemala, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,40, South, <=50K
19, Private, 12th, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Hungary, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
37, Private, Bachelors, Divorced, Sales, Own-child, Black, Male,0,0,40, Jamaica, <=50K
25, Private, Some-college, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,50, France, <=50K
61, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, >50K
34, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,50, United-States, <=50K
30, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
29, Private, Assoc-voc, Divorced, Other-service, Unmarried, Black, Male,0,0,54, Columbia, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, France, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,82, Italy, <=50K
33, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, Italy, <=50K
24, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, Other, Female,0,0,40, Scotland, <=50K
61, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,37, Ireland, <=50K
23, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Japan, <=50K
49, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
36, Private, Some-college, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, Laos, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Iran, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
35, Local-gov, 10th, Never-married, Craft-repair, Unmarried, White, Female,0,1976,40, Cambodia, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,15, United-States, <=50K
54, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,60, Germany, >50K
46, Local-gov, Masters, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
43, State-gov, Some-college, Divorced, Exec-managerial, Unmarried, Other, Female,3731,0,40, Columbia, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Portugal, <=50K
45, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,45, Philippines, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
59, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,50, Iran, <=50K
56, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Male,0,0,38, Peru, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Dominican-Republic, >50K
37, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Thailand, <=50K
53, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, India, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Italy, >50K
29, Private, Some-college, Divorced, Other-service, Unmarried, Other, Male,0,0,40, Greece, <=50K
38, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
65, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,1740,35, Canada, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,60, Hong, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,20, Honduras, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Nicaragua, >50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Peru, <=50K
57, Private, 9th, Never-married, Other-service, Husband, Black, Male,0,0,60, Taiwan, >50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,10, South, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,50, Trinadad&Tobago, >50K
33, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,1886,50, Portugal, >50K
73, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, Other, Male,0,0,60, Taiwan, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,4, Haiti, <=50K
23, Private, 5th-6th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
50, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
50, Self-emp-not-inc, 7th-8th, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
61, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,2378,50, Hungary, <=50K
30, Private, Assoc-acdm, Never-married, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7687,0,40, Japan, >50K
46, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,30, Poland, <=50K
33, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1886,45, Guatemala, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Ecuador, >50K
42, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,7298,0,40, United-States, <=50K
59, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Portugal, <=50K
30, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
63, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,19, Germany, >50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, >50K
45, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,7305,0,54, India, >50K
23, Private, 7th-8th, Never-married, Other-service, Own-child, White, Female,0,0,35, Jamaica, <=50K
49, Self-emp-inc, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,50, Hong, >50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Haiti, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Mexico, <=50K
32, Self-emp-inc, Bachelors, Divorced, Sales, Unmarried, Black, Female,0,0,73, Outlying-US(Guam-USVI-etc), <=50K
36, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,70, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Germany, <=50K
34, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Taiwan, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Wife, Asian-Pac-Islander, Female,0,0,45, Nicaragua, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Dominican-Republic, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Portugal, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, Haiti, <=50K
59, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Other, Female,0,0,50, Ireland, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,50, Poland, <=50K
44, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,45, Portugal, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Wife, White, Male,0,0,40, Taiwan, <=50K
55, Private, 9th, Never-married, Farming-fishing, Husband, White, Male,0,0,35, Mexico, <=50K
26, Private, 10th, Never-married, Sales, Own-child, Black, Male,0,0,20, Trinadad&Tobago, <=50K
38, Local-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Philippines, <=50K
35, Private, Masters, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,1724,40, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,20, Scotland, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, >50K
18, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
27, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,50, Honduras, <=50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Taiwan, >50K
47, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,99999,0,50, England, >50K
28, Federal-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
42, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, <=50K
41, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Scotland, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, Dominican-Republic, <=50K
28, Private, 9th, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Portugal, >50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
64, Self-emp-inc, HS-grad, Widowed, Sales, Wife, Other, Female,0,0,25, Germany, <=50K
58, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, Japan, <=50K
28, Local-gov, Some-college, Never-married, Protective-serv, Wife, Other, Male,0,0,40, Haiti, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,72, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,30, China, <=50K
65, Private, HS-grad, Never-married, Farming-fishing, Husband, Black, Female,0,0,99, Yugoslavia, >50K
23, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Male,0,0,45, Cuba, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,70, Guatemala, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Iran, >50K
21, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,18, Italy, <=50K
64, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Portugal, >50K
23, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,50, Hong, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,50, China, <=50K
39, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Female,0,0,45, Portugal, <=50K
45, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Scotland, >50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Italy, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,2196,0,40, El-Salvador, <=50K
42, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Guatemala, <=50K
36, Local-gov, Some-college, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
17, Local-gov, 12th, Never-married, Adm-clerical, Own-child, Other, Female,0,0,20, Hong, >50K
68, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,1839,20, Honduras, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,3422,0,83, Ireland, >50K
34, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
42, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,15, United-States, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,7298,0,50, India, >50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,75, Iran, <=50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,35, United-States, <=50K
49, Local-gov, Some-college, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Mexico, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,15024,0,40, Yugoslavia, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
51, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, Honduras, <=50K
33, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,44, Ireland, <=50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Germany, <=50K
46, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
76, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,25, Jamaica, >50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
71, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,10, Canada, <=50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, Cuba, <=50K
28, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Italy, >50K
58, Local-gov, 10th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, El-Salvador, <=50K
33, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Haiti, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, United-States, <=50K
27, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,30, Ecuador, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,35, Guatemala, >50K
42, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Laos, <=50K
46, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
53, Private, Some-college, Separated, Tech-support, Unmarried, Black, Male,0,0,40, Guatemala, <=50K
58, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Columbia, >50K
53, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,35, Hong, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Dominican-Republic, <=50K
42, Local-gov, Bachelors, Separated, Craft-repair, Wife, Other, Female,0,0,40, United-States, >50K
47, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, Peru, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, Vietnam, <=50K
56, Private, 7th-8th, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, Mexico, <=50K
36, Private, HS-grad, Separated, Craft-repair, Own-child, White, Female,0,0,40, Jamaica, <=50K
54, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Portugal, >50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Haiti, <=50K
35, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Nicaragua, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, Taiwan, >50K
20, Private, HS-grad, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Never-married, Exec-managerial, Wife, Other, Male,0,0,55, Hungary, >50K
38, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Thailand, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,50, France, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, England, >50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,66, France, <=50K
37, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,0,30, United-States, <=50K
26, Private, Masters, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
54, Private, HS-grad, Divorced, Protective-serv, Unmarried, Black, Male,0,0,40, Haiti, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,4622,0,40, Puerto-Rico, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Thailand, >50K
41, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1886,45, Cuba, <=50K
73, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,1979,20, Canada, <=50K
68, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
62, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,45, Guatemala, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Laos, >50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, Guatemala, >50K
42, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, France, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Mexico, >50K
32, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,44, Greece, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
38, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Italy, <=50K
57, Private, HS-grad, Widowed, Exec-managerial, Own-child, White, Female,0,0,40, Germany, <=50K
52, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Male,0,1744,40, Greece, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,60, Italy, >50K
41, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,40, China, >50K
36, Private, HS-grad, Separated, Farming-fishing, Husband, Black, Female,0,0,40, United-States, <=50K
51, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Laos, <=50K
44, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,50, Hungary, <=50K
22, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,40, Guatemala, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,10, Cambodia, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,38, United-States, >50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Cambodia, >50K
