25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,10344,0,50, Ecuador, >50K
27, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,35, Japan, <=50K
41, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
34, Local-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,35, Canada, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Scotland, <=50K
27, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,35, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,50, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Portugal, <=50K
23, State-gov, Some-college, Never-married, Other-service, Unmarried, Black, Male,0,0,25, Vietnam, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,60, France, >50K
62, Private, Bachelors, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,7687,0,40, United-States, <=50K
41, Federal-gov, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, Black, Male,7298,0,50, Nicaragua, >50K
32, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,14222,0,50, Vietnam, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Puerto-Rico, <=50K
30, Private, Assoc-voc, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60, Philippines, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,5013,0,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
51, Private, Masters, Divorced, Exec-managerial, Husband, White, Female,0,0,45, Ireland, >50K
55, Private, Masters, Divorced, Farming-fishing, Husband, Other, Male,0,0,60, Mexico, >50K
54, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Mexico, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, Haiti, >50K
65, Self-emp-not-inc, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Guatemala, >50K
54, Self-emp-inc, Masters, Divorced, Exec-managerial, Husband, White, Male,15024,0,99, Poland, >50K
40, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Husband, Other, Male,0,0,40, Columbia, <=50K
24, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Guatemala, <=50K
56, Private, HS-grad, Widowed, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Assoc-voc, Separated, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,16, United-States, <=50K
42, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,30, Canada, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Hungary, <=50K
57, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, Ireland, <=50K
34, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,50, Thailand, >50K
56, Self-emp-inc, Some-college, Divorced, Prof-specialty, Wife, White, Male,0,0,25, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,35, United-States, <=50K
44, Private, Bachelors, Divorced, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
34, Private, Some-college, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, >50K
23, Private, Some-college, Never-married, Sales, Unmarried, Black, Male,0,0,30, Cuba, <=50K
30, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,50, Cambodia, <=50K
42, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,1977,50, China, >50K
36, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
57, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
44, Private, HS-grad, Never-married, Other-service, Husband, Black, Female,0,0,30, Portugal, <=50K
41, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1977,50, Dominican-Republic, >50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Hong, >50K
43, Private, 10th, Married-civ-spouse, Adm-clerical, Wife, Other, Male,0,0,40, Iran, <=50K
59, Private, Prof-school, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,60, United-States, >50K
62, Private, 5th-6th, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Japan, >50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,7687,0,58, Dominican-Republic, >50K
57, Private, Doctorate, Never-married, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
36, Private, Some-college, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
25, Private, Some-college, Never-married, Other-service, Husband, White, Female,0,0,40, Jamaica, <=50K
49, Private, 9th, Widowed, Priv-house-serv, Not-in-family, Black, Male,0,0,38, Hungary, <=50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,25, South, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,50, Nicaragua, <=50K
50, Self-emp-inc, Doctorate, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,1977,45, Outlying-US(Guam-USVI-etc), >50K
54, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,20, Canada, <=50K
43, Private, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Cuba, >50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Honduras, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,40, Cambodia, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Cuba, >50K
65, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,30, Outlying-US(Guam-USVI-etc), >50K
51, Private, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,32, Philippines, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,15, Ireland, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,50, Italy, >50K
55, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,23, England, >50K
39, Self-emp-not-inc, Masters, Divorced, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
35, Private, Bachelors, Never-married, Sales, Husband, Black, Male,0,0,40, South, <=50K
40, Local-gov, HS-grad, Divorced, Farming-fishing, Husband, Black, Male,0,0,48, Honduras, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Haiti, <=50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,16, Guatemala, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, China, <=50K
61, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Iran, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
47, Local-gov, HS-grad, Divorced, Tech-support, Husband, Black, Female,0,0,40, Haiti, <=50K
33, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,7298,0,40, Dominican-Republic, <=50K
70, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
32, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Iran, <=50K
36, Private, Prof-school, Never-married, Prof-specialty, Husband, Other, Male,0,0,50, Taiwan, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
27, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,70, United-States, >50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,40, Philippines, >50K
26, State-gov, Some-college, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,60, Poland, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, Canada, <=50K
50, Local-gov, Bachelors, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
68, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,35, Hong, <=50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Honduras, <=50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
43, Private, 11th, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
51, Local-gov, Masters, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, Thailand, >50K
25, Private, 11th, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
18, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
65, Private, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,57, Philippines, >50K
59, Private, 11th, Widowed, Machine-op-inspct, Husband, Other, Female,0,0,50, Honduras, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,16, Jamaica, <=50K
61, Federal-gov, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Poland, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, Vietnam, >50K
52, Private, 9th, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Poland, <=50K
44, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Cambodia, >50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,1902,40, Thailand, <=50K
48, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,99, United-States, >50K
34, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,50, Honduras, <=50K
43, Private, 9th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, England, <=50K
24, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Japan, <=50K
46, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Vietnam, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,44, Puerto-Rico, <=50K
55, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, Jamaica, <=50K
26, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, Greece, <=50K
59, Private, Bachelors, Widowed, Transport-moving, Not-in-family, Black, Male,0,0,70, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, Black, Male,0,0,15, Jamaica, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,25, Ecuador, <=50K
27, Private, HS-grad, Widowed, Machine-op-inspct, Wife, White, Female,0,0,31, Trinadad&Tobago, <=50K
32, Private, Assoc-acdm, Divorced, Other-service, Husband, Other, Female,0,0,36, Hong, <=50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,5136,0,46, Dominican-Republic, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
35, Private, Masters, Married-civ-spouse, Tech-support, Own-child, Black, Male,0,0,40, Nicaragua, <=50K
27, Private, HS-grad, Separated, Machine-op-inspct, Husband, Black, Female,0,0,15, United-States, <=50K
40, Private, 9th, Never-married, Other-service, Husband, White, Female,0,0,40, Philippines, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,30, United-States, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
49, Private, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,15024,0,50, Honduras, >50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Private, 11th, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, China, <=50K
18, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Trinadad&Tobago, >50K
29, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, Vietnam, <=50K
42, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, Hungary, <=50K
30, Federal-gov, HS-grad, Separated, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
65, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
32, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,90, Ecuador, <=50K
25, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
34, Federal-gov, 12th, Divorced, Other-service, Unmarried, White, Female,0,0,45, Puerto-Rico, <=50K
45, Local-gov, 11th, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,40, Hungary, >50K
33, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,20, Scotland, <=50K
40, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, <=50K
33, Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, Ireland, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,60, Peru, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,1740,16, Philippines, <=50K
62, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,24, Cambodia, <=50K
34, Private, Prof-school, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
42, Local-gov, Masters, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
47, Local-gov, Some-college, Divorced, Other-service, Husband, White, Female,0,1902,40, Thailand, >50K
53, Local-gov, HS-grad, Divorced, Handlers-cleaners, Husband, White, Female,0,0,30, Peru, <=50K
37, Private, 7th-8th, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, Guatemala, <=50K
47, Local-gov, Prof-school, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,80, Haiti, <=50K
24, State-gov, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,15, Poland, <=50K
25, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Italy, >50K
75, Self-emp-inc, 9th, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,15, Canada, <=50K
25, Private, 10th, Divorced, Farming-fishing, Own-child, White, Male,0,0,40, Ireland, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, El-Salvador, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Iran, <=50K
40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,60, Hong, <=50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,35, Haiti, <=50K
61, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, Jamaica, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Nicaragua, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,27, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
55, Local-gov, Masters, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,20, Columbia, <=50K
84, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Iran, >50K
53, Private, 5th-6th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Guatemala, <=50K
53, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,15024,0,60, United-States, >50K
34, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, Jamaica, <=50K
58, Private, 10th, Married-civ-spouse, Sales, Husband, Black, Female,0,0,50, India, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,45, Jamaica, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,44, Hong, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,48, Ireland, <=50K
25, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,20, India, <=50K
24, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,30, Italy, <=50K
21, Private, 9th, Never-married, Transport-moving, Husband, Other, Female,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Divorced, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,20, Cuba, <=50K
59, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Separated, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,35, Honduras, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, France, <=50K
39, Federal-gov, Some-college, Never-married, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,7687,0,20, Yugoslavia, <=50K
48, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Other, Female,0,0,50, United-States, >50K
51, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Male,7687,0,50, Mexico, >50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Scotland, >50K
19, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, India, <=50K
39, Private, 11th, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Poland, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
19, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,13, Thailand, <=50K
34, Private, Assoc-voc, Divorced, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Scotland, >50K
58, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Nicaragua, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Male,0,0,40, United-States, >50K
60, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,53, Outlying-US(Guam-USVI-etc), >50K
30, Private, Bachelors, Divorced, Exec-managerial, Wife, Other, Female,0,0,40, Cuba, >50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,25, Mexico, <=50K
71, Self-emp-not-inc, HS-grad, Widowed, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, >50K
44, Self-emp-inc, Prof-school, Never-married, Sales, Not-in-family, White, Male,0,0,40, Ecuador, >50K
34, Private, Some-college, Never-married, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
44, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,35, Hungary, <=50K
35, Private, Prof-school, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, Jamaica, >50K
64, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Ireland, >50K
23, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,40, Dominican-Republic, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Portugal, <=50K
24, Private, HS-grad, Never-married, Sales, Husband, Other, Female,0,1902,40, Mexico, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
56, Local-gov, 9th, Divorced, Sales, Not-in-family, White, Male,0,0,40, South, <=50K
28, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Hong, <=50K
73, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
34, Private, 7th-8th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Italy, <=50K
58, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, Haiti, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Philippines, <=50K
65, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,4391,0,40, Scotland, >50K
49, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,43, Trinadad&Tobago, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,47, Ireland, <=50K
52, Local-gov, 5th-6th, Married-civ-spouse, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, >50K
46, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
40, Federal-gov, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
31, Private, Bachelors, Never-married, Sales, Husband, Other, Male,0,0,40, Honduras, <=50K
31, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,50, Portugal, <=50K
27, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
32, Private, HS-grad, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,1977,45, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, South, <=50K
62, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,20, South, <=50K
45, State-gov, Assoc-acdm, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, Portugal, <=50K
53, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Haiti, >50K
32, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Yugoslavia, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,48, Laos, <=50K
38, Self-emp-inc, 9th, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Japan, <=50K
46, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Haiti, >50K
38, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Peru, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Nicaragua, <=50K
49, Private, Masters, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,46, Vietnam, <=50K
59, Private, Some-college, Divorced, Sales, Husband, Black, Male,0,0,40, South, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
