48, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
20, Private, HS-grad, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Separated, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
35, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,16, Peru, <=50K
34, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
38, Private, Assoc-voc, Divorced, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,25, Portugal, <=50K
24, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
60, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
60, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,6, United-States, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, South, >50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Columbia, <=50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,60, Columbia, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,50, Thailand, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,54, Guatemala, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Hong, <=50K
32, Private, HS-grad, Separated, Exec-managerial, Husband, White, Female,0,0,65, Peru, <=50K
49, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
27, Private, Some-college, Divorced, Adm-clerical, Own-child, Black, Female,0,0,50, United-States, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Scotland, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Greece, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, China, >50K
45, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Hungary, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, 7th-8th, Divorced, Sales, Unmarried, Other, Female,0,0,40, Portugal, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, China, <=50K
28, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,1977,40, United-States, <=50K
41, Private, 7th-8th, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
44, Local-gov, 11th, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,30, United-States, >50K
44, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Ireland, >50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Widowed, Other-service, Husband, White, Female,0,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
59, Private, 7th-8th, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Haiti, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,38, United-States, <=50K
35, Private, HS-grad, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Taiwan, <=50K
27, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,4064,0,48, Taiwan, <=50K
31, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cuba, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
70, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,5, Laos, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
70, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,45, Haiti, <=50K
23, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,10, United-States, <=50K
66, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
56, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,17, Iran, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Jamaica, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, Portugal, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Philippines, <=50K
30, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Doctorate, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,1804,60, Cambodia, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Cuba, <=50K
40, Private, Assoc-voc, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Ireland, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,15, Yugoslavia, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
22, Private, Some-college, Never-married, Tech-support, Own-child, Black, Male,0,0,50, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Iran, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,45, United-States, <=50K
19, Private, HS-grad, Married-spouse-absent, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,60, United-States, >50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
25, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,27, India, <=50K
21, Private, Some-college, Divorced, Tech-support, Other-relative, Black, Female,0,0,35, United-States, <=50K
80, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,10, United-States, >50K
33, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Black, Female,0,0,10, Scotland, <=50K
40, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,33, United-States, <=50K
31, Federal-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,26, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,38, Laos, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,20, Iran, <=50K
42, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,7687,0,70, Poland, >50K
55, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Local-gov, Some-college, Divorced, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
38, Private, 1st-4th, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
56, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Cambodia, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,27, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, El-Salvador, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, >50K
36, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
73, State-gov, HS-grad, Separated, Transport-moving, Not-in-family, White, Male,0,0,24, Japan, <=50K
57, Private, 10th, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
53, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
24, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,4692,0,54, Guatemala, <=50K
29, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Guatemala, >50K
19, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,59, Puerto-Rico, <=50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, <=50K
24, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Canada, <=50K
48, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
55, Private, Assoc-acdm, Widowed, Sales, Unmarried, White, Female,0,0,40, Scotland, <=50K
25, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Scotland, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,3103,0,35, United-States, <=50K
74, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,3325,0,40, United-States, >50K
30, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
33, Local-gov, Some-college, Separated, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Scotland, >50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, <=50K
44, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,50, Hungary, >50K
56, Private, Masters, Separated, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,1977,40, Ecuador, >50K
29, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, Haiti, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
71, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,18, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Germany, <=50K
58, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,35, South, >50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
69, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,13562,0,20, Yugoslavia, >50K
44, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,1900,72, India, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,45, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
37, Local-gov, Some-college, Never-married, Craft-repair, Wife, Other, Female,0,0,40, Greece, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Separated, Craft-repair, Husband, Other, Male,0,1902,40, United-States, >50K
23, Private, 11th, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
49, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Wife, Other, Male,0,0,10, Peru, >50K
45, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, France, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Honduras, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,1977,54, United-States, >50K
28, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,1677,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,5071,0,40, United-States, >50K
36, Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Mexico, <=50K
58, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Columbia, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
59, Private, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Ecuador, >50K
24, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,40, Mexico, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, Taiwan, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,54, United-States, <=50K
30, Self-emp-inc, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Scotland, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, India, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,35, Jamaica, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Cuba, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, South, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,28, Peru, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Female,0,0,44, United-States, >50K
30, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,35, United-States, >50K
54, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,38, Ireland, >50K
31, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
30, Private, HS-grad, Never-married, Priv-house-serv, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,24, Greece, <=50K
34, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Japan, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, United-States, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
25, Local-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Nicaragua, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Guatemala, >50K
47, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,25, Scotland, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, >50K
39, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,20, Philippines, <=50K
57, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, Taiwan, <=50K
20, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,43, Honduras, <=50K
28, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,3119,0,97, Mexico, >50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
57, Local-gov, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, France, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,1601,44, United-States, <=50K
33, Private, 9th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Laos, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Iran, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,49, South, <=50K
26, Private, HS-grad, Separated, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,50, France, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,35, United-States, <=50K
66, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,73828,0,60, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,30, United-States, <=50K
66, Private, 10th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,24, Portugal, <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Cuba, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
46, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Hungary, >50K
33, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
43, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,6, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Italy, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cuba, <=50K
17, Private, 10th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,15, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Canada, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Trinadad&Tobago, <=50K
22, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,60, United-States, <=50K
50, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Taiwan, <=50K
25, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,20, United-States, <=50K
44, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
34, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, <=50K
62, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,30, United-States, >50K
46, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Honduras, <=50K
35, Private, HS-grad, Divorced, Exec-managerial, Wife, Black, Female,0,0,40, El-Salvador, <=50K
65, Federal-gov, Prof-school, Divorced, Farming-fishing, Not-in-family, Black, Male,2636,0,45, United-States, <=50K
66, Federal-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Other-relative, White, Female,0,0,54, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, El-Salvador, <=50K
38, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Mexico, <=50K
42, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,54, United-States, >50K
