29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Portugal, <=50K
47, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,1883,40, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Yugoslavia, <=50K
38, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Mexico, >50K
39, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States, >50K
58, Private, Some-college, Widowed, Protective-serv, Not-in-family, White, Male,0,0,25, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,30, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
52, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,20, Trinadad&Tobago, <=50K
43, Local-gov, 11th, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,2300,35, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
35, State-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,8, United-States, <=50K
43, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
31, Private, Some-college, Divorced, Other-service, Not-in-family, Other, Female,0,0,30, United-States, <=50K
18, Private, 1st-4th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, Mexico, <=50K
69, Local-gov, Some-college, Married-spouse-absent, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K
37, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
24, Local-gov, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3328,0,40, United-States, <=50K
32, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, >50K
53, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Private, 9th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
47, Local-gov, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Divorced, Priv-house-serv, Husband, White, Female,7687,0,35, United-States, >50K
39, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
57, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
20, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
27, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,79, United-States, <=50K
54, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,54, United-States, >50K
24, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
19, Private, 7th-8th, Never-married, Prof-specialty, Not-in-family, White, Female,1722,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,37, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Peru, >50K
64, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
51, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,35, United-States, >50K
25, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,38, Hungary, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Haiti, >50K
35, Local-gov, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,1863,40, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,36, United-States, <=50K
39, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, <=50K
44, Self-emp-not-inc, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
27, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Ecuador, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,53, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,15, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1861,40, United-States, >50K
22, Private, Bachelors, Never-married, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,52, United-States, <=50K
20, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,35, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,13896,0,45, United-States, >50K
26, State-gov, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, Masters, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,7298,0,34, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
47, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,41, United-States, <=50K
60, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
23, Local-gov, Bachelors, Never-married, Tech-support, Own-child, Other, Male,0,0,30, United-States, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
39, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,10, United-States, >50K
55, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
22, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
26, State-gov, Bachelors, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, Laos, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
42, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,7298,0,40, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
81, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,25, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Nicaragua, <=50K
33, Private, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,40, Peru, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Widowed, Sales, Unmarried, Black, Female,0,0,40, Hungary, <=50K
35, Private, 10th, Never-married, Prof-specialty, Wife, White, Male,0,0,40, Dominican-Republic, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,70, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
43, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
66, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Philippines, <=50K
32, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Federal-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
85, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Female,0,0,12, United-States, <=50K
49, Private, Some-college, Separated, Exec-managerial, Husband, White, Female,7687,0,40, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
28, Self-emp-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
42, Private, 9th, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,1830,0,40, United-States, >50K
48, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Bachelors, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,10, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Laos, <=50K
33, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,15, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
66, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
45, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
49, Private, Masters, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,2220,40, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, Vietnam, <=50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5013,0,40, Iran, >50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,14198,0,50, United-States, >50K
23, Private, 10th, Never-married, Prof-specialty, Unmarried, White, Male,0,0,30, United-States, <=50K
62, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Male,0,0,20, United-States, <=50K
30, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Peru, <=50K
20, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
22, Private, 11th, Never-married, Sales, Other-relative, White, Female,0,0,50, Dominican-Republic, <=50K
50, Self-emp-not-inc, Assoc-acdm, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
56, State-gov, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Columbia, <=50K
38, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
41, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,0,38, United-States, <=50K
27, Private, HS-grad, Never-married, Protective-serv, Unmarried, White, Female,0,0,40, Canada, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
44, Local-gov, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
63, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
37, Federal-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Cuba, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
43, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,3354,0,40, United-States, <=50K
51, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1902,50, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,52, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
81, Self-emp-not-inc, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,50, Philippines, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,11, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
49, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Widowed, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
28, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, Thailand, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
53, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,15, United-States, <=50K
52, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, 12th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,12957,0,50, United-States, >50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Jamaica, <=50K
84, Local-gov, HS-grad, Widowed, Protective-serv, Not-in-family, Black, Female,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,20, United-States, <=50K
37, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,45, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,45, United-States, <=50K
66, Self-emp-not-inc, Prof-school, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, Hungary, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
31, Private, 7th-8th, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
30, Federal-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Mexico, <=50K
36, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
30, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,64, United-States, >50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, United-States, <=50K
29, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
23, State-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,35, United-States, <=50K
67, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, China, <=50K
21, Local-gov, Some-college, Widowed, Handlers-cleaners, Own-child, Black, Female,0,0,20, United-States, <=50K
32, Self-emp-inc, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
60, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,7608,0,50, United-States, >50K
55, Private, 7th-8th, Never-married, Sales, Husband, White, Male,0,0,37, United-States, <=50K
17, Private, 11th, Never-married, Protective-serv, Own-child, White, Female,0,0,24, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,25, United-States, <=50K
35, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
30, Local-gov, HS-grad, Separated, Sales, Not-in-family, White, Female,4734,0,40, United-States, <=50K
54, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
32, Private, Masters, Married-spouse-absent, Tech-support, Unmarried, White, Female,0,0,50, United-States, >50K
61, Local-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
47, Private, Some-college, Never-married, Craft-repair, Wife, White, Female,0,0,20, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Federal-gov, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, United-States, >50K
60, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Thailand, <=50K
32, Local-gov, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,45, United-States, <=50K
58, Private, HS-grad, Married-spouse-absent, Exec-managerial, Unmarried, Black, Male,0,0,40, Trinadad&Tobago, <=50K
46, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,1485,40, United-States, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, 10th, Divorced, Exec-managerial, Unmarried, White, Male,0,0,78, United-States, <=50K
37, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Japan, <=50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,35, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Iran, <=50K
46, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
32, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
61, Self-emp-not-inc, Prof-school, Never-married, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
