26, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,13901,0,50, Greece, >50K
40, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
38, Private, Bachelors, Never-married, Sales, Husband, Other, Female,0,1671,48, United-States, <=50K
43, Local-gov, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,60, United-States, <=50K
36, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
50, Private, Assoc-acdm, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,25, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Greece, <=50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, Scotland, <=50K
18, Private, 10th, Never-married, Sales, Own-child, Other, Male,0,0,15, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
60, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,7687,0,40, United-States, >50K
46, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1877,45, United-States, >50K
26, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,54, Hong, <=50K
63, State-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,26, United-States, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,14229,0,60, Haiti, >50K
52, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Black, Male,7298,0,40, Iran, >50K
27, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,70, Scotland, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,24, Poland, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Female,15024,0,70, United-States, >50K
29, State-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Female,7687,0,40, United-States, >50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Columbia, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,8614,0,50, Puerto-Rico, >50K
31, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Mexico, >50K
49, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, >50K
49, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,35, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Canada, >50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,5724,0,48, Yugoslavia, <=50K
24, Private, Masters, Never-married, Exec-managerial, Own-child, Other, Male,0,0,15, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
39, Self-emp-not-inc, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,83, United-States, <=50K
65, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Japan, <=50K
29, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,80, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,65, United-States, <=50K
44, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,32, Japan, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Columbia, >50K
32, Private, 5th-6th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, United-States, <=50K
35, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,45, Trinadad&Tobago, >50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Divorced, Adm-clerical, Not-in-family, Black, Male,9890,0,45, India, >50K
47, Private, 9th, Widowed, Transport-moving, Unmarried, White, Female,0,1455,38, Philippines, <=50K
43, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, India, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,99, Honduras, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
26, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, Black, Male,0,0,65, United-States, <=50K
21, Self-emp-not-inc, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
45, Private, 11th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,38, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, China, <=50K
34, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Columbia, <=50K
30, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Private, Masters, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,10, United-States, <=50K
23, Private, 9th, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
25, State-gov, Assoc-voc, Never-married, Sales, Husband, Other, Male,0,0,38, Outlying-US(Guam-USVI-etc), >50K
58, Private, Masters, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
78, Private, 9th, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, Columbia, <=50K
30, Private, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Poland, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,1617,0,40, Poland, <=50K
27, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Cambodia, >50K
25, Local-gov, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,48, Trinadad&Tobago, <=50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,50, Columbia, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,1222,0,40, Laos, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
61, Private, Some-college, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,40, Canada, <=50K
30, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
73, Private, Some-college, Widowed, Other-service, Unmarried, Other, Female,0,0,10, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,30, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1782,40, Mexico, >50K
19, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, Prof-school, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Thailand, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,50, United-States, <=50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Jamaica, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,70, United-States, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,8, Ireland, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, >50K
55, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, >50K
51, State-gov, 12th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Peru, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,70, Laos, >50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,43, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, Trinadad&Tobago, >50K
39, Private, HS-grad, Divorced, Protective-serv, Unmarried, Other, Female,0,0,40, United-States, <=50K
36, Private, 9th, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
71, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,50, United-States, <=50K
26, Private, Masters, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1882,40, Ecuador, >50K
60, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, United-States, <=50K
42, Private, Bachelors, Never-married, Prof-specialty, Wife, Other, Female,5000,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
38, Private, 1st-4th, Separated, Transport-moving, Not-in-family, White, Female,0,0,40, South, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,14083,0,35, United-States, >50K
24, Private, Some-college, Never-married, Tech-support, Own-child, Black, Female,0,0,35, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,80, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Ireland, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, Philippines, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, France, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
32, Private, 5th-6th, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,54, India, <=50K
56, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Laos, >50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,48, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, United-States, >50K
66, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,21312,0,18, United-States, <=50K
37, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
55, Private, Some-college, Separated, Transport-moving, Unmarried, White, Female,0,0,50, Taiwan, <=50K
52, Self-emp-not-inc, Some-college, Widowed, Protective-serv, Not-in-family, White, Female,0,0,30, Trinadad&Tobago, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
21, Private, Some-college, Never-married, Priv-house-serv, Own-child, White, Male,0,0,16, Mexico, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1887,70, United-States, >50K
55, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,54, Greece, <=50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Poland, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Yugoslavia, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
31, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
53, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Mexico, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,36, Haiti, <=50K
33, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Vietnam, <=50K
38, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, India, >50K
22, Private, Preschool, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2415,40, Cuba, >50K
47, Private, HS-grad, Divorced, Handlers-cleaners, Wife, White, Female,0,0,35, United-States, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1882,45, South, >50K
55, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
52, Local-gov, 9th, Married-spouse-absent, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
28, Local-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Hong, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Honduras, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,45, Hungary, >50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,7298,0,45, United-States, <=50K
36, Local-gov, Assoc-voc, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, South, <=50K
44, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, United-States, <=50K
21, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,35, Cuba, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,60, United-States, <=50K
48, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Cambodia, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,3019,0,40, Yugoslavia, >50K
50, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
43, Local-gov, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Guatemala, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
42, Local-gov, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,45, Dominican-Republic, <=50K
40, Private, 11th, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,60, Vietnam, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,38, Cambodia, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Female,0,0,25, United-States, <=50K
38, Federal-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,25, Vietnam, <=50K
21, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, White, Female,0,0,40, United-States, >50K
37, Private, Assoc-voc, Divorced, Sales, Unmarried, Other, Female,0,0,48, United-States, <=50K
41, Private, Some-college, Never-married, Priv-house-serv, Unmarried, Black, Female,0,0,21, United-States, <=50K
20, Private, 5th-6th, Never-married, Other-service, Own-child, White, Male,0,0,18, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Jamaica, >50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Ireland, >50K
24, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, Mexico, <=50K
38, Local-gov, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Separated, Adm-clerical, Husband, White, Female,0,0,40, Ireland, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
28, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
42, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,35, United-States, >50K
31, Self-emp-not-inc, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, Iran, <=50K
39, Local-gov, 10th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,1464,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Scotland, >50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
56, Private, 9th, Married-spouse-absent, Transport-moving, Husband, Other, Female,0,0,50, Italy, >50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7298,0,60, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Japan, <=50K
59, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,3268,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
31, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Laos, <=50K
62, Local-gov, Masters, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,25, Puerto-Rico, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,33, Cuba, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,43, United-States, <=50K
40, State-gov, 5th-6th, Divorced, Sales, Husband, Other, Female,0,0,50, India, <=50K
39, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,15024,0,50, Dominican-Republic, >50K
59, Federal-gov, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Greece, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, United-States, >50K
89, Private, Some-college, Widowed, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Thailand, <=50K
44, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Puerto-Rico, >50K
29, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, Portugal, >50K
58, Self-emp-not-inc, 10th, Never-married, Craft-repair, Husband, Black, Male,0,0,45, Greece, >50K
34, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Columbia, <=50K
35, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,50, Yugoslavia, >50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,54, United-States, >50K
31, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,12, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
47, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1474,47, United-States, >50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
58, Self-emp-inc, Prof-school, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,2349,0,40, United-States, >50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Female,0,1574,45, China, >50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
57, Local-gov, 7th-8th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,45, Cuba, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, United-States, <=50K
38, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Mexico, >50K
26, Local-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,30, United-States, <=50K
28, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States, >50K
27, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,48, United-States, <=50K
23, Private, Masters, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Ireland, <=50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,50, United-States, >50K
47, Private, 10th, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
36, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Columbia, <=50K
46, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,45, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Canada, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,42, United-States, <=50K
