58, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
21, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,99, Italy, <=50K
19, Local-gov, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,30, United-States, <=50K
25, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,30, Portugal, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,38, Cuba, <=50K
41, Private, 9th, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
52, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Italy, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Jamaica, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,40, El-Salvador, <=50K
20, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Taiwan, <=50K
30, Private, Some-college, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
27, Private, HS-grad, Widowed, Other-service, Own-child, Other, Female,0,0,15, England, <=50K
55, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Germany, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Jamaica, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,60, Canada, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,40, Trinadad&Tobago, <=50K
24, Private, Masters, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hungary, >50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Thailand, >50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Germany, <=50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Haiti, <=50K
89, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,35, Haiti, <=50K
33, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Scotland, >50K
38, Local-gov, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
21, Private, 11th, Never-married, Handlers-cleaners, Other-relative, Black, Female,0,0,40, Jamaica, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Vietnam, <=50K
50, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,48, Thailand, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Japan, <=50K
34, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,40, Thailand, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Own-child, Other, Male,0,0,40, Cuba, >50K
28, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
33, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,50, Ireland, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, Cuba, >50K
26, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,39, Portugal, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Hong, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Ireland, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, >50K
34, Private, 12th, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Hong, <=50K
25, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,2905,0,45, Germany, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,44, France, <=50K
35, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Greece, >50K
34, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Hungary, <=50K
52, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,45, Hungary, >50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, Ecuador, >50K
33, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,54, Philippines, >50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Philippines, >50K
20, Private, 9th, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,30, Ireland, <=50K
46, Private, 10th, Separated, Sales, Unmarried, Other, Female,0,0,43, Vietnam, <=50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, Greece, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cuba, >50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, France, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,48, Taiwan, >50K
32, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,38, Nicaragua, <=50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, France, >50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,70, Peru, >50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,25, Canada, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1641,40, Haiti, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Guatemala, >50K
19, Private, 11th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,70, Canada, >50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Poland, >50K
34, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, South, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,30, China, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, Thailand, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,7687,0,40, Japan, >50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Cambodia, <=50K
64, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Poland, >50K
47, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Japan, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Greece, <=50K
23, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,40, Honduras, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,37, Germany, <=50K
42, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Jamaica, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, Thailand, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,30, El-Salvador, <=50K
42, Private, Bachelors, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,2436,40, Guatemala, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, India, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Iran, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,75, Nicaragua, <=50K
37, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,54, Mexico, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Guatemala, <=50K
29, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Trinadad&Tobago, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, >50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,54, England, <=50K
42, Private, HS-grad, Separated, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
30, Local-gov, Masters, Divorced, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,432,40, Outlying-US(Guam-USVI-etc), <=50K
52, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,2396,40, Scotland, >50K
24, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,30, Canada, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,50, Puerto-Rico, >50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, >50K
23, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,50, Vietnam, <=50K
58, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, >50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,25, South, >50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,48, Thailand, >50K
40, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,50, Yugoslavia, <=50K
53, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Ecuador, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Iran, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,1902,40, Peru, <=50K
32, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,38, Scotland, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,54, Vietnam, >50K
48, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
54, Private, Masters, Married-spouse-absent, Prof-specialty, Not-in-family, Black, Male,10498,0,45, China, >50K
27, State-gov, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
37, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,38, France, <=50K
32, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,45, Hong, <=50K
59, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Unmarried, Other, Male,0,0,40, Honduras, <=50K
60, Private, 5th-6th, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, South, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,7483,0,45, Scotland, >50K
43, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, Hong, <=50K
37, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Iran, <=50K
26, Private, Masters, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, State-gov, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Cuba, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
37, Private, 11th, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Haiti, <=50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
42, Federal-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, Taiwan, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Nicaragua, >50K
29, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Black, Female,0,1978,40, Cuba, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,54, Peru, >50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Nicaragua, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,84, Iran, <=50K
89, Private, Masters, Widowed, Sales, Husband, White, Male,7298,0,50, Hong, >50K
37, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
47, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,60, Hungary, <=50K
69, Federal-gov, 7th-8th, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,46, Columbia, <=50K
22, State-gov, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Peru, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,30, China, <=50K
74, Private, HS-grad, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Puerto-Rico, <=50K
39, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
31, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,50, Portugal, <=50K
45, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, El-Salvador, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, France, <=50K
23, Private, HS-grad, Never-married, Sales, Wife, Other, Female,0,0,45, Puerto-Rico, <=50K
63, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Philippines, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,35, Puerto-Rico, <=50K
40, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,84, China, <=50K
26, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, Outlying-US(Guam-USVI-etc), >50K
40, Self-emp-not-inc, Masters, Never-married, Other-service, Not-in-family, Other, Female,0,0,50, Vietnam, >50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, >50K
48, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,60, Dominican-Republic, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,32, Columbia, <=50K
46, Local-gov, 9th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,48, South, >50K
25, State-gov, 5th-6th, Never-married, Sales, Wife, Black, Male,0,0,20, Scotland, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,8, China, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,20, Cambodia, <=50K
42, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Italy, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Portugal, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
21, Federal-gov, HS-grad, Divorced, Other-service, Unmarried, Other, Male,0,0,38, Ireland, <=50K
59, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Other-relative, Black, Male,0,0,40, Yugoslavia, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Hong, <=50K
28, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
32, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, England, <=50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1834,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Portugal, >50K
24, Private, HS-grad, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, China, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,40, Thailand, >50K
28, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,20, South, <=50K
57, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
24, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Other, Female,0,0,25, Greece, <=50K
45, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,2182,0,40, Guatemala, >50K
20, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,60, England, <=50K
23, Private, Some-college, Separated, Adm-clerical, Own-child, White, Male,0,0,40, Ireland, <=50K
25, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Nicaragua, <=50K
25, Local-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, Columbia, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
20, Private, Some-college, Never-married, Other-service, Unmarried, Black, Male,0,0,25, Italy, <=50K
54, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Italy, <=50K
22, Private, 9th, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Portugal, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
39, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Hungary, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Peru, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, >50K
38, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,10, Germany, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Columbia, <=50K
29, Private, Masters, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, El-Salvador, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, Taiwan, <=50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, Vietnam, <=50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
27, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, Japan, <=50K
44, Private, 7th-8th, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,70, Philippines, >50K
37, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Italy, >50K
46, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, Nicaragua, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,25, China, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Other, Female,0,0,40, Germany, <=50K
29, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
32, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, Italy, <=50K
57, Private, 9th, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Portugal, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,355,0,40, Germany, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,35, Ecuador, <=50K
45, Federal-gov, Bachelors, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
32, Private, HS-grad, Married-spouse-absent, Other-service, Other-relative, Other, Female,0,0,40, Ecuador, <=50K
41, Private, Doctorate, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,50, Cuba, >50K
40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Poland, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, South, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Male,0,0,35, El-Salvador, <=50K
46, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Scotland, >50K
59, Local-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,70, Ireland, <=50K
29, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Hungary, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
22, Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,443,0,40, Peru, <=50K
44, Self-emp-not-inc, 5th-6th, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Yugoslavia, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, South, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
62, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Peru, <=50K
38, Private, Masters, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,1887,48, England, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, South, <=50K
49, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,2740,0,40, Philippines, >50K
52, Federal-gov, 5th-6th, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
27, Private, Masters, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,45, India, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,50, England, <=50K
60, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Iran, <=50K
27, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,70, Greece, <=50K
56, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Canada, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
28, Private, Doctorate, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,4681,0,54, Ireland, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Scotland, >50K
28, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Wife, Black, Female,0,1414,4, Ireland, <=50K
48, Self-emp-not-inc, Bachelors, Married-spouse-absent, Adm-clerical, Wife, White, Male,0,0,70, Vietnam, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
39, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,1651,40, Italy, <=50K
25, Private, Masters, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
27, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
24, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,35, Hong, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,45, Peru, >50K
