21, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Poland, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,48, United-States, <=50K
74, Federal-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,16, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,45, United-States, >50K
67, State-gov, Doctorate, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,6517,0,54, United-States, >50K
36, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Prof-school, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
38, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,21, United-States, <=50K
54, Private, 7th-8th, Separated, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
52, Federal-gov, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Widowed, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
51, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
34, Private, 11th, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
30, Private, 1st-4th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, South, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
35, Local-gov, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
68, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, <=50K
24, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
49, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
63, Private, Assoc-voc, Widowed, Tech-support, Wife, White, Female,0,0,40, Germany, >50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,3886,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, >50K
81, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,2195,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,20, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
45, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,3199,0,40, United-States, <=50K
40, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1443,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,20, Nicaragua, <=50K
33, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,12, United-States, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-spouse-absent, Other-service, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,22, United-States, <=50K
75, Private, 7th-8th, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,35, United-States, >50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
51, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,56, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Other-relative, White, Male,0,0,40, Italy, <=50K
66, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Female,8271,0,38, Outlying-US(Guam-USVI-etc), <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,18, United-States, <=50K
64, Self-emp-not-inc, Doctorate, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,3, United-States, <=50K
57, Private, Some-college, Separated, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
37, Private, Doctorate, Separated, Adm-clerical, Other-relative, White, Female,7298,0,45, El-Salvador, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,84, United-States, >50K
57, Local-gov, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, Jamaica, >50K
49, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,27, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Mexico, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, United-States, <=50K
38, Self-emp-not-inc, Masters, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
44, Private, Some-college, Divorced, Farming-fishing, Wife, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
52, Self-emp-not-inc, Masters, Married-spouse-absent, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Poland, <=50K
27, Private, 12th, Never-married, Sales, Own-child, Black, Female,0,0,15, United-States, <=50K
69, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,16, United-States, <=50K
30, State-gov, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Federal-gov, Some-college, Never-married, Prof-specialty, Other-relative, White, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Separated, Transport-moving, Unmarried, White, Female,0,0,50, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
39, Local-gov, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, India, <=50K
47, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
67, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
32, Local-gov, 10th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
32, State-gov, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
30, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,5013,0,45, Haiti, >50K
28, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Canada, <=50K
49, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
23, Federal-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
42, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,1766,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
52, State-gov, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, >50K
55, Private, Masters, Widowed, Other-service, Not-in-family, White, Male,3393,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Masters, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,7687,0,50, Thailand, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,99, United-States, >50K
62, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
58, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,71, United-States, >50K
75, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
48, Private, Assoc-voc, Never-married, Sales, Husband, White, Male,0,0,45, United-States, >50K
35, Self-emp-inc, Assoc-acdm, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,50, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
51, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
38, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
45, Federal-gov, 7th-8th, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
59, State-gov, Bachelors, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Local-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
47, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Other, Female,0,0,30, United-States, <=50K
53, Private, Prof-school, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,36, Japan, <=50K
19, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
63, Private, Bachelors, Widowed, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Separated, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
24, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,37, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
49, Private, 9th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,54, United-States, >50K
47, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
38, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1977,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,38, United-States, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Portugal, <=50K
46, Federal-gov, 9th, Divorced, Transport-moving, Unmarried, White, Female,0,0,45, United-States, <=50K
41, Private, Bachelors, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
66, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
61, Federal-gov, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Assoc-voc, Separated, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Wife, Black, Male,0,1902,35, United-States, <=50K
23, Private, HS-grad, Separated, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
35, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,10520,0,60, United-States, <=50K
52, Private, 7th-8th, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
46, Private, 10th, Divorced, Handlers-cleaners, Unmarried, Other, Female,0,0,25, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
45, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,47, United-States, <=50K
53, Private, Assoc-voc, Divorced, Farming-fishing, Wife, White, Male,0,0,40, United-States, <=50K
32, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, Taiwan, <=50K
32, Private, 12th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Peru, <=50K
30, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,54, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,65, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,3782,0,40, United-States, >50K
41, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,7298,0,43, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,44, United-States, <=50K
35, Private, Assoc-acdm, Never-married, Sales, Unmarried, Other, Male,0,0,30, United-States, <=50K
24, Private, Doctorate, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, >50K
20, Federal-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,25, United-States, <=50K
27, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,5958,0,40, United-States, >50K
46, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
59, Federal-gov, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Masters, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,50, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,45, Mexico, >50K
49, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,2830,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
47, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Never-married, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hungary, >50K
35, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Other, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,48, United-States, <=50K
32, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
21, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,37, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private, Assoc-voc, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Thailand, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,44, United-States, <=50K
32, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
38, Local-gov, 10th, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
42, Local-gov, Bachelors, Separated, Sales, Husband, White, Male,0,0,45, United-States, >50K
55, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Female,0,0,37, El-Salvador, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,60, United-States, <=50K
40, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,1666,40, United-States, <=50K
36, Private, Some-college, Separated, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, 9th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,38, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Mexico, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
40, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Masters, Never-married, Other-service, Wife, White, Female,0,0,38, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
42, Self-emp-inc, Bachelors, Separated, Prof-specialty, Husband, White, Female,0,0,22, United-States, <=50K
38, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,65, United-States, <=50K
26, Self-emp-not-inc, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
59, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
31, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
26, Self-emp-inc, Bachelors, Married-spouse-absent, Other-service, Own-child, White, Male,0,0,45, United-States, <=50K
21, Self-emp-not-inc, 12th, Never-married, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
68, Self-emp-not-inc, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,10, United-States, <=50K
57, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
34, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, Guatemala, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,16, United-States, <=50K
45, Local-gov, Some-college, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Local-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,7304,0,36, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,77, Ecuador, >50K
65, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Asian-Pac-Islander, Male,0,0,35, Nicaragua, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, Haiti, <=50K
33, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,50, United-States, >50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,43, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,60, United-States, <=50K
36, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,4, United-States, <=50K
48, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
