47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,1937,48, Dominican-Republic, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,50, United-States, >50K
73, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,15, Canada, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
67, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,2309,6, Mexico, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, El-Salvador, >50K
46, Federal-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,2909,0,36, Puerto-Rico, >50K
43, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, Yugoslavia, >50K
61, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,1887,40, Nicaragua, >50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Scotland, >50K
47, Federal-gov, HS-grad, Divorced, Protective-serv, Husband, Black, Female,10443,0,38, United-States, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,84, Cambodia, >50K
30, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,45, Greece, <=50K
22, Private, 11th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Laos, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,38, Guatemala, <=50K
54, Private, Assoc-voc, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, South, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, England, >50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
26, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,35, Peru, <=50K
67, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
47, Private, 9th, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, United-States, <=50K
29, Private, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
49, Private, Bachelors, Separated, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Mexico, <=50K
53, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
49, Private, Assoc-acdm, Separated, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Laos, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,15, Vietnam, <=50K
34, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, Cuba, >50K
26, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,16, Columbia, <=50K
42, Private, Masters, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, England, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,44, Taiwan, <=50K
41, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
69, Private, Assoc-acdm, Divorced, Farming-fishing, Not-in-family, Other, Female,0,0,80, Ecuador, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,50, India, <=50K
34, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72, Columbia, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Laos, >50K
46, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
27, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,40, Japan, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,37, Taiwan, >50K
18, State-gov, Some-college, Never-married, Craft-repair, Own-child, Other, Female,0,0,20, Philippines, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, >50K
29, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Cambodia, <=50K
27, Local-gov, Assoc-acdm, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,40, Thailand, <=50K
31, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,2371,40, Vietnam, >50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, El-Salvador, >50K
35, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,70, Trinadad&Tobago, <=50K
23, Private, 10th, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,36, Yugoslavia, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, Iran, >50K
32, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,40, Vietnam, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Taiwan, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,3953,0,45, Scotland, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,35, Germany, <=50K
27, Federal-gov, HS-grad, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,24, United-States, <=50K
69, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,15510,0,16, United-States, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Male,0,1977,40, Dominican-Republic, >50K
55, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
41, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,99999,0,68, Cambodia, >50K
55, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,99999,0,60, Iran, >50K
51, Private, HS-grad, Separated, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
28, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,40, Poland, <=50K
24, Private, Assoc-voc, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Portugal, <=50K
29, Self-emp-not-inc, 12th, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,44, Dominican-Republic, <=50K
34, Private, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Female,0,0,54, Japan, <=50K
43, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
19, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,30, England, <=50K
58, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,7298,0,39, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,38, Scotland, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Iran, <=50K
27, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Unmarried, Other, Male,0,0,25, Taiwan, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, >50K
47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Iran, >50K
70, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, Japan, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,48, El-Salvador, >50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, England, <=50K
76, State-gov, 9th, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,12, Philippines, <=50K
41, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,40, Yugoslavia, <=50K
21, Private, Bachelors, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, Cuba, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, Guatemala, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,99, Hong, <=50K
20, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Greece, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,69, Germany, <=50K
41, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, Honduras, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,30, Dominican-Republic, <=50K
34, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,45, Hungary, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, England, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, Poland, >50K
49, Private, Masters, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
18, Private, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,20, Puerto-Rico, <=50K
31, Local-gov, 11th, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Peru, <=50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, South, <=50K
67, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,24, Laos, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,60, England, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1939,40, Dominican-Republic, >50K
73, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
19, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Hungary, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,10, South, <=50K
29, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
22, Local-gov, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Greece, <=50K
31, Private, 10th, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,14242,0,50, Greece, <=50K
24, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,24, Peru, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Honduras, <=50K
47, Private, 1st-4th, Divorced, Other-service, Not-in-family, White, Male,0,1511,40, Italy, <=50K
34, Local-gov, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
23, Private, 12th, Never-married, Protective-serv, Own-child, Other, Male,0,0,45, United-States, <=50K
46, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,45, Jamaica, >50K
42, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, >50K
17, Private, 10th, Never-married, Protective-serv, Own-child, White, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, India, <=50K
29, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, Ireland, >50K
25, Private, Bachelors, Separated, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,19, Hong, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,35, Greece, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Laos, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, <=50K
38, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,60, France, <=50K
47, Private, Masters, Never-married, Craft-repair, Unmarried, Other, Male,0,0,70, Laos, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,1887,30, Cuba, <=50K
26, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, >50K
53, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
36, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,40, Columbia, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, China, >50K
29, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Philippines, <=50K
31, Private, Masters, Never-married, Prof-specialty, Unmarried, Black, Female,0,1592,40, England, <=50K
54, Private, HS-grad, Separated, Craft-repair, Unmarried, Other, Female,0,0,45, Germany, <=50K
48, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,53, Germany, <=50K
65, Self-emp-inc, 9th, Divorced, Sales, Not-in-family, Other, Male,0,2914,40, Honduras, <=50K
42, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Honduras, <=50K
54, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,15, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,38, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,38, Japan, <=50K
23, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, France, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Guatemala, <=50K
31, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,38, Hungary, <=50K
26, Private, Masters, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Scotland, >50K
43, Private, Bachelors, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,10426,0,40, Japan, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,12, United-States, <=50K
34, Private, Assoc-voc, Separated, Tech-support, Not-in-family, White, Female,0,0,40, Mexico, <=50K
25, State-gov, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,1818,36, South, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Japan, >50K
33, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Peru, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,50, Greece, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,54, Nicaragua, <=50K
27, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,50, Puerto-Rico, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,35, Greece, <=50K
26, Self-emp-not-inc, Prof-school, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,45, Greece, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,30, Mexico, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,60, Honduras, <=50K
43, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,1527,40, India, >50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,50, South, <=50K
38, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
56, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, >50K
22, Private, Assoc-voc, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,2883,0,80, Iran, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,65, France, <=50K
43, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Other, Female,3042,0,50, Yugoslavia, <=50K
29, Local-gov, Assoc-voc, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, Puerto-Rico, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Honduras, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,1779,50, Italy, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Thailand, >50K
21, Local-gov, Some-college, Divorced, Other-service, Wife, White, Male,0,0,15, Taiwan, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Poland, >50K
43, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
22, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Columbia, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,24, Iran, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Honduras, >50K
43, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1905,40, United-States, >50K
40, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Honduras, <=50K
44, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,70, Iran, >50K
19, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,20, Ecuador, <=50K
50, Private, Prof-school, Married-civ-spouse, Sales, Wife, Black, Male,0,0,40, Cuba, >50K
41, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Vietnam, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,15024,0,40, England, >50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,7687,0,45, Columbia, >50K
36, Private, 10th, Married-civ-spouse, Prof-specialty, Wife, White, Male,3185,0,40, Canada, <=50K
63, State-gov, Masters, Separated, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
24, Self-emp-not-inc, 10th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, India, <=50K
29, Private, HS-grad, Married-spouse-absent, Handlers-cleaners, Husband, White, Male,0,0,40, Ireland, >50K
32, Federal-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,40, Dominican-Republic, <=50K
32, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Laos, <=50K
23, Federal-gov, 7th-8th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Trinadad&Tobago, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,1962,0,35, Ireland, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Greece, <=50K
47, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,9810,0,40, Yugoslavia, >50K
21, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,17, Hungary, <=50K
37, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Greece, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,25, France, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,76, Japan, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, France, <=50K
33, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
25, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,24, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
34, Private, Prof-school, Married-civ-spouse, Sales, Other-relative, Amer-Indian-Eskimo, Female,0,0,60, Mexico, <=50K
41, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Thailand, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Female,7687,0,40, South, >50K
22, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,27, Greece, <=50K
31, Private, Some-college, Divorced, Transport-moving, Other-relative, White, Female,0,0,45, Japan, <=50K
23, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Thailand, <=50K
45, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Male,0,0,40, Guatemala, <=50K
30, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,35, Mexico, <=50K
44, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,44, Guatemala, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, Ireland, <=50K
28, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,20, Peru, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Hong, <=50K
33, Private, HS-grad, Divorced, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,50, Thailand, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Italy, <=50K
60, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,25, Yugoslavia, <=50K
57, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Columbia, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Taiwan, <=50K
42, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Greece, <=50K
38, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,42, Trinadad&Tobago, >50K
25, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
47, Private, 1st-4th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
48, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,30, Ecuador, <=50K
36, Local-gov, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,35, Hong, <=50K
