25, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,11887,0,50, India, >50K
26, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
43, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,40, United-States, <=50K
36, Private, Masters, Never-married, Exec-managerial, Not-in-family, Other, Male,13637,0,45, Peru, >50K
49, Private, Assoc-voc, Separated, Transport-moving, Unmarried, White, Female,0,1684,38, United-States, <=50K
43, Private, Assoc-voc, Separated, Craft-repair, Own-child, White, Male,0,0,40, Nicaragua, <=50K
56, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,99, Japan, >50K
20, Private, HS-grad, Separated, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
45, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Other, Male,0,0,65, United-States, <=50K
21, State-gov, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
45, Private, 10th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,36, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7687,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, Columbia, <=50K
34, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Divorced, Protective-serv, Wife, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,10, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
25, State-gov, Assoc-voc, Never-married, Sales, Husband, White, Male,0,0,38, United-States, <=50K
58, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
80, Private, 7th-8th, Widowed, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,20, Dominican-Republic, <=50K
30, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,45, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,3219,0,40, United-States, <=50K
27, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, >50K
25, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
23, Private, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,3127,0,40, South, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Mexico, <=50K
32, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
61, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Canada, <=50K
30, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
73, Private, Some-college, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,10, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,30, United-States, >50K
53, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1863,40, United-States, >50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, South, >50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,70, United-States, <=50K
25, Self-emp-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,8, Poland, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, >50K
54, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, State-gov, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,44, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,1902,40, United-States, >50K
39, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
73, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
26, Private, Masters, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1887,40, Germany, >50K
60, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
40, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, Other, Female,7298,0,35, United-States, >50K
25, Private, Bachelors, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, Greece, >50K
38, Private, 12th, Separated, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,14543,0,35, United-States, >50K
24, Private, Some-college, Never-married, Tech-support, Own-child, Black, Female,0,0,35, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
55, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,80, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Philippines, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
46, Local-gov, Masters, Married-civ-spouse, Sales, Wife, White, Male,0,0,25, Honduras, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
32, Private, 1st-4th, Divorced, Sales, Not-in-family, Black, Male,0,0,54, Mexico, <=50K
56, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,48, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
66, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,24206,0,15, United-States, >50K
37, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Some-college, Separated, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
53, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,35, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1887,70, United-States, >50K
55, Private, Masters, Never-married, Farming-fishing, Husband, White, Male,0,0,54, India, <=50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, Vietnam, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,45, United-States, <=50K
53, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,36, Italy, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Vietnam, <=50K
38, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Mexico, >50K
22, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,32, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
46, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2415,40, Ecuador, >50K
47, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Female,0,0,35, United-States, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1887,43, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
52, Local-gov, 7th-8th, Married-spouse-absent, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
28, Federal-gov, Some-college, Never-married, Sales, Wife, White, Male,0,0,40, Japan, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Jamaica, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,7687,0,45, Mexico, >50K
40, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, Black, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7687,0,45, United-States, >50K
36, Federal-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,48, United-States, <=50K
45, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, United-States, <=50K
21, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, El-Salvador, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,60, United-States, <=50K
48, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,4468,0,40, Vietnam, <=50K
50, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
43, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Iran, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
42, Federal-gov, Some-college, Separated, Sales, Unmarried, White, Male,0,0,45, El-Salvador, <=50K
40, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,38, Canada, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Masters, Never-married, Protective-serv, Own-child, White, Female,0,0,25, United-States, <=50K
38, Federal-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,25, Vietnam, <=50K
21, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
41, Self-emp-not-inc, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,24, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,17, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Portugal, >50K
26, Private, HS-grad, Divorced, Transport-moving, Husband, White, Female,0,0,40, Nicaragua, >50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Taiwan, <=50K
38, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Separated, Craft-repair, Husband, White, Female,0,0,40, Nicaragua, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, >50K
31, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, Mexico, <=50K
40, Local-gov, 12th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1606,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Assoc-acdm, Never-married, Transport-moving, Husband, White, Female,0,0,50, Puerto-Rico, >50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,7632,0,60, United-States, >50K
35, Private, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Scotland, <=50K
59, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,4599,0,40, United-States, <=50K
53, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Puerto-Rico, <=50K
62, Federal-gov, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,25, United-States, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,34, El-Salvador, <=50K
27, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,43, United-States, <=50K
40, State-gov, 7th-8th, Divorced, Sales, Husband, White, Male,0,0,50, Nicaragua, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,50, El-Salvador, >50K
59, Federal-gov, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, India, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, United-States, >50K
89, Private, Masters, Separated, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
55, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
44, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
28, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Wife, White, Male,8151,0,45, United-States, >50K
58, Self-emp-inc, 10th, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,45, Hungary, >50K
34, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Dominican-Republic, <=50K
35, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Vietnam, >50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,54, United-States, >50K
31, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Separated, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,12, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7539,0,50, United-States, >50K
48, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1658,45, United-States, >50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3631,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,25, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female,0,1693,43, Columbia, >50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
57, Private, 7th-8th, Separated, Adm-clerical, Own-child, Black, Male,0,0,45, Ecuador, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,19, United-States, <=50K
38, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Thailand, <=50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
27, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,48, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Peru, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,15024,0,50, United-States, >50K
47, Private, 10th, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
36, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, Japan, <=50K
23, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, Cuba, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,45, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, China, >50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Federal-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Local-gov, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hungary, >50K
25, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, Italy, <=50K
28, Private, 9th, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,36, Peru, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
70, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, Black, Male,15024,0,45, United-States, >50K
55, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, Scotland, >50K
50, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7360,0,50, Taiwan, >50K
39, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,3326,0,40, United-States, >50K
58, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,38, Dominican-Republic, <=50K
43, Private, HS-grad, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,2398,0,50, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, United-States, <=50K
48, Private, Masters, Never-married, Sales, Not-in-family, White, Female,3701,0,35, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
46, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
38, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
40, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1977,20, United-States, >50K
89, Private, Prof-school, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Doctorate, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
20, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,10, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, >50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
37, Private, Doctorate, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Honduras, >50K
49, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,24, Scotland, <=50K
21, Private, 5th-6th, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States, >50K
36, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, >50K
23, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,7298,0,83, United-States, <=50K
35, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,1485,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
55, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
29, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
50, Self-emp-not-inc, Assoc-voc, Separated, Craft-repair, Not-in-family, White, Male,0,0,25, Iran, <=50K
34, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,36, United-States, >50K
43, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
69, Self-emp-inc, 5th-6th, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Portugal, <=50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K
